ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001575917-24-000002	2308913	Common Stock				3020.0				I	F2	Held By Wife	
0001437749-24-011744	2315961	Common Stock				8.0	F2, F1			I		Horizon Kinetics Asset Management LLC	
0001437749-24-011739	2503214	Common Stock				16647.0	F1			I		CDK Fund Ltd	
0001437749-24-011739	2503215	Common Stock				180.0	F1			I		Spouse	
0001437749-24-011739	2503213	Common Stock				7452.0	F1			I		CDK Partners LP	
0001437749-24-011739	2503212	Common Stock				4416.0	F1			I		Horizon Kinetics Hard Assets II LLC	
0001628280-24-015756	2387752	Common Stock, par value $0.0001 per share				37584.0				I		Monticello Avenue LLC	F2
0000022444-24-000079	2404681	Common Stock				5000.0				I		By Limited Partnership	
0001599916-24-000100	2365451	Common Stock				100451120.0				D			
0001725160-24-000089	2714700	Common Stock				35458.0				D			
0000950170-24-043518	2791798	Ordinary Shares				270214.0				I		See footnote	
0001453687-24-000063	2632284	Common Stock				3493.0	F2			I		By wife	
0001453687-24-000061	2733284	Common  Stock				25940.0	F1			D			
0001453687-24-000059	2640753	Common  Stock				18273.0	F1			D			
0001453687-24-000057	2405311	Common  Stock				51033.0	F1			D			
0000950170-24-043505	2703150	Common Stock				12746.0	F2			D		See Footnote	F4
0000950170-24-043505	2703151	Common Stock				6852.0	F2			I			
0000950170-24-043503	2523605	Common Stock				655540.0				I		By SQN LLC	F8
0000950170-24-043502	2617375	Common Stock				655540.0				I		By SQN LLC	F9
0001415889-24-010677	2609006	Common Stock				31172.0				I		See footnote	F1
0001415889-24-010677	2609005	Common Stock				14754.0				D			
0001415889-24-010676	2518121	Common Stock				394027.0				I		See footnote	F4
0001415889-24-010675	2546150	Common Stock				777906.0				I		By Friedrich Prinz and Gertrud Prinz, Trustees of the Prinz Family Trust dated September 17, 2018	
0001415889-24-010675	2546151	Common Stock				259302.0				I		By: Marie Helene Prinz 2019 Trust dated June 17, 2019	
0001415889-24-010675	2546152	Common Stock				259302.0				I		By: Benedikt Prinz 2019  Trust dated June 17, 2019	
0001727689-24-000039	2573457	Common Shares				43477269.0				D	F3		
0001727689-24-000039	2573456	Common Shares				15234794.0				D	F2		
0001261333-24-000050	2562573	Common Stock				160253.0				I		By Trust	
0001261333-24-000050	2562574	Common Stock				65558.0				I		By Children's Trusts	
0001261333-24-000050	2562575	Common Stock				6458.0				I		By Spouse	
0001261333-24-000050	2562576	Common Stock				3.0				I		By Family Partnership	
0001140361-24-019164	2370941	Common Stock, par value $0.001 per share				7117.0				D			
0001140361-24-019164	2370939	Common Stock, par value $0.001 per share				390860.0	F2			I		See footnote	F5
0001140361-24-019164	2370940	Common Stock, par value $0.001 per share				1784113.0	F2			I		See footnote	F6
0001140361-24-019163	2592170	Common Stock, par value $0.001 per share				390860.0				D	F3		
0002008973-24-000010	2610117	Common Stock, par value $1 per share				19979.0	F1			D			
0001437749-24-011682	2305966	Common Stock				17210.0				I		Held by spouse	
0001415889-24-010666	2599357	Common Stock				2003349.0				I		RVH, LLC	F4
0001415889-24-010666	2599356	Common Stock				215174.0				I		The RSS Living Trust dated April 6, 2012	F3
0001437749-24-011674	2345322	Common Stock				250.0				I		Held by spouse	
0001415889-24-010660	2751253	Common Stock				4126822.0				I		By Spouse	
0001415889-24-010660	2751251	Common Stock				3276854.0				D			
0001415889-24-010660	2751252	Common Stock				1697447.0				I		By Sarina Tanimoto Charitable Remainder UniTrust Dated January 7, 2020	F6
0001415889-24-010659	2526976	Common Stock				4126822.0				D			
0001415889-24-010659	2526977	Common Stock				1697447.0				I		By Sarina Tanimoto Charitable Remainder UniTrust Dated January 7, 2020	F6
0001415889-24-010659	2526978	Common Stock				3276854.0				I		By Spouse	
0001393311-24-000099	2684497	Common Shares				12382.0	F1			D		By Trust	F2
0001393311-24-000099	2684498	Common Shares				2000.0				I			
0001493152-24-014258	2486589	Ordinary Shares				2000.0				D			
0001213900-24-031923	2512368	Common Stock				3000000.0				I		The PVBQ Living Trust	F2
0000842517-24-000074	2607517	common				0.0				D			
0001104659-24-045899	2418141	Common Stock				760.0				I		By Spouse IRA	
0000897069-24-000896	2531673	Class B common stock, par value $0.01 per share	F7			809409.0				I		See Footnote	F9
0000897069-24-000896	2531672	Class B common stock, par value $0.01 per share	F7			57820586.0				D		By trust	F8
0000897069-24-000896	2531674	Class B common stock, par value $0.01 per share	F7			596158.0				I			
0001562180-24-003388	2593777	Common Stock				255000.0				I	F4	Indig Dynasty Trust	
0000950170-24-043432	2785414	Common Stock				11051.0				I		By the Tamer Ibrahim Ahmed Khayal Trust	
0000950170-24-043432	2785413	Common Stock				14776.0				I		By the Khayal Family 2021 Irrevocable Trust	
0001628280-24-015658	2585925	Common Shares				1625206.0				I		By trust	
0001021771-24-000091	2475540	Common Stock				12136.0				I		IRA	
0001437749-24-011659	2426588	Common Stock				0.0				D			
0001679788-24-000063	2430407	Class A Common Stock				1931844.0				I			
0001679788-24-000063	2430406	Class A Common Stock				2583752.0				I		By Paradigm One LP	F15
0001679788-24-000063	2430405	Class A Common Stock				4662.0				D		By Paradigm Fund, LP	F14
0001656472-24-000046	2784890	COMMON SHARES				11659.0				D			
0000904454-24-000253	2729035	Class A Common Stock				1979173.0				I		See footnote	F1
0001127602-24-012774	2498226	Common Stock				115840.0				I		By LLC BE	F9
0001127602-24-012774	2498227	Common Stock				171323.0				I		By LLC BN	F9
0001127602-24-012774	2498228	Common Stock				115840.0				I		By LLC NE	F9
0001127602-24-012774	2498231	Common Stock				171324.0				I		By LLC ZN	F9
0001127602-24-012774	2498230	Common Stock				115840.0				I		By LLC ZE	F9
0001127602-24-012774	2498229	Common Stock				171324.0				I		By LLC NN	F9
0001562180-24-003383	2698850	Common Stock				10000.0				D			
0001127602-24-012772	2673387	Common Stock				10000000.0				I	F10	By Marc Benioff Fund LLC	
0001493152-24-014238	2536927	Class A Common Stock				71832.0				D			
0001493152-24-014237	2436537	Class A Common Stock				71832.0				D			
0001415889-24-010656	2313768	Common Stock				762.0				I		Shares owned by spouse	
0002019144-24-000002	2686401	Common Stock				205.0				I			
0002019144-24-000002	2686400	Common Stock				16661.0				D		Spouse	
0001628280-24-015651	2417501	Class A Common Stock				2186.03	F3			I		By 401(k) plan	
0001628280-24-015649	2647936	Class A Common Stock				1.0	F3			I		By Daughter	
0001628280-24-015648	2529815	Class A Common Stock				6.85	F3			I		By 401(k) plan	
0001628280-24-015647	2634943	Class A Common Stock				2179.62	F3			I		By 401(k) plan	
0001944013-24-000036	2442835	Common Stock				8561.0				D		401(k)	
0001944013-24-000036	2442836	Common Stock				354.0				I			
0000091142-24-000126	2579450	Common Stock				8956.0				I		Held by spouse	
0000091142-24-000126	2579451	Common Stock				6773.0				I		In trust	F2
0001437749-24-011650	2432502	Common Stock				417826.0				D	F1		
0001437749-24-011650	2432503	Common Stock				4853565.0				D	F2		
0000091142-24-000124	2393922	Common Stock				231405.0				I		Held by spouse's revocable trust or grantor retained annuity trusts.	
0001437749-24-011649	2497682	Common Stock				3124893.0				D			
0000950170-24-043406	2399652	Class A Common Stock				238522.0				I		See Footnote	F5
0001415889-24-010655	2416770	Common Stock				1279000.0				I		By the Robert A. Ortenzio Descendants Trust	F3
0001415889-24-010655	2416772	Common Stock				280415.0				I		By the Robert A. Ortenzio 2014 Trust for Bryan A. Ortenzio	F3
0001415889-24-010655	2416773	Common Stock				280415.0				I		By the Robert A. Ortenzio 2014 Trust for Kevin M. Ortenzio	F3
0001415889-24-010655	2416774	Common Stock				280415.0				I		By the Robert A. Ortenzio 2014 Trust for Madeline G. Ortenzio	F3
0001415889-24-010655	2416771	Common Stock				3804805.0				I		By the Rocco A. Ortenzio Separate Exempt Descendants Trust	F3
0000040417-24-000029	2772336	5.95% Preferred Stock				11250.0				D	F2		
0000040417-24-000029	2772337	5.95% Preferred Stock				3750.0				I	F3		
0000040417-24-000029	2772334	Common Stock				8765.0				D	F1	By Thrift Plan Trust	
0000040417-24-000029	2772335	Common Stock				80989.0				I	F4	By Spouse	
0001127602-24-012770	2397245	Common Stock				6767.0				I		Indirect holding through 401 (k) Plan	
0000091142-24-000118	2333459	Common Stock				10000.0				I		Held by Spouse (SLAT)	
0001062993-24-008275	2333865	Common Stock				8081.0	F1			D			
0002017848-24-000003	2371826	Common Stock				3000.0				D			
0000091142-24-000116	2680877	Common Stock				11425.0				D			
0001447362-24-000048	2447061	Common Stock				4655.0				D			
0001685040-24-000012	2370832	No Securities Beneficially Owned				0.0				D			
0000091142-24-000112	2790952	Common Stock				10.0				D			
0001062993-24-008269	2323203	Class B Common Stock				33200.0				I		By Children	F2
0001415889-24-010648	2415399	Common Stock				4466.0	F3			I		By Joint Trust Account with Spouse	
0000950170-24-043385	2450349	Common Stock				1911.27				I		By 401(k)	
0000950170-24-043386	2513064	Class C Common Stock				327637.0	F11			I		Held through Silver Lake Group, L.L.C.	F11, F13
0000950170-24-043386	2513066	Class C Common Stock				549115.0	F14			D	F14	See footnote	F15
0000950170-24-043386	2513067	Class C Common Stock				15789.0	F15			I			
0000950170-24-043386	2513063	Class C Common Stock				2644.0	F10			I		Held through Silver Lake Technology Associates IV, L.P.	F10, F13
0000950170-24-043386	2513062	Class C Common Stock				47596.0	F9			I		Held through Silver Lake Technology Associates V, L.P.	F13, F9
0000950170-24-043386	2513061	Class C Common Stock				80619.0	F8			I		Held through SLTA SPV-2, L.P.	F8, F13
0000950170-24-043386	2513065	Class C Common Stock				483.0	F12			I		See footnote	F12
0000950170-24-043383	2573809	Class C Common Stock				483.0	F12			I		See footnote	F12
0000950170-24-043383	2573808	Class C Common Stock				327637.0	F11			I		Held through Silver Lake Group, L.L.C.	F11, F13
0000950170-24-043383	2573811	Class C Common Stock				15789.0	F15			I			
0000950170-24-043383	2573805	Class C Common Stock				80619.0	F8			I		Held through SLTA SPV-2, L.P.	F8, F13
0000950170-24-043383	2573810	Class C Common Stock				549115.0	F14			D	F14	See footnote	F15
0000950170-24-043383	2573806	Class C Common Stock				47596.0	F9			I		Held through Silver Lake Technology Associates V, L.P.	F9, F13
0000950170-24-043383	2573807	Class C Common Stock				2644.0	F10			I		Held through Silver Lake Technology Associates IV, L.P.	F10, F13
0001569187-24-000055	2662035	6.75% Series A Preferred Stock				5000.0				D			
0000950170-24-043374	2328715	Class A Common Stock				4000.0				D			
0001493152-24-014216	2673505	Common Stock				1124989.0	F1			I		By Core 4 Capital Corp	
0001493152-24-014216	2673506	Common Stock				2369668.0	F2			I		By Core 4 Capital Corp.	
0001531152-24-000055	2647045	Common Stock				2000.0				I		By Minor Children	
0001850132-24-000007	2570019	Common Stock				483.0				I		ESPP	
0001209191-24-005282	2400003	No securities are beneficially owned				0.0				D			
0001415889-24-010644	2676921	Class A Common Stock				89652.0				I		By Battery Investment Partners IX, LLC	F3
0001415889-24-010644	2676920	Class A Common Stock				9236367.0				I		By Battery Ventures IX, L.P.	F2
0001415889-24-010644	2676923	Class A Common Stock				215670.0				I		By Battery Investment Partners Select Fund I, L.P.	F5
0001415889-24-010644	2676922	Class A Common Stock				2180664.0				I		By Battery Ventures Select Fund I, L.P.	F4
0001213900-24-031873	2455913	Common Stock				1448908.0	F6			D		Catatonk Creek LLC	
0001213900-24-031873	2455914	Common Stock				1477.0	F7			I		Tioga 22 LLC	
0001213900-24-031873	2455915	Common Stock				1476.0	F7			I		Wool c/f Alison Cottone UTMA/NY Age 18	
0001213900-24-031873	2455916	Common Stock				3559.0	F8			I		Dongam, LLC	
0001213900-24-031873	2455917	Common Stock				1477.0	F9			I			
0001213900-24-031873	2455912	Common Stock				24000.0	F5			I		By Mr. Wool's Rollover IRA	
0001127602-24-012767	2644830	Common Stock				15028.0				I		By Trust	F4
0001127602-24-012767	2644829	Common Stock				34972.0				I		By Spouse	F3
0001127602-24-012767	2644831	Common Stock				15028.0				I		By Trust	F5
0000950170-24-043344	2770500	Common Stock				0.0				D			
0001562180-24-003378	2349054	Common Stock				30309.03				D			
0001395942-24-000021	2570270	Common Stock				8218.0				D			
0000807249-24-000042	2593249	Common Stock				190000.0				I		By: GGCP, Inc.	F2
0000046619-24-000024	2306487	Class A Common Stock				6416.0				I		By Estate	F2
0000046619-24-000024	2306488	Class A Common Stock				10488.0				I			
0000046619-24-000024	2306485	Class A Common Stock				455.0				D		By 409A Plan	F1
0000046619-24-000024	2306486	Common Stock				11333.0				I		By 409A Plan	F1
0001127602-24-012764	2641197	Common Stock				326.0				D			
0000950170-24-043313	2627659	Common Stock				13010.0				D			
0000914851-24-000082	2631744	Common Stock				0.0				D			
0000914851-24-000081	2814406	Common Stock				0.0				D			
0001562180-24-003377	2744639	Common Stock				1021.0				I		IRA	
0000914851-24-000080	2359181	Common Stock				0.0				D			
0000914851-24-000078	2322522	Common Stock				0.0				D			
0000950170-24-043259	2737197	Common Stock				10000.0	F2			D			
0000950170-24-043259	2737196	Common Stock				447000.0				D	F1		
0000950170-24-043259	2737195	Common Stock				37500.0				I		IRA	
0001493152-24-014184	2478153	MXC Common Stock				71965.0	F1			D			
0001225208-24-005026	2666850	Common Stock				103.35	F3			I		By 401(k) Plan	
0000950170-24-043246	2411590	Common Stock				940.0				I		Held by reporting person's father's account	F1
0001437749-24-011603	2526294	Common Stock				8.0	F2, F1			I		Horizon Kinetics Asset Management LLC	
0001437749-24-011602	2767696	Common Stock				16647.0	F1			I		CDK Fund Ltd	
0001437749-24-011602	2767694	Common Stock				4416.0	F1			I		Horizon Kinetics Hard Assets II LLC	
0001437749-24-011602	2767695	Common Stock				7452.0	F1			I		CDK Partners LP	
0001437749-24-011602	2767697	Common Stock				180.0	F1			I		Spouse	
0001477932-24-001948	2485266	Common Stock				2000000.0				I		Spouse	
0001127602-24-012760	2525973	Trust Shares (beneficial Interest in Special Voting Share)	F1			961238.0				I		By LP	
0001176334-24-000060	2389694	Common Units				1450.0				I		By Husband	
0001176334-24-000058	2704834	Common Units				3726606.62				I		By Senterfitt Holdings Inc.	F2
0001176334-24-000058	2704833	Common Units				6114532.0				I		By Martin Resource Management Corporation	F1
0001127602-24-012745	2580299	Common Stock				961238.0				I		By LP	
0001415889-24-010635	2572218	Common Shares				700.0				I		By Spouse	F3
0001062993-24-008241	2679119	Common Stock				2420.57	F4			I		By 401k	
0001127602-24-012730	2516053	Trust Shares (beneficial Interest in Special Voting Share)	F1			0.0				D			
0001664272-24-000227	2523602	Capital (Common) Stock				650.0	F1			D			
0001127602-24-012729	2487816	Common Stock				0.0				D			
0001437749-24-011593	2484945	Common Stock				3540.0	F1			I		By ESOP	
0001437749-24-011593	2484946	Common Stock				1263.0	F1			I		By 401(k)	
0000914208-24-000244	2804927	Common Shares				0.0				D			
0000914851-24-000076	2688842	Common Stock				9000.0				D			
0000914208-24-000242	2618760	Common Shares				0.0				D			
0001437749-24-011586	2801301	Common Stock				14478.0				D			
0000108985-24-000029	2787465	Common Stock				0.0				D			
0000950170-24-043185	2490276	common stock				300.0				I		spouse	
0002018056-24-000002	2758428	Common Stock, par value $1 per share				0.0				D			
0001127602-24-012725	2609397	Common Stock				17934.0	F3			I		By Trust	
0001127602-24-012725	2609396	Common Stock				6527872.0	F2			I		By Spouse	
0001127602-24-012725	2609395	Common Stock				474.64	F1			I		By 401(k)	
0001062993-24-008227	2333234	Common Stock				17964.0				D			
0001493152-24-014151	2673043	Common Stock, no par value				235712.0				I		By Shiff Group Assets	F3
0001493152-24-014151	2673042	Common Stock, no par value				13274618.0				I		By DZDLUX s.a.r.l.	F2
0001493152-24-014151	2673044	Common Stock, no par value				40000.0				I		By Spouse	
0001683168-24-002251	2721349	Common Stock, no par value				27343.0				I		See Footnote	F5
0001104659-24-045443	2398683	Common Stock				9011653.0				D			
0001646972-24-000051	2565688	Class A common stock, par value $0.01				2000.0				I		See footnote	F2
0001327811-24-000064	2321106	Class A Common Stock				9716.0	F8			I		By the S. Chakraborty and J. Franklin Living Trust	
0001327811-24-000060	2802519	Class A Common Stock				20222.0				I		Eschenbach Family Trust dtd 4/15/2014, Carl Eschenbach Jr and Ana Eschenbach TTEE	F3
0001829126-24-002348	2634100	Class A Ordinary Shares				5638530.0				I		By Innovo Consultancy DMCC	
0001415889-24-010620	2384419	Common Stock				1742000.0				I		By former spouse	F4
0001620093-24-000011	2770471	Class A Common Stock				22857.0				I		See Footnote	F5
0001585521-24-000064	2400380	Class A Common Stock				36060.0				I		Velchamy Family Trust	
0001585521-24-000064	2400381	Class A Common Stock				2000.0				I		By Harshini Velchamy	
0001585521-24-000064	2400382	Class A Common Stock				2000.0				I		By Ashwini Velchamy	
0001585521-24-000064	2400383	Class A Common Stock				2000.0				I		By Janani Velchamy	
0001469367-24-000060	2734334	Common Stock				1600000.0				I		See Footnote	F2
0001620052-24-000011	2314773	Class A Common Stock				22857.0				I		See Footnote	F5
0001585521-24-000058	2310268	Class A Common Stock				102176.0				I		See footnote	F1
0000950170-24-043130	2421933	Series B Preference Shares	F2, F3			730.0	F4			D			
0000950170-24-043130	2421932	Common Shares				30316.0	F1			D			
0001628280-24-015516	2475821	Class A Common Stock				6812158.0				I		By Ares Owners Holdings L.P.	F12
0001562180-24-003371	2563314	Common Stock				255000.0				I	F2	Indig Dynasty Trust	
0001104659-24-045328	2439614	Class A Common Stock				7895.0				D			
0001628280-24-015507	2656404	Ordinary Shares				9938602.0				I		Cheng Huang Family Trust	F2
0001628280-24-015506	2357965	Ordinary Shares				798127.0				I		By Chung BVI Co Ltd	F2
0001628280-24-015506	2357966	Ordinary Shares				1270000.0				I		By Zhan BVI Co Ltd	F2
0000950170-24-043106	2563280	Common Stock, par value $0.01				2000.0				I		See footnote 4	F4
0000950170-24-043106	2563278	Common Stock, par value $0.01				5500.0				I		See footnote 2	F2
0000950170-24-043106	2563279	Common Stock, par value $0.01				5500.0				I		See footnote 3	F3
0001062993-24-008206	2748067	Common Stock				62063.0	F2			D		by Alberini Family LLC	F5
0001062993-24-008206	2748068	Common Stock				208410.0				I			
0001868288-24-000002	2692785	Class A Common Stock				8772.0				D			
0001127602-24-012720	2454378	Common Stock				902018.0				I		By GRATs	
0001127602-24-012720	2454379	Common Stock				4141280.0				I		By Family Holding Company	
0001127602-24-012720	2454380	Common Stock				736.0				I		By Wife	
0001127602-24-012720	2454381	Common Stock				2678.0	F3			I		Retirement Plan	
0000950103-24-005088	2740030	Class A Common Stock				68935.0				I		By Olivan Reinhold Family Revocable Trust u/a/d 10/16/12	F5
0000950103-24-005088	2740029	Class A Common Stock				8622.0				I		By Reinhold D LLC	F4
0000950103-24-005088	2740027	Class A Common Stock				8622.0				I		By Olivan D LLC	F2
0000950103-24-005088	2740028	Class A Common Stock				2999.0				I		By Olivan Reinhold D LLC	F3
0000950170-24-043079	2519307	Common Stock				3430.0				I		By Cober Revocable Trust	
0000865752-24-000032	2516804	Common Stock				12306.0	F1			D			
0001415889-24-010600	2793565	Common Stock				3000.0				I		By Trust	
0001415889-24-010598	2661925	Common Stock				1257.0				I		Trust	
0001415889-24-010597	2637688	Common Stock				6282.51				I		KESDP	
0002014579-24-000002	2707818	Common stock, par value $0.01 per share				66041.0	F1			D			
0000912282-24-000377	2475088	Common Shares				75834.0				D			
0000950170-24-043065	2400552	Common Shares				0.0				D			
0001415889-24-010592	2481323	Common Stock				2390.15				I		By Management Stock Compensation Plan	
0001902733-24-000080	2468293	Common Stock				23666.0				D			
0001062993-24-008205	2627783	Common Stock				13827.0	F2			I		SR BSV Spotswood LLC	
0001517375-24-000062	2784419	Class A Common Stock				406636.0	F5			D			
0001585364-24-000063	2616712	Ordinary Shares				100853.0				D		By The Panel ApS	
0001585364-24-000063	2616713	Ordinary Shares				13683.0				I			
0001585364-24-000062	2489123	No securities are beneficially owned				0.0				D			
0001585364-24-000061	2611840	Ordinary Shares				21078.0				D			
0001585364-24-000060	2300706	Ordinary Shares				20500.0				D			
0001585364-24-000059	2815838	Ordinary Shares				12031.0				D			
0001585364-24-000058	2407801	Ordinary Shares				10693.0				D			
0001585364-24-000057	2406906	Ordinary Shares				31470.0				D			
0001585364-24-000056	2507076	Ordinary Shares				33553.0				D		By 401(k) Plan	
0001585364-24-000056	2507077	Ordinary Shares				5016.0				I			
0001585364-24-000055	2500141	Ordinary Shares				18010.0				D			
0001585364-24-000054	2313763	Ordinary Shares				11137.0				D			
0000929638-24-001426	2333134	Common Stock				1002207.0				I		See Footnotes	F1, F3
0001837240-24-000081	2640208	Class V-1 Common Stock				727572.0				I		By Inlet View, Inc.	F7
0001837240-24-000081	2640207	Class A Common Stock				50000.0				I		By Trust	F6
0001837240-24-000081	2640209	Class V-1 Common Stock				180000.0				I		By Spouse	F9, F8
0001751788-24-000090	2735748	Common Stock				354.8				I			
0001751788-24-000090	2735747	Common Stock				3428.0	F1			D		By 401k Plan	
0001621434-24-000070	2653128	Common units representing limited partner interests				40809.0				I		By Donald Mark DeWalch Trust	
0001621434-24-000070	2653129	Common units representing limited partner interests				6749.0				I		By wife	
0001621434-24-000069	2409576	Common units representing limited partner interests				250088.0				I		By Lena C Anderson Kyle 1968 Trust	
0001621434-24-000069	2409577	Common units representing limited partner interests				4000.0				I		By family limited partnership	
0001621434-24-000069	2409578	Common units representing limited partner interests				350182.0				I		By Lena C A Kyle Trust	
0001621434-24-000068	2739941	Common units representing limited partner interests				842637.0				I		By WM Capital Partners, L.P.	
0001621434-24-000068	2739940	Common units representing limited partner interests				270073.0				I		By Travis A. Mathis Special Trust	
0001621434-24-000068	2739942	Common units representing limited partner interests				295574.0				I		By William Mathis 2012 Trust	
0001621434-24-000068	2739943	Common units representing limited partner interests				295573.0				I		By Travis Mathis 2012 Trust	
0001621434-24-000068	2739946	Common units representing limited partner interests				178913.0				I		By Conti Street Partners, L.P.	
0001621434-24-000068	2739945	Common units representing limited partner interests				10436.0				I		By William Mathis 2012 GSTE	
0001621434-24-000068	2739944	Common units representing limited partner interests				10437.0				I		By Travis Mathis 2012 GSTE	
0001621434-24-000067	2658182	Common units representing limited partner interests				2112711.0				I		By Topsfield Energy Ltd.	
0001621434-24-000067	2658181	Common units representing limited partner interests				4786664.0				I		By North Star Oil & Gas	
0001621434-24-000067	2658180	Common units representing limited partner interests				180775.0				I		By Robert D. Stuart, Jr. 1996 Marital Trust	
0001621434-24-000067	2658179	Common units representing limited partner interests				1251634.0				I		By RDS Investments, L.P.	
0001621434-24-000067	2658183	Common units representing limited partner interests				6687.0				I		By Barbara E Stuart GST Exempt Trust fbo Alexander D Stuart	
0001415889-24-010580	2344845	Common Stock				31358.0	F2			I		By Barbara Bradley Baekgaard Family Foundation	
0001415889-24-010580	2344844	Common Stock				34065.0				I		By Joan Byrne Hall 2017 Grantor Retained Annuity Trust #1	
0001415889-24-010580	2344843	Common Stock				332754.0				I		By Joan Byrne Hall Revocable Trust	
0001415889-24-010580	2344842	Common Stock				2276867.0	F2			I		By Barbara B. Baekgaard 2009 Grantor Retained Annuity Trust	
0001140361-24-018894	2707228	Class A Non-Voting Common Stock				55825.0				I		Various retirement accounts	
0001127602-24-012718	2622660	Common Stock				126227.0				I		By GRAT I	
0001127602-24-012718	2622661	Common Stock				20000.0				I		By GRAT II	
0001127602-24-012718	2622662	Common Stock				20000.0				I		By GRAT III	
0000089800-24-000080	2621145	Common Stock				7036.0	F4			D			
0000089800-24-000079	2337458	Common Stock				4744.0	F4			D			
0000089800-24-000078	2447554	Common Stock				1296.0	F4			D			
0000089800-24-000077	2673095	Common Stock				11869.0	F4			D			
0001466593-24-000083	2782027	Common Stock				5.0				I		By Spouse	
0001466593-24-000083	2782026	Common Stock				2921.0				I		By ESOP	
0001653868-24-000002	2601389	Common Stock, $1 par value				440.17				I		By 401(k) Plan	
0001225208-24-005011	2615046	Series C Common Stock				3154.0	F4			I		By Spouse	
0001243792-24-000004	2416002	Common Stock, $1 par value				707.85				I		By 401(k) Plan	
0001133416-24-000036	2699460	Common Stock				23469.0				D			
0001133416-24-000036	2699459	Common Stock				75000.0				I		By a limited liability company controlled by the Reporting Person: Freeman Global Holdings LLC	F1
0001062993-24-008199	2655534	Class C Common Stock				1380000.0				I		By Susan Lieberman Dell Separate Property Trust	F2
0001127602-24-012713	2519597	Common Stock				10000000.0				I	F7	By Marc Benioff Fund LLC	
0001045810-24-000092	2715667	Common Stock				1291853.0				D			
0001045810-24-000092	2715666	Common Stock				1725195.0				I		By the Envy Trust	F3
0001415889-24-010574	2512529	Common Stock				1742000.0				I		By former spouse	F3
0001104659-24-045240	2547301	Class A common stock				7196496.0				I		By CC NB Sponsor 2 Holdings LLC	F5
0000950170-24-043011	2498928	Common Stock				400000.0				I		See footnote	F8
0001209191-24-005279	2777604	Restricted Stock				55738.0				D			
0001437107-24-000091	2413121	Series A Common Stock				411100.0				D			
0001214659-24-006415	2392890	Common Stock				460878.42	F5			D			
0001214659-24-006415	2392888	Common Stock				20874.0				I		By BRT Apartments Corp. Pension Trust	F3
0001214659-24-006415	2392887	Common Stock				24508.3	F5			I		By Gould Shenfeld Family Foundation	F2
0001214659-24-006415	2392886	Common Stock				37005.2	F5			I		By Gould Family Trust	F1
0001214659-24-006415	2392889	Common Stock				28104.59	F5			I		By 130 Store Company LLC	F4
0001214659-24-006413	2636472	Common Stock				28104.59	F2			I		By 130 Store Company LLC	F4
0001214659-24-006413	2636473	Common Stock				493794.73	F2			D			
0001214659-24-006413	2636471	Common Stock				37005.2	F2			I		By Gould Family Trust	F3
0001214659-24-006413	2636470	Common Stock				24508.3	F2			I		By Gould Shenfeld Family Foundation	F1
0001784535-24-000042	2787929	Common Stock				6416712.0				I	F3	By LLC	F3
0001562180-24-003358	2533708	Common Stock				198750.0				I		Viana Family Trust	F3
0001562088-24-000082	2460041	Class A Common Stock				130.0				I		By son	
0001104659-24-045230	2768204	Common Stock				609132.0				I	F2	By Jeffrey Dishner Revocable Trust	F2
0000950170-24-042989	2750226	Class A Common Stock				7681.0	F2			I		By Trust	
0000950170-24-042981	2698747	Class A Common Stock				15105.0				I		By Spouse	
0000950170-24-042961	2319305	Class A Common Stock				311208.0				I		See footnote	F3
0000950170-24-042959	2318811	Common Stock				116827.0	F3			I			
0000950170-24-042959	2318808	Common Stock				67285621.0	F3			D		By Indigo Denver Management Company, LLC	F4
0000950170-24-042959	2318810	Common Stock				82449.0	F3			I		By Indigo Partners LLC	
0000950170-24-042959	2318809	Common Stock				31975180.0	F3			I		By Spouse	
0000950170-24-042953	2546071	Common Stock				875.0	F3			D			
0000950170-24-042953	2546072	Common Stock				750.0	F4			D			
0000950170-24-042953	2546073	Common Stock				34000.0	F5			D			
0000950170-24-042953	2546068	Common Stock				1200.0				I		By Self and Maria Saravanos as Custodian for son, Kostas Anthony Saravanos	
0000950170-24-042953	2546069	Common Stock				140.0				I		By Anthony Saravanos IRA	
0000950170-24-042953	2546070	Common Stock				73429.0				D			
0001723596-24-000171	2625268	Common Stock				6451.0				I		By SERP	
0001723596-24-000171	2625267	Common Stock				40946.0				I		By ESOP	
0001723596-24-000171	2625266	Common Stock				203390.0				D		By 401(k)	
0001723596-24-000171	2625269	Common Stock				30157.0				I		By SIM	
0001723596-24-000171	2625271	Common Stock				5933.0				I		By Stock Award	F2
0001723596-24-000171	2625274	Common Stock				55293.0				I			
0001723596-24-000171	2625273	Common Stock				52093.0				I		By Stock Award III	F4
0001723596-24-000171	2625272	Common Stock				26827.0				I		By Stock Award II	F3
