ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001415889-24-018483	/s/ Peter Kolchinsky, Manager of RA Capital Nexus Fund II GP, LLC, the General Partner of RA Capital Nexus Fund II, L.P.	28-JUN-2024
0001415889-24-018483	/s/ Peter Kolchinsky, Manager of RA Capital Nexus Fund GP, LLC, the General Partner of RA Capital Nexus Fund, L.P.	28-JUN-2024
0001415889-24-018483	/s/ Peter Kolchinsky, Manager of RA Capital Healthcare Fund GP, LLC, the General Partner of RA Capital Healthcare Fund, L.P.	28-JUN-2024
0001415889-24-018483	/s/ Peter Kolchinsky, Manager of RA Capital Management, L.P.	28-JUN-2024
0001415889-24-018483	/s/ Peter Kolchinsky, individually	28-JUN-2024
0001628280-24-030518	Jennifer Guckert Griffin, pursuant to a power of attorney	28-JUN-2024
0001441816-24-000148	/s/ Paul Johnston, Attorney-in-Fact	28-JUN-2024
0001441816-24-000147	/s/ Paul Johnston, Attorney-in-Fact	28-JUN-2024
0001441816-24-000146	/s/ Paul Johnston, Attorney-in-Fact	28-JUN-2024
0001441816-24-000145	/s/ Paul Johnston, Attorney-in-Fact	28-JUN-2024
0001441816-24-000144	/s/ Paul Johnston, Attorney-in-Fact	28-JUN-2024
0001104659-24-076423	/s/ Pierre Kyme	28-JUN-2024
0001441816-24-000143	/s/ Paul Johnston, Attorney-in-Fact	28-JUN-2024
0001184754-24-000004	/s/ Keenan Conder, Attorney-in-Fact	28-JUN-2024
0000950170-24-079163	/s/ Margaret Hayne	28-JUN-2024
0000950170-24-079163	By: /s/ Richard A. Hayne	28-JUN-2024
0001415889-24-018481	/s/ William Cowles, Attorney-in-Fact	28-JUN-2024
0001835681-24-000090	/s/ Eric Shander, by Power of Attorney	28-JUN-2024
0001835681-24-000089	/s/ Eric Shander, by Power of Attorney	28-JUN-2024
0001835681-24-000088	/s/ Eric Shander	28-JUN-2024
0001835681-24-000087	/s/ Eric Shander, by Power of Attorney	28-JUN-2024
0001835681-24-000086	/s/ Eric Shander, by Power of Attorney	28-JUN-2024
0001628280-24-030516	/s/ Keenan Conder, Attorney-in-Fact	28-JUN-2024
0001271163-24-000034	Douglas R. Jamieson as Attorney-in-Fact for Mario J. Gabelli	28-JUN-2024
0001415889-24-018479	/s/ Remie Solano, Attorney-in-Fact	28-JUN-2024
0001415889-24-018478	/s/ Stephanie L. Williams	28-JUN-2024
0001415889-24-018477	/s/ Howard S. Stern	28-JUN-2024
0001415889-24-018476	/s/ Victor B. MacFarlane	28-JUN-2024
0001415889-24-018475	/s/ Nori Gerardo Lietz	28-JUN-2024
0001415889-24-018474	/s/ A. Akiva Katz	28-JUN-2024
0001415889-24-018473	/s/ Tammy Jones	28-JUN-2024
0001415889-24-018472	/s/ Ronald Dickerman	28-JUN-2024
0001415889-24-018471	/s/ Frederic Cumenal	28-JUN-2024
0000921895-24-001491	/s/ Pleasant Lake Onshore Feeder Fund, LP, by Pleasant Lake Partners LLC, its Investment Adviser, by Fund 1 Investments, LLC, its Managing Member By: Benjamin C. Cable, Chief Operating Officer	28-JUN-2024
0000921895-24-001491	/s/ Fund 1 Investments, LLC By: Benjamin C. Cable, Chief Operating Officer	28-JUN-2024
0000921895-24-001491	/s/ Pleasant Lake Partners LLC, by Fund 1 Investments, LLC, its Managing Member By: Benjamin C. Cable, Chief Operating Officer	28-JUN-2024
0001140361-24-031805	/s/ Brandon DeSocio Attorney-in-fact for HAN KYUNG PARK	25-JUN-2024
0001225208-24-007036	/s/ Nikki L. Ferderer, Power of Attorney	28-JUN-2024
0001085146-24-002764	/s/ AQR CAPITAL MANAGEMENT HOLDINGS, LLC, /s/ Henry Parkin, Authorized Signatory	28-JUN-2024
0001085146-24-002764	/s/ AQR ARBITRAGE, LLC, /s/ Henry Parkin, Authorized Signatory	28-JUN-2024
0001085146-24-002764	/s/ AQR CAPITAL MANAGEMENT, LLC, /s/ Henry Parkin, Authorized Signatory	28-JUN-2024
0001935874-24-000010	Kayla Hawkins	28-JUN-2024
0000096021-24-000053	/s/Eve M. McFadden, Attorney-in-fact	28-JUN-2024
0000929638-24-002298	/s/ Steven J. McLaughlin, authorized signatory	28-JUN-2024
0000096021-24-000051	/s/Eve M. McFadden, Attorney-in-fact	28-JUN-2024
0001437749-24-021628	/s/ Jessica Ursel, Attorney-in-Fact for David Bozeman	28-JUN-2024
0000096021-24-000049	/s/Eve M. McFadden, Attorney-in-fact	28-JUN-2024
0001628280-24-030513	/s/ Elizabeth Grammer, Attorney-in-Fact for Michael Raab	28-JUN-2024
0001093557-24-000135	By: /s/ Jereme M Sylvain For: Michael Jon Brown	28-JUN-2024
0001315098-24-000148	/s/ Mark Reinstra Attorney-in-Fact for Gregory Baszucki	27-JUN-2024
0000950170-24-079152	Marc Wilson, as attorney-in-fact	28-JUN-2024
0001562180-24-005369	/s/ Veena Bhatia, Attorney-in-Fact for Farquhar Scott	28-JUN-2024
0001562180-24-005368	/s/ Veena Bhatia, Attorney-in-Fact for Cannon-Brookes Michael	28-JUN-2024
0001415889-24-018469	/s/ William Cowles, Attorney-in-Fact	28-JUN-2024
0001225208-24-007034	/s/ Mallorie Sara Burak	28-JUN-2024
0001856525-24-000092	/s/ Mark Whittenburg, as Attorney-in-Fact for Bhavani Amirthalingam	28-JUN-2024
0001415889-24-018467	/s/ William Cowles, Attorney-in-Fact	28-JUN-2024
0001856525-24-000091	/s/ Mark Whittenburg, as Attorney-in-Fact for James D. Hope	28-JUN-2024
0001856525-24-000090	/s/ Mark Whittenburg, as Attorney-in-Fact for Dennis G. Gipson	28-JUN-2024
0001856525-24-000089	/s/ Mark Whittenburg, as Attorney-in-Fact for Kathleen M. Mazzarella	28-JUN-2024
0001856525-24-000088	/s/ Mark Whittenburg, as Attorney-in-Fact for Orvin T. Kimbrough	28-JUN-2024
0001856525-24-000087	/s/ Mark Whittenburg, as Attorney-in-Fact for Robert M. Buck	28-JUN-2024
0001856525-24-000086	/s/ Mark Whittenburg, as Attorney-in-Fact for Margaret M. Newman	28-JUN-2024
0001856525-24-000085	/s/ Mark Whittenburg, as Attorney-in-Fact for James G. Castellano	28-JUN-2024
0001557341-24-000004	Christopher Cox	28-JUN-2024
0000950142-24-001821	/s/ See signatures attached as Exhibit 99.1	28-JUN-2024
0001398344-24-012091	Adam K. Peterson on behalf of the Magnolia Capital Fund, LP by its General Partner, The Magnolia Group, LLC	28-JUN-2024
0001398344-24-012091	Adam K. Peterson, managing member on behalf of The Magnolia Group, LLC	28-JUN-2024
0001398344-24-012091	Adam K. Peterson	28-JUN-2024
0001923233-24-000047	Diane I. Bonina, attorney-in-fact for Katrina L. Helmkamp	28-JUN-2024
0001127602-24-019422	/s/ Allison Hoffman by Power of Attorney for Michael Weintraub	28-JUN-2024
0001744489-24-000183	/s/ Chakira H. Gavazzi, as attorney-in-fact	28-JUN-2024
0001415889-24-018465	/s/ Eric Jensen, Attorney-in-Fact	28-JUN-2024
0001127602-24-019420	/s/ Allison Hoffman by Power of Attorney for Ed Cahill	28-JUN-2024
0001127602-24-019419	Jennifer J. Kent, P.O.A.	28-JUN-2024
0001213900-24-057286	/s/ Thomas C. Salerno	28-JUN-2024
0001213900-24-057285	/s/ H. Timothy Eriksen	28-JUN-2024
0001225208-24-007033	/s/ Karl A. Liepitz, Power of Attorney	28-JUN-2024
0001792041-24-000010	/s/ Joshua Lefkowitz, attorney-in-fact	28-JUN-2024
0001213900-24-057284	/s/ Robert E. Fitzgerald	28-JUN-2024
0001127602-24-019418	Jennifer J. Kent, P.O.A.	28-JUN-2024
0001213900-24-057282	/s/ John G. Sharkey	28-JUN-2024
0001213900-24-057280	/s/ Bradley M. Tirpak	28-JUN-2024
0001366561-24-000162	/s/ Jolene Marshall as attorney-in-fact for Khozema Shipchandler	28-JUN-2024
0000912282-24-000522	/s/ David Sirolly as attorney-in-fact for Julie A. Hill	28-JUN-2024
0001601830-24-000095	/s/Jonathan Golightly, attorney-in-fact	28-JUN-2024
0001557341-24-000003	Christopher Cox	28-JUN-2024
0001415889-24-018463	/s/ William Cowles, Attorney-in-Fact	28-JUN-2024
0001433195-24-000080	/s/ Matthew Mazza as Attorney-in-Fact for Andreas von Blottnitz	28-JUN-2024
0001127602-24-019416	Jennifer J. Kent, P.O.A.	28-JUN-2024
0001802768-24-000042	/s/ Sean Weisberg, as Attorney-in-Fact for Henry A. Fernandez	28-JUN-2024
0001127602-24-019415	/s/ Allison Hoffman as Attorney-in-Fact for Lisa Egbuonu-Davis	28-JUN-2024
0001538716-24-000097	/s/Kathleen Layton (Attorney-in-Fact)	28-JUN-2024
0000950170-24-079142	/s/ NeeChu Mei, as attorney-in-fact	28-JUN-2024
0001127602-24-019413	/s/ Allison Hoffman by Power of Attorney for Lainie Goldstein	28-JUN-2024
0001802768-24-000040	/s/ Sean Weisberg, as Attorney-in-Fact for Bonnie L. Bassler	28-JUN-2024
0001538716-24-000095	/s/Kathleen Layton (Attorney-in-Fact)	28-JUN-2024
0001415889-24-018461	/s/ William Cowles, Attorney-in-Fact	28-JUN-2024
0001610717-24-000379	/s/ Jack Anders, as Attorney-in-fact for Elizabeth M. Anderson	28-JUN-2024
0001610717-24-000378	/s/ Jack Anders, as Attorney-in-fact for Flavia Borellini	28-JUN-2024
0001127602-24-019411	Jennifer J. Kent, P.O.A.	28-JUN-2024
0001127602-24-019410	/s/ Allison Hoffman as Attorney-in-Fact for Gillian Munson	28-JUN-2024
0001610717-24-000377	/s/ Jack Anders, as Attorney-in-fact for Barbara Weber	28-JUN-2024
0001225208-24-007031	Robert J. Tannous, Attorney-in-Fact	28-JUN-2024
0001225208-24-007030	Robert J. Tannous, Attorney-in-Fact	28-JUN-2024
0001225208-24-007029	Robert J. Tannous, Attorney-in-Fact	28-JUN-2024
0001225208-24-007028	Robert J. Tannous, Attorney-in-Fact	28-JUN-2024
0001225208-24-007027	Robert J. Tannous, Attorney-in-Fact	28-JUN-2024
0001225208-24-007026	Robert J. Tannous, Attorney-in-Fact	28-JUN-2024
0001225208-24-007025	Robert J. Tannous, Attorney-in-Fact	28-JUN-2024
0001225208-24-007024	Robert J. Tannous, Attorney-in-Fact	28-JUN-2024
0001225208-24-007023	Robert J. Tannous, Attorney-in-Fact	28-JUN-2024
0001610717-24-000376	/s/ Jack Anders, as Attorney-in-fact for Lorence H. Kim	28-JUN-2024
0001127602-24-019408	Jennifer J. Kent, P.O.A.	28-JUN-2024
0000912282-24-000520	/s/ David Sirolly as attorney-in-fact for Jeff Clarke	28-JUN-2024
0001127602-24-019407	/s/ Allison Hoffman by Power of Attorney for Ramin Sayar	28-JUN-2024
0001610717-24-000375	/s/ Jack Anders, as Attorney-in-fact for Alexis Borisy	28-JUN-2024
0001538716-24-000093	/s/Kathleen Layton (Attorney-in-Fact)	28-JUN-2024
0000057131-24-000049	/s/ Uzma Ahmad, Attorney-in-Fact	28-JUN-2024
0001610717-24-000374	/s/ Jack Anders, as Attorney-in-fact for Sushil Patel	28-JUN-2024
0001127602-24-019406	Jennifer J. Kent, P.O.A.	28-JUN-2024
0000950170-24-079138	/s/ Jordan Frankel, Attorney-in-Fact for Jared Isaacman	28-JUN-2024
0001610717-24-000373	/s/ Jack Anders, as Attorney-in-fact for Sandra Horning	28-JUN-2024
0000921895-24-001488	BVF Partners OS Ltd., By: BVF Partners L.P., its sole member, By: BVF Inc., its general partner, By: /s/ Mark N. Lampert, President	28-JUN-2024
0000921895-24-001488	BVF Inc., By: /s/ Mark N. Lampert, President	28-JUN-2024
0000921895-24-001488	/s/ Mark N. Lampert	28-JUN-2024
0000921895-24-001488	Biotechnology Value Fund, L.P., By: BVF I GP LLC, its general partner, By: /s/ Mark N. Lampert, Chief Executive Officer	28-JUN-2024
0000921895-24-001488	BVF Partners L.P., By: BVF Inc., its general partner, By: /s/ Mark N. Lampert, President	28-JUN-2024
0000921895-24-001488	BVF I GP LLC, By: /s/ Mark N. Lampert, Chief Executive Officer	28-JUN-2024
0000921895-24-001488	BVF II GP LLC, By: /s/ Mark N. Lampert, Chief Executive Officer	28-JUN-2024
0000921895-24-001488	Biotechnology Value Trading Fund OS LP, By: BVF Partners L.P., its investment manager, BVF Inc., its general partner, By: /s/ Mark N. Lampert, President	28-JUN-2024
0000921895-24-001488	BVF GP Holdings LLC, By: /s/ Mark N. Lampert, Chief Executive Officer	28-JUN-2024
0000921895-24-001488	Biotechnology Value Fund II, L.P., By: BVF II GP LLC, its general partner, By: /s/ Mark N. Lampert, Chief Executive Officer	28-JUN-2024
0001127602-24-019404	/s/ Aimee Weast by Aimee Weast, Attorney in Fact for Safra Catz (POA Filed 03-21-19)	28-JUN-2024
0000912282-24-000518	/s/ David Sirolly as attorney-in-fact for James A.C. Kennedy	28-JUN-2024
0001127602-24-019403	/s/ Allison Hoffman by Power of Attorney for Mark Smith	28-JUN-2024
0001538716-24-000091	/s/Kathleen Layton (Attorney-in-Fact)	28-JUN-2024
0001225208-24-007022	/s/ Karl A. Liepitz, Power of Attorney	28-JUN-2024
0001127602-24-019402	/s/ Aimee Weast by Aimee Weast, Attorney in fact for Lawrence J. Ellison (POA filed 12/27/18)	28-JUN-2024
0001127602-24-019401	Jennifer J. Kent, P.O.A.	28-JUN-2024
0001127602-24-019400	Jennifer J. Kent, P.O.A.	28-JUN-2024
0001780592-24-000004	/s/ Joshua Lefkowitz, attorney-in-fact	28-JUN-2024
0001127602-24-019399	/s/ Geoffrey W. Edwards, By Power of Attorney	28-JUN-2024
0000912282-24-000516	/s/ David Sirolly as attorney-in-fact for Jonathan P. May	28-JUN-2024
0001693472-24-000002	Tami D. Whitman, Attorney-in-Fact for Catherine J. Boggs	28-JUN-2024
0001127602-24-019397	Jennifer J. Kent, P.O.A.	28-JUN-2024
0001476840-24-000119	/s/ Ryan Schaffer, as attorney-in-fact	28-JUN-2024
0001538716-24-000088	/s/Kathleen Layton (Attorney-in-Fact)	28-JUN-2024
0000950170-24-079133	/s/ William E. Brown	28-JUN-2024
0000912282-24-000514	/s/ David Sirolly as attorney-in-fact for Frank Savage	28-JUN-2024
0001127602-24-019395	Jennifer J. Kent, P.O.A.	28-JUN-2024
0001562180-24-005367	/s/ Ryan F. Urness by POA from Jennifer M. Fritzsche	28-JUN-2024
0001127602-24-019393	Jennifer F. Rudolph, by power of attorney	28-JUN-2024
0000950170-24-079132	/s/ Brian Farley as Attorney in Fact for Heather B. Dixon	28-JUN-2024
0000950170-24-079131	/s/ Brian Farley	28-JUN-2024
0000950170-24-079130	/s/ Brian Farley as Attorney in Fact for Christopher H. Hunter	28-JUN-2024
0000057131-24-000048	/s/ Uzma Ahmad, Attorney-in-Fact	28-JUN-2024
0001805284-24-000116	/s/ Tina V. John, attorney in fact	28-JUN-2024
0001104659-24-076345	/s/ Stephanie Darling, Power of Attorney for Phillip Goldstein	28-JUN-2024
0001127602-24-019392	Jennifer J. Kent, P.O.A.	28-JUN-2024
0001104659-24-076340	/s/ Stephanie Darling, Power of Attorney for Rajeev Das	28-JUN-2024
0001810761-24-000004	/s/ Joshua Lefkowitz, attorney-in-fact	28-JUN-2024
0001538716-24-000086	/s/Kathleen Layton (Attorney-in-Fact)	28-JUN-2024
0001127602-24-019391	/s/ Cynthia D. Mull, attorney-in-fact for Ms. Williams	28-JUN-2024
0000912282-24-000512	/s/ David Sirolly as attorney-in-fact for Alison Worthington	28-JUN-2024
0001127602-24-019389	/s/ Jennifer F. Rudolph, by power of attorney	28-JUN-2024
0001127602-24-019388	Jennifer J. Kent, P.O.A.	28-JUN-2024
0000057131-24-000047	/s/ Uzma Ahmad, Attorney-in-Fact	28-JUN-2024
0001913643-24-000006	/s/ Joshua Lefkowitz, attorney-in-fact	28-JUN-2024
0001538716-24-000084	/s/Kathleen Layton (Attorney-in-Fact)	28-JUN-2024
0001127602-24-019387	Jennifer J. Kent, P.O.A.	28-JUN-2024
0001415889-24-018459	/s/ Michael O. McCarthy, III	28-JUN-2024
0000057131-24-000046	/s/ Uzma Ahmad, Attorney-in-Fact	28-JUN-2024
0000107140-24-000132	/s/ Marjorie Pierre-Merritt, Attorney-In-Fact	28-JUN-2024
0001538716-24-000082	/s/Kathleen Layton (Attorney-in-Fact)	28-JUN-2024
0001415889-24-018458	/c/ Christopher Murphy, Attorney-in-Fact	28-JUN-2024
0001913637-24-000004	/s/ Joshua Lefkowitz, attorney-in-fact	28-JUN-2024
0001127602-24-019386	/s/ Bradley Libuit, Attorney-in-Fact	28-JUN-2024
0001415889-24-018457	/s/ Christopher Murphy, Attorney-in-Fact	28-JUN-2024
0000796343-24-000154	/s/ Jillian Forusz, as attorney-in-fact	28-JUN-2024
0000057131-24-000045	/s/ Uzma Ahmad, Attorney-in-Fact	28-JUN-2024
0001538716-24-000080	/s/Kathleen Layton (Attorney-in-Fact)	28-JUN-2024
0000950170-24-079120	/s/ Michael Chang, as Attorney-in-Fact for the Reporting Persons	28-JUN-2024
0000057131-24-000044	/s/ Uzma Ahmad, Attorney-in-Fact	28-JUN-2024
0001538716-24-000078	/s/Kathleen Layton (Attorney-in-Fact)	28-JUN-2024
0000057131-24-000043	/s/ Uzma Ahmad, Attorney-in-Fact	28-JUN-2024
0001127602-24-019384	/s/ Sriram Krishnasamy	28-JUN-2024
0001628280-24-030504	/s/ Jason Cohen, for Cobalt Recreation LLC, by: Jason Cohen, as Attorney-in-Fact for Thomas F. Shannon	28-JUN-2024
0001628280-24-030504	/s/ Jason Cohen for Cobalt Group LLC, by: Jason Cohen, as Attorney-in-Fact for Thomas F. Shannon	28-JUN-2024
0001628280-24-030504	/s/ Jason Cohen, as Attorney-in-fact for Thomas F. Shannon	28-JUN-2024
0001628280-24-030503	/s/ Jason Cohen, Attorney-in-Fact	28-JUN-2024
0001581296-24-000004	/s/ Howard Schwimmer	28-JUN-2024
0001474098-24-000093	/s/ Andrew H. Dittamo, as attorney-in-fact, for Phillip M. Miller	28-JUN-2024
0000057131-24-000042	/s/ Uzma Ahmad, Attorney-in-Fact	28-JUN-2024
0001415889-24-018455	/s/ Mrs. Cantey M. Ergen, Trustee of the Ergen Two-Year June 2023 DISH GRAT, by Dean A. Manson, Attorney-in-Fact	28-JUN-2024
0001127602-24-019382	/s/ Rajesh Subramaniam	28-JUN-2024
0001415889-24-018453	/s/ Charles W. Ergen, by Dean A. Manson, Attorney-in-Fact	28-JUN-2024
0001415889-24-018453	/s/ Cantey M. Ergen, by Dean A. Manson, Attorney-in-Fact	28-JUN-2024
0000950170-24-079109	/s/ Gregory M. Shepard	28-JUN-2024
0001415889-24-018452	/s/ Peter Kolchinsky, Manager of RA Capital Management, L.P.	28-JUN-2024
