ACCESSION_NUMBER	NONDERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-24-005138	7497756	Common Stock		28-MAR-2024				4	S	0				10151.0	F1	4.84	F2	D		1976097.0				D			
0001209191-24-005137	8410710	Common Stock		28-MAR-2024				4	S	0				4299.0	F1	4.84	F2	D		865407.0				D			
0001209191-24-005136	8545657	Common Stock		28-MAR-2024				4	S	0				4363.0	F1	4.84	F2	D		430444.0				D			
0001857816-24-000069	7836214	Class A Ordinary Shares, par value $0.05 per share		28-MAR-2024				4	S	0				24259.0		27.97	F7	D		5669889.0	F2			I		By DCM IV, L.P., DCM Affiliates Fund IV, L.P., DCM IX, L.P. and DCM Affiliates Fund IX, L.P.	F3, F6, F4, F5
0001857816-24-000069	7836213	Class A Ordinary Shares, par value $0.05 per share		28-MAR-2024				4	S	0				70154.0		27.18	F1	D		5694148.0	F2			I		By DCM IV, L.P., DCM Affiliates Fund IV, L.P., DCM IX, L.P. and DCM Affiliates Fund IX, L.P.	F3, F6, F4, F5
0000950142-24-000835	8687560	Common Stock		28-MAR-2024				4	S	0	F1			3000.0		62.03	F4	D		40570.0				I		By Trust	F5
0000950142-24-000835	8687559	Common Stock		28-MAR-2024				4	S	0	F1			150000.0		62.33	F2	D		2277316.0				I		By LLC	F3
0001093557-24-000060	7443481	Common Stock		28-MAR-2024				4	S	0				100.0	F1	140.73		D		68682.0	F3			D			
0001093557-24-000060	7443480	Common Stock		28-MAR-2024				4	S	0				2524.0	F1	140.02	F2	D		68782.0	F3			D			
0001893303-24-000002	8288187	Class A Common Stock		27-MAR-2024				4	M	0				3200.0		1.38		A		73538.0				D			
0001893303-24-000002	8288188	Class A Common Stock		27-MAR-2024				4	S	0				5737.0		38.22	F1	D		67801.0				D			
0001828318-24-000032	7837794	Common Stock		23-JUN-2023				4	A	0				19941.0	F1	0.0		A		19941.0				D			
0001828318-24-000032	7837795	Common Stock		23-JUN-2023				4	A	0				7251.0	F2	0.0		A		27192.0				D			
0001828318-24-000030	7066680	Common Stock		23-JUN-2023				4	A	0				7251.0	F2	0.0		A		400592.0	F3			D			
0001828318-24-000030	7066679	Common Stock		23-JUN-2023				4	A	0				19941.0	F1	0.0		A		393341.0				D			
0001596532-24-000125	8620822	Common Stock		27-MAR-2024				4	S	0	F3			14000.0		296.24		D		6533492.0				I		by Trust	F4
0001596532-24-000125	8620820	Common Stock		27-MAR-2024				4	S	0	F1			4500.0		296.24		D		1651800.0				I		By Trust for Child 1	F2
0001596532-24-000125	8620821	Common Stock		27-MAR-2024				4	S	0	F1			4500.0		296.24		D		1651800.0				I		By Trust for Child 2	F2
0001570562-24-000057	8530516	Common Stock		27-MAR-2024				4	S	0	F1			6236.0		13.86		D		689614.0				D			
0001628280-24-013847	7734687	Common Stock		05-MAY-2021				4	S	0				250.0		97.62	F1	D		10154.0				D			
0001717547-24-000033	8440866	Class A Common Stock		27-MAR-2024				4	S	0				50000.0		6.76	F1	D		347832.0				D			
0001551306-24-000051	7139402	Common Stock		27-MAR-2024				4	M	0				71272.0		3.95		A		157584.0				D			
0001551306-24-000051	7139403	Common Stock		27-MAR-2024				4	S	0	F1			71272.0		37.8	F2	D		86312.0				D			
0001801169-24-000063	7460783	Common Stock		28-MAR-2024				4	S	0	F1			4808.0		3.08	F2	D		4793308.0				D			
0001628280-24-013845	7045435	Common Stock		04-FEB-2024				4	F	0	F1			318.0		0.0		D		45053.77				D			
0001628280-24-013845	7045439	Common Stock		15-MAR-2024				4	A	0				19993.0	F5	0.0		A		75377.45	F6			D			
0001628280-24-013845	7045438	Common Stock		15-MAR-2024				4	A	0				10710.0	F4	0.0		A		55380.77				D			
0001628280-24-013845	7045437	Common Stock		08-FEB-2024				4	F	0	F3			198.0		0.0		D		44670.77				D			
0001628280-24-013845	7045436	Common Stock		07-FEB-2024				4	F	0	F2			185.0		0.0		D		44868.77				D			
0000950170-24-038801	8702842	Common Stock		27-MAR-2024				4	S	false	F1			4544.0		110.24	F6	D		2104904.0				D			
0000950170-24-038801	8702838	Common Stock		27-MAR-2024				4	S	false	F1			1817.0		105.73	F2	D		2115114.0				D			
0000950170-24-038801	8702843	Common Stock		27-MAR-2024				4	S	false	F1			2973.0		110.75	F7	D		2101931.0				D			
0000950170-24-038801	8702841	Common Stock		27-MAR-2024				4	S	false	F1			3100.0		109.09	F5	D		2109448.0				D			
0000950170-24-038801	8702840	Common Stock		27-MAR-2024				4	S	false	F1			1466.0		107.79	F4	D		2112548.0				D			
0000950170-24-038801	8702839	Common Stock		27-MAR-2024				4	S	false	F1			1100.0		106.71	F3	D		2114014.0				D			
0001628280-24-013843	8086526	Common Stock		04-FEB-2024				4	F	0	F1			414.0		0.0		D		27861.61				D			
0001628280-24-013843	8086527	Common Stock		07-FEB-2024				4	F	0	F2			302.0		0.0		D		27559.61				D			
0001628280-24-013843	8086528	Common Stock		08-FEB-2024				4	F	0	F3			292.0		0.0		D		27267.61				D			
0001628280-24-013843	8086529	Common Stock		15-MAR-2024				4	A	0				15173.0	F4	0.0		A		42440.61				D			
0001628280-24-013843	8086530	Common Stock		15-MAR-2024				4	A	0				14281.0	F5	0.0		A		56758.38	F6			D			
0001628280-24-013841	7325758	Common Stock		15-MAR-2024				4	A	0				9996.0	F5	0.0		A		35611.7	F6			D			
0001628280-24-013841	7325757	Common Stock		15-MAR-2024				4	A	0				7140.0	F4	0.0		A		25578.93				D			
0001628280-24-013841	7325756	Common Stock		08-FEB-2024				4	F	0	F3			116.0		0.0		D		18438.93				D			
0001628280-24-013841	7325755	Common Stock		07-FEB-2024				4	F	0	F2			138.0		0.0		D		18554.93				D			
0001628280-24-013841	7325754	Common Stock		04-FEB-2024				4	F	0	F1			203.0		0.0		D		18692.93				D			
0001127602-24-011472	7258054	Common Stock		28-MAR-2024				4	G	0				3000.0		0.0		D		513734.0				D			
0001628280-24-013839	8439963	Common Stock		15-MAR-2024				4	A	0				9996.0	F5	0.0		A		24425.0				D			
0001628280-24-013839	8439962	Common Stock		15-MAR-2024				4	A	0				5801.0	F4	0.0		A		14429.0				D			
0001628280-24-013839	8439961	Common Stock		08-FEB-2024				4	F	0	F3			151.0		0.0		D		8628.0				D			
0001628280-24-013839	8439959	Common Stock		04-FEB-2024				4	F	0	F1			215.0		0.0		D		8913.0				D			
0001628280-24-013839	8439960	Common Stock		07-FEB-2024				4	F	0	F2			134.0		0.0		D		8779.0				D			
0000950170-24-038799	7585869	Common Stock, par value $0.01		27-MAR-2024				4	D	false	F1			31165.0		0.0		D		110957.0				D			
0001127602-24-011470	7469166	Common Stock		27-MAR-2024				4	S	0				1184.0		313.38	F1	D		49364.0				D			
0001127602-24-011470	7469167	Common Stock		27-MAR-2024				4	S	0				1000.0		314.68	F2	D		48364.0				D			
0001127602-24-011469	7662636	Class A Common Stock		27-MAR-2024				4	F	0				16733.0	F3	1.88		D		697322.0	F2			D			
0001127602-24-011469	7662635	Class A Common Stock		27-MAR-2024				4	A	0				42521.0	F1	0.0		A		714055.0	F2			D			
0000950170-24-038797	8389095	Common Stock, par value $0.01		27-MAR-2024				4	D	false	F1			31165.0		0.0		D		197524.0	F2			I		See footnote.	F2
0001127602-24-011467	8147032	Class A Common Stock		27-MAR-2024				4	F	0				7213.0	F3	1.88		D		431495.0	F2			D			
0001127602-24-011467	8147031	Class A Common Stock		27-MAR-2024				4	A	0				14231.0	F1	0.0		A		438708.0	F2			D			
0001628280-24-013837	7136266	Common Stock		08-FEB-2024				4	F	0	F3			231.0		0.0		D		4606.0				D			
0001628280-24-013837	7136267	Common Stock		15-MAR-2024				4	A	0				9818.0	F4	0.0		A		14424.0				D			
0001628280-24-013837	7136265	Common Stock		07-FEB-2024				4	F	0	F2			210.0		0.0		D		4837.0				D			
0001628280-24-013837	7136264	Common Stock		04-FEB-2024				4	F	0	F1			102.0		0.0		D		5047.0				D			
0001628280-24-013835	7825167	Common Stock		15-MAR-2024				4	A	0				8033.0	F2	0.0		A		10784.0				D			
0001628280-24-013835	7825166	Common Stock		07-FEB-2024				4	F	0	F1			140.0		0.0		D		2751.0				D			
0001628280-24-013835	7825168	Common Stock		15-MAR-2024				4	A	0				9996.0	F3	0.0		A		21009.75	F4			D			
0000899140-24-000382	8630261	Common Stock		27-MAR-2024				4	S	0				10264.0		6.03	F5	D		1323841.0				I		See footnote	F2
0000899140-24-000382	8630260	Common Stock		27-MAR-2024				4	S	0				20657.0		6.03	F5	D		2664339.0				I		See footnote	F1
0000899140-24-000382	8630262	Common Stock		27-MAR-2024				4	S	0				2189.0		6.03	F5	D		282284.0				I		See footnote	F3
0000899140-24-000382	8630263	Common Stock		27-MAR-2024				4	S	0				412.0		6.03	F5	D		53182.0				I		See footnote	F4
0000899140-24-000382	8630264	Common Stock		28-MAR-2024				4	S	0				67506.0		6.02	F6	D		2596833.0				I		See footnote	F1
0000899140-24-000382	8630266	Common Stock		28-MAR-2024				4	S	0				7150.0		6.02	F6	D		275134.0				I		See footnote	F3
0000899140-24-000382	8630265	Common Stock		28-MAR-2024				4	S	0				33540.0		6.02	F6	D		1290301.0				I		See footnote	F2
0000899140-24-000382	8630267	Common Stock		28-MAR-2024				4	S	0				1348.0		6.02	F6	D		51834.0				I		See footnote	F4
0001665918-24-000062	7298044	Common Stock		27-MAR-2024				4	F	0				1481.0		54.5		D		114241.0				D			
0001665918-24-000061	8016753	Common Stock		27-MAR-2024				4	F	0				537.0		54.5		D		54307.0				D			
0001665918-24-000060	8418163	Common Stock		27-MAR-2024				4	F	0				2060.0		54.5		D		146501.0				D			
0001665918-24-000059	7763692	Common Stock		27-MAR-2024				4	F	0				11729.0		54.5		D		119338.0				D			
0001665918-24-000058	7268086	Common Stock		27-MAR-2024				4	F	0				375.0		54.5		D		21511.0				D			
0001665918-24-000057	7460084	Common Stock		27-MAR-2024				4	F	0				1359.0		54.5		D		93592.0				D			
0001140361-24-016692	7682927	"Common Stock, par value $0.0001 per share (""Common Stock"")"		27-MAR-2024				4	A	0				100000.0	F3	0.0		A		479156.0	F4			D			
0001140361-24-016692	7682926	"Common Stock, par value $0.0001 per share (""Common Stock"")"		27-MAR-2024				4	A	0				80000.0	F1	0.0		A		379156.0	F2			D			
0001140361-24-016692	7682928	"Common Stock, par value $0.0001 per share (""Common Stock"")"		27-MAR-2024				4	F	0				5986.0		1.95		D		473170.0				D			
0001665918-24-000050	7570891	Common Stock		27-MAR-2024				4	F	0				1529.0		54.5		D		105785.0				D			
0001665918-24-000048	7041500	Common Stock		27-MAR-2024				4	F	0				1481.0		54.5		D		90043.0				D			
0001665918-24-000046	7998092	Common Stock		27-MAR-2024				4	F	0				14864.0		54.5		D		380253.0				D			
0001140361-24-016688	8417310	"Common Stock, par value $0.0001 per share (""Common Stock"")"		27-MAR-2024				4	A	0				150000.0	F1	0.0		A		1170396.0	F2			D			
0001140361-24-016688	8417311	"Common Stock, par value $0.0001 per share (""Common Stock"")"		27-MAR-2024				4	F	0				13925.0		1.95		D		1156471.0				D			
0001140361-24-016687	7536243	"Common Stock, par value $0.0001 per share (""Common Stock"")"		27-MAR-2024				4	A	0				300000.0	F1	0.0		A		2744969.0	F2			D			
0001140361-24-016687	7536244	"Common Stock, par value $0.0001 per share (""Common Stock"")"		27-MAR-2024				4	F	0				29513.0		1.95		D		2715456.0				D			
0001062993-24-007464	8362163	Common Stock, par value $0.001 per share		22-DEC-2023				4	A	0	F1			1000.0	F1	9.35		A		56717.0	F1			D			
0001415889-24-009458	7466069	Common Stock		28-MAR-2024				4	M	0				4531.0		0.0	F1	A		286650.0				D			
0000950142-24-000834	7801523	Common Stock		27-MAR-2024				4	A	0				300.0		0.0		A		41691300.0	F1			I		See footnotes	F1, F2
0001415889-24-009456	7426509	Common Stock		28-MAR-2024				4	M	0				4531.0		0.0	F1	A		25708.0				D			
0001628280-24-013833	8134591	Class A Common Stock		27-MAR-2024				4	S	0				5000.0		58.65		D		12369.0				D			
0001628280-24-013833	8134590	Class A Common Stock		27-MAR-2024				4	C	0				9000.0		0.0	F1	A		17369.0				D			
0001628280-24-013833	8134592	Class A Common Stock		27-MAR-2024				4	S	0				4000.0		58.63		D		8369.0	F2			D			
0001415889-24-009454	7707976	Common Stock		28-MAR-2024				4	M	0				11843.0		0.0	F1	A		1582562.0				D			
0001415889-24-009452	7595239	Common Stock		28-MAR-2024				4	M	0				4531.0		0.0	F1	A		266649.0				D			
0001415889-24-009450	8234282	Common Stock		27-MAR-2024				4	S	0	F1			182.0		18.72	F3	D		0.0				D			
0001415889-24-009450	8234281	Common Stock		27-MAR-2024				4	S	0	F1			3068.0		18.22	F2	D		182.0				D			
0001415889-24-009450	8234280	Common Stock		27-MAR-2024				4	M	0	F1			3250.0		2.48		A		3250.0				D			
0001714899-24-000097	7434211	Common Stock		29-MAR-2024				5	G	0		E		40000.0	F1	0.0		D		2202604.0				I		See footnote	F2
0001593968-24-000519	8212420	Common Stock		28-MAR-2024				4	I	false				20.0		0.0		A		623.0				I		ESOP	
0001593968-24-000518	8109880	Common Stock		28-MAR-2024				4	I	false				42.0		0.0		A		7632.0				I		ESOP	
0000920148-24-000025	8647568	Common Stock		28-MAR-2024				4	S	0	F3			3553.0		216.74		D		7636.98				D			
0000920148-24-000025	8647566	Common Stock		27-MAR-2024				4	M	0				6158.0			F1	A		13794.98				D			
0000920148-24-000025	8647567	Common Stock		27-MAR-2024				4	F	0	F2			2605.0		216.57		D		11189.98				D			
0001777393-24-000048	7912339	Common Stock		01-MAY-2023				4	A	0				131485.0	F1		F1	A		351600.0	F2			D			
0001593968-24-000517	8140322	Common Stock		28-MAR-2024				4	I	false				121.0		0.0		A		72264.0				I		ESOP	
0001593968-24-000516	8672599	Common Stock		28-MAR-2024				4	I	false				31.0		0.0		A		1792.0				I		ESOP	
0001593968-24-000515	7449971	Common Stock		28-MAR-2024				4	I	false				44.0		0.0		A		9547.0				I		ESOP	
0001793659-24-000026	7965130	Class A Common Stock		27-MAR-2024				4	S	0				88431.0	F1	6.42	F2	D		603614.0				D			
0001581760-24-000016	7688890	Common Stock		27-MAR-2024				4	A	0				46350.0	F1	0.0		A		396307.0	F2			D			
0001593968-24-000514	7076440	Common Stock		28-MAR-2024				4	I	false				43.0		0.0		A		9830.0				I		ESOP	
0001517375-24-000045	8457481	Class A Common Stock		28-MAR-2024				4	A	0				69538.0		0.0		A		499701.0	F1, F2			D			
0001581760-24-000014	8145052	Common Stock		27-MAR-2024				4	A	0				34763.0	F1	0.0		A		187469.0	F2			D			
0001593968-24-000513	7149122	Common Stock		28-MAR-2024				4	I	false				28.0		0.0		A		435.0				I		ESOP	
0001593968-24-000512	7014122	Common Stock		28-MAR-2024				4	I	false				31.0		0.0		A		4676.0				I		ESOP	
0000072903-24-000069	7269607	Common Stock		28-MAR-2024				4	A	0				758.71	F1	0.0	F2	A		3952.3	F3			D			
0000920148-24-000024	7629077	Common Stock		27-MAR-2024				4	M	0				11556.0			F1	A		32942.04				D			
0000920148-24-000024	7629078	Common Stock		27-MAR-2024				4	F	0	F2			5061.0		216.57		D		27881.04				D			
0000072903-24-000067	8030078	Common Stock		28-MAR-2024				4	A	0				843.01	F1	0.0	F2	A		129289.63	F3			D			
0001517375-24-000043	7405058	Class A Common Stock		28-MAR-2024				4	A	0				6784.0		0.0		A		44487.0	F1			D			
0001593968-24-000511	8161140	Common Stock		28-MAR-2024				4	I	false				54.0		0.0		A		17380.0				I		ESOP	
0001593968-24-000510	8565073	Common Stock		28-MAR-2024				4	I	false				64.0		0.0		A		25432.0				I		ESOP	
0001517375-24-000041	8313830	Class A Common Stock		28-MAR-2024				4	A	0				55122.0		0.0		A		174144.0	F1			D			
0000072903-24-000065	7889359	Common Stock		28-MAR-2024				4	A	0				871.11	F1	0.0	F2	A		19193.13	F3			D			
0001628280-24-013830	7525480	Common Stock		27-MAR-2024				4	S	0	F1			454.0		17.99		D		319682.0				D			
0001593968-24-000509	7537404	Common Stock		28-MAR-2024				4	I	false				52.0		0.0		A		15824.0				I		ESOP	
0001628280-24-013829	7602558	Common Stock		27-MAR-2024				4	S	0	F1			515.0		17.99		D		139644.0				D			
0001628280-24-013828	7649766	Common Stock		27-MAR-2024				4	S	0	F1			395.0		17.99		D		159145.0				D			
0001517375-24-000039	8674544	Class A Common Stock		28-MAR-2024				4	A	0				118724.0		0.0		A		406636.0	F1			D			
0001415889-24-009447	7534446	Common Stock		27-MAR-2024				4	P	0				3000000.0		10.0		A		10050818.0				I		See footnotes	F2, F1
0000072903-24-000063	8699971	Common Stock		28-MAR-2024				4	A	0				814.91	F1	0.0	F2	A		88749.15	F3			D			
0001593968-24-000508	7217553	Common Stock		28-MAR-2024				4	I	false				30.0		0.0		A		6333.0				I		ESOP	
0000072903-24-000061	8248396	Common Stock		28-MAR-2024				4	A	0				379.36	F1	0.0	F2	A		13109.93	F3			D			
0000947871-24-000328	8446911	Common Stock		23-JUL-2023				4	M	0				143041.0		0.0		A		559497.0				D			
0000947871-24-000328	8446910	Common Stock		23-JUL-2022				4	M	0				143041.0		0.0		A		416456.0				D			
0000072903-24-000059	8496958	Common Stock		28-MAR-2024				4	A	0				702.51	F1	0.0	F2	A		29261.09	F4, F3			D			
0000947871-24-000327	7290506	Common Stock		01-JAN-2024				4	A	0				8482.0			F1	A		98189.0				D			
0000947871-24-000327	7290505	Common Stock		15-AUG-2023				4	A	0				53671.0			F1	A		89707.0				D			
0001213900-24-028096	7723748	Common Stock		29-MAR-2024				4	A	0				3221.0	F1	0.0		A		130448.0				D			
0001213900-24-028095	7820397	Common Stock		29-MAR-2024				4	A	0				12389.0	F1	0.0		A		1462373.0				D			
0000920148-24-000023	8701804	Common Stock		27-MAR-2024				4	F	0	F2			5079.0		216.57		D		11513.14				D			
0000920148-24-000023	8701803	Common Stock		27-MAR-2024				4	M	0				11556.0			F1	A		16592.14				D			
0001213900-24-028094	7281508	Common Stock		29-MAR-2024				4	A	0				2010.0	F1	0.0		A		13353.0				D			
0001213900-24-028093	7325844	Common Stock		29-MAR-2024				4	A	0				3469.0	F1	0.0		A		173217.0				D			
0000072903-24-000057	8673357	Common Stock		28-MAR-2024				4	A	0				758.71	F1	0.0	F2	A		9293.97	F3			D			
0001213900-24-028092	7158781	Common Stock		29-MAR-2024				4	A	0				2973.0	F1	0.0		A		150124.0				D			
0001213900-24-028091	7894499	Common Stock		29-MAR-2024				4	A	0				2725.0	F1	0.0		A		328208.0				D			
0000947871-24-000326	8576704	Common Stock		15-AUG-2023				4	A	0				53671.0			F1	A		107246.0				D			
0000947871-24-000326	8576705	Common Stock		15-AUG-2023				4	A	0				9912.0			F2	A		117158.0				D			
0000947871-24-000326	8576706	Common Stock		09-OCT-2023				4	D	0				54166.0			F3	D		62992.0	F4			D			
0001127602-24-011466	7697725	Common Stock		28-MAR-2024				4	F	0				221104.0	F1	8.34		D		1564812.0	F2			D			
0001127602-24-011465	8272215	Common Stock, Par Value $.01 Per Share		27-MAR-2024				4	A	0				7812.0	F1	0.0		A		63789.0				D			
0000947871-24-000325	7496178	Common Stock		15-AUG-2023				4	A	0				14868.0			F2	A		153439.0				D			
0000947871-24-000325	7496177	Common Stock		15-AUG-2023				4	A	0				53671.0			F1	A		138571.0				D			
0000947871-24-000325	7496179	Common Stock		01-JAN-2024				4	A	0				57142.0			F1	A		210581.0				D			
0001127602-24-011463	8416918	Common Stock, Par Value $.01 Per Share		27-MAR-2024				4	A	0				24305.0	F1	0.0		A		501912.0				D			
0000950170-24-038762	7528667	Class A Common Stock		28-MAR-2024				4	S	false				11000.0		28.47		D		116535.0	F1			D			
0000920148-24-000022	8369268	Common Stock		27-MAR-2024				4	M	0				72435.0			F1	A		125429.0				D			
0000920148-24-000022	8369269	Common Stock		27-MAR-2024				4	F	0	F2			31799.0		216.57		D		93630.0				D			
0001127602-24-011461	7394206	Common Stock, Par Value $.01 Per Share		27-MAR-2024				4	A	0				62500.0	F1	0.0		A		262643.0				D			
0000947871-24-000324	8409399	Common Stock		01-JAN-2024				4	A	0				14285.0			F1	A		129592.0				D			
0000947871-24-000324	8409398	Common Stock		15-AUG-2023				4	A	0				3734.0			F2	A		115307.0				D			
0000947871-24-000324	8409397	Common Stock		15-AUG-2023				4	A	0				53671.0			F1	A		111573.0				D			
0000950170-24-038759	7259599	Class A Common Stock		27-MAR-2024				4	S	false				70000.0		28.33	F2	D		0.0				I		See footnote	F1
0000950170-24-038759	7259598	Class A Common Stock		27-MAR-2024				4	M	false				70000.0		17.85		A		70000.0				I		See footnote	F1
0001127602-24-011459	7806728	Common Stock, Par Value $.01 Per Share		27-MAR-2024				4	A	0				83333.0	F1	0.0		A		4082609.0				D			
0000947871-24-000323	7807740	Common Stock		15-AUG-2023				4	A	0				53671.0			F1	A		4143463.0				D			
0000920148-24-000021	7722521	Common Stock		27-MAR-2024				4	F	0	F2			952.0		216.57		D		5460.55				D			
0000920148-24-000021	7722520	Common Stock		27-MAR-2024				4	M	0				3012.0			F1	A		6412.55				D			
