ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001562180-24-002474	/s/ Julie Shah, Attorney-in-Fact for Bernard J. Cassidy	08-MAR-2024
0001156039-24-000037	/s/ Kathleen S. Kiefer, Attorney in fact	08-MAR-2024
0001645070-24-000043	/s/ Steven L. Barnett, Attorney-in-Fact for Lou Paglia	08-MAR-2024
0001047127-24-000061	Mark N. Rogers, Attorney-in-Fact for Farshad Haghighi	08-MAR-2024
0001058290-24-000090	/s/ Carrie P. Ryan, on behalf of Kathryn Diaz, by Power of Attorney	08-MAR-2024
0001562180-24-002473	/s/ C. Munroe Best	08-MAR-2024
0001104659-24-032397	/s/ Adam Stern	08-MAR-2024
0001213900-24-021050	/s/ Trent Whitehead	08-MAR-2024
0001465740-24-000097	/s/ Sanjiv Das, By: Mychal S. Brenden, Attorney-in-Fact	08-MAR-2024
0001125345-24-000063	/s/ Lynn M. Cilinski, Attorney-in-fact	08-MAR-2024
0001415889-24-007338	/s/ Lawrence Kenyon, Attorney-in-Fact	08-MAR-2024
0001628280-24-009977	/s/ Ramune M. Kligys by PoA of Mary Vicki Schmanske	08-MAR-2024
0000939057-24-000071	/s/Karla Evans as Power of Attorney for Sim Soh	08-MAR-2024
0001127602-24-009185	/s/ Meghan E. Jauhar, attorney-in-fact for Christine M. DeBiase	08-MAR-2024
0001562180-24-002472	/s/ James J. Gosa	08-MAR-2024
0001493152-24-009398	/s/ Ruben A. Garcia	08-MAR-2024
0001645070-24-000041	/s/ Steven L. Barnett	08-MAR-2024
0001127602-24-009184	/s/ Stephanie Jane Pacitti, attorney-in-fact for Richard F. Stepan	08-MAR-2024
0000950170-24-028652	/s/ Glen D. Weinstein, Attorney-in-Fact	08-MAR-2024
0001045810-24-000056	/s/ Rebecca Peters, Attorney-in-Fact for Timothy S. Teter	08-MAR-2024
0001562180-24-002471	/s/ Jason L. Taylor	08-MAR-2024
0001062993-24-005970	/s/ Jerel A. Banks	08-MAR-2024
0001493152-24-009397	/s/ Sherif Marakby	08-MAR-2024
0000950170-24-028650	/s/ Glen D. Weinstein, Attorney-in-Fact	08-MAR-2024
0001415889-24-007335	/s/ Lawrence Kenyon, Attorney-in-Fact	08-MAR-2024
0001628280-24-009972	/s/ Ramune M. Kligys by PoA of Roy E. Stevens	08-MAR-2024
0001562180-24-002470	/s/ Allison Hoffman by Power of Attorney for Michael Weintraub	08-MAR-2024
0000887936-24-000046	By: Joanne Catanese, Attorney-in-Fact For: Steven H. Gunby	08-MAR-2024
0001668397-24-000053	/s/ Stephen P. Ewald, Attorney-in-Fact for Ashley M. Keating	08-MAR-2024
0000950170-24-028649	/s/ Lisa D. Gibbs, by power of attorney	08-MAR-2024
0001127602-24-009182	/s/ Meghan E. Jauhar, attorney-in-fact for Elizabeth A. Brady	08-MAR-2024
0001047127-24-000059	Mark N. Rogers, Attorney-in-Fact for Winston J. Churchill	08-MAR-2024
0001062993-24-005969	/s/ Megan Boston	08-MAR-2024
0000887936-24-000045	By: Joanne Catanese, Attorney-in-Fact For: Paul Linton	08-MAR-2024
0000950170-24-028648	/s/ Steve Dean, by power of attorney	08-MAR-2024
0001045810-24-000055	/s/ Rebecca Peters, Attorney-in-Fact for Debora Shoquist	08-MAR-2024
0001415889-24-007333	Ken Neikirk by Power of Attorney	08-MAR-2024
0001562180-24-002469	/s/ Christine E. Reddy	08-MAR-2024
0001062993-24-005968	/s/ Ellen K. Bradford, as attorney in-fact for Christopher A. Toth	08-MAR-2024
0001493152-24-009394	/s/ Elizabeth Ann Lowery	08-MAR-2024
0001062993-24-005967	/s/ Ellen K. Bradford, as attorney in-fact for Brian Stevens	08-MAR-2024
0000950170-24-028646	/s/ Glen D. Weinstein, Attorney-in-Fact	08-MAR-2024
0001628280-24-009969	/s/ Charles R. Corbin, as Attorney-in-Fact	08-MAR-2024
0001062993-24-005966	/s/ Ellen K. Bradford, as attorney in-fact for Alok Sonig	08-MAR-2024
0001415889-24-007332	/s/ Lawrence Kenyon, Attorney-in-Fact	08-MAR-2024
0001562180-24-002468	/s/ Martin S. Harrell	08-MAR-2024
0001628280-24-009968	/s/ Charles R. Corbin, as Attorney-in-Fact	08-MAR-2024
0001062993-24-005965	/s/ Ellen K. Bradford, as attorney in-fact for David S. Rosenbloom	08-MAR-2024
0000950170-24-028643	/s/ Glen D. Weinstein, Attorney-in-Fact	08-MAR-2024
0001628280-24-009966	/s/ Charles R. Corbin, as Attorney-in-Fact	08-MAR-2024
0001415889-24-007330	/s/ Wister Wolcott by Robert Bertz, Attorney-in-Fact	08-MAR-2024
0001062993-24-005963	/s/ Ellen K. Bradford, as attorney in-fact for Reazur Rasul	08-MAR-2024
0001127602-24-009181	/s/ Stephanie J. Pacitti, Attorney-in-Fact for F. Quinn Stepan, Jr.	08-MAR-2024
0000950170-24-028641	/s/ Glen D. Weinstein, Attorney-in-Fact	08-MAR-2024
0000950170-24-028639	John D. Callan Jr., as Attorney-in-Fact	08-MAR-2024
0000950170-24-028638	John D. Callan Jr., as Attorney-in-Fact	08-MAR-2024
0001628280-24-009964	/s/ Charles R. Corbin, as Attorney-in-Fact	08-MAR-2024
0000315213-24-000019	/s/ Robert W. Glass	07-MAR-2024
0001888316-24-000022	By: Jon Russo, Attorney-in-Fact For: Cristiano R. Amon	08-MAR-2024
0001062993-24-005961	/s/ Ellen K. Bradford, as attorney in-fact for Jeanne K. Mason	08-MAR-2024
0001571996-24-000013	James Williamson, Attorney-in-Fact	08-MAR-2024
0001493152-24-009390	/s/ Donald R. Fezell	08-MAR-2024
0001628280-24-009963	/s/ Morgan Walbridge, as Attorney-in-Fact for Michelle Kasson	08-MAR-2024
0001045810-24-000054	/s/ Rebecca Peters, Attorney-in-Fact for Ajay K. Puri	08-MAR-2024
0001628280-24-009961	/s/ Charles R. Corbin	08-MAR-2024
0001562180-24-002467	/s/ Sean M. McDevitt	08-MAR-2024
0000950170-24-028637	/s/ Glen D. Weinstein, Attorney-in-Fact	08-MAR-2024
0001062993-24-005960	/s/ Ellen K. Bradford, as attorney in-fact for James W. Borzi	08-MAR-2024
0001628280-24-009959	/s/ Charles R. Corbin, as Attorney-in-Fact	08-MAR-2024
0001062993-24-005959	/s/ Ellen K. Bradford, as attorney in-fact for Heather Knight	08-MAR-2024
0001562180-24-002466	/s/ Christopher C. Nelson	08-MAR-2024
0000950170-24-028636	/s/ Glen D. Weinstein, Attorney-in-Fact	08-MAR-2024
0001415889-24-007326	/s/ Lawrence Kenyon, Attorney-in-Fact	08-MAR-2024
0001062993-24-005958	/s/ Ellen K. Bradford, as attorney in-fact for Jose E. Almeida	08-MAR-2024
0001493152-24-009388	/s/ Julie Blunden	08-MAR-2024
0001628280-24-009957	/s/ Sean Downes	08-MAR-2024
0000950170-24-028634	/s/ Glen D. Weinstein	08-MAR-2024
0001562180-24-002465	/s/ Carmelo Carrubba	08-MAR-2024
0000950170-24-028633	/s/ Lisa D. Gibbs, by power of attorney	08-MAR-2024
0001062993-24-005957	/s/ Ellen K. Bradford	08-MAR-2024
0001674910-24-000043	/s/ Ian C. Lofwall, Attorney-in-Fact	08-MAR-2024
0001045810-24-000053	/s/ Rebecca Peters, Attorney-in-Fact for Colette Kress	08-MAR-2024
0001708035-24-000073	/s/ Joseph S. Koscinski, as attorney-in-fact for Sarah Lorance	08-MAR-2024
0001628280-24-009955	/s/ Cynthia A. Nastanski, Attorney-in-Fact	08-MAR-2024
0001415889-24-007324	/s/ Lawrence Kenyon, Attorney-in-Fact	08-MAR-2024
0001062993-24-005956	/s/ Steven F. Siegel, by power of attorney	08-MAR-2024
0001127602-24-009179	/s/ Chad M. Van Ess, as attorney-in-fact	08-MAR-2024
0001415889-24-007323	/s/ Christopher A. Lien by Robert Bertz, Attorney-in-Fact	08-MAR-2024
0001045810-24-000052	/s/ Rebecca Peters, Attorney-in-Fact for Jen-Hsun Huang	08-MAR-2024
0001127602-24-009178	/s/ My Chi To, Attorney-in-Fact	08-MAR-2024
0001014108-24-000011	/s/Jonathan Burrell	08-MAR-2024
0001140361-24-012327	/s/ Christoph Appel Attorney-in-fact	08-MAR-2024
0001140361-24-012327	/s/ Christoph Appel Attorney-in-fact	08-MAR-2024
0001140361-24-012327	/s/ Christoph Appel Attorney-in-fact	08-MAR-2024
0001140361-24-012327	/s/ Christoph Appel Attorney-in-fact	08-MAR-2024
0001493152-24-009382	/s/ Brian M. Culley	08-MAR-2024
0001493152-24-009384	/s/ George A. Samuel III	08-MAR-2024
0001493152-24-009379	/s/ Jill A. Howe	08-MAR-2024
0000799292-24-000034	/s/Ann Marie W. Hunker	08-MAR-2024
0001214659-24-004247	/s/ Alyssa Zhang, as Attorney-in-Fact for Dennis Cho	08-MAR-2024
0001214659-24-004246	/s/ Alyssa Zhang, as Attorney-in-Fact for Robert F. Werner	08-MAR-2024
0001214659-24-004245	/s/ Alyssa Zhang, as Attorney-in-Fact for Emily M. Leproust	08-MAR-2024
0001214659-24-004243	/s/ Alyssa Zhang, as Attorney-in-Fact for William Banyai	08-MAR-2024
0001214659-24-004244	/s/ Alyssa Zhang, as Attorney-in-Fact for Paula Green	08-MAR-2024
0001225208-24-003955	Miyuki P. Oshima as attorney-in-fact for Volker Weng	08-MAR-2024
0000950170-24-028626	/s/ Martha A. Wiegand, as Attorney-in-Fact for John M. Rothka	08-MAR-2024
0000950170-24-028623	/s/ Brian Tessler, Attorney-in-Fact	08-MAR-2024
0000950170-24-028624	MSD PRIVATE CREDIT OPPORTUNITY (NON-ECI) FUND, LLC By: MSD Partners, L.P. Its: Investment Manager By: MSD Partners (GP), LLC Its:  General Partner By: /s/ Robert K. Simonds Name: Robert K. Simonds Title: Authorized Signatory	08-MAR-2024
0000950170-24-028624	MSD PARTNERS, L.P. By: MSD Partners (GP), LLC Its: General Partner By: /s/ Robert K. Simonds Name: Robert K. Simonds Title: Authorized Signatory	08-MAR-2024
0000950170-24-028624	MSD PCOF Partners LXXIII, LLC By: MSD Partners, L.P. Its: Manager By: MSD Partners (GP), LLC Its: General Partner By: /s/ Robert K. Simonds Name: Robert K. Simonds Title: Authorized Signatory	08-MAR-2024
0000950170-24-028624	MSD CREDIT OPPORTUNITY MASTER FUND, L.P. By: MSD Partners, L.P. Its: Investment Manager By: MSD Partners (GP), LLC Its: General Partner By: /s/ Robert K. Simonds Name: Robert K. Simonds Title: Authorized Signatory	08-MAR-2024
0000950170-24-028622	Fund XI, By: Fund XI GP, its general partner, Fund XI LLC, its general partner, Investments LP, its sole member, Investments GP, its general partner, /s/ Douglas E. Swanson, Jr., Managing Director	08-MAR-2024
0000950170-24-028622	Fund IX, By: Fund IX GP, its general partner, Investments LP, its general partner, Investments GP, its general partner, /s/ Douglas E. Swanson, Jr., Managing Director	08-MAR-2024
0000950170-24-028622	Bold, By: Fund IX, its sole member, Fund IX GP, its general partner, Investments LP, its general partner, Investments GP, its general partner, /s/ Douglas E. Swanson, Jr., Managing Director	08-MAR-2024
0000950170-24-028622	Fund VIII, By: Fund VIII GP, its general partner, Investments LP, its general partner, Investments GP, its general partner, /s/ Douglas E. Swanson, Jr., Managing Director	08-MAR-2024
0000950170-24-028622	EnCap Partners GP, By: /s/ Douglas E. Swanson, Jr., Managing Director	08-MAR-2024
0001562180-24-002464	/s/ Samuel M. Guzman, Jr.	08-MAR-2024
0001517375-24-000037	/s/ Heidi Jonas, Attorney-in-fact for Justyn R. Howard	08-MAR-2024
0001415889-24-007320	/s/ Robert Bertz	08-MAR-2024
0000874238-24-000042	Mark D. Wolf (Under a Power of Attorney)	08-MAR-2024
0001210708-24-000004	/s/ Matthew K. Diamond	08-MAR-2024
0000799292-24-000033	/s/Ann Marie W. Hunker	08-MAR-2024
0001127602-24-009177	/s/ Stephanie J. Pacitti, Attorney-in-Fact for Luis Rojo	08-MAR-2024
0001415889-24-007319	/s/ Lawrence Kenyon, Attorney-in-Fact	08-MAR-2024
0001062993-24-005953	/s/ David Taylor, as attorney in fact for the Reporting Person	08-MAR-2024
0001738827-24-000034	/s/ Max L. Bouthillette, attorney-in-fact	08-MAR-2024
0001665918-24-000016	/s/ Brett R. Schroeder, Attorney In Fact	08-MAR-2024
0001562180-24-002463	/s/ Lara A. Mason, Attorney-in-Fact	08-MAR-2024
0001104659-24-032381	/s/ Jason E. Paral, as attorney-in-fact for John-Paul D. Taylor	08-MAR-2024
0001062993-24-005952	/s/ James McIlwain, as attorney-in-fact	08-MAR-2024
0001127602-24-009174	/s/ Tessa Patti, Attorney-in-fact	08-MAR-2024
0001738827-24-000033	/s/ Max L. Bouthillette, attorney-in-fact	08-MAR-2024
0001104659-24-032380	/s/ Jason E. Paral	08-MAR-2024
0001782170-24-000062	/s/ Jered Fahey as attorney-in-fact	08-MAR-2024
0001104659-24-032378	/s/ Jason E. Paral, as attorney-in-fact for Mark A. Coscio	08-MAR-2024
0001127602-24-009173	/s/ Tessa Patti, Attorney-in-fact	08-MAR-2024
0001104659-24-032377	/s/ Robert Averick	08-MAR-2024
0000950170-24-028616	/s/ Michael G. Huebert, by Scott A. Cottrill as attorney-in-fact	08-MAR-2024
0000950170-24-028615	/s/ Damien Lamendola	08-MAR-2024
0000089089-24-000059	Katie M. Walker, Attorney-in-Fact for Thomas L. Ryan	08-MAR-2024
0000950170-24-028613	/s/ Colin Sandercock	08-MAR-2024
0000950170-24-028612	/s/ Kerri-Ann Millar by Colin Sandercock, attorney-in-fact	08-MAR-2024
0000950170-24-028611	/s/ Anish Suri by Colin Sandercock, attorney-in-fact	08-MAR-2024
0000950170-24-028608	/s/ Matteo Levisetti by Colin Sandercock, attorney-in-fact	08-MAR-2024
0000950170-24-028607	Stephanie L. Schaeffer, Attorney-in-fact	08-MAR-2024
0000950170-24-028609	/s/ Daniel Passeri by Colin Sandercock, attorney-in-fact	08-MAR-2024
0000950170-24-028606	/s/ Elizabeth Villalobos, Attorney-in-Fact for Josh D. Paul	08-MAR-2024
0001127602-24-009172	/s/ Stephanie J. Pacitti, Attorney-in-Fact for Sean T. Moriarty	08-MAR-2024
0001104659-24-032373	/s/ Tyler S. Farquharson	08-MAR-2024
0001628280-24-009939	/s/ Christy Lombardi, Attorney in Fact for Charles E. Ruch, Jr.	08-MAR-2024
0001127602-24-009170	/s/ Stephanie J. Pacitti, Attorney-in-Fact for Jason Scott Keiper	08-MAR-2024
0001628280-24-009937	/s/ Christy Lombardi	08-MAR-2024
0000950170-24-028601	/s/  Qin Zhou	08-MAR-2024
0001628280-24-009935	/s/ Christy Lombardi, Attorney in Fact for James M. Burke	08-MAR-2024
0000939057-24-000070	/s/ Karla Evans as Power of Attorney for  Joseph W. Kiley III	08-MAR-2024
0000898174-24-000052	/s/ William L.Hutton	08-MAR-2024
0001707925-24-000029	Anthony M. Pepper as attorney-in-fact	08-MAR-2024
0000067347-24-000008	/s/ Erin J. Roth, Attorney in Fact	08-MAR-2024
0000898174-24-000051	/s/ William L. Hutton, by Power of Attorney	08-MAR-2024
0001707925-24-000027	Anthony M. Pepper as attorney-in-fact	08-MAR-2024
0001214659-24-004242	Linea K. Michael, Attorney in Fact for Matthew P. Sharpe	08-MAR-2024
0001707925-24-000025	Anthony M. Pepper as attorney-in-fact	08-MAR-2024
0001214659-24-004241	Linea K. Michael, Attorney in Fact for Stephanie A. Fulks	08-MAR-2024
0001214659-24-004240	Linea K. Michael, Attorney in Fact for Marita Zuraitis	08-MAR-2024
0001707925-24-000023	Anthony M. Pepper as attorney-in-fact	08-MAR-2024
0001214659-24-004238	Linea K. Michael, Attorney in Fact for Jennifer Thayer	08-MAR-2024
0000939057-24-000069	/s/ Karla Evans as Power of Attorney for  Richard P. Jacobson	08-MAR-2024
0001628280-24-009920	/s/ Kevin Plessner, by power of attorney	08-MAR-2024
0001127602-24-009168	/s/ Stephanie J. Pacitti, Attorney-in-Fact for David G. Kabbes	08-MAR-2024
0001415889-24-007315	/s/ Brian G. Lloyd, Attorney-in-Fact	08-MAR-2024
0001707925-24-000021	Anthony M. Pepper as attorney-in-fact	08-MAR-2024
0001214659-24-004237	Linea K. Michael, Attorney in Fact for Stephen J. McAnena	08-MAR-2024
0001214659-24-004236	Linea K. Michael, Attorney in Fact for Kimberly A. Johnson	08-MAR-2024
0001707925-24-000019	Anthony M. Pepper as attorney-in-fact	08-MAR-2024
0001214659-24-004235	Linea K. Michael, Attorney in Fact for Bret A. Conklin	08-MAR-2024
0001127602-24-009166	/s/ Stephanie J. Pacitti, Attorney-in-Fact for Scott R. Behrens	08-MAR-2024
0001415889-24-007313	/s/ Ryan Willman	08-MAR-2024
0001415889-24-007312	Thomas J. Shaw	08-MAR-2024
0001214659-24-004234	Linea K. Michael, Attorney in Fact for Donald M. Carley	08-MAR-2024
0001707925-24-000017	Anthony M. Pepper as attorney-in-fact	08-MAR-2024
0001707925-24-000015	Anthony M. Pepper as attorney-in-fact	08-MAR-2024
0000897077-24-000037	/s/ Carol Worthy, attorney-in-fact	08-MAR-2024
0000897077-24-000035	/s/ Carol Worthy, attorney-in-fact	08-MAR-2024
0001209191-24-004701	/s/ James A. Dowd as POA for Walter F. Rusnak	08-MAR-2024
0000939057-24-000068	/s/ Karla Evans as Power of Attorney for Dalen  D. Harrison	08-MAR-2024
0001415889-24-007310	/s/ Mary Mabey	08-MAR-2024
0001415889-24-007309	Kevin M. Kelly	08-MAR-2024
0001415889-24-007306	/s/  Eli Simon by his attorney-in-fact, Steven E. Fivel	08-MAR-2024
0001415889-24-007302	/s/ Adam Reuille by his attorney-in-fact, Steven E. Fivel	08-MAR-2024
0001415889-24-007298	/s/ Donald G. Frey by his attorney-in-fact, Kevin M. Kelly	08-MAR-2024
0001562180-24-002462	/s/ William Sultemeier, By Power of Attorney	08-MAR-2024
0001127602-24-009164	/s/ Suzanne S. Taylor, attorney-in-fact	08-MAR-2024
0000352825-24-000082	/s/ John F. Kasel by Judith Balog, attorney-in-fact	08-MAR-2024
0001415889-24-007294	/s/ John Rulli by his attorney-in-fact, Steven E. Fivel	08-MAR-2024
0001415889-24-007291	Steven E. Fivel	08-MAR-2024
0000352825-24-000080	John F. Kasel by Judith Balog, attorney-in-fact	08-MAR-2024
0000352825-24-000078	John F. Kasel by Judith Balog, attorney-in-fact	08-MAR-2024
0000939057-24-000066	/s/Karla Evans as Power of Attorney for Ronnie J. Clariza	08-MAR-2024
0000950170-24-028561	/s/ Julian L. Coblentz by Margaret L. Conn, Attorney-in-Fact pursuant to Power of Attorney filed herewith	08-MAR-2024
0001645873-24-000034	/s/ John C. Raney	08-MAR-2024
0001645873-24-000033	/s/ John Raney, by Power of Attorney for Sandra G. Sciutto	08-MAR-2024
0001415889-24-007285	/s/ Brian J. McDade by his attorney-in-fact, Steven E. Fivel	08-MAR-2024
0001415889-24-007280	/s/ David Simon by his attorney-in-fact, Steven E. Fivel	08-MAR-2024
0000912282-24-000234	/s/ Glenn Cowan as attorney-in-fact for William Durrand Eppler	08-MAR-2024
0001401257-24-000068	John C. Ivascu	08-MAR-2024
0001401257-24-000067	/s/ Steven Pounds by John C. Ivascu as Attorney-in-Fact	08-MAR-2024
0001401257-24-000066	/s/ Neal A. Lux by John C. Ivascu as Attorney-in-Fact	08-MAR-2024
0001401257-24-000065	/s/ Mark Brookes by John C. Ivascu as Attorney-in-Fact	08-MAR-2024
0001401257-24-000064	/s/ D. Lyle Williams by John C. Ivascu as  Attorney-in-Fact	08-MAR-2024
0001401257-24-000063	/s/ Michael D. Danford by John C. Ivascu as Attorney-in- Fact	08-MAR-2024
0001140361-24-012289	By: /s/ John Reilly, Attorney-in-fact for Jon R Cohen	08-MAR-2024
0001140361-24-012288	By: /s/ John Reilly, Attorney-in-fact for Jennifer Fulk	08-MAR-2024
0001140361-24-012287	By: /s/ John Reilly, Attorney-in-fact for Steven Dziedzic	08-MAR-2024
0001140361-24-012286	By: /s/ John Reilly	08-MAR-2024
0001414433-24-000007	Lawrence A. Hilsheimer by L. Dennis Hoffman, Jr. pursuant to a POA filed with the Commission	08-MAR-2024
0001437749-24-007148	/s/ Kristina K. Cashman	08-MAR-2024
0001401257-24-000056	/s/ Mark Brookes by John C. Ivascu as Attorney-in-Fact	08-MAR-2024
0001401257-24-000054	/s/ Louis A. Raspino by John C. Ivascu as Attorney-in- Fact	08-MAR-2024
0001401257-24-000053	/s/ Leslie Ann Beyer by John C. Ivascu as Attorney-in- Fact	08-MAR-2024
0001401257-24-000052	/s/ C. Christopher Gaut by John C. Ivascu as Attorney-in- Fact	08-MAR-2024
0001401257-24-000051	/s/ Michael McShane by John C. Ivascu as Attorney-in- Fact	08-MAR-2024
0001401257-24-000050	/s/ John A. Carrig by John C. Ivascu as Attorney-in- Fact	08-MAR-2024
0001401257-24-000049	/s/ Paul E. Rowsey III by John C. Ivascu as Attorney-in-Fact	08-MAR-2024
0001401257-24-000048	/s/ Evelyn M. Angelle by John C. Ivascu as Attorney-in- Fact	08-MAR-2024
0001493152-24-009366	/s/ Timothy McLellan	08-MAR-2024
0001437749-24-007142	/s/ William C. Wampler, Jr.	08-MAR-2024
0001437749-24-007141	/s/ John Walter McDowell	08-MAR-2024
0001437749-24-007140	/s/ Virginia W. Hamlet	08-MAR-2024
0001437749-24-007138	/s/ John R. Belk	08-MAR-2024
0001437749-24-007137	/s/ Kristina K. Cashman	08-JUN-2024
0001437749-24-007136	/s/ Emma S. Battle	08-MAR-2024
0001437749-24-007135	/s/ John Walter McDowell	08-MAR-2024
0001437749-24-007134	/s/ William C. Warden, Jr.	08-MAR-2024
0001127602-24-009163	/s/ Daniel K. Weiss, Attorney-in-Fact	08-MAR-2024
0001127602-24-009162	/s/ Daniel K. Weiss, Attorney-in-Fact	08-MAR-2024
0001127602-24-009161	/s/ Daniel K. Weiss, Attorney-in-Fact	08-MAR-2024
0001127602-24-009160	Daniel K. Weiss, Attorney-in-Fact	08-MAR-2024
0001628280-24-009897	/s/ Emily Fuquay, by power of attorney for Luke C. Brandenberg	08-MAR-2024
0001127602-24-009159	Daniel K. Weiss, Attorney-in-Fact	08-MAR-2024
0001225208-24-003953	Michael R. Beers, by Power of Attorney	08-MAR-2024
0001225208-24-003952	Michael R. Beers, by Power of Attorney	08-MAR-2024
0001225208-24-003951	Michael R. Beers, by Power of Attorney	08-MAR-2024
0001225208-24-003950	Michael R. Beers, by Power of Attorney	08-MAR-2024
0001127602-24-009158	Daniel K. Weiss, Attorney-in-Fact	08-MAR-2024
0001225208-24-003949	Michael R. Beers, by Power of Attorney	08-MAR-2024
0001225208-24-003948	Michael R. Beers, by Power of Attorney	08-MAR-2024
0001225208-24-003947	Michael R. Beers, by Power of Attorney	08-MAR-2024
0001225208-24-003946	Michael R. Beers, by Power of Attorney	08-MAR-2024
0000950170-24-028544	/s/ Natalie Gassiott, attorney-in-fact for James M. Brogdon	08-MAR-2024
0000029644-24-000041	Amy C. Becker, Attorney-in-fact for Ajita G. Rajendra	08-MAR-2024
0000950170-24-028543	/s/ Natalie Gassiott, attorney-in-fact for David W. Garner	08-MAR-2024
0000950170-24-028541	/s/ Natalie Gassiott, attorney-in-fact for Stephen C. Massanelli	08-MAR-2024
0001225208-24-003945	Michael R. Beers, by Power of Attorney	08-MAR-2024
0000950170-24-028540	/s/ Natalie Gassiott, attorney-in-fact for George Makris Jr.	08-MAR-2024
0000950170-24-028539	/s/ Natalie Gassiott, attorney-in-fact for Jennifer Brynn Compton	08-MAR-2024
0000950170-24-028538	/s/ Natalie Gassiott, attorney-in-fact for Robert A. Fehlman	08-MAR-2024
0001225208-24-003944	Michael R. Beers, by Power of Attorney	08-MAR-2024
0001225208-24-003943	Michael R. Beers, by Power of Attorney	08-MAR-2024
0000950170-24-028537	/s/ Natalie Gassiott, attorney-in-fact for George A. Makris, III	08-MAR-2024
0000950170-24-028536	/s/ Mariel Reilly	08-MAR-2024
0001628280-24-009891	/s/ Emily Fuquay, by power of attorney for Kimberly Weimer	08-MAR-2024
0001707925-24-000013	Anthony M. Pepper as attorney-in-fact	08-MAR-2024
0002014736-24-000001	Richard B. Vaughan By /s/ JoAnn M. Strasser pursuant to power of attorney filed herewith	08-MAR-2024
0001437749-24-007132	/s/ Scott Brown, pursuant to power of attorney	08-MAR-2024
0001209191-24-004698	/s/ Brian E. Anderson, attorney-in-fact for Hiran Bhadra	08-MAR-2024
0000038725-24-000056	Kenneth Keene	08-MAR-2024
0001562180-24-002460	/s/ Angela L. Pino, POA for EDEN  ELISABETH A.	08-MAR-2024
0001562180-24-002459	/s/ Angela L. Pino, POA for Gerald R Bischoff	08-MAR-2024
0001562180-24-002458	/s/ Angela L. Pino, POA for Joseph Don Tarry	08-MAR-2024
0001562180-24-002457	/s/ Angela L. Pino, POA for Patrick V. Apodaca	08-MAR-2024
0001562180-24-002456	/s/ Angela L. Pino, POA for Patricia K. Collawn	08-MAR-2024
0000016058-24-000037	J. William Koegel	08-MAR-2024
0001437749-24-007129	/s/ Marc Levy, pursuant to power of attorney	08-MAR-2024
0001104659-24-032271	/s/ Nicole Puza, POA for Andrew Bonfield	08-MAR-2024
0002014790-24-000003	Luis de la Calle By /s/ JoAnn M. Strasser pursuant to power of attorney filed herewith	08-MAR-2024
0001127602-24-009156	/s/ Cristina Paradiso, attorney-in-fact for Rick Spann	08-MAR-2024
0000917273-24-000036	/s/ Brian Wu, by power of attorney	08-MAR-2024
0001127602-24-009154	Cristina Paradiso, Attorney in Fact for Joseph James Longo	08-MAR-2024
0001127602-24-009152	/s/ Cristina Paradiso, attorney-in-fact for Carlos G. Linares	08-MAR-2024
0001127602-24-009150	/s/ James Denis, Attorney-in-Fact	08-MAR-2024
0000950170-24-028505	Amanda S. Story Attorney-in-fact	07-MAR-2024
0001127602-24-009149	/s/ Cristina Paradiso, attorney-in-fact for Carlen Hooker	08-MAR-2024
0001127602-24-009146	/s/ Cristina Paradiso, attorney-in-fact for Matthew T. Farrell	08-MAR-2024
0000950170-24-028503	/s/ Rosemary L. Klein, Attorney-in-Fact	08-MAR-2024
0001664272-24-000201	Carla Brenwald, Attorney-in-fact	11-MAR-2024
0000950170-24-028501	/s/ Rosemary L. Klein, Attorney-in-Fact	08-MAR-2024
0000752642-24-000018	Nelli Madden	08-MAR-2024
0001127602-24-009144	/s/ Cristina Paradiso, attorney-in-fact for Richard A. Dierker	08-MAR-2024
0001026655-24-000023	/s/ John P. Zimmer, as attorney-in-fact	08-MAR-2024
0001069157-24-000034	/s/ Louisa Wang, as Attorney-in-fact	07-MAR-2024
0001026655-24-000021	/s/ John P. Zimmer, as attorney-in-fact	08-MAR-2024
0001026655-24-000019	/s/ John P. Zimmer, as attorney-in-fact	08-MAR-2024
0001026655-24-000017	/s/ John P. Zimmer, as attorney-in-fact	08-MAR-2024
0001026655-24-000015	/s/ John P. Zimmer, as attorney-in-fact	08-MAR-2024
0001127602-24-009142	/s/ Cristina Paradiso, attorney-in-fact for Brian D. Buchert	08-MAR-2024
0001026655-24-000013	/s/ John P. Zimmer, as attorney-in-fact	08-MAR-2024
0001026655-24-000011	/s/ John P. Zimmer	08-MAR-2024
0001127602-24-009140	/s/ Cristina Paradiso, attorney-in-fact for Barry A. Bruno	08-MAR-2024
0001026655-24-000009	/s/ John P. Zimmer, as attorney-in-fact	08-MAR-2024
0001026655-24-000007	/s/ John P. Zimmer, as attorney-in-fact	08-MAR-2024
0000844059-24-000009	Kelly D. Waters, as Attorney-in-Fact for John D. Baker III	08-MAR-2024
0001207669-24-000001	James E. Brophy, Attorney in Fact	08-MAR-2024
0000844059-24-000008	Kelly D. Waters, as Attorney-in-Fact for John D. Baker II	08-MAR-2024
0000950170-24-028482	Amanda G. Story Attorney-in-fact	07-MAR-2024
0000912282-24-000232	/s/ Daron Evans	08-MAR-2024
