ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001225208-24-001717	1715250	Restricted Stock Units		0.0	F4			26-JAN-2025	F5	26-JAN-2027		Common Stock		1789.0				1789.0				D			
0001437749-24-003447	1784353	Stock Appreciation Right		54.92				03-JAN-2025		03-JAN-2034		Common Stock		7500.0				7500.0				D			
0001127602-24-003873	1963355	Phantom Stock			F3				F4		F4	Common Stock		15.68				15.68	F5			D			
0000950170-24-012489	1790317	Stock Option (Right to Buy)		3.37					F1	26-APR-2031		Common Stock		17578.0								D			
0000950170-24-012489	1790318	Stock Option (Right to Buy)		4.83					F2	05-NOV-2033		Common Stock		32959.0								D			
0000950170-24-012488	1860291	Stock Option (Right to Buy)		4.42					F1	18-MAY-2032		Common Stock		90350.0								D			
0000950170-24-012488	1860292	Stock Option (Right to Buy)		4.33					F2	12-JUL-2033		Common Stock		1098.0								D			
0000950170-24-012488	1860293	Stock Option (Right to Buy)		4.83					F3	05-NOV-2033		Common Stock		21972.0								D			
0000950170-24-012486	1943865	Stock Option (Right to Buy)		4.83					F3	05-NOV-2033		Common Stock		43945.0								D			
0000950170-24-012486	1943864	Stock Option (Right to Buy)		4.42					F2	27-FEB-2032		Common Stock		38736.0								D			
0000950170-24-012486	1943863	Stock Option (Right to Buy)		4.42					F1	17-NOV-2031		Common Stock		281717.0								D			
0000950170-24-012484	1827368	Series B Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1616348.0	F2							I			
0000950170-24-012484	1827367	Series A-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1940388.0	F2							I		See Footnote	F3
0000950170-24-012484	1827365	Stock Option (Right to Buy)		4.83					F1	05-NOV-2033		Common Stock		32959.0								D		See Footnote	F3
0000950170-24-012484	1827366	Series A-1 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		967188.0	F2							I		See Footnote	F3
0000950170-24-012483	1872764	Stock Option (Right to Buy)		4.42					F1	17-NOV-2031		Common Stock		92285.0								D			
0000950170-24-012483	1872765	Stock Option (Right to Buy)		4.33					F2	12-JUL-2033		Common Stock		1098.0								D			
0000950170-24-012483	1872766	Stock Option (Right to Buy)		4.83					F3	05-NOV-2033		Common Stock		109863.0								D			
0000950170-24-012482	1872520	Stock Option (Right to Buy)		4.83					F3	05-NOV-2033		Common Stock		109863.0								D			
0000950170-24-012482	1872518	Stock Option (Right to Buy)		3.37					F1	26-APR-2031		Common Stock		32959.0								D			
0000950170-24-012482	1872519	Stock Option (Right to Buy)		4.33					F2	12-JUL-2033		Common Stock		1098.0								D			
0000950170-24-012481	1801070	Stock Option (Right to Buy)		0.32				28-AUG-2022		27-AUG-2029		Common Stock		43306.0								D			
0000950170-24-012481	1801071	Stock Option (Right to Buy)		4.83					F1	05-NOV-2033		Common Stock		32959.0								D			
0000950170-24-012476	1841925	Series A-2 Redeemable Convertible Preferred Stock			F1				F1		F1	Common Stock		1940388.0	F1							D	F2		
0000950170-24-012476	1841926	Series B Redeemable Convertible Preferred Stock			F1				F1		F1	Common Stock		1616348.0	F1							D	F2		
0000950170-24-012476	1841924	Series A-1 Redeemable Convertible Preferred Stock			F1				F1		F1	Common Stock		967188.0	F1							D	F2		
0000950170-24-012475	1752061	Stock Option (Right to Buy)		0.73					F2	19-FEB-2031		Common Stock		9338.0								D			
0000950170-24-012475	1752060	Stock Option (Right to Buy)		0.73					F1	14-APR-2030		Common Stock		10869.0								D			
0000950170-24-012475	1752062	Stock Option (Right to Buy)		3.15					F3	15-MAR-2033		Common Stock		21972.0								D			
0000950170-24-012475	1752063	Stock Option (Right to Buy)		4.33					F4	12-JUL-2033		Common Stock		1098.0								D			
0000950170-24-012475	1752064	Stock Option (Right to Buy)		4.83					F5	05-NOV-2033		Common Stock		109863.0								D			
0000950170-24-012474	1704971	Series B Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		735984.0	F2							I			
0000950170-24-012474	1704970	Series B Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		880364.0	F2							I		See footnote	F4
0000950170-24-012474	1704969	Series A-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1940388.0	F2							I		See footnote	F3
0000950170-24-012474	1704967	Stock Option (Right to Buy)		4.83					F1	05-NOV-2033		Common Stock		32959.0								D		See footnote	F3
0000950170-24-012474	1704968	Series A-1 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		967188.0	F2							I		See footnote	F3
0000950170-24-012473	1834955	Stock Option (Right to Buy)		4.33					F2	12-JUL-2033		Common Stock		1098.0								D			
0000950170-24-012473	1834956	Stock Option (Right to Buy)		3.15					F3	21-NOV-2032		Common Stock		989743.0								D			
0000950170-24-012473	1834954	Stock Option (Right to Buy)		4.83					F1	05-NOV-2033		Common Stock		329590.0								D			
0001104659-24-011799	1817148	Series B Redeemable Convertible Preferred Stock			F1				F1		F1	Common Stock		735984.0	F1							I		See Footnote	F3
0001104659-24-011799	1817146	Series A-2 Redeemable Convertible Preferred Stock			F1				F1		F1	Common Stock		1940388.0	F1							I		See Footnote	F2
0001104659-24-011799	1817145	Series A-1 Redeemable Convertible Preferred Stock			F1				F1		F1	Common Stock		967188.0	F1							I		See Footnote	F2
0001104659-24-011799	1817147	Series B Redeemable Convertible Preferred Stock			F1				F1		F1	Common Stock		880364.0	F1							I		See Footnote	F2
0001213900-24-011289	1844828	Restricted Stock Units			F2				F1		F1	Common Stock, $0.00001 par value		125000.0								D			
0000950170-24-012469	1951496	Series B Convertible Preferred Stock		0.0					F1		F1	Common Stock		2713868.0								I		See footnotes	F2, F3
0000950103-24-001900	1774845	Class B Common Stock	F24		F24				F24		F24	Class A Common Stock		1222636.0				1222636.0				I		By Chan Zuckerberg Initiative Foundation	F25
0000950103-24-001900	1774846	Class B Common Stock	F24		F24				F24		F24	Class A Common Stock		3877466.0				3877466.0				I		By Mark Zuckerberg, Trustee Of The Mark Zuckerberg Trust Dated July 7, 2006	F26
0000950103-24-001900	1774847	Class B Common Stock	F24		F24				F24		F24	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F27
0000950103-24-001900	1774848	Class B Common Stock	F24		F24				F24		F24	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F28
0000950103-24-001899	1954206	Class B Common Stock	F27		F27				F27		F27	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F28
0000950103-24-001899	1954207	Class B Common Stock	F27		F27				F27		F27	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F29
0001468327-24-000049	1989073	Class B Common Stock			F5				F5		F5	Class A Common Stock		123108.0				123108.0				I		Held by spouse	
0000950103-24-001898	1742723	Class B Common Stock	F24		F24				F24		F24	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F28
0000950103-24-001898	1742720	Class B Common Stock	F24		F24				F24		F24	Class A Common Stock		1267406.0				1267406.0				I		By Chan Zuckerberg Initiative Foundation	F25
0000950103-24-001898	1742722	Class B Common Stock	F24		F24				F24		F24	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F27
0000950103-24-001898	1742721	Class B Common Stock	F24		F24				F24		F24	Class A Common Stock		3895391.0				3895391.0				I		By Mark Zuckerberg, Trustee Of The Mark Zuckerberg Trust Dated July 7, 2006	F26
0000950103-24-001897	1937958	Class B Common Stock	F27		F27				F27		F27	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F29
0000950103-24-001897	1937957	Class B Common Stock	F27		F27				F27		F27	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F28
0000950103-24-001896	1762787	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		1312176.0				1312176.0				I		By Chan Zuckerberg Initiative Foundation	F24
0000950103-24-001896	1762789	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F26
0000950103-24-001896	1762790	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F27
0000950103-24-001896	1762788	Class B Common Stock	F23		F23				F23		F23	Class A Common Stock		3913316.0				3913316.0				I		By Mark Zuckerberg, Trustee Of The Mark Zuckerberg Trust Dated July 7, 2006	F25
0001213900-24-011263	1704933	Series B Convertible Preferred Stock		400.0					F12		F12	Common Stock		37279.0								I		See footnote	F1
0001213900-24-011263	1704930	7.00% Subordinated Convertible Notes due 2031		0.12	F6			19-AUG-2021	F8	31-DEC-2031		Common Stock		22032780.0	F6, F7			85792.0	F13	2624950.0		I		See footnote	F2
0001213900-24-011263	1704929	7.00% Subordinated Convertible Notes due 2031		0.12	F6			19-AUG-2021	F8	31-DEC-2031		Common Stock		153182570.0	F6, F7			596473.0	F13	18249925.0		I		See footnote	F1
0001213900-24-011263	1704932	7.00% Subordinated Convertible Notes due 2031		0.12	F6				F6	31-DEC-2031		Common Stock		931479.0	F6, F7					110975.0		I		See footnote	F4
0001213900-24-011263	1704931	7.00% Subordinated Convertible Notes due 2031		0.12	F6			19-AUG-2021	F8	31-DEC-2031		Common Stock		34623600.0	F6, F7			134820.0	F13	4125000.0		I		See footnote	F3
0001213900-24-011263	1704935	Series B Convertible Preferred Stock		400.0					F12		F12	Common Stock		8426.0								I		See footnote	F3
0001213900-24-011263	1704934	Series B Convertible Preferred Stock		400.0					F12		F12	Common Stock		5362.0								I		See footnote	F2
0000950103-24-001895	1783114	Class B Common Stock	F28		F28				F28		F28	Class A Common Stock		12000000.0				12000000.0				I		By CZI Holdings I, LLC	F30
0000950103-24-001895	1783113	Class B Common Stock	F28		F28				F28		F28	Class A Common Stock		34344500.0				34344500.0				I		By Chan Zuckerberg Holdings LLC	F29
0000950170-24-012454	1987750	Series B Preferred Stock			F1				F1		F1	Common Stock		2805426.0								I		By: Northpond Ventures III, LP	F2
0000950170-24-012453	1779602	Performance Units			F18				F18	24-FEB-2032		Common Stock		52922.0				52922.0				D			
0000950170-24-012453	1779603	Performance Units			F19				F19	28-FEB-2033		Common Stock		27423.0				27423.0				D			
0000950170-24-012453	1779601	Performance Units			F17				F17	24-FEB-2032		Common Stock		4705.0				4705.0				D			
0000950170-24-012453	1779600	Performance Units			F16				F16	08-MAR-2031		Common Stock		27794.0				27794.0				D			
0000950170-24-012453	1779599	Performance Units			F15				F15	08-MAR-2031		Common Stock		4942.0				4942.0				D			
0000950170-24-012453	1779598	Option (right to buy)		80.95					F14	08-MAR-2031		Common Stock		226931.0				226931.0				D			
0000950170-24-012453	1779597	Option (right to buy)		65.26					F13	08-MAY-2030		Common Stock		321734.0				321734.0				D			
0000950170-24-012453	1779596	Option (right to buy)		65.26					F11, F12	08-MAY-2030		Common Stock		1500000.0				1500000.0				D			
0000950170-24-012453	1779595	Option (right to buy)		49.93					F10	20-MAR-2029		Common Stock		1750000.0				1750000.0				D			
0000950170-24-012453	1779594	Option (right to buy)		44.91					F10	08-FEB-2029		Common Stock		10390.0				10390.0				D			
0000950170-24-012453	1779592	Exchangeable Shares	F8		F8				F8		F8	Common Stock		1860902.0				1860902.0				I			
0000950170-24-012453	1779591	Exchangeable Shares	F8		F8				F8		F8	Common Stock		8328.0				8328.0				D		See Note	F9
0000950170-24-012453	1779593	Option (right to buy)		22.0					F10	25-APR-2028		Common Stock		858697.0				858697.0				D			
0000950170-24-012414	1892549	Options (Right to Purchase)		19.04					F5	20-DEC-2027		Common Stock		3750.0				3750.0				D			
0000950170-24-012414	1892555	Performance Units			F8				F8	24-FEB-2032		Common Stock		7840.0				7840.0				D			
0000950170-24-012414	1892550	Options (Right to Purchase)		22.0					F5	25-APR-2028		Common Stock		34674.0				34674.0				D			
0000950170-24-012414	1892551	Options (Right to Purchase)		44.91					F5	08-FEB-2029		Common Stock		995.0				995.0				D			
0000950170-24-012414	1892556	Performance Units			F9				F9	28-FEB-2033		Common Stock		4113.0				4113.0				D			
0000950170-24-012414	1892553	Options (Right to Purchase)		65.26					F6	08-MAY-2030		Common Stock		14299.0				14299.0				D			
0000950170-24-012414	1892554	Performance Units			F7				F7	08-MAR-2031		Common Stock		1544.0				1544.0				D			
0000950170-24-012414	1892552	Options (Right to Purchase)		49.93					F5	20-MAR-2029		Common Stock		28626.0				28626.0				D			
0000950170-24-012410	1729075	Performance Units			F6				F6	24-FEB-2032		Common Stock		11760.0				11760.0				D			
0000950170-24-012410	1729076	Performance Units			F7				F7	28-FEB-2033		Common Stock		8227.0				8227.0				D			
0000950170-24-012410	1729074	Performance Units			F5				F5	08-MAR-2031		Common Stock		6177.0				6177.0				D			
0000950170-24-012405	1815687	Performance Units			F5				F5	08-MAR-2031		Common Stock		824.0				824.0				D			
0000950170-24-012405	1815686	Option (right to buy)		65.26					F4	08-MAY-2030		Common Stock		14299.0				14299.0				D			
0000950170-24-012405	1815685	Option (right to buy)		49.93					F3	20-MAR-2029		Common Stock		8396.0				8396.0				D			
0000950170-24-012405	1815684	Option (right to buy)		44.91					F3	08-FEB-2029		Common Stock		712.0				712.0				D			
0000950170-24-012405	1815683	Option (right to buy)		22.0					F3	25-APR-2028		Common Stock		32610.0				32610.0				D			
0000950170-24-012405	1815682	Option (right to buy)		19.04					F3	20-DEC-2027		Common Stock		5000.0				5000.0				D			
0000950170-24-012405	1815681	Option (right to buy)		16.82					F3	31-DEC-2026		Common Stock		1125.0				1125.0				D			
0000950170-24-012405	1815680	Option (right to buy)		17.58					F3	08-DEC-2025		Common Stock		500.0				500.0				D			
0000950170-24-012405	1815688	Performance Units			F6				F6	24-FEB-2032		Common Stock		2352.0				2352.0				D			
0001562180-24-001152	1884890	Stock Options (Right to buy)		200.81					F10	11-FEB-2028		Common Stock		760.0				760.0				D			
0001562180-24-001152	1884891	Stock Options (Right to buy)		100.2					F10	06-FEB-2027		Common Stock		1480.0				1480.0				D			
0001562180-24-001152	1884888	Phantom Stock			F7				F8		F9	Common Stock		6538.56				6538.56				D			
0001562180-24-001152	1884889	Stock Options (Right to Buy)		277.86					F10	07-FEB-2029		Common Stock		540.0				540.0				D			
0000950170-24-012402	1793298	Performance Units			F6				F6	08-MAR-2031		Common Stock		3088.0				3088.0				D			
0000950170-24-012402	1793297	Option (right to buy)		70.73					F5	28-FEB-2030		Common Stock		65547.0				65547.0				D			
0000950170-24-012402	1793300	Performance Units			F8				F8	28-FEB-2033		Common Stock		8227.0				8227.0				D			
0000950170-24-012402	1793299	Performance Units			F7				F7	24-FEB-2032		Common Stock		11760.0				11760.0				D			
0000950170-24-012397	1872238	Performance Units			F8				F8	24-FEB-2032		Common Stock		11760.0				11760.0				D			
0000950170-24-012397	1872239	Performance Units			F9				F9	28-FEB-2033		Common Stock		8227.0				8227.0				D			
0000950170-24-012397	1872234	Option (right to buy)		44.91					F5	08-FEB-2029		Common Stock		50000.0				50000.0				D			
0000950170-24-012397	1872235	Option (right to buy)		44.91					F5	08-FEB-2029		Common Stock		2301.0				2301.0				D			
0000950170-24-012397	1872236	Option (right to buy)		65.26					F6	08-MAY-2030		Common Stock		107244.0				107244.0				D			
0000950170-24-012397	1872237	Performance Units			F7				F7	08-MAR-2031		Common Stock		6177.0				6177.0				D			
0001837240-24-000036	1956134	Symbotic Holdings Units	F1, F2		F1, F2				F1, F2		F1, F2	Class A Common Stock		727572.0				727572.0				I		By Inlet View, Inc.	F6
0001562180-24-001151	1809439	Stock Options (Right to buy)		287.79					F2	02-MAR-2029		Common Stock		530.0				530.0				D			
0001562180-24-001150	1711693	Stock Options (Right to buy)		200.81					F7	11-FEB-2028		Common Stock		377.0				377.0				D			
0001562180-24-001150	1711691	Phantom Stock			F4				F5		F6	Common Stock		317.3				317.3				D			
0001562180-24-001150	1711692	Stock Options (Right to Buy)		277.86					F7	07-FEB-2029		Common Stock		854.0				854.0				D			
0001562180-24-001149	1729005	Stock Options (Right to Buy)		277.86					F7	07-FEB-2029		Common Stock		1280.0				1280.0				D			
0001562180-24-001149	1729006	Stock Options (Right to Buy)		200.81					F7	11-FEB-2028		Common Stock		700.0				700.0				D			
0001562180-24-001149	1729004	Phantom Stock			F4				F5		F6	Common Stock		7073.24				7073.24				D			
0001213900-24-011216	1706792	Incentive Stock Options		3.5					F3	30-JUN-2026		Common Stock		68172.0								I		By Spouse	
0001213900-24-011216	1706790	Series A Convertible Preferred Stock			F1				F1		F1	Common Stock		19646.0								I		By Joachim Gottschalk & Associates Ltd.	
0001213900-24-011216	1706791	8% Senior Subordinated Secured Convertible Promissory Note			F2				F2		F2	Common Stock			F2							I		By Joachim Gottschalk & Associates Ltd.	
0001213900-24-011216	1706789	Series A Convertible Preferred Stock			F1				F1		F1	Common Stock		2624341.0								I		By Fermain Limited	
0001213900-24-011215	1856291	Series A Convertible Preferred Stock			F1				F1		F1	Common Stock		2624341.0								D			
0001213900-24-011214	1948387	Series A Convertible Preferred Stock			F1				F1		F1	Common Stock		2624341.0								I		By Spouse indirectly through Fermain Limited	
0001213900-24-011214	1948390	Incentive Stock Options		3.5					F3	30-JUN-2026		Common Stock		68172.0								D			
0001213900-24-011214	1948388	Series A Convertible Preferred Stock			F1				F1		F1	Common Stock		19646.0								I		By Spouse indirectly through Joachim Gottschalk & Associates Ltd.	
0001213900-24-011214	1948389	8% Senior Subordinated Secured Convertible Promissory Note			F2				F2		F2	Common Stock			F2							I		By Spouse indirectly through Joachim Gottschalk & Associates Ltd.	
0001562180-24-001148	1710877	Stock Options (Right to Buy)		277.86					F2	07-FEB-2029		Common Stock		460.0				460.0				D			
0001562180-24-001147	1770708	Phantom Stock			F4				F5		F6	Common Stock		6195.59				6195.59				D			
0001562180-24-001147	1770709	Stock Options (Right to Buy)		277.86					F7	07-FEB-2029		Common Stock		3380.0				3380.0				D			
0001562180-24-001147	1770710	Stock Options (Right to Buy)		200.81					F7	11-FEB-2028		Common Stock		2154.0				2154.0				D			
0001562180-24-001146	1862539	Phantom Stock			F5				F6		F7	Common Stock		3197.0				3197.0				D			
0001562180-24-001146	1862541	Stock Options (Right to Buy)		200.81					F8	11-FEB-2028		Common Stock		617.0				617.0				D			
0001562180-24-001146	1862540	Stock Options (Right to Buy)		277.86					F8	07-FEB-2029		Common Stock		1034.0				1034.0				D			
0001493152-24-005322	1941390	Stock Option (right to buy)		1.75					F1	11-AUG-2031		Common Stock		5000.0								D			
0001493152-24-005322	1941391	Stock Option (right to buy)		0.62					F2	25-AUG-2033		Common Stock		50000.0								D			
0001592386-24-000022	1804520	Non-voting common interest untis of Virtu Financial LLC	F7, F8		F7				F7		F7	Class A common stock		2830742.0				2830742.0				I			
0001592386-24-000022	1804521	Non-voting common interest units of Virtu Financial LLC			F7				F7		F7	Class A common stock		819804.0				819804.0				I			
0001592386-24-000022	1804518	Restricted Stock Unit			F3				F4		F4	Class A common stock		215663.0				215663.0				D		See footnote	F9
0001592386-24-000022	1804519	Deferred Stock Unit			F5				F6		F6	Class A common stock		442299.0				442299.0				D		See footnote	F10
0001062993-24-002322	1795414	Series A-2 Convertible Preferred Stock			F1				F1		F1	Common Stock		1514083.0	F2							D			
0001062993-24-002322	1795415	Series B Convertible Preferred Stock			F1				F1		F1	Common Stock		1702036.0	F2							D			
0000827054-24-000031	1811854	Restricted Stock Units			F2				F1		F1	Common Stock		1306.0								D			
0001660134-24-000007	1915877	Restricted Stock Units		0.0					F4		F4	Class A Common Stock		29857.0								D			
0001660134-24-000007	1915874	Restricted Stock Units		0.0					F1		F1	Class A Common Stock		8552.0								D			
0001660134-24-000007	1915875	Restricted Stock Units		0.0					F2		F2	Class A Common Stock		7634.0								D			
0001660134-24-000007	1915876	Restricted Stock Units		0.0					F3		F3	Class A Common Stock		5651.0								D			
0001660134-24-000007	1915878	Restricted Stock Units		0.0					F5		F5	Class A Common Stock		43092.0								D			
0000904454-24-000115	1772632	Stock Option (Right to Buy)		95.14					F2	01-FEB-2031		Common Stock		2134.0								D			
0001517375-24-000012	1847863	Class B Common Stock			F6				F6		F6	Class A Common Stock		518874.0				518874.0				D			
0001628280-24-003722	1914929	Class B Common Stock			F1				F1		F1	Class A Common Stock		446117.0				446117.0				D			
0001628280-24-003722	1914927	Class B Common Stock			F1				F1		F1	Class A Common Stock		2583795.0				2583795.0				I		By Trust	F4
0001628280-24-003722	1914928	Class B Common Stock			F1				F1		F1	Class A Common Stock		337929.0				337929.0				I		By Trust	F5
0001437749-24-003362	1801581	Stock Option (right to buy)		72.74					F4	05-FEB-2030		Common Stock		20590.0								D			
0001437749-24-003362	1801579	Stock Option (right to buy)		87.15					F3	06-DEC-2027		Common Stock		10012.0								D			
0001437749-24-003362	1801578	Stock Option (right to buy)		76.72					F3	07-DEC-2026		Common Stock		7760.0								D			
0001437749-24-003362	1801580	Stock Option (right to buy)		88.87					F3	05-DEC-2028		Common Stock		6904.0								D			
0001841846-24-000004	1986315	Restricted Stock Units			F3				F4		F4	Class A Common Stock		7844.0				7844.0				D			
0001841846-24-000004	1986316	Restricted Stock Units			F3				F5		F5	Class A Common Stock		11250.0				11250.0				D			
0000950170-24-012176	1937112	Class B Common Stock			F11				F11		F11	Class A Common Stock		1961668.0				1961668.0				I		Shares owned by LLC	F12
0001104659-24-011601	1917028	Restricted Share Units		0.0	F5				F3		F4	Common Shares, no par value		6563.0								D			
0001104659-24-011601	1917027	Employee Stock Options (right to buy)		0.48	F2				F1	25-JUN-2030		Common Shares, no par value		100000.0								D			
0001104659-24-011601	1917029	Performance Share Units		0.0	F8				F6		F7	Common Shares, no par value		48750.0								D			
0001127602-24-003679	1764316	Phantom Stock			F3				F4		F4	Common Stock		20759.27				20759.27	F5			D			
0001127602-24-003674	1897094	Phantom Stock			F5			08-AUG-1988	F6	08-AUG-1988	F6	Common Stock		104306.72				104306.72	F7			D			
0001225208-24-001670	1708616	Stock Option		61.26				01-JAN-2024		02-FEB-2031		Common Stock		108571.0				108571.0				D			
0001225208-24-001670	1708617	Stock Option		62.87				01-JAN-2025		07-FEB-2032		Common Stock		136440.0				136440.0				D			
0001225208-24-001670	1708618	Stock Option		71.95				01-JAN-2026		08-FEB-2033		Common Stock		141038.0				141038.0				D			
0001225208-24-001669	1771606	Stock Option		61.26				01-JAN-2024		02-FEB-2031		Common Stock		20682.0				20682.0				D			
0001225208-24-001669	1771608	Stock Option		71.95				01-JAN-2026		08-FEB-2033		Common Stock		38900.0				38900.0				D			
0001225208-24-001669	1771607	Stock Option		62.87				01-JAN-2025		07-FEB-2032		Common Stock		19494.0				19494.0				D			
0001225208-24-001668	1810137	Stock Option		45.79				01-JAN-2021		07-FEB-2028		Common Stock		19167.0				19167.0				D			
0001225208-24-001668	1810136	Stock Option		43.71				01-JAN-2022		06-FEB-2029		Common Stock		24411.0				24411.0				D			
0001225208-24-001668	1810141	Stock Option		71.95				01-JAN-2026		08-FEB-2033		Common Stock		38900.0				38900.0				D			
0001225208-24-001668	1810140	Stock Option		62.87				01-JAN-2025		07-FEB-2032		Common Stock		19494.0				19494.0				D			
0001225208-24-001668	1810139	Stock Option		61.26				01-JAN-2024		02-FEB-2031		Common Stock		20682.0				20682.0				D			
0001225208-24-001668	1810142	Stock Units (DCP)			F4				F4		F4	Common Stock		3942.42				3942.42				D			
0001225208-24-001668	1810138	Stock Option		50.79				01-JAN-2023		04-FEB-2030		Common Stock		19917.0				19917.0				D			
0001225208-24-001666	1710225	Stock Option		43.71				01-JAN-2022		06-FEB-2029		Common Stock		9894.0				9894.0				D			
0001225208-24-001666	1710228	Stock Option		62.87				01-JAN-2025		07-FEB-2032		Common Stock		11547.0				11547.0				D			
0001225208-24-001666	1710229	Stock Option		71.95				01-JAN-2026		08-FEB-2033		Common Stock		10806.0				10806.0				D			
0001225208-24-001666	1710226	Stock Option		50.79				01-JAN-2023		04-FEB-2030		Common Stock		9672.0				9672.0				D			
0001225208-24-001666	1710227	Stock Option		61.26				01-JAN-2024		02-FEB-2031		Common Stock		11118.0				11118.0				D			
0001225208-24-001665	1769556	Stock Option		54.61				01-JAN-2025		20-JUN-2032		Common Stock		12183.0				12183.0				D			
0001225208-24-001665	1769557	Stock Option		71.95				01-JAN-2026		08-FEB-2033		Common Stock		11374.0				11374.0				D			
0001225208-24-001664	1804777	Stock Option		71.95				01-JAN-2026		08-FEB-2033		Common Stock		11944.0				11944.0				D			
0001225208-24-001664	1804776	Stock Option		62.87				01-JAN-2025		07-FEB-2032		Common Stock		11574.0				11574.0				D			
0001225208-24-001663	1836983	Stock Option		62.87				01-JAN-2025		07-FEB-2032		Common Stock		11574.0				11574.0				D			
0001225208-24-001663	1836982	Stock Option		61.26				01-JAN-2024		02-FEB-2031		Common Stock		12279.0				12279.0				D			
0001225208-24-001663	1836981	Stock Option		50.79				01-JAN-2023		04-FEB-2030		Common Stock		11055.0				11055.0				D			
0001225208-24-001663	1836980	Stock Option		45.79				01-JAN-2021		07-FEB-2028		Common Stock		4000.0				4000.0				D			
0001225208-24-001663	1836979	Stock Option		43.71				01-JAN-2022		06-FEB-2029		Common Stock		9904.0				9904.0				D			
0001225208-24-001663	1836984	Stock Option		71.95				01-JAN-2026		08-FEB-2033		Common Stock		12512.0				12512.0				D			
0001225208-24-001661	1749034	Stock Option		50.79				01-JAN-2023		04-FEB-2030		Common Stock		671.0				671.0				D			
0001225208-24-001661	1749035	Stock Option		61.26				01-JAN-2024		02-FEB-2031		Common Stock		6396.0				6396.0				D			
0001225208-24-001661	1749036	Stock Option		62.87				01-JAN-2025		07-FEB-2032		Common Stock		6369.0				6369.0				D			
0001225208-24-001661	1749037	Stock Option		71.95				01-JAN-2026		08-FEB-2033		Common Stock		6370.0				6370.0				D			
0001225208-24-001660	1778040	Stock Units (DCP)			F4				F4		F4	Common Stock		13022.77				13022.77				D			
0001225208-24-001660	1778039	Stock Option		71.95				01-JAN-2026		08-FEB-2033		Common Stock		7918.0				7918.0				D			
0001225208-24-001660	1778038	Stock Option		62.87				01-JAN-2025		07-FEB-2032		Common Stock		7302.0				7302.0				D			
0001225208-24-001660	1778037	Stock Option		61.26				01-JAN-2024		02-FEB-2031		Common Stock		6273.0				6273.0				D			
0001225208-24-001660	1778035	Stock Option		43.71				01-JAN-2022		06-FEB-2029		Common Stock		1602.0				1602.0				D			
0001225208-24-001660	1778036	Stock Option		50.79				01-JAN-2023		04-FEB-2030		Common Stock		1248.0				1248.0				D			
0001225208-24-001658	1989827	Stock Option		33.33				01-JAN-2019		04-FEB-2026		Common Stock		17352.0				17352.0				D			
0001225208-24-001658	1989828	Stock Option		61.26				01-JAN-2024		02-FEB-2031		Common Stock		65490.0				65490.0				D			
0001225208-24-001658	1989829	Stock Option		62.87				01-JAN-2025		07-FEB-2032		Common Stock		64971.0				64971.0				D			
0001225208-24-001658	1989830	Stock Option		71.95				01-JAN-2026		08-FEB-2033		Common Stock		60662.0				60662.0				D			
