ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001415889-21-003306	33367	Stock Options (Right to Buy)		1.77		16-APR-2021				4	M	0				34374.0				0.0		D			F6	04-NOV-2029		Common Stock		34474.0				996876.0				D			
0001415889-21-003306	33363	Stock Options (Right to Buy)		1.77		29-JAN-2021				4	M	0				493611.0				0.0		D			F6	04-NOV-2029		Common Stock		493611.0				1100001.0				D			
0001415889-21-003306	33364	Stock Options (Right to Buy)		1.77		29-JAN-2021				4	M	0				25176.0				0.0		D			F7	19-FEB-2030		Common Stock		25176.0				50358.0				D			
0001415889-21-003306	33365	Stock Options (Right to Buy)		1.77		20-MAR-2021				4	M	0				68751.0				0.0		D			F6	04-NOV-2029		Common Stock		68751.0				1031250.0				D			
0001415889-21-003306	33366	Stock Options (Right to Buy)		1.77		20-MAR-2021				4	M	0				3147.0				0.0		D			F7	19-FEB-2030		Common Stock		3147.0				47211.0				D			
0001415889-21-003306	33362	Restricted Stock Units			F3	28-JUN-2021				4	A	0				1050000.0				0.0		A			F5, F4		F5, F4	Common Stock		1050000.0				1050000.0				D			
0001415889-21-003305	56793	Series A Preferred Stock			F2	28-JUN-2021				4	C	0				1226677.0				0.0		D			F2		F2	Common Stock		832604.0				0.0				I		By Robert J. Sheehy Revocable Trust	F1
0001415889-21-003305	56794	Series B Preferred Stock			F3	28-JUN-2021				4	C	0				173705.0				0.0		D			F3		F3	Common Stock		521115.0				0.0				I		By Robert J. Sheehy Revocable Trust	F1
0001415889-21-003305	56792	Series A Preferred Stock			F2	06-MAY-2021				4	G	0				248115.0				0.0		A			F2		F2	Common Stock		168407.0				1226677.0				I		By Robert J. Sheehy Revocable Trust	F1
0001415889-21-003305	56791	Series A Preferred Stock			F2	06-MAY-2021				4	G	0				248115.0				0.0		D			F2		F2	Common Stock		168407.0				0.0				D			
0001415889-21-003304	89579	Series A Preferred Stock			F2	06-MAY-2021				4	G	0				248115.0				0.0		D			F2		F2	Common Stock		168407.0				0.0				D			
0001415889-21-003304	89580	Series A Preferred Stock			F2	06-MAY-2021				4	G	0				248115.0				0.0		A			F2		F2	Common Stock		168407.0				1226677.0				I		By Robert J. Sheehy Revocable Trust	F1
0001415889-21-003304	89581	Series A Preferred Stock			F2	28-JUN-2021				4	C	0				1226677.0				0.0		D			F2		F2	Common Stock		832604.0				0.0				I		By Robert J. Sheehy Revocable Trust	F1
0001415889-21-003304	89582	Series B Preferred Stock			F3	28-JUN-2021				4	C	0				173705.0				0.0		D			F3		F3	Common Stock		521115.0				0.0				I		By Robert J. Sheehy Revocable Trust	F1
0001415889-21-003303	14800	Restricted Stock Units			F1	28-JUN-2021				4	A	0				1050000.0				0.0		A			F2, F3		F2, F3	Common Stock		1050000.0				1050000.0				D			
0001415889-21-003303	14801	Stock Options (Right to Buy)		1.77		06-MAY-2021				4	M	0				593748.0				0.0		D			F4	04-NOV-2029		Common Stock		593748.0				906252.0				D			
0001415889-21-003303	14802	Stock Options (Right to Buy)		1.77		06-MAY-2021				4	M	0				27180.0				0.0		D			F5	19-FEB-2030		Common Stock		27180.0				41487.0				D			
0001654954-21-007457	31003	Restricted Stock Units			F1	28-JUN-2021				4	A	false				8296.0				0.0		A			F2		F2	Common Stock		8296.0				49605.0				D			
0001654954-21-007455	80683	Restricted Stock Units			F1	28-JUN-2021				4	A	false				8296.0				0.0		A			F2		F2	Common Stock		8296.0				35991.0				D			
0001654954-21-007453	23124	Restricted Stock Units			F1	28-JUN-2021				4	A	false				8296.0				0.0		A			F2		F2	Common Stock		8296.0				74605.0				D			
0001415889-21-003299	22251	Stock Options (Right to Buy)		1.77		06-MAR-2021				4	M	0				53124.0				0.0		D			F6	04-NOV-2029		Common Stock		53124.0				1806252.0				D			
0001415889-21-003299	22257	Stock Options (Right to Buy)		1.77		06-JUN-2021				4	M	0				5124.0				0.0		D			F6	04-NOV-2029		Common Stock		5124.0				1694877.0				D			
0001415889-21-003299	22256	Stock Options (Right to Buy)		1.77		19-MAY-2021				4	M	0				12501.0				0.0		D			F7	19-FEB-2030		Common Stock		12501.0				412500.0				D			
0001415889-21-003299	22247	Restrict Stock Units			F2	28-JUN-2021				4	A	0				1050000.0				0.0		A			F4, F3		F4, F3	Common Stock		1050000.0				1050000.0				D			
0001415889-21-003299	22248	Stock Options (Right to Buy)		2.3		19-FEB-2021				4	A	0				1200000.0				0.0		A			F5	19-FEB-2031		Common Stock		1200000.0				1200000.0				D			
0001415889-21-003299	22249	Stock Options (Right to Buy)		1.77		19-FEB-2021				4	M	0				690624.0				0.0		D			F6	04-NOV-2029		Common Stock		690624.0				1859376.0				D			
0001415889-21-003299	22250	Stock Options (Right to Buy)		1.77		19-FEB-2021				4	M	0				150000.0				0.0		D			F7	19-FEB-2030		Common Stock		150000.0				450000.0				D			
0001415889-21-003299	22252	Stock Options (Right to Buy)		1.77		19-MAR-2021				4	M	0				12498.0				0.0		D			F7	19-FEB-2030		Common Stock		12498.0				437502.0				D			
0001415889-21-003299	22253	Stock Options (Right to Buy)		1.77		06-APR-2021				4	M	0				53127.0				0.0		D			F6	04-NOV-2029		Common Stock		53127.0				1753125.0				D			
0001415889-21-003299	22254	Stock Options (Right to Buy)		1.77		21-APR-2021				4	M	0				12501.0				0.0		D			F7	19-FEB-2030		Common Stock		12501.0				425001.0				D			
0001415889-21-003299	22255	Stock Options (Right to Buy)		1.77		06-MAY-2021				4	M	0				53124.0				0.0		D			F6	04-NOV-2029		Common Stock		53124.0				1700001.0				D			
0001415889-21-003298	40974	Stock Options (Right to Buy)		1.77		12-MAY-2021				4	M	0				450000.0				0.0		D			F7	28-MAY-2030		Common Stock		450000.0				1350000.0				D			
0001415889-21-003298	40973	Stock Options (Right to Buy)		2.3		19-FEB-2021				4	A	0				675000.0				0.0		A			F6	19-FEB-2031		Common Stock		675000.0				675000.0				D			
0001415889-21-003298	40972	Restricted Stock Units			F3	28-JUN-2021				4	A	0				1050000.0				0.0		A			F5, F4		F5, F4	Common Stock		1050000.0				1050000.0				D			
0001654954-21-007451	59854	Restricted Stock Units			F1	28-JUN-2021				4	A	false				8296.0				0.0		A			F2		F2	Common Stock		8296.0				10665.0				D			
0001654954-21-007451	59853	Restricted Stock Units			F1	07-APR-2021				4	A	false				2369.0				0.0		A			F2		F2	Common Stock		2369.0				2369.0				D			
0001415889-21-003294	89491	Restricted Stock Units			F2	28-JUN-2021				4	A	0				1050000.0				0.0		A			F4, F3		F4, F3	Common Stock		1050000.0				1050000.0				D			
0001415889-21-003294	89492	Series A Preferred Stock			F1	28-JUN-2021				4	C	0				16629.0				0.0		D			F1		F1	Common Stock		11286.0				0.0				D			
0001415889-21-003294	89496	Stock Options (Right to Buy)		1.09		01-MAR-2021				4	M	0				24999.0				0.0		D			F6	18-APR-2029		Common Stock		24999.0				775002.0				D			
0001415889-21-003294	89494	Stock Options (Right to Buy)		1.09		09-FEB-2021				4	M	0				125001.0				0.0		D			F6	18-APR-2029		Common Stock		125001.0				800001.0				D			
0001415889-21-003294	89495	Stock Options (Right to Buy)		1.04		01-MAR-2021				4	M	0				6249.0				0.0		D			F5	18-OCT-2028		Common Stock		6249.0				125001.0				D			
0001415889-21-003294	89493	Stock Options (Right to Buy)		1.04		09-FEB-2021				4	M	0				31251.0				0.0		D			F5	18-OCT-2028		Common Stock		31251.0				131250.0				D			
0001140361-21-023007	40931	Restricted Stock Unit			F2	28-JUN-2021				4	A	0				70290.0				0.0		A			F3	28-JUN-2031		Common Stock		70290.0				70290.0				D			
0001140361-21-023007	40930	Stock Option		21.35		28-JUN-2021				4	A	0				140580.0				0.0		A			F1	28-JUN-2031		Common Stock		140580.0				140580.0				D			
0001209191-21-044200	24774	Series E Preferred			F1	28-JUN-2021				4	C	0				1224428.0				0.0		D			F1		F1	Common Stock		3673284.0				0.0				I		See Note 2	F2
0001209191-21-044200	24773	Series D Preferred			F1	28-JUN-2021				4	C	0				4980687.0				0.0		D			F1		F1	Common Stock		14942061.0				0.0				I		See Note 3	F3
0001209191-21-044200	24772	Series D Preferred			F1	28-JUN-2021				4	C	0				12712399.0				0.0		D			F1		F1	Common Stock		38137197.0				0.0				I		See Note 2	F2
0001209191-21-044200	24771	Series C Preferred			F1	28-JUN-2021				4	C	0				1954906.0				0.0		D			F1		F1	Common Stock		5864718.0				0.0				I		See Note 2	F2
0001209191-21-044200	24775	Series E Preferred			F1	28-JUN-2021				4	C	0				2448856.0				0.0		D			F1		F1	Common Stock		7346568.0				0.0				I		See Note 3	F3
0001209191-21-044198	35174	Series A Preferred			F1	28-JUN-2021				4	C	0				15619807.0				0.0		D			F1		F1	Common Stock		10601925.0				0.0				I		See Note 2	F2
0001209191-21-044198	35175	Series B Preferred			F3	28-JUN-2021				4	C	0				8901166.0				0.0		D			F3		F3	Common Stock		26703498.0				0.0				I		See Note 2	F2
0001209191-21-044198	35176	Series C Preferred			F3	28-JUN-2021				4	C	0				6516356.0				0.0		D			F3		F3	Common Stock		19549068.0				0.0				I		See Note 2	F2
0001209191-21-044198	35177	Series C Preferred			F3	28-JUN-2021				4	C	0				1954906.0				0.0		D			F3		F3	Common Stock		5864718.0				0.0				I		See Note 5	F5
0001209191-21-044198	35183	Series E Preferred			F3	28-JUN-2021				4	C	0				2448856.0				0.0		D			F3		F3	Common Stock		7346568.0				0.0				I		See Note 6	F6
0001209191-21-044198	35182	Series E Preferred			F3	28-JUN-2021				4	C	0				1224428.0				0.0		D			F3		F3	Common Stock		3673284.0				0.0				I		See Note 5	F5
0001209191-21-044198	35181	Series D Preferred			F3	28-JUN-2021				4	C	0				4980687.0				0.0		D			F3		F3	Common Stock		14942061.0				0.0				I		See Note 6	F6
0001209191-21-044198	35180	Series D Preferred			F3	28-JUN-2021				4	C	0				12712399.0				0.0		D			F3		F3	Common Stock		38137197.0				0.0				I		See Note 5	F5
0001209191-21-044198	35178	Series D Preferred			F3	28-JUN-2021				4	C	0				1109284.0				0.0		D			F3		F3	Common Stock		3327852.0				0.0				I		See Note 2	F2
0001209191-21-044198	35179	Series D Preferred			F3	28-JUN-2021				4	C	0				1164748.0				0.0		D			F3		F3	Common Stock		3494244.0				0.0				I		See Note 4	F4
0001209191-21-044197	71529	Series D Preferred			F3	28-JUN-2021				4	C	0				1109284.0				0.0		D			F3		F3	Common Stock		3327852.0				0.0				I		See Note 2	F2
0001209191-21-044197	71530	Series D Preferred			F3	28-JUN-2021				4	C	0				1164748.0				0.0		D			F3		F3	Common Stock		3494244.0				0.0				I		See Note 4	F4
0001209191-21-044197	71531	Series D Preferred			F3	28-JUN-2021				4	C	0				12712399.0				0.0		D			F3		F3	Common Stock		38137197.0				0.0				I		See Note 5	F5
0001209191-21-044197	71532	Series D Preferred			F3	28-JUN-2021				4	C	0				4980687.0				0.0		D			F3		F3	Common Stock		14942061.0				0.0				I		See Note 6	F6
0001209191-21-044197	71528	Series C Preferred			F3	28-JUN-2021				4	C	0				1954906.0				0.0		D			F3		F3	Common Stock		5864718.0				0.0				I		See Note 5	F5
0001209191-21-044197	71534	Series E Preferred			F3	28-JUN-2021				4	C	0				2448856.0				0.0		D			F3		F3	Common Stock		7346568.0				0.0				I		See Note 6	F6
0001209191-21-044197	71525	Series A Preferred			F1	28-JUN-2021				4	C	0				15619807.0				0.0		D			F1		F1	Common Stock		10601925.0				0.0				I		See Note 2	F2
0001209191-21-044197	71526	Series B Preferred			F3	28-JUN-2021				4	C	0				8901166.0				0.0		D			F3		F3	Common Stock		26703498.0				0.0				I		See Note 2	F2
0001209191-21-044197	71527	Series C Preferred			F3	28-JUN-2021				4	C	0				6516356.0				0.0		D			F3		F3	Common Stock		19549068.0				0.0				I		See Note 2	F2
0001209191-21-044197	71533	Series E Preferred			F3	28-JUN-2021				4	C	0				1224428.0				0.0		D			F3		F3	Common Stock		3673284.0				0.0				I		See Note 5	F5
0001209191-21-044195	16956	Series E Preferred			F3	28-JUN-2021				4	C	0				1224428.0				0.0		D			F3		F3	Common Stock		3673284.0				0.0				I		See Note 5	F5
0001209191-21-044195	16955	Series D Preferred			F3	28-JUN-2021				4	C	0				4980687.0				0.0		D			F3		F3	Common Stock		14942061.0				0.0				I		See Note 6	F6
0001209191-21-044195	16954	Series D Preferred			F3	28-JUN-2021				4	C	0				12712399.0				0.0		D			F3		F3	Common Stock		38137197.0				0.0				I		See Note 5	F5
0001209191-21-044195	16953	Series D Preferred			F3	28-JUN-2021				4	C	0				1164748.0				0.0		D			F3		F3	Common Stock		3494244.0				0.0				I		See Note 4	F4
0001209191-21-044195	16957	Series E Preferred			F3	28-JUN-2021				4	C	0				2448856.0				0.0		D			F3		F3	Common Stock		7346568.0				0.0				I		See Note 6	F6
0001209191-21-044195	16951	Series C Preferred			F3	28-JUN-2021				4	C	0				1954906.0				0.0		D			F3		F3	Common Stock		5864718.0				0.0				I		See Note 5	F5
0001209191-21-044195	16950	Series C Preferred			F3	28-JUN-2021				4	C	0				6516356.0				0.0		D			F3		F3	Common Stock		19549068.0				0.0				I		See Note 2	F2
0001209191-21-044195	16949	Series B Preferred			F3	28-JUN-2021				4	C	0				8901166.0				0.0		D			F3		F3	Common Stock		26703498.0				0.0				I		See Note 2	F2
0001209191-21-044195	16948	Series A Preferred			F1	28-JUN-2021				4	C	0				15619807.0				0.0		D			F1		F1	Common Stock		10601925.0				0.0				I		See Note 2	F2
0001209191-21-044195	16952	Series D Preferred			F3	28-JUN-2021				4	C	0				1109284.0				0.0		D			F3		F3	Common Stock		3327852.0				0.0				I		See Note 2	F2
0001209191-21-044194	84906	Series C Preferred			F3	28-JUN-2021				4	C	0				1954906.0				0.0		D			F3		F3	Common Stock		5864718.0				0.0				I		See Note 5	F5
0001209191-21-044194	84905	Series C Preferred			F3	28-JUN-2021				4	C	0				6516356.0				0.0		D			F3		F3	Common Stock		19549068.0				0.0				I		See Note 2	F2
0001209191-21-044194	84904	Series B Preferred			F3	28-JUN-2021				4	C	0				8901166.0				0.0		D			F3		F3	Common Stock		26703498.0				0.0				I		See Note 2	F2
0001209191-21-044194	84903	Series A Preferred			F1	28-JUN-2021				4	C	0				15619807.0				0.0		D			F1		F1	Common Stock		10601925.0				0.0				I		See Note 2	F2
0001209191-21-044194	84912	Series E Preferred			F3	28-JUN-2021				4	C	0				2448856.0				0.0		D			F3		F3	Common Stock		7346568.0				0.0				I		See Note 6	F6
0001209191-21-044194	84911	Series E Preferred			F3	28-JUN-2021				4	C	0				1224428.0				0.0		D			F3		F3	Common Stock		3673284.0				0.0				I		See Note 5	F5
0001209191-21-044194	84910	Series D Preferred			F3	28-JUN-2021				4	C	0				4980687.0				0.0		D			F3		F3	Common Stock		14942061.0				0.0				I		See Note 6	F6
0001209191-21-044194	84909	Series D Preferred			F3	28-JUN-2021				4	C	0				12712399.0				0.0		D			F3		F3	Common Stock		38137197.0				0.0				I		See Note 5	F5
0001209191-21-044194	84907	Series D Preferred			F3	28-JUN-2021				4	C	0				1109284.0				0.0		D			F3		F3	Common Stock		3327852.0				0.0				I		See Note 2	F2
0001209191-21-044194	84908	Series D Preferred			F3	28-JUN-2021				4	C	0				1164748.0				0.0		D			F3		F3	Common Stock		3494244.0				0.0				I		See Note 4	F4
0001104659-21-087833	66019	Stock Option (Right to Buy)		1.39		30-JUN-2021				4	A	0	F5			6787.0				0.0		A			F6	25-MAR-2026		Common Stock		6787.0				6787.0				D			
0001209191-21-044193	20586	Series E Preferred			F1	28-JUN-2021				4	C	0				14693.0				0.0		D			F1		F1	Common Stock		44079.0				0.0				D			
0001209191-21-044193	20585	Series D Preferred			F1	28-JUN-2021				4	C	0				13311.0				0.0		D			F1		F1	Common Stock		39933.0				0.0				D			
0001209191-21-044192	64046	Series A Preferred			F1	28-JUN-2021				4	C	0				15619807.0				0.0		D			F1		F1	Common Stock		10601925.0				0.0				I		See Note 2	F2
0001209191-21-044192	64047	Series B Preferred			F3	28-JUN-2021				4	C	0				8901166.0				0.0		D			F3		F3	Common Stock		26703498.0				0.0				I		See Note 2	F2
0001209191-21-044192	64055	Series E Preferred			F3	28-JUN-2021				4	C	0				2448856.0				0.0		D			F3		F3	Common Stock		7346568.0				0.0				I		See Note 6	F6
0001209191-21-044192	64054	Series E Preferred			F3	28-JUN-2021				4	C	0				1224428.0				0.0		D			F3		F3	Common Stock		3673284.0				0.0				I		See Note 5	F5
0001209191-21-044192	64053	Series D Preferred			F3	28-JUN-2021				4	C	0				4980687.0				0.0		D			F3		F3	Common Stock		14942061.0				0.0				I		See Note 6	F6
0001209191-21-044192	64052	Series D Preferred			F3	28-JUN-2021				4	C	0				12712399.0				0.0		D			F3		F3	Common Stock		38137197.0				0.0				I		See Note 5	F5
0001209191-21-044192	64051	Series D Preferred			F3	28-JUN-2021				4	C	0				1164748.0				0.0		D			F3		F3	Common Stock		3494244.0				0.0				I		See Note 4	F4
0001209191-21-044192	64050	Series D Preferred			F3	28-JUN-2021				4	C	0				1109284.0				0.0		D			F3		F3	Common Stock		3327852.0				0.0				I		See Note 2	F2
0001209191-21-044192	64049	Series C Preferred			F3	28-JUN-2021				4	C	0				1954906.0				0.0		D			F3		F3	Common Stock		5864718.0				0.0				I		See Note 5	F5
0001209191-21-044192	64048	Series C Preferred			F3	28-JUN-2021				4	C	0				6516356.0				0.0		D			F3		F3	Common Stock		19549068.0				0.0				I		See Note 2	F2
0001104659-21-087831	52968	Stock Option (Right to Buy)		6.97		30-JUN-2021				4	A	0	F1			125553.0				0.0		A			F2	20-JUL-2026		Common Stock		125553.0				125553.0				D			
0001104659-21-087830	26872	Stock Option (Right to Buy)		6.97		30-JUN-2021				4	A	0	F1			35872.0				0.0		A			F2	01-DEC-2026		Common Stock		35872.0				35872.0				D			
0001209191-21-044190	44622	Series D Preferred			F1	28-JUN-2021				4	C	0				4980687.0				0.0		D			F1		F1	Common Stock		14942061.0				0.0				I		See Note 3	F3
0001209191-21-044190	44623	Series E Preferred			F1	28-JUN-2021				4	C	0				1224428.0				0.0		D			F1		F1	Common Stock		3673284.0				0.0				I		See Note 2	F2
0001209191-21-044190	44624	Series E Preferred			F1	28-JUN-2021				4	C	0				2448856.0				0.0		D			F1		F1	Common Stock		7346568.0				0.0				I		See Note 3	F3
0001209191-21-044190	44621	Series D Preferred			F1	28-JUN-2021				4	C	0				12712399.0				0.0		D			F1		F1	Common Stock		38137197.0				0.0				I		See Note 2	F2
0001209191-21-044190	44620	Series C Preferred			F1	28-JUN-2021				4	C	0				1954906.0				0.0		D			F1		F1	Common Stock		5864718.0				0.0				I		See Note 2	F2
0000899243-21-026845	93118	Series B Preferred Stock			F2	28-JUN-2021				4	C	0				0.0				0.0		D			F2		F2	Common Stock		0.0				0.0				I		See Footnotes	F5, F11, F4
0000899243-21-026845	93119	Series C Preferred Stock			F2	28-JUN-2021				4	C	0				0.0				0.0		D			F2		F2	Common Stock		0.0				0.0				I		See Footnotes	F5, F4, F12
0000899243-21-026845	93121	Series E Preferred Stock			F2	28-JUN-2021				4	C	0				0.0				0.0		D			F2		F2	Common Stock		0.0				0.0				I		See Footnotes	F5, F7, F9, F14, F8, F6, F4
0000899243-21-026845	93120	Series D Preferred Stock			F2	28-JUN-2021				4	C	0				0.0				0.0		D			F2		F2	Common Stock		0.0				0.0				I		See Footnotes	F5, F13, F4, F8, F9
0000899243-21-026845	93117	Series A Preferred Stock			F1	28-JUN-2021				4	C	0				0.0				0.0		D			F1		F1	Common Stock		0.0				0.0				I		See Footnotes	F5, F10, F4
0001209191-21-044189	40342	Series D Preferred			F1	28-JUN-2021				4	C	0				12712399.0				0.0		D			F1		F1	Common Stock		38137197.0				0.0				I		See Note 2	F2
0001209191-21-044189	40341	Series C Preferred			F1	28-JUN-2021				4	C	0				1954906.0				0.0		D			F1		F1	Common Stock		5864718.0				0.0				I		See Note 2	F2
0001209191-21-044189	40345	Series E Preferred			F1	28-JUN-2021				4	C	0				2448856.0				0.0		D			F1		F1	Common Stock		7346568.0				0.0				I		See Note 3	F3
0001209191-21-044189	40343	Series D Preferred			F1	28-JUN-2021				4	C	0				4980687.0				0.0		D			F1		F1	Common Stock		14942061.0				0.0				I		See Note 3	F3
0001209191-21-044189	40344	Series E Preferred			F1	28-JUN-2021				4	C	0				1224428.0				0.0		D			F1		F1	Common Stock		3673284.0				0.0				I		See Note 2	F2
0001104659-21-087828	40058	Stock Option (Right to Buy)		6.97		30-JUN-2021				4	A	0	F3			35872.0				0.0		A			F4	01-DEC-2026		Common Stock		35872.0				35872.0				D			
0001209191-21-044188	76425	Series A Preferred			F1	28-JUN-2021				4	C	0				15619807.0				0.0		D			F1		F1	Common Stock		10601925.0				0.0				I		See Note 2	F2
0001209191-21-044188	76426	Series B Preferred			F3	28-JUN-2021				4	C	0				8901166.0				0.0		D			F3		F3	Common Stock		26703498.0				0.0				I		See Note 2	F2
0001209191-21-044188	76434	Series E Preferred			F3	28-JUN-2021				4	C	0				2448856.0				0.0		D			F3		F3	Common Stock		7346568.0				0.0				I		See Note 6	F6
0001209191-21-044188	76433	Series E Preferred			F3	28-JUN-2021				4	C	0				1224428.0				0.0		D			F3		F3	Common Stock		3673284.0				0.0				I		See Note 5	F5
0001209191-21-044188	76432	Series D Preferred			F3	28-JUN-2021				4	C	0				4980687.0				0.0		D			F3		F3	Common Stock		14942061.0				0.0				I		See Note 6	F6
0001209191-21-044188	76431	Series D Preferred			F3	28-JUN-2021				4	C	0				12712399.0				0.0		D			F3		F3	Common Stock		38137197.0				0.0				I		See Note 5	F5
0001209191-21-044188	76430	Series D Preferred			F3	28-JUN-2021				4	C	0				1164748.0				0.0		D			F3		F3	Common Stock		3494244.0				0.0				I		See Note 4	F4
0001209191-21-044188	76427	Series C Preferred			F3	28-JUN-2021				4	C	0				6516356.0				0.0		D			F3		F3	Common Stock		19549068.0				0.0				I		See Note 2	F2
0001209191-21-044188	76428	Series C Preferred			F3	28-JUN-2021				4	C	0				1954906.0				0.0		D			F3		F3	Common Stock		5864718.0				0.0				I		See Note 5	F5
0001209191-21-044188	76429	Series D Preferred			F3	28-JUN-2021				4	C	0				1109284.0				0.0		D			F3		F3	Common Stock		3327852.0				0.0				I		See Note 2	F2
0001104659-21-087827	93231	Stock Option (Right to Buy)		6.97		30-JUN-2021				4	A	0	F1			35872.0				0.0		A			F2	01-DEC-2026		Common Stock		35872.0				35872.0				D			
0001209191-21-044187	46837	Series A Preferred			F1	28-JUN-2021				4	C	0				15619807.0				0.0		D			F1		F1	Common Stock		10601925.0				0.0				I		See Note 2	F2
0001209191-21-044187	46840	Series D Preferred Stock			F3	28-JUN-2021				4	C	0				1109284.0				0.0		D			F3		F3	Common Stock		3327852.0				0.0				I		See Note 2	F2
0001209191-21-044187	46839	Series C Preferred			F3	28-JUN-2021				4	C	0				6516356.0				0.0		D			F3		F3	Common Stock		19549068.0				0.0				I		See Note 2	F2
0001209191-21-044187	46838	Series B Preferred			F3	28-JUN-2021				4	C	0				8901166.0				0.0		D			F3		F3	Common Stock		26703498.0				0.0				I		See Note 2	F2
0001209191-21-044187	46841	Series D Preferred			F3	28-JUN-2021				4	C	0				1164748.0				0.0		D			F3		F3	Common Stock		3494244.0				0.0				I		See Note 4	F4
0001104659-21-087825	61930	Stock Option (Right to Buy)		6.97		30-JUN-2021				4	A	0	F1			179362.0				0.0		A			F2	17-AUG-2026		Common Stock		179362.0				179362.0				D			
