ACCESSION_NUMBER	NONDERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001415889-21-003306	83053	Common Stock		20-APR-2021				4	G	0				187836.0		0.0		A		187836.0				I		See Footnote	F2
0001415889-21-003306	83054	Common Stock		28-APR-2021				4	G	0				35949.0		0.0		D		0.0				D			
0001415889-21-003306	83055	Common Stock		28-APR-2021				4	G	0				35949.0		0.0		A		35949.0				I		By spouse	
0001415889-21-003306	83056	Common Stock		05-MAY-2021				4	G	0				35949.0		0.0		D		0.0				I		By spouse	
0001415889-21-003306	83057	Common Stock		05-MAY-2021				4	G	0				35949.0		0.0		A		223785.0				I		See Footnote	F2
0001415889-21-003305	143965	Common Stock		28-JUN-2021				4	C	0				521115.0			F3	A		20055236.0				I		By Robert J. Sheehy Revocable Trust	F1
0001415889-21-003305	143964	Common Stock		28-JUN-2021				4	C	0				832604.0			F2	A		19534121.0				I		By Robert J. Sheehy Revocable Trust	F1
0001415889-21-003305	143963	Common Stock		06-MAY-2021				4	G	0				15765831.0		0.0		A		18701517.0				I		By Robert J. Sheehy Revocable Trust	F1
0001415889-21-003305	143962	Common Stock		06-MAY-2021				4	G	0				15765831.0		0.0		D		0.0				D			
0001415889-21-003304	228873	Common Stock		28-JUN-2021				4	C	0				521115.0			F3	A		20055236.0				I		By Robert J. Sheehy Revocable Trust	F1
0001415889-21-003304	228872	Common Stock		28-JUN-2021				4	C	0				832604.0			F2	A		19534121.0				I		By Robert J. Sheehy Revocable Trust	F1
0001415889-21-003304	228871	Common Stock		06-MAY-2021				4	G	0				15765831.0		0.0		A		18701517.0				I		By Robert J. Sheehy Revocable Trust	F1
0001415889-21-003304	228870	Common Stock		06-MAY-2021				4	G	0				15765831.0		0.0		D		0.0				D			
0001415889-21-003303	35182	Common Stock		06-MAY-2021				4	M	0				27180.0		1.77		A		620928.0				D			
0001415889-21-003303	35181	Common Stock		06-MAY-2021				4	M	0				593748.0		1.77		A		593748.0				D			
0001437749-21-016144	146229	Common Stock	F1	28-JUN-2021				4	S	0				3010.0	F2	33.83	F3	D		9283208.0				I		By Acuitas	
0001437749-21-016144	146235	Common Stock	F1	30-JUN-2021				4	S	0				200.0	F2	33.3	F9	D		9253218.0				I		By Acuitas	
0001437749-21-016144	146234	Common Stock	F1	30-JUN-2021				4	S	0				10800.0	F2	32.41	F8	D		9253418.0				I		By Acuitas	
0001437749-21-016144	146230	Common Stock	F1	28-JUN-2021				4	S	0				4740.0	F2	34.8	F4	D		9278468.0				I		By Acuitas	
0001437749-21-016144	146231	Common Stock	F1	28-JUN-2021				4	S	0				3250.0	F2	35.42	F5	D		9275218.0				I		By Acuitas	
0001437749-21-016144	146232	Common Stock	F1	29-JUN-2021				4	S	0				8530.0	F2	33.86	F6	D		9266688.0				I		By Acuitas	
0001437749-21-016144	146233	Common Stock	F1	29-JUN-2021				4	S	0				2470.0	F2	34.97	F7	D		9264218.0				I		By Acuitas	
0001415889-21-003299	54540	Common Stock		06-JUN-2021				4	M	0				5124.0		1.77		A		142623.0				D			
0001415889-21-003299	54539	Common Stock		19-MAY-2021				4	M	0				12501.0		1.77		A		137499.0				D			
0001415889-21-003299	54538	Common Stock		06-MAY-2021				4	M	0				53124.0		1.77		A		124998.0				D			
0001415889-21-003299	54536	Common Stock		06-APR-2021				4	M	0				53127.0		1.77		A		59373.0				D			
0001415889-21-003299	54537	Common Stock		21-APR-2021				4	M	0				12501.0		1.77		A		71874.0				D			
0001415889-21-003299	54535	Common Stock		19-MAR-2021				4	G	0				6252.0		0.0		A		900000.0				I		By The Smith Family Grantor Retained Annuity Trust	F1
0001415889-21-003299	54534	Common Stock		19-MAR-2021				4	G	0				6252.0		0.0		D		6246.0				D			
0001415889-21-003299	54533	Common Stock		19-MAR-2021				4	M	0				12498.0		1.77		A		12498.0				D			
0001415889-21-003299	54526	Common Stock		19-FEB-2021				4	M	0				690624.0		1.77		A		690624.0				D			
0001415889-21-003299	54527	Common Stock		19-FEB-2021				4	M	0				150000.0		1.77		A		840624.0				D			
0001415889-21-003299	54528	Common Stock		19-FEB-2021				4	G	0				840624.0		0.0		D		0.0				D			
0001415889-21-003299	54529	Common Stock		19-FEB-2021				4	G	0				840624.0		0.0		A		840624.0				I		By The Smith Family Grantor Retained Annuity Trust	F1
0001415889-21-003299	54530	Common Stock		06-MAR-2021				4	M	0				53124.0		1.77		A		53124.0				D			
0001415889-21-003299	54531	Common Stock		06-MAR-2021				4	G	0				53124.0		0.0		D		0.0				D			
0001415889-21-003299	54532	Common Stock		06-MAR-2021				4	G	0				53124.0		0.0		A		893748.0				I		By The Smith Family Grantor Retained Annuity Trust	F1
0001415889-21-003298	102477	Common Stock		18-JUN-2021				4	G	0				150000.0		0.0		A		150000.0				I		See Footnote	F2
0001415889-21-003298	102476	Common Stock		18-JUN-2021				4	G	0				150000.0		0.0		A		150000.0				I		See Footnote	F1
0001415889-21-003298	102475	Common Stock		18-JUN-2021				4	G	0				150000.0		0.0		D		150000.0				D			
0001415889-21-003298	102474	Common Stock		18-JUN-2021				4	G	0				150000.0		0.0		D		300000.0				D			
0001415889-21-003298	102473	Common Stock		12-MAY-2021				4	M	0				450000.0		1.77		A		450000.0				D			
0001179110-21-007202	131271	Common Stock		28-JUN-2021				4	A	0				800.0	F1		F2	A		723766.0				D			
0001179110-21-007201	46857	Common Stock, $0.001 par value		29-JUN-2021				4	S	0				10797.0		26.24	F2	D		3606825.0				D			
0001179110-21-007201	46858	Common Stock, $0.001 par value		30-JUN-2021				4	S	0				13866.0		25.75	F3	D		3592959.0				D			
0001179110-21-007201	46856	Common Stock, $0.001 par value		28-JUN-2021				4	S	0				12848.0		26.05	F1	D		3617622.0				D			
0001179110-21-007200	121587	Common Stock		28-JUN-2021				4	A	0				800.0	F1		F2	A		3500.0				D			
0001179110-21-007199	237545	Common stock		28-JUN-2021				4	A	0				800.0	F1		F2	A		5214.0				D			
0001179110-21-007198	33496	Common Stock		28-JUN-2021				4	A	0				800.0	F1		F2	A		6800.0				D			
0001415889-21-003294	228606	Common Stock		09-FEB-2021				4	M	0				125001.0		1.09		A		4467516.0				D			
0001415889-21-003294	228608	Common Stock		01-MAR-2021				4	M	0				24999.0		1.09		A		4498764.0				D			
0001415889-21-003294	228609	Common Stock		28-JUN-2021				4	C	0				11286.0			F1	A		4510050.0				D			
0001415889-21-003294	228605	Common Stock		09-FEB-2021				4	M	0				31251.0		1.04		A		4342515.0				D			
0001415889-21-003294	228607	Common Stock		01-MAR-2021				4	M	0				6249.0		1.04		A		4473765.0				D			
0001179110-21-007197	146408	Common Stock		28-JUN-2021				4	A	0				800.0	F1		F2	A		26141.0				D			
0001209191-21-044200	61482	Common Stock		28-JUN-2021				4	C	0				7346568.0			F1	A		22288629.0				I		See Note 3	F3
0001209191-21-044200	61481	Common Stock		28-JUN-2021				4	C	0				14942061.0			F1	A		14942061.0				I		See Note 3	F3
0001209191-21-044200	61480	Common Stock		28-JUN-2021				4	P	0				250000.0		18.0		A		47925199.0				I		See Note 2	F2
0001209191-21-044200	61479	Common Stock		28-JUN-2021				4	C	0				3673284.0			F1	A		47675199.0				I		See Note 2	F2
0001209191-21-044200	61478	Common Stock		28-JUN-2021				4	C	0				38137197.0			F1	A		44001915.0				I		See Note 2	F2
0001209191-21-044200	61477	Common Stock		28-JUN-2021				4	C	0				5864718.0			F1	A		5864718.0				I		See Note 2	F2
0001209191-21-044200	61483	Common Stock		28-JUN-2021				4	P	0				1694444.0		18.0		A		23983073.0				I		See Note 3	F3
0001209191-21-044198	87735	Common Stock		28-JUN-2021				4	C	0				14942061.0			F3	A		14942061.0				I		See Note 6	F6
0001209191-21-044198	87736	Common Stock		28-JUN-2021				4	C	0				7346568.0			F3	A		22288629.0				I		See Note 6	F6
0001209191-21-044198	87737	Common Stock		28-JUN-2021				4	P	0				1694444.0		18.0		A		23983073.0				I		See Note 6	F6
0001209191-21-044198	87734	Common Stock		28-JUN-2021				4	P	0				250000.0		18.0		A		47925199.0				I		See Note 5	F5
0001209191-21-044198	87733	Common Stock		28-JUN-2021				4	C	0				3673284.0			F3	A		47675199.0				I		See Note 5	F5
0001209191-21-044198	87732	Common Stock		28-JUN-2021				4	C	0				38137197.0			F3	A		44001915.0				I		See Note 5	F5
0001209191-21-044198	87731	Common Stock		28-JUN-2021				4	C	0				5864718.0			F3	A		5864718.0				I		See Note 5	F5
0001209191-21-044198	87730	Common Stock		28-JUN-2021				4	C	0				3494244.0			F3	A		3494244.0				I		See Note 4	F4
0001209191-21-044198	87729	Common Stock		28-JUN-2021				4	C	0				3327852.0			F3	A		107041764.0				I		See Note 2	F2
0001209191-21-044198	87728	Common Stock		28-JUN-2021				4	C	0				19549068.0			F3	A		103713912.0				I		See Note 2	F2
0001209191-21-044198	87727	Common Stock		28-JUN-2021				4	C	0				26703498.0			F3	A		84164844.0				I		See Note 2	F2
0001209191-21-044198	87726	Common Stock		28-JUN-2021				4	C	0				10601925.0			F1	A		57461346.0				I		See Note 2	F2
0001179110-21-007196	192255	Common Stock		28-JUN-2021				4	A	0				800.0	F1		F2	A		2400.0				D			
0001209191-21-044197	182045	Common Stock		28-JUN-2021				4	C	0				3327852.0			F3	A		107041764.0				I		See Note 2	F2
0001209191-21-044197	182046	Common Stock		28-JUN-2021				4	C	0				3494244.0			F3	A		3494244.0				I		See Note 4	F4
0001209191-21-044197	182047	Common Stock		28-JUN-2021				4	C	0				5864718.0			F3	A		5864718.0				I		See Note 5	F5
0001209191-21-044197	182048	Common Stock		28-JUN-2021				4	C	0				38137197.0			F3	A		44001915.0				I		See Note 5	F5
0001209191-21-044197	182049	Common Stock		28-JUN-2021				4	C	0				3673284.0			F3	A		47675199.0				I		See Note 5	F5
0001209191-21-044197	182043	Common Stock		28-JUN-2021				4	C	0				26703498.0			F3	A		84164844.0				I		See Note 2	F2
0001209191-21-044197	182051	Common Stock		28-JUN-2021				4	C	0				14942061.0			F3	A		14942061.0				I		See Note 6	F6
0001209191-21-044197	182052	Common Stock		28-JUN-2021				4	C	0				7346568.0			F3	A		22288629.0				I		See Note 6	F6
0001209191-21-044197	182053	Common Stock		28-JUN-2021				4	P	0				1694444.0		18.0		A		23983073.0				I		See Note 6	F6
0001209191-21-044197	182042	Common Stock		28-JUN-2021				4	C	0				10601925.0			F1	A		57461346.0				I		See Note 2	F2
0001209191-21-044197	182044	Common Stock		28-JUN-2021				4	C	0				19549068.0			F3	A		103713912.0				I		See Note 2	F2
0001209191-21-044197	182050	Common Stock		28-JUN-2021				4	P	0				250000.0		18.0		A		47925199.0				I		See Note 5	F5
0001209191-21-044195	40682	Common Stock		28-JUN-2021				4	C	0				3673284.0			F3	A		47675199.0				I		See Note 5	F5
0001209191-21-044195	40683	Common Stock		28-JUN-2021				4	P	0				250000.0		18.0		A		47925199.0				I		See Note 5	F5
0001209191-21-044195	40684	Common Stock		28-JUN-2021				4	C	0				14942061.0			F3	A		14942061.0				I		See Note 6	F6
0001209191-21-044195	40685	Common Stock		28-JUN-2021				4	C	0				7346568.0			F3	A		22288629.0				I		See Note 6	F6
0001209191-21-044195	40686	Common Stock		28-JUN-2021				4	P	0				1694444.0		18.0		A		23983073.0				I		See Note 6	F6
0001209191-21-044195	40675	Common Stock		28-JUN-2021				4	C	0				10601925.0			F1	A		57461346.0				I		See Note 2	F2
0001209191-21-044195	40676	Common Stock		28-JUN-2021				4	C	0				26703498.0			F3	A		84164844.0				I		See Note 2	F2
0001209191-21-044195	40677	Common Stock		28-JUN-2021				4	C	0				19549068.0			F3	A		103713912.0				I		See Note 2	F2
0001209191-21-044195	40678	Common Stock		28-JUN-2021				4	C	0				3327852.0			F3	A		107041764.0				I		See Note 2	F2
0001209191-21-044195	40679	Common Stock		28-JUN-2021				4	C	0				3494244.0			F3	A		3494244.0				I		See Note 4	F4
0001209191-21-044195	40680	Common Stock		28-JUN-2021				4	C	0				5864718.0			F3	A		5864718.0				I		See Note 5	F5
0001209191-21-044195	40681	Common Stock		28-JUN-2021				4	C	0				38137197.0			F3	A		44001915.0				I		See Note 5	F5
0001179110-21-007195	50505	Common Stock		28-JUN-2021				4	A	0				800.0	F1		F2	A		12838.0				D			
0001225208-21-009731	226824	Series B Fixed to Floating Rate Redeemable Preferred Stock		30-JUN-2021				4	S	0				20.0		25.46		D		0.0				D			
0001225208-21-009731	226823	Series B Fixed to Floating Rate Redeemable Preferred Stock		29-JUN-2021				4	S	0				200.0		25.9		D		20.0				D			
0001225208-21-009731	226822	Series B Fixed to Floating Rate Redeemable Preferred Stock		28-JUN-2021				4	S	0				880.0		25.95		D		220.0				D			
0001225208-21-009731	226821	Series B Fixed to Floating Rate Redeemable Preferred Stock		25-JUN-2021				4	S	0				1837.0		25.88		D		1100.0				D			
0001225208-21-009731	226820	Series A Fixed to Floating Rate Redeemable Preferred Stock		25-JUN-2021				4	S	0				1947.0		25.9	F1	D		0.0				D			
0001209191-21-044194	216420	Common Stock		28-JUN-2021				4	C	0				3673284.0			F3	A		47675199.0				I		See Note 5	F5
0001209191-21-044194	216421	Common Stock		28-JUN-2021				4	P	0				250000.0		18.0		A		47925199.0				I		See Note 5	F5
0001209191-21-044194	216422	Common Stock		28-JUN-2021				4	C	0				14942061.0			F3	A		14942061.0				I		See Note 6	F6
0001209191-21-044194	216423	Common Stock		28-JUN-2021				4	C	0				7346568.0			F3	A		22288629.0				I		See Note 6	F6
0001209191-21-044194	216424	Common Stock		28-JUN-2021				4	P	0				1694444.0		18.0		A		23983073.0				I		See Note 6	F6
0001209191-21-044194	216419	Common Stock		28-JUN-2021				4	C	0				38137197.0			F3	A		44001915.0				I		See Note 5	F5
0001209191-21-044194	216418	Common Stock		28-JUN-2021				4	C	0				5864718.0			F3	A		5864718.0				I		See Note 5	F5
0001209191-21-044194	216417	Common Stock		28-JUN-2021				4	C	0				3494244.0			F3	A		3494244.0				I		See Note 4	F4
0001209191-21-044194	216415	Common Stock		28-JUN-2021				4	C	0				19549068.0			F3	A		103713912.0				I		See Note 2	F2
0001209191-21-044194	216414	Common Stock		28-JUN-2021				4	C	0				26703498.0			F3	A		84164844.0				I		See Note 2	F2
0001209191-21-044194	216413	Common Stock		28-JUN-2021				4	C	0				10601925.0			F1	A		57461346.0				I		See Note 2	F2
0001209191-21-044194	216416	Common Stock		28-JUN-2021				4	C	0				3327852.0			F3	A		107041764.0				I		See Note 2	F2
0001104659-21-087833	168168	Common Stock		30-JUN-2021				4	A	0				538087.0			F1	A		538087.0				I		Silber Holdings, Inc.	F3
0001104659-21-087833	168169	Common Stock		30-JUN-2021				4	A	0				4035655.0			F1	A		4035655.0				I		Anglian Holdings, LLC	F4
0001104659-21-087833	168167	Common Stock		30-JUN-2021				4	A	0				4218605.0			F1	A		4218605.0				D		Trustee	F2
0001104659-21-087833	168170	Common Stock		30-JUN-2021				4	A	0				71744.0			F1	A		71744.0				I			
0001209191-21-044193	50330	Common Stock		28-JUN-2021				4	C	0				44079.0			F1	A		84012.0				D			
0001209191-21-044193	50329	Common Stock		28-JUN-2021				4	C	0				39933.0			F1	A		39933.0				D			
0001104659-21-087832	128500	Common Stock		30-JUN-2021				4	A	0				3614153.0			F1	A		3614153.0				D			
0001493152-21-015792	225628	Common Stock		30-JUN-2021				4	S	0				53260.0		8.04	F2	D		4485820.0				D			
0001493152-21-015792	225627	Common Stock		28-JUN-2021				4	S	0				46740.0		8.59	F1	D		4539080.0				D			
0001209191-21-044192	162805	Common Stock		28-JUN-2021				4	C	0				26703498.0			F3	A		84164844.0				I		See Note 2	F2
0001209191-21-044192	162814	Common Stock		28-JUN-2021				4	C	0				7346568.0			F3	A		22288629.0				I		See Note 6	F6
0001209191-21-044192	162813	Common Stock		28-JUN-2021				4	C	0				14942061.0			F3	A		14942061.0				I		See Note 6	F6
0001209191-21-044192	162812	Common Stock		28-JUN-2021				4	P	0				250000.0		18.0		A		47925199.0				I		See Note 5	F5
0001209191-21-044192	162811	Common Stock		28-JUN-2021				4	C	0				3673284.0			F3	A		47675199.0				I		See Note 5	F5
0001209191-21-044192	162810	Common Stock		28-JUN-2021				4	C	0				38137197.0			F3	A		44001915.0				I		See Note 5	F5
0001209191-21-044192	162809	Common Stock		28-JUN-2021				4	C	0				5864718.0			F3	A		5864718.0				I		See Note 5	F5
0001209191-21-044192	162808	Common Stock		28-JUN-2021				4	C	0				3494244.0			F3	A		3494244.0				I		See Note 4	F4
0001209191-21-044192	162804	Common Stock		28-JUN-2021				4	C	0				10601925.0			F1	A		57461346.0				I		See Note 2	F2
0001209191-21-044192	162815	Common Stock		28-JUN-2021				4	P	0				1694444.0		18.0		A		23983073.0				I		See Note 6	F6
0001209191-21-044192	162806	Common Stock		28-JUN-2021				4	C	0				19549068.0			F3	A		103713912.0				I		See Note 2	F2
0001209191-21-044192	162807	Common Stock		28-JUN-2021				4	C	0				3327852.0			F3	A		107041764.0				I		See Note 2	F2
0001209191-21-044190	112159	Common Stock		28-JUN-2021				4	P	0				1694444.0		18.0		A		23983073.0				I		See Note 3	F3
0001209191-21-044190	112158	Common Stock		28-JUN-2021				4	C	0				7346568.0			F1	A		22288629.0				I		See Note 3	F3
0001209191-21-044190	112157	Common Stock		28-JUN-2021				4	C	0				14942061.0			F1	A		14942061.0				I		See Note 3	F3
0001209191-21-044190	112156	Common Stock		28-JUN-2021				4	P	0				250000.0		18.0		A		47925199.0				I		See Note 2	F2
0001209191-21-044190	112155	Common Stock		28-JUN-2021				4	C	0				3673284.0			F1	A		47675199.0				I		See Note 2	F2
0001209191-21-044190	112154	Common Stock		28-JUN-2021				4	C	0				38137197.0			F1	A		44001915.0				I		See Note 2	F2
0001209191-21-044190	112153	Common Stock		28-JUN-2021				4	C	0				5864718.0			F1	A		5864718.0				I		See Note 2	F2
0000899243-21-026845	238384	Common Stock		28-JUN-2021				4	C	0				0.0			F1, F2	A		0.0				I		See Footnotes	F5, F7, F9, F8, F3, F6, F4
0001104659-21-087829	162919	Common Stock		30-JUN-2021				4	A	0				1156887.0			F1	A		1156887.0				D			
0001179110-21-007194	119644	Common Stock		28-JUN-2021				4	P	0				1400.0	F1		F2	A		1400.0				D			
0001209191-21-044189	100765	Common Stock		28-JUN-2021				4	C	0				3673284.0			F1	A		47675199.0				I		See Note 2	F2
0001209191-21-044189	100764	Common Stock		28-JUN-2021				4	C	0				38137197.0			F1	A		44001915.0				I		See Note 2	F2
0001209191-21-044189	100763	Common Stock		28-JUN-2021				4	C	0				5864718.0			F1	A		5864718.0				I		See Note 2	F2
0001209191-21-044189	100766	Common Stock		28-JUN-2021				4	P	0				250000.0		18.0		A		47925199.0				I		See Note 2	F2
0001209191-21-044189	100769	Common Stock		28-JUN-2021				4	P	0				1694444.0		18.0		A		23983073.0				I		See Note 3	F3
0001209191-21-044189	100767	Common Stock		28-JUN-2021				4	C	0				14942061.0			F1	A		14942061.0				I		See Note 3	F3
0001209191-21-044189	100768	Common Stock		28-JUN-2021				4	C	0				7346568.0			F1	A		22288629.0				I		See Note 3	F3
0001104659-21-087828	99980	Common Stock		30-JUN-2021				4	A	0				21523.0			F1	A		21523.0				D		Long Zone Holdings Inc.	F2
0001104659-21-087828	99981	Common Stock		30-JUN-2021				4	A	0				35872.0			F1	A		35872.0				I			
0001209191-21-044188	194506	Common Stock		28-JUN-2021				4	C	0				10601925.0			F1	A		57461346.0				I		See Note 2	F2
0001209191-21-044188	194517	Common Stock		28-JUN-2021				4	P	0				1694444.0		18.0		A		23983073.0				I		See Note 6	F6
0001209191-21-044188	194516	Common Stock		28-JUN-2021				4	C	0				7346568.0			F3	A		22288629.0				I		See Note 6	F6
0001209191-21-044188	194515	Common Stock		28-JUN-2021				4	C	0				14942061.0			F3	A		14942061.0				I		See Note 6	F6
0001209191-21-044188	194514	Common Stock		28-JUN-2021				4	P	0				250000.0		18.0		A		47925199.0				I		See Note 5	F5
0001209191-21-044188	194513	Common Stock		28-JUN-2021				4	C	0				3673284.0			F3	A		47675199.0				I		See Note 5	F5
0001209191-21-044188	194512	Common Stock		28-JUN-2021				4	C	0				38137197.0			F3	A		44001915.0				I		See Note 5	F5
0001209191-21-044188	194511	Common Stock		28-JUN-2021				4	C	0				5864718.0			F3	A		5864718.0				I		See Note 5	F5
0001209191-21-044188	194507	Common Stock		28-JUN-2021				4	C	0				26703498.0			F3	A		84164844.0				I		See Note 2	F2
0001209191-21-044188	194508	Common Stock		28-JUN-2021				4	C	0				19549068.0			F3	A		103713912.0				I		See Note 2	F2
0001209191-21-044188	194509	Common Stock		28-JUN-2021				4	C	0				3327852.0			F3	A		107041764.0				I		See Note 2	F2
0001209191-21-044188	194510	Common Stock		28-JUN-2021				4	C	0				3494244.0			F3	A		3494244.0				I		See Note 4	F4
0001104659-21-087826	155526	Common Stock		30-JUN-2021				4	A	0				233171.0			F1	A		233171.0				I		Trust Controlled by Wife	F3
0001104659-21-087826	155527	Common Stock		30-JUN-2021				4	A	0				358.0			F1	A		358.0				I			
0001104659-21-087826	155525	Common Stock		30-JUN-2021				4	A	0				3587249.0			F1	A		3587249.0				D		1510789 Ontario Inc.	F2
0001209191-21-044187	117862	Common Stock		28-JUN-2021				4	C	0				10601925.0			F1	A		57461346.0				I		See Note 2	F2
0001209191-21-044187	117866	Common Stock		28-JUN-2021				4	C	0				3494244.0			F3	A		3494244.0				I		See Note 4	F4
0001209191-21-044187	117865	Common Stock		28-JUN-2021				4	C	0				3327852.0			F3	A		107041764.0				I		See Note 2	F2
0001209191-21-044187	117864	Common Stock		28-JUN-2021				4	C	0				19549068.0			F3	A		103713912.0				I		See Note 2	F2
0001209191-21-044187	117863	Common Stock		28-JUN-2021				4	C	0				26703498.0			F3	A		84164844.0				I		See Note 2	F2
0001179110-21-007193	53851	Common Stock		28-JUN-2021				4	A	0				800.0	F1		F2	A		19874.0				D			
0001209191-21-044186	69784	Common Stock		28-JUN-2021				4	C	0				26703498.0			F3	A		84164844.0				D	F2		
0001209191-21-044186	69786	Common Stock		28-JUN-2021				4	C	0				3327852.0			F3	A		107041764.0				D	F2		
0001209191-21-044186	69783	Common Stock		28-JUN-2021				4	C	0				10601925.0			F1	A		57461346.0				D	F2		
0001209191-21-044186	69785	Common Stock		28-JUN-2021				4	C	0				19549068.0			F3	A		103713912.0				D	F2		
0001415889-21-003287	71859	Common Stock		03-JAN-2021				4	M	0				11385.0		0.63		A		1196247.0	F1			D			
0001415889-21-003287	71860	Common Stock		03-MAR-2021				4	M	0				22767.0		0.63		A		1219014.0				D			
0001415889-21-003287	71861	Common Stock		03-APR-2021				4	M	0				11382.0		0.63		A		1230396.0				D			
0001415889-21-003287	71866	Common Stock		28-JUN-2021				4	C	0				39933.0			F3	A		1577045.0				D			
0001415889-21-003287	71863	Common Stock		28-JUN-2021				4	C	0				106271.0			F2	A		1348052.0				D			
0001415889-21-003287	71864	Common Stock		28-JUN-2021				4	C	0				92823.0			F3	A		1440875.0				D			
0001415889-21-003287	71865	Common Stock		28-JUN-2021				4	C	0				96237.0			F3	A		1537112.0				D			
0001415889-21-003287	71862	Common Stock		03-MAY-2021				4	M	0				11385.0		0.63		A		1241781.0				D			
0001104659-21-087824	120435	Common Stock		28-JUN-2021				4	C	0				129786.0			F1	A		129786.0				I		See Footnotes	F4, F2
0001104659-21-087824	120437	Common Stock		28-JUN-2021				4	C	0				80811.0			F1	A		80811.0				I		See Footnotes	F4, F3
0001104659-21-087824	120436	Common Stock		28-JUN-2021				4	C	0				14031.0			F1	A		143817.0				I		See Footnotes	F4, F2
0001493152-21-015791	57833	Common Stock		28-JUN-2021				4	M	0				38541.0	F4	2.45	F4	A		472708.0				D			
0001493152-21-015791	57834	Common Stock		28-JUN-2021				4	S	0				38541.0	F1	5.0	F2	D		434167.0				D			
