ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001104659-26-038031	By: /s/ Chase Jayasekera, Attorney-in-Fact	31-MAR-2026
0000895345-26-000136	/s/ Sebastian Mejia Barbarena	31-MAR-2026
0000895345-26-000135	/s/ Salvi Rafael Floch Viadero	31-MAR-2026
0001283661-26-000006	/s/ Misty Lavender, Attorney in Fact	31-MAR-2026
0001193125-26-135216	/s/ Augie Wilkinson, Attorney-in-Fact	31-MAR-2026
0001104659-26-038027	/s/ Prieto Prieto Maria Isabel	31-MAR-2026
0001104659-26-038026	/s/ Steden Heliane Marie Luise	31-MAR-2026
0002016416-26-000010	/s/ Eric Lentell	31-MAR-2026
0001104659-26-038023	/s/ Chavez Varela Diana Maria	31-MAR-2026
0001104659-26-038022	/s/ Ortiz Martinez Guillermo	31-MAR-2026
0001920525-26-000002	/s/ Jerilyn Laskie, as Attorney-in-Fact for Lee Bienstock	31-MAR-2026
0000947871-26-000369	/s/ Carolina Rodriguez Zunino, as attorney-in-fact for Andres Zenarruza	18-MAR-2026
0000912282-26-000539	Steven Yopps	31-MAR-2026
0000912282-26-000538	Michael Jalonen	31-MAR-2026
0000912282-26-000537	Cassandra Pulskamp Joseph	31-MAR-2026
0000912282-26-000536	Arthur Einav	31-MAR-2026
0000912282-26-000535	John William Seaman	31-MAR-2026
0001213900-26-037783	/s/ Yingzhi (Lisa) Tang	31-MAR-2026
0001628280-26-022555	/s/ Victor Conde Valladares Camina as attorney-in-fact for Luis Renato Costa Bueno	31-MAR-2026
0001213900-26-037782	/s/ Hao (Louis) Liang	31-MAR-2026
0001628280-26-022553	/s/ Victor Conde Valladares Camina as attorney-in-fact for Fabio Almeida de Oliveira	31-MAR-2026
0001193125-26-135199	/s/ John Crystal III	31-MAR-2026
0001292814-26-002037	/s/ Luis Frias	31-MAR-2026
0001628280-26-022550	/s/ Victor Conde Valladares Camina as attorney-in-fact for Maria Luiza de Oliveira Pinto	31-MAR-2026
0001192482-26-000230	/s/ Melissa Marano Thompson	31-MAR-2026
0000921895-26-000858	The Radoff Family Foundation, By: /s/ Bradley L. Radoff, Director	31-MAR-2026
0000921895-26-000858	/s/ Bradley L. Radoff	31-MAR-2026
0001493152-26-014410	/s/ Stanford Gertz	31-MAR-2026
0001193125-26-135189	/s/ Zachary Edelman, as Attorney-in-Fact for Saverio M. Flemma	31-MAR-2026
0001644087-26-000002	John R. Moore Attorney-in-Fact for Donovan Joanne M.	31-MAR-2026
0001193125-26-135188	/s/ Zachary Edelman, as Attorney-in-Fact for Sheila A. Finnerty	31-MAR-2026
0001628280-26-022548	/s/ Victor Conde Valladares Camina as attorney-in-fact for Marcos Moreno Chagas Assumpcao	31-MAR-2026
0001193125-26-135180	/s/ Angela M. Pla, Attorney-in-Fact for Ashley E. George	31-MAR-2026
0001493152-26-014408	/s/ Lionel Choong Khuat Leok	31-MAR-2026
0001193125-26-135174	/s/ Zachary Edelman, as Attorney-in-Fact for Richard T. Miller	31-MAR-2026
0001628280-26-022544	/s/ Victor Conde Valladares Camina as attorney-in-fact for Leonardo Barreto de Araujo Grimaldi	31-MAR-2026
0001104659-26-038006	/s/ Brittany A. Uthoff as Attorney-in-Fact for John C. Malone	31-MAR-2026
0001193125-26-135167	/s/ Zachary Edelman, as Attorney-in-Fact for David Adler	31-MAR-2026
0001193125-26-135165	/s/ Zachary Edelman, as Attorney-in-Fact for R. David Kelly	31-MAR-2026
0001193125-26-135164	/s/ Angela M. Pla, Attorney-in-Fact for Irial Finan	31-MAR-2026
0001628280-26-022540	/s/ Victor Conde Valladares Camina as attorney-in-fact for Douglas Seibert Lazaretti	31-MAR-2026
0001104659-26-038004	/s/ Michael Baird, Attorney-in-Fact	31-MAR-2026
0001193125-26-135157	/s/ Zachary Edelman, as Attorney-in-Fact for David C. W. Wang	31-MAR-2026
0001193125-26-135155	/s/ Zachary Edelman, as Attorney-in-Fact for Andrew J. Kim	31-MAR-2026
0001628280-26-022537	/s/ Victor Conde Valladares Camina as attorney-in-fact for Aires Galhardo	31-MAR-2026
0001193125-26-135141	/s/ Zachary Edelman, as Attorney-in-Fact for Christopher Marzullo	31-MAR-2026
0001628280-26-022534	/s/ Victor Conde Valladares Camina as attorney-in-fact for Joao Alberto Fernandez de Abreu	31-MAR-2026
0001977272-26-000004	/s/ Richard Medway, attorney in fact	31-MAR-2026
0001193125-26-135130	/s/ Zachary Edelman, as Attorney-in-Fact for Andrew Tarica	31-MAR-2026
0001193125-26-135129	/s/ Zachary Edelman, as Attorney-in-Fact for Joseph T. Magpayo	31-MAR-2026
0001292814-26-002031	/s/ Thiago Kiill Lofiego, Attorney-in-fact	31-MAR-2026
0001104659-26-037994	Ingram Holdco, LLC, By: Imola JV Holdings, L.P., its sole member, By: Platinum Equity Partners V, L.P., its general partner, By: Platinum Equity Partners V, LLC, its general partner, By: /s/ Barbara Velasco, Assistant Secretary	31-MAR-2026
0001104659-26-037994	Imola JV Holdings, L.P., By: Platinum Equity Partners V, L.P., its general partner, By: Platinum Equity Partners V, LLC, its general partner, By: /s/ Barbara Velasco, Assistant Secretary	31-MAR-2026
0001104659-26-037994	Platinum Equity Partners V, L.P., By: Platinum Equity Partners V, LLC, its general partner, By: /s/ Barbara Velasco, Assistant Secretary	31-MAR-2026
0001104659-26-037994	Platinum Equity Partners V, LLC, By: /s/ Barbara Velasco, Assistant Secretary	31-MAR-2026
0001104659-26-037994	Platinum Equity InvestCo, L.P., By: Platinum Equity Investment Holdings IC (Cayman), LLC, its general partner, By: /s/ Mary Ann Sigler, President	31-MAR-2026
0001104659-26-037994	Platinum Equity Investment Holdings IC (Cayman), LLC, By: /s/ Mary Ann Sigler, President	31-MAR-2026
0001104659-26-037994	Platinum Equity Investment Holdings, LLC, By: /s/ Mary Ann Sigler, Vice President, Secretary and Treasurer	31-MAR-2026
0001104659-26-037994	Platinum Equity, LLC, By: /s/ Mary Ann Sigler, Executive Vice President, Chief Financial Officer and Treasurer	31-MAR-2026
0001104659-26-037994	Tom Gores, By: /s/ Mary Ann Sigler, Attorney-in-Fact	31-MAR-2026
0001104659-26-037994	Platinum Equity Investment Holdings V, LLC, By: /s/ Barbara Velasco, Assistant Secretary	31-MAR-2026
0001780664-26-000018	/s/ Julie Rubinstein by Kyle Piskel, Attorney-in-Fact	31-MAR-2026
0001213900-26-037753	/s/ Yael Sandler, Attorney-in-Fact	31-MAR-2026
0001213900-26-037752	/s/ Dan Brahmy	31-MAR-2026
0001213900-26-037751	/s/ Yael Sandler, Attorney-in-Fact	31-MAR-2026
0001213900-26-037750	/s/ Yael Sandler, Attorney-in-Fact	31-MAR-2026
0001213900-26-037749	/s/ Yael Sandler, Attorney-in-Fact	31-MAR-2026
0001213900-26-037747	/s/ Yael Sandler, Attorney-in-Fact	31-MAR-2026
0001213900-26-037746	/s/ Yael Sandler, Attorney-in-Fact	31-MAR-2026
0001213900-26-037745	/s/ Yael Sandler, Attorney-in-Fact	31-MAR-2026
0001213900-26-037744	/s/ Yael Sandler, Attorney-in-Fact	31-MAR-2026
0001213900-26-037743	/s/ Yael Sandler	31-MAR-2026
0002014215-26-000008	/s/ Stephen Sonne, attorney-in-fact on behalf of Trevor Thatcher	31-MAR-2026
0001998996-26-000008	/s/ Stephen Sonne	31-MAR-2026
0001104659-26-037983	/s/ Max Sitnick, Attorney-in-fact	31-MAR-2026
0001920634-26-000008	/s/ Stephen Sonne, attorney-in-fact on behalf of Denis Garagic	31-MAR-2026
0001104659-26-037978	/s/ Judith Weinstein, as Attorney-in-Fact for BFI Co., LLC	31-MAR-2026
0001104659-26-037978	/s/ Judith Weinstein, as Attorney-in-Fact for Jack Bendheim	31-MAR-2026
0002086541-26-000010	/s/ Alex J. Panda, as attorney-in-fact	31-MAR-2026
0002086541-26-000008	/s/ Alex J. Panda, as attorney-in-fact	31-MAR-2026
0001292814-26-002028	/s/ Thiago Kiill Lofiego, Attorney-in-fact	31-MAR-2026
0000891166-26-000036	/s/ Kimberly D. Campos	31-MAR-2026
0001807354-26-000003	/s/ Tiffani Magri, Attorney-in-Fact for Noreena Hertz	31-MAR-2026
0001493152-26-014397	/s/ Robert J. Michel	31-MAR-2026
0001213900-26-037718	/s/ Vladislav Uchenik	31-MAR-2026
0001213900-26-037717	/s/ Noam Elharar	31-MAR-2026
0001213900-26-037716	/s/ Edward Louis Cohen	31-MAR-2026
0001213900-26-037715	/s/ Allen W. Yee	31-MAR-2026
0001104659-26-037959	/s/ Aashim Usgaonkar, Attorney-in-Fact	31-MAR-2026
0001104659-26-037958	/s/ Aashim Usgaonkar, Attorney-in-Fact	31-MAR-2026
0001437749-26-010759	/s/ Jay Goldbaum as Attorney In Fact for Jacob O. Farmer	31-MAR-2026
0001104659-26-037953	/s/ Derek Lowe, attorney-in-fact	31-MAR-2026
0001577526-26-000036	/s/ Sasha Pesic, Attorney-in-Fact	31-MAR-2026
0001957545-26-000006	/s/ Ken Jew for Jeffrey P. Burrill	31-MAR-2026
0000908834-26-000170	/s/ Jennifer Phipps, as Attorney-in-Fact	31-MAR-2026
0001331271-26-000022	/s/Kenneth B Dart	31-MAR-2026
0001733285-26-000006	/s/ Ben Klocke, Attorney-in-Fact	31-MAR-2026
0001292814-26-002024	/s/ Thiago Kiill Lofiego, Attorney-in-fact	31-MAR-2026
0000950103-26-005118	/s/ Paul Y. Cho, as attorney-in-fact for Robert Anthony Wunar	31-MAR-2026
0000891166-26-000034	/s/ Stephen Donaghy	31-MAR-2026
0001796490-26-000004	/s/ Ben Klocke, Attorney-in-Fact	31-MAR-2026
0000891166-26-000033	/s/ Frank Wilcox	31-MAR-2026
0000891166-26-000032	/s/ Sean P. Downes	31-MAR-2026
0000891166-26-000031	/s/ Richard D. Peterson	31-MAR-2026
0001071739-26-000089	/s/ Christopher A. Koster (executed by attorney-in-fact)	31-MAR-2026
0001071739-26-000088	/s/ Christopher A. Koster (executed by attorney-in-fact)	31-MAR-2026
0001071739-26-000087	/s/ Christopher A. Koster (executed by attorney-in-fact)	31-MAR-2026
0001071739-26-000086	/s/ Christopher A. Koster (executed by attorney-in-fact)	31-MAR-2026
0001828123-26-000004	/s/ Ben Klocke, Attorney-in-Fact	31-MAR-2026
0001292814-26-002021	/s/ Thiago Kiill Lofiego	31-MAR-2026
0001193125-26-135052	/s/ Christopher Kevane	31-MAR-2026
0001745268-26-000004	/s/ Ben Klocke, Attorney-in-Fact	31-MAR-2026
0001733117-26-000006	/s/ Ben Klocke, Attorney-in-Fact	31-MAR-2026
0001733127-26-000009	/s/ Ben Klocke, Attorney-in-Fact	31-MAR-2026
0001936313-26-000002	Kalbert Young, Executive Director on behalf of Employees' Retirement System of the State of Hawaii	31-MAR-2026
0000882184-26-000058	/s/ Thomas B. Montano, Attorney-in-Fact	31-MAR-2026
0001732716-26-000004	/s/ Ben Klocke, Attorney-in-Fact	31-MAR-2026
0000882184-26-000057	/s/ Thomas B. Montano, Attorney-in-Fact	31-MAR-2026
0002001011-26-000036	By: /s/ Andrew Reardon, Attorney-in-Fact For John L. LaMattina	31-MAR-2026
0001733121-26-000008	/s/ Ben Klocke, Attorney-in-Fact	31-MAR-2026
0000882184-26-000056	/s/ Thomas B. Montano, Attorney-in-Fact	31-MAR-2026
0001493152-26-014385	/s/ Kai Zhang	31-MAR-2026
0000882184-26-000055	/s/ Aron M. Odom	31-MAR-2026
0001733123-26-000004	/s/ Ben Klocke, Attorney-in-Fact	31-MAR-2026
0000882184-26-000054	/s/ Bill W. Wheat	31-MAR-2026
0001493152-26-014383	/s/ Chuan Zhan	31-MAR-2026
0001437749-26-010758	/s/ Laura Lee Stewart	31-MAR-2026
0001784996-26-000031	By: Winston King, Attorney-in-Fact for Michael George Rosenbaum	31-MAR-2026
0001616707-26-000083	/s/ Enrique Colbert, as Attorney-in-Fact for Michael A. Kumin	31-MAR-2026
0001193125-26-135036	/s/ Dwight W. Rettig, attorney-in-fact	31-MAR-2026
0001493152-26-014380	/s/ Yanyan Sun	31-MAR-2026
0001616707-26-000081	/s/ Enrique Colbert, Attorney-in-Fact for Andrea Jung	31-MAR-2026
0001456823-26-000006	/s/ Marc Montagner	31-MAR-2026
0001790695-26-000008	/s/ Sheryl Kennedy	31-MAR-2026
0001923830-26-000004	/s/ Deneen Howell	31-MAR-2026
0001641614-26-000018	/s/ Darren Dragovich, attorney-in-fact	31-MAR-2026
0001641614-26-000017	/s/ Darren Dragovich, attorney-in-fact	31-MAR-2026
0001641614-26-000016	/s/ Darren Dragovich, attorney-in-fact	31-MAR-2026
0001292814-26-002015	/s/ Thiago Kiill Lofiego, Attorney-in-fact	31-MAR-2026
0001641614-26-000015	/s/ Darren Dragovich, attorney-in-fact	31-MAR-2026
0001641614-26-000014	/s/ Darren Dragovich, attorney-in-fact	31-MAR-2026
0001641614-26-000013	/s/ Darren Dragovich, attorney-in-fact	31-MAR-2026
0001641614-26-000012	/s/ Darren Dragovich, attorney-in-fact	31-MAR-2026
0001933694-26-000005	/s/ Eve Howard	31-MAR-2026
0000320335-26-000141	Rebecca E. Zorn by /s/ Chris T. Moore, Attorney-in-fact	31-MAR-2026
0002048129-26-000010	/s/ Alex J. Panda, as attorney-in-fact	31-MAR-2026
0001395643-26-000009	/s/ Lewis Ferguson	31-MAR-2026
0002086410-26-000011	/s/ Alex J. Panda, as attorney-in-fact	31-MAR-2026
0002072167-26-000006	/s/ Alex J. Panda, as attorney-in-fact	31-MAR-2026
0001193125-26-135018	/s/ Dwight W. Rettig, attorney-in-fact	31-MAR-2026
0001901420-26-000004	/s/ Paul De Sa	31-MAR-2026
0001753920-26-000007	/s/ Alex J. Panda, as attorney-in-fact	31-MAR-2026
0002039201-26-000004	/s/ Kyle Pilkington, Attorney-in-Fact	31-MAR-2026
0001937313-26-000006	/s/ Kyle Pilkington	31-MAR-2026
0001907020-26-000004	/s/ Kyle Pilkington, Attorney-in-Fact	31-MAR-2026
0001907008-26-000006	/s/ Kyle Pilkington, Attorney-in-Fact	31-MAR-2026
0001907013-26-000004	/s/ Kyle Pilkington, Attorney-in-Fact	31-MAR-2026
0001757008-26-000006	/s/ Alex J. Panda, as attorney-in-fact	31-MAR-2026
0001213900-26-037688	/s/ Xiaoma Lu	31-MAR-2026
0001696102-26-000002	/s/ Steven Scrogham, Attorney-in-Fact	31-MAR-2026
0001227882-26-000004	/s/ Steven Brooks	31-MAR-2026
0002086410-26-000009	/s/ Alex J. Panda, as attorney-in-fact	31-MAR-2026
0001641790-26-000004	/s/ Steven Scrogham, Attorney-in-Fact	31-MAR-2026
0002008109-26-000004	/s/ Steven Scrogham	31-MAR-2026
0001193125-26-135008	/s/ Dwight W. Rettig, attorney-in-fact	31-MAR-2026
0001922681-26-000004	/s/ Steven Scrogham, Attorney-in-Fact	31-MAR-2026
0001292814-26-002012	/s/ Thiago Kiill Lofiego, Attorney-in-fact	31-MAR-2026
0001844577-26-000001	Carl Gee	31-MAR-2026
0002028314-26-000004	/s/ Steven Scrogham, Attorney-in-Fact	31-MAR-2026
0001493152-26-014364	/s/ Stanford Gertz	31-MAR-2026
0002048129-26-000008	/s/ Alex J. Panda, as attorney-in-fact	31-MAR-2026
0002048074-26-000009	/s/ Alex J. Panda, as attorney-in-fact	31-MAR-2026
0001493152-26-014355	/s/ Xirui Guo	31-MAR-2026
0001493152-26-014354	/s/ Kam Hung Chu	31-MAR-2026
0002122397-26-000001	Carl Gee /signed under POA	31-MAR-2026
0001398905-26-000006	/s/ John M. Winter, Attorney-in-Fact	31-MAR-2026
0001193125-26-134992	/s/ Dwight W. Rettig, attorney-in-fact	31-MAR-2026
0001493152-26-014348	/s/Zhiqiang Shao	31-MAR-2026
0001214659-26-004132	/s/ Roland T. Kelly	31-MAR-2026
0001168534-26-000004	/s / Joshua Malm, Attorney-in-Fact for Curtis L. Hebert, Jr.	31-MAR-2026
0001493152-26-014340	/s/ Silong Chen	31-MAR-2026
0001437749-26-010737	/s/ Steven Sugarman	31-MAR-2026
0001104659-26-037910	SoftVest GP I, LLC By: /s/ Eric L. Oliver, Managing Member	31-MAR-2026
0001104659-26-037910	/s/ Eric L. Oliver	31-MAR-2026
0001104659-26-037910	SoftVest, LP By: SoftVest GP I, LLC, its general partner By: /s/ Eric L. Oliver, Managing Member	31-MAR-2026
0001628280-26-022501	/s/ Karen A. Foster	31-MAR-2026
0002026033-26-000004	/s / Joshua Malm, Attorney-in-Fact for Bryn Llywelyn Jones	31-MAR-2026
0001493152-26-014338	/s/ Kee Wee Kiang, Kenneth	31-MAR-2026
0001193125-26-134972	/s/ Dwight W. Rettig, attorney-in-fact	31-MAR-2026
0001193125-26-134970	/s/ Dwight W. Rettig	31-MAR-2026
0001193125-26-134969	/s/ Dwight W. Rettig, attorney-in-fact	31-MAR-2026
0002021913-26-000004	/s / Joshua Malm, Attorney-in-Fact for Barry Dick	31-MAR-2026
0002122418-26-000001	Carl Gee /signed under POA	31-MAR-2026
0001493152-26-014335	/s/Qingshen Liu	31-MAR-2026
0001829340-26-000004	/s/ Paul Weibel, as Attorney-in-Fact for Graham van't Hoff	31-MAR-2026
0002038110-26-000002	/s/ Ryan F. Urness by POA from Kevin M. Wetherington	31-MAR-2026
0001493152-26-014329	/s/Aihua Cao	31-MAR-2026
0000950142-26-000978	/s/ Mitchell Cole Sussis	31-MAR-2026
0001493152-26-014323	/s/Changqing Shi	31-MAR-2026
0000950142-26-000977	/s/ Mitchell C. Sussis attorney-in-fact	31-MAR-2026
0001193125-26-134945	/s/ Dwight W. Rettig, attorney-in-fact	31-MAR-2026
0001213900-26-037624	/s/ Yonina Eldar	31-MAR-2026
0001477720-26-000027	/s/ Katie Colendich, Attorney-in-Fact	31-MAR-2026
0000950142-26-000974	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2026
0000950142-26-000972	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2026
0001477720-26-000025	/s/ Katie Colendich, Attorney-in-Fact	31-MAR-2026
0000950142-26-000970	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2026
0002122395-26-000001	Carl Gee /signed under POA	31-MAR-2026
0001628280-26-022492	/s/ Hillary Barrett-Osborne as Attorney-in-Fact	31-MAR-2026
0001213900-26-037616	/s/ Chen-Yu Wang	31-MAR-2026
0000950142-26-000968	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2026
0001193125-26-134914	/s/ Dwight W. Rettig, attorney-in-fact	31-MAR-2026
0001193125-26-134913	/s/ Dwight W. Rettig, attorney-in-fact	31-MAR-2026
0001193125-26-134906	/s/ Dwight W. Rettig, attorney-in-fact	31-MAR-2026
0001193125-26-134905	/s/ Dwight W. Rettig, attorney-in-fact	31-MAR-2026
0001213900-26-037609	/s/ Ori Moshe Hareli	31-MAR-2026
0000950142-26-000967	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2026
0001477932-26-001865	/s/ Zhimin Lu	31-MAR-2026
0001193125-26-134896	/s/ Sylvia Lexington, Attorney-in-Fact	31-MAR-2026
0001213900-26-037597	/s/ Nadav Snir	31-MAR-2026
0000097745-26-000077	/s/ Melodie T. Morin, Attorney-in-Fact for Scott M. Sperling	31-MAR-2026
0001193125-26-134888	/s/ Sylvia Lexington, Attorney-in-Fact	31-MAR-2026
0000097745-26-000076	/s/ Melodie T. Morin, Attorney-in-Fact for R. Alexandra Keith	31-MAR-2026
0001213900-26-037591	/s/ Chris Van Dan Elzen	31-MAR-2026
0000097745-26-000075	/s/ Melodie T. Morin, Attorney-in-Fact for Karen S. Lynch	31-MAR-2026
0001493152-26-014287	/s/ Hoi Ki Leung	31-MAR-2026
0001493152-26-014285	/s/ Chi Kin Kelvin Yeung	31-MAR-2026
0001493152-26-014284	/s/ Chun Ming Tommy Yip	31-MAR-2026
0001104659-26-037865	Hongbo Lu, By: /s/ Hongbo Lu	31-MAR-2026
0001683168-26-002555	/s/ Eric A. Hanson	31-MAR-2026
0000097745-26-000074	/s/ Melodie T. Morin, Attorney-in-Fact for Jennifer M. Johnson	31-MAR-2026
0000912282-26-000533	/s/ Daron Evans	31-MAR-2026
0001347175-26-000002	/s/ Ryan F. Urness by POA from H. Andrew DeFerrari	31-MAR-2026
0001627366-26-000002	/s/ Ryan F. Urness by POA from Heather M. Floyd	31-MAR-2026
0000097745-26-000073	/s/ Melodie T. Morin, Attorney-in-Fact for Dion J. Weisler	31-MAR-2026
0001376474-26-000258	/s/ Sajjad Asif	31-MAR-2026
0001837347-26-000002	/s/ Ryan F. Urness by POA from Daniel S. Peyovich	31-MAR-2026
0001777232-26-000004	/s/ Ryan F. Urness	31-MAR-2026
0002055624-26-000003	/s/ Ryan F. Urness by POA from Jill L. Ramshaw	31-MAR-2026
0001302110-26-000014	/s/ Paul Kim as Attorney-in-Fact	31-MAR-2026
0000103379-26-000024	/s/ Vivian Coates for Matthew J. Shattock (pursuant to signing authority on file)	31-MAR-2026
0001193125-26-134861	Steven C. Quay	31-MAR-2026
0001628280-26-022480	Lillian D. Etzkorn on behalf of Petar Andrich	31-MAR-2026
0001062993-26-001762	/s/ Frank E. Holmes	30-MAR-2026
0000103379-26-000022	/s/ Vivian Coates for Mark S. Hoplamazian (Pursuant to Signing Authority on File)	31-MAR-2026
0001292814-26-002007	Vinicius Urias Favarao	31-MAR-2026
0001477932-26-001859	/s/ Hui Ruan	31-MAR-2026
0002122416-26-000001	J. G. Lallande / Signed under POA	31-MAR-2026
0001193125-26-134848	By: /s/ Fernando Contreras, Vice President - Chief Compliance Officer and Corporate Secretary of Baker Hughes Company	31-MAR-2026
0001193125-26-134848	By: /s/ Fernando Contreras, Vice President - Chief Compliance Officer and Corporate Secretary of Baker Hughes Holdings LLC	31-MAR-2026
0001628280-26-022478	Lillian D. Etzkorn on behalf of Petar Andrich	31-MAR-2026
0001292814-26-002005	JULIO CESAR BUENO	31-MAR-2026
0001604867-26-000008	Frederick Tucker Golden, /s/ Frederick Tucker Golden	31-MAR-2026
0001604867-26-000008	SOLAS CAPITAL MANAGEMENT, LLC, By: /s/ Frederick Tucker Golden, Frederick Tucker Golden, Portfolio Manager	31-MAR-2026
0001193125-26-134842	/s/ Edward Meehan, Attorney-in-fact	31-MAR-2026
0001193125-26-134840	/s/ Bernard Chung as attorney-in-fact for Jason Lloyd	31-MAR-2026
0000103379-26-000020	/s/ Vivian Coates for Richard Carucci (pursuant to signing authority on file)	31-MAR-2026
0002122398-26-000001	J. G. Lallande / Signed under POA	31-MAR-2026
0001292814-26-002003	Bruno D Avila Melo Boetger	31-MAR-2026
