ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001932599-23-000036	Danyelle Pannebaker	22-JUN-2023
0001415889-23-010144	/s/ Judy Anderson	22-JUN-2023
0001415889-23-010142	/s/ Brian Flannery	22-JUN-2023
0001932599-23-000035	Danyelle Pannebaker	22-JUN-2023
0000318833-23-000022	/s/ Nelson M. Haight	22-JUN-2023
0000899243-23-016218	/s/ Warren E. Buffett	22-JUN-2023
0001517737-23-000050	By: POA Pursuant Liz Ramirez For: Aart de Geus	22-JUN-2023
0001065059-23-000027	Dennis J. Scott	22-JUN-2023
0000040987-23-000036	/s/ Jennifer Ellis, Attorney in Fact	22-JUN-2023
0001209191-23-038990	Cheryl L. Mahon, Attorney-in-fact	22-JUN-2023
0001702938-23-000002	Kao Lee	22-JUN-2023
0001437749-23-018066	/s/ Randall H Frazier	22-JUN-2023
0001437749-23-018064	/s/ Douglas Reynolds, pursuant to power of attorney	21-JUN-2023
0001437749-23-018062	/s/ Douglas V. Reynolds	21-JUN-2023
0001427999-23-000021	W.R. Stephens, Jr., /s/ William W. Kilgroe, Attorney-in-Fact	22-JUN-2023
0001427999-23-000021	The Stephens Group, LLC, /s/ William W. Kilgroe, General Counsel	22-JUN-2023
0001427999-23-000021	Elizabeth S. Campbell, /s/ William W. Kilgroe, Attorney-in-Fact	22-JUN-2023
0001427999-23-000021	SG-Coffee, LLC, /s/ William W. Kilgroe, Attorney-in-Fact	22-JUN-2023
0001510281-23-000154	William Manzolillo	22-JUN-2023
0001510281-23-000154	Boaz Weinstein	22-JUN-2023
0001207097-23-000153	/s/Jay Kesslen, attorney-in-fact	22-JUN-2023
0001510281-23-000153	Boaz Weinstein	22-JUN-2023
0001510281-23-000153	William Manzolillo	22-JUN-2023
0001510281-23-000152	Boaz Weinstein	22-JUN-2023
0001510281-23-000152	William Manzolillo	22-JUN-2023
0001510281-23-000151	William Manzolillo	22-JUN-2023
0001510281-23-000151	Boaz Weinstein	22-JUN-2023
0001510281-23-000150	Boaz Weinstein	22-JUN-2023
0001510281-23-000150	William Manzolillo	22-JUN-2023
0001127602-23-019209	/s/ Pingping Liu, Power of Attorney	22-JUN-2023
0001127602-23-019208	/s/ Pingping Liu, Power of Attorney	22-JUN-2023
0001510281-23-000149	William Manzolillo	22-JUN-2023
0001510281-23-000149	Boaz Weinstein	22-JUN-2023
0001127602-23-019207	/s/ Pingping Liu, Power of Attorney	22-JUN-2023
0001510281-23-000148	William Manzolillo	22-JUN-2023
0001510281-23-000148	Boaz Weinstein	22-JUN-2023
0001127602-23-019206	/s/ Pingping Liu, Power of Attorney	22-JUN-2023
0001127602-23-019205	/s/ Pingping Liu, Power of Attorney	22-JUN-2023
0001127602-23-019204	/s/ Pingping Liu, Power of Attorney	22-JUN-2023
0001127602-23-019203	/s/ Pingping Liu, Power of Attorney	22-JUN-2023
0001127602-23-019202	/s/ Pingping Liu, Power of Attorney	22-JUN-2023
0001127602-23-019201	/s/ Pingping Liu, Power of Attorney	22-JUN-2023
0001209191-23-038987	By Jessica Rumschlag as attorney in fact	22-JUN-2023
0001104659-23-073600	/s/ Jurgen van de Vyver	22-JUN-2023
0001127602-23-019200	/s/ Pingping Liu, Power of Attorney	22-JUN-2023
0001209191-23-038985	By Jessica Rumschlag as attorney in fact	22-JUN-2023
0001207097-23-000152	/s/Jay Kesslen, attorney-in-fact	22-JUN-2023
0000899243-23-016211	By: /s/ Rakesh Jain	20-JUN-2023
0001062993-23-013940	/s/Nicole E. Bulgarino	22-JUN-2023
0000899243-23-016210	By: /s/ Rakesh Jain	20-JUN-2023
0001104659-23-073578	/s/ Martin Brenner	22-JUN-2023
0001562180-23-005451	/s/ Ron Honig, Attorney-in-Fact	22-JUN-2023
0001562180-23-005450	/s/ Ron Honig, Attorney-in-Fact	22-JUN-2023
0001562180-23-005449	/s/ Ron Honig, Attorney-in-Fact	22-JUN-2023
0001562180-23-005448	/s/ Ron Honig, Attorney-in-Fact	22-JUN-2023
0001562180-23-005447	/s/ Ron Honig, Attorney-in-Fact	22-JUN-2023
0001562180-23-005446	/s/ Ron Honig, Attorney-in-Fact	22-JUN-2023
0001562180-23-005445	/s/ Ron Honig, Attorney-in-Fact	22-JUN-2023
0001562180-23-005444	/s/ Ron Honig, Attorney-in-Fact	22-JUN-2023
0001562180-23-005443	/s/ Ron Honig, Attorney-in-Fact	22-JUN-2023
0001562180-23-005442	/s/ Ron Honig, Attorney-in-Fact	22-JUN-2023
0001562180-23-005441	/s/ Ron Honig, Attorney-in-Fact	22-JUN-2023
0001562180-23-005440	/s/  Ron Honig, Attorney-in-Fact	22-JUN-2023
0001209191-23-038982	Kinsha O. Swain Attorney-in-fact	22-JUN-2023
0001209191-23-038981	Kinsha O. Swain Attorney-in-fact	22-JUN-2023
0001493152-23-022085	/s/ Philipp Stratmann	22-JUN-2023
0001209191-23-038980	/s/David M. Adame, by Lyn Bickle, as Attorney-in-fact	22-JUN-2023
0001209191-23-038978	/s/Chevy Humphrey, by Lyn Bickle, as Attorney-in-fact	22-JUN-2023
0001209191-23-038976	/s/Lisa Graham Keegan, by Lyn Bickle, as Attorney-in-fact	22-JUN-2023
0001209191-23-038974	/s/ Jack A. Henry, by Lyn Bickle, as Attorney-in-fact	22-JUN-2023
0001209191-23-038972	/s/ Sara R. Dial, by Lyn Bickle, as Attorney-in-fact	22-JUN-2023
0001104659-23-073568	/s/ Ron Bentsur	22-JUN-2023
0001127602-23-019198	/s/ Celia E. Eckert, Attorney-in-Fact	21-JUN-2023
0001209191-23-038970	/s/James H Hunter, IV Attorney-In-Fact	22-JUN-2023
0001209191-23-038969	/s/James H Hunter, IV Attorney-In-Fact	22-JUN-2023
0000950170-23-029271	/s/ Thomas P. FitzGerald as Attorney-in-Fact	22-JUN-2023
0001493152-23-022074	/s/ Jeffrey E. Holman	21-JUN-2023
0001401914-23-000038	/s/Lisa Walters-Hoffert, Attorney-in-fact	21-JUN-2023
0001401914-23-000036	/s/Lisa Walters-Hoffert, Attorney-in-fact	21-JUN-2023
0000899243-23-016206	/s/ Michael Linse	21-JUN-2023
0000899243-23-016206	/s/ Michael Linse, as Managing Director of Linse Capital LLC	21-JUN-2023
0001213900-23-050700	/s/ Soo Yu	21-JUN-2023
0001213900-23-050700	/s/ Kyle Wool	21-JUN-2023
0001104659-23-073463	By: /s/ Jeremy Green, Managing Member of RedCo II (GP), LLC, general partner of RedCo II Master Fund, L.P.	21-JUN-2023
0001104659-23-073463	/s/ Jeremy Green	21-JUN-2023
0001104659-23-073463	By: /s/ Jeremy Green, Managing Member of Redmile Group, LLC	21-JUN-2023
0001401914-23-000034	/s/Lisa Walters-Hoffert, Attorney-in-fact	21-JUN-2023
0001213900-23-050698	/s/ James Francis	21-JUN-2023
0001401914-23-000032	/s/Lisa Walters-Hoffert, Attorney-in-fact	21-JUN-2023
0001401914-23-000030	/s/Lisa Walters-Hoffert, Attorney-in-fact	21-JUN-2023
0001213900-23-050696	/s/ James Francis	13-JUN-2023
0001562180-23-005433	/s/ Carolyn Mo by Power of Attorney for Nelson Chai	21-JUN-2023
0001562180-23-005432	/s/ Carolyn Mo by Power of Attorney for Glen Ceremony	21-JUN-2023
0001562180-23-005431	/s/ Carolyn Mo by Power of Attorney for Nikki Krishnamurthy	21-JUN-2023
0001562180-23-005430	/s/ Carolyn Mo by Power of Attorney for Tony West	21-JUN-2023
0001562180-23-005429	/s/ Carolyn Mo by Power of Attorney for Jill Hazelbaker	21-JUN-2023
0001401914-23-000028	/s/Lisa Walters-Hoffert, Attorney-in-fact	21-JUN-2023
0001401914-23-000026	/s/Lisa Walters-Hoffert, Attorney-in-fact	21-JUN-2023
0000899243-23-016204	/s/ Meyer Malka	21-JUN-2023
0001209191-23-038968	Erik Schulz, Attorney-in-fact	21-JUN-2023
0001209191-23-038966	Erik Schulz, Attorney-in-fact	21-JUN-2023
0001209191-23-038964	Erik Schulz, Attorney-in-fact	21-JUN-2023
0001562180-23-005428	/s /Warren Heit, attorney-in-fact for MOHAJER KEYVAN	21-JUN-2023
0000899243-23-016202	/s/ David Hoffman, Attorney-in-Fact	21-JUN-2023
0001209191-23-038962	Erik Schulz, Attorney-in-fact	21-JUN-2023
0000899243-23-016201	/s/ Gerard Michel, Attorney-in-Fact	21-JUN-2023
0000899243-23-016199	/s/ David L. Hoffman	21-JUN-2023
0000899243-23-016197	/s/ Gerard Michel	21-JUN-2023
0001209191-23-038960	Erik Schulz, Attorney-in-fact	21-JUN-2023
0000899243-23-016196	/s/ Gerard Michel, Attorney-in-Fact	21-JUN-2023
0001562180-23-005427	/s /Warren Heit, attorney-in-fact for ZAGORSEK MICHAEL	21-JUN-2023
0000899243-23-016193	/s/ Gerard Michel, Attorney-in-Fact	21-JUN-2023
0001562180-23-005426	/s /Warren Heit, attorney-in-fact for HOM JAMES MING	21-JUN-2023
0001562180-23-005425	/s /Warren Heit, attorney-in-fact for SHARAN NITESH	21-JUN-2023
0001562180-23-005424	/s /Warren Heit, attorney-in-fact for EMAMI MAJID	21-JUN-2023
0001562180-23-005423	/s /Warren Heit, attorney-in-fact for STONEHOCKER TIMOTHY	21-JUN-2023
0001562180-23-005422	/s /Warren Heit, attorney-in-fact for SROKA DIANA	21-JUN-2023
0001209191-23-038958	/s/ Amy Quintana Avalos, Attorney-in-fact	21-JUN-2023
0001209191-23-038957	/s/ Amy Quintana Avalos, Attorney-in-fact	21-JUN-2023
0001209191-23-038956	/s/ Amy Quintana Avalos, Attorney-in-fact	21-JUN-2023
0001209191-23-038955	/s/ Amy Quintana Avalos, Attorney-in-fact	21-JUN-2023
0001209191-23-038954	/s/ Amy Quintana Avalos, Attorney-in-fact	21-JUN-2023
0001209191-23-038953	/s/ Amy Quintana Avalos, Attorney-in-fact	21-JUN-2023
0001209191-23-038952	/s/ Amy Quintana Avalos, Attorney-in-fact	21-JUN-2023
0001209191-23-038951	/s/ Amy Quintana Avalos, Attorney-in-fact	21-JUN-2023
0001642346-23-000004	/s/ Margaret Chow, by Power of Attorney for Matthew M. Cain	21-JUN-2023
0001869739-23-000018	/s/ Margaret Chow	21-JUN-2023
0001931799-23-000012	/s/ Margaret Chow, by Power of Attorney for Huw Owen	21-JUN-2023
0001869745-23-000012	/s/ Margaret Chow, by Power of Attorney for Gregory N. Henry	21-JUN-2023
0001971288-23-000004	/s/ Margaret Chow, by Power of Attorney for William R. Carey	21-JUN-2023
0001140361-23-030801	/s/ Andrew Schiesl, as Attorney-in-Fact	21-JUN-2023
0001140361-23-030799	/s/ Cara Schembri as Attorney-in-fact for Sarah Tam	21-JUN-2023
0001628280-23-023000	/s/ Marinos C. Baghdati	21-JUN-2023
0001628280-23-022997	/s/ Stephen D. Brooks	21-JUN-2023
0001628280-23-022995	/s/ Paul D. McKinney	21-JUN-2023
0001209191-23-038948	/s/ David Raun	21-JUN-2023
0001628280-23-022993	/s/ Travis T. Thomas	21-JUN-2023
0001209191-23-038947	/s/ David Raun	21-JUN-2023
0001628280-23-022991	/s/ Nathan G. Brower as attorney-in-fact for Bryant Yates	21-JUN-2023
0001209191-23-038946	Ahalya Hildreth, Attorney-in-Fact for Chin-Chi Teng	21-JUN-2023
0001209191-23-038945	/s/ Ali D. Fawaz, Attorney-in-Fact	21-JUN-2023
0001655210-23-000184	/s/ Teri L. Witteman,  as Attorney-In-Fact for Lubi Kutua	21-JUN-2023
0001209191-23-038942	s/ Wade Estey, as attorney-in-fact for Frank T. Watkins	21-JUN-2023
0001158172-23-000052	/s/ Ashley Wright, Attorney-in-Fact	21-JUN-2023
0001214659-23-008717	/s/ Angela Grant, Attorney-in-Fact	21-JUN-2023
0001415889-23-010130	/s/ Tyson E. Marshall, Attorney-in-Fact	21-JUN-2023
0001127602-23-019196	/s/ Rebecca Isakson, by Rebecca Isakson, Attorney in Fact for Edward Screven (POA filed 12/07/2018)	21-JUN-2023
0001209191-23-038940	/s/ Nina Gupta, attorney-in-fact for Mr. Hurst	21-JUN-2023
0001415889-23-010128	/s/ Tyson E. Marshall, Attorney-in-Fact	21-JUN-2023
0001415889-23-010126	/s/ Tyson E. Marshall, Attorney-in-Fact	21-JUN-2023
0001828318-23-000128	/s/ Steffen Pietzke, Attorney-in-Fact for Betsy S. Atkins	21-JUN-2023
0001415889-23-010124	/s/ Tyson E. Marshall, Attorney-in-Fact	21-JUN-2023
0001415889-23-010122	/s/ Tyson E. Marshall, Attorney-in-Fact	21-JUN-2023
0001415889-23-010120	/s/ Tyson E. Marshall, Attorney-in-Fact	21-JUN-2023
0001415889-23-010118	/s/ Tyson E. Marshall, Attorney-in-Fact	21-JUN-2023
0001415889-23-010116	/s/ Tyson E. Marshall, Attorney-in-Fact	21-JUN-2023
0001771515-23-000063	/s/ Lauri Fischer, Lauri Fischer, attorney-in-fact	21-JUN-2023
0001493152-23-022059	/s/ Charles J. Casamento	21-JUN-2023
0001415889-23-010114	/s/ Tyson E. Marshall, Attorney-in-Fact	21-JUN-2023
0001415889-23-010112	/s/ Tyson E. Marshall, Attorney-in-Fact	21-JUN-2023
0001209191-23-038934	Marachel Knight by Blair Walters as Attorney-in-Fact	21-JUN-2023
0001415889-23-010110	/s/ Tyson E. Marshall, Attorney-in-Fact	21-JUN-2023
0001866550-23-000057	/s/ Christine McKillip Attorney-in-Fact for Reporting Person	21-JUN-2023
0001209191-23-038932	/s/ Kenneth Potashner	21-JUN-2023
0000950170-23-029257	Endeavor Executive II Holdco, LLC, By: /s/ Robert Hilton, Name: Robert Hilton, Title: Attorney-in-fact for Ariel Emanuel, Manager	21-JUN-2023
0000950170-23-029257	Endeavor Executive PIU Holdco, LLC, By: /s/ Robert Hilton, Name: Robert Hilton, Title: Attorney-in-fact for Ariel Emanuel, Manager	21-JUN-2023
0000950170-23-029257	Endeavor Executive Holdco, LLC, By: /s/ Robert Hilton, Name: Robert Hilton, Title: Attorney-in-fact for Ariel Emanuel, Manager	21-JUN-2023
0000950170-23-029256	/s/ Robert Hilton, Attorney-in-fact	21-JUN-2023
0000950170-23-029255	/s/ Robert Hilton, Attorney-in-fact	21-JUN-2023
0001209191-23-038931	Samsara BioCapital GP, LLC, By /s/ Srinivas Akkaraju, Managing Member	21-JUN-2023
0001209191-23-038931	Samsara BioCapital, L.P., By: Samsara BioCapital GP, LLC, its General Partner, By /s/ Srinivas Akkaraju, Managing Member	21-JUN-2023
0001250853-23-000036	/s/ Shawn Munsell	21-JUN-2023
0000899243-23-016189	/s/  Richard A. Widdicombe	21-JUN-2023
0001437749-23-018020	/s/ Matthew Hoffman	21-JUN-2023
0001209191-23-038925	/s/ Louis Citron, attorney-in-fact	21-JUN-2023
0001628280-23-022980	/s/ Robin Schulman	21-JUN-2023
0001209191-23-038924	/s/ Jacob McQuown, Attorney-in-Fact	21-JUN-2023
0001209191-23-038923	/s/ Jacob McQuown, Attorney-in-Fact	21-JUN-2023
0000899243-23-016187	/s/ Gladys Chang as Attorney-in-Fact	21-JUN-2023
0001628280-23-022979	/s/ Robin Schulman, Attorney-in-Fact for Brian G. Robins	21-JUN-2023
0001415889-23-010108	/s/ William Ballhaus	21-JUN-2023
0001628280-23-022978	/s/ Robin Schulman, Attorney-in-Fact for Michael Eugene McBride	21-JUN-2023
0001854270-23-000077	/s/ Mike Rhee, attorney-in-fact	21-JUN-2023
0000899243-23-016184	/s/  Panagiotis Apostolou	21-JUN-2023
0000921895-23-001557	BVF GP Holdings LLC, By: /s/ Mark N. Lampert, Chief Executive Officer	21-JUN-2023
0000921895-23-001557	Biotechnology Value Fund II, L.P., By: BVF II GP LLC, its general partner, By: /s/ Mark N. Lampert, Chief Executive Officer	21-JUN-2023
0000921895-23-001557	BVF I GP LLC, By: /s/ Mark N. Lampert, Chief Executive Officer	21-JUN-2023
0000921895-23-001557	Biotechnology Value Fund, L.P., By: BVF I GP LLC, its general partner, By: /s/ Mark N. Lampert, Chief Executive Officer	21-JUN-2023
0000921895-23-001557	BVF Partners L.P., By: BVF Inc., its general partner, By: /s/ Mark N. Lampert, President	21-JUN-2023
0000921895-23-001557	BVF II GP LLC, By: /s/ Mark N. Lampert, Chief Executive Officer	21-JUN-2023
0000921895-23-001557	BVF Partners OS Ltd., By: BVF Partners L.P., its sole member, By: BVF Inc., its general partner, By: /s/ Mark N. Lampert, President	21-JUN-2023
0000921895-23-001557	Biotechnology Value Trading Fund OS LP, By: BVF Partners L.P., its investment manager, BVF Inc., its general partner, By: /s/ Mark N. Lampert, President	21-JUN-2023
0000921895-23-001557	BVF Inc., By: /s/ Mark N. Lampert, President	21-JUN-2023
0000921895-23-001557	/s/ Mark N. Lampert	21-JUN-2023
0001628280-23-022977	/s/ Robin Schulman, Attorney-in-Fact for Dale R. Brown	21-JUN-2023
0001854270-23-000076	/s/ Mike Rhee, attorney-in-fact	21-JUN-2023
0000899243-23-016182	/s/  Vijay Walvekar	21-JUN-2023
0000899243-23-016181	/s/  Mark S. Berset	21-JUN-2023
0001854270-23-000074	/s/ Mike Rhee, attorney-in-fact	21-JUN-2023
0000899243-23-016180	/s/  Nicholas George Pappas	21-JUN-2023
0001854270-23-000072	/s/ Mike Rhee, attorney-in-fact	21-JUN-2023
0001562180-23-005421	/s/ Juliet Lynn Stone	21-JUN-2023
0000899243-23-016177	/s/  Joseph Vattamattam	21-JUN-2023
0001174922-23-000122	/s/ Nicholas Pannucci, attorney-in-fact for Patricia Mulroy	21-JUN-2023
0000899243-23-016174	/s/  Paul L. Whiting	21-JUN-2023
0001209191-23-038922	Tudor Brown by Blair Walters as Attorney-in-Fact.	21-JUN-2023
0000899243-23-016173	/s/  Irini Barlas	21-JUN-2023
0001562180-23-005420	/s/ Selwyn Joffe	21-JUN-2023
0001104657-23-000105	/s/Michelle R. Mekinda as Atty.In Fact.	21-JUN-2023
0001562180-23-005418	/s/ Kamlesh Shah	21-JUN-2023
0001209191-23-038919	/s/ Atul Porwal, Attorney-in-fact	21-JUN-2023
0001209191-23-038918	/s/ Douglas V. Brown, as Attorney-in-Fact	21-JUN-2023
0001209191-23-038917	/s/ Atul Porwal, Attorney-in-fact	21-JUN-2023
0001209191-23-038916	/s/ Atul Porwal, Attorney-in-fact	21-JUN-2023
0001562180-23-005417	/s/ Douglas Schooner	21-JUN-2023
0001562180-23-005416	/s/ Richard Mochulsky	21-JUN-2023
0001562180-23-005415	/s/ David Lee	21-JUN-2023
0001819848-23-000216	/s/ Sarah Slayen, Attorney-in-Fact for JoeBen Bevirt	21-JUN-2023
0001213900-23-050651	STONE HOUSE CAPITAL MANAGEMENT, LLC By: /s/ Mark Cohen Name: Mark Cohen Title: Managing Member	21-JUN-2023
0001213900-23-050651	MARK COHEN /s/ Mark Cohen	21-JUN-2023
0001213900-23-050651	SH CAPITAL PARTNERS, L.P. By: Stone House Capital Management, LLC Its: General Partner By: /s/ Mark Cohen Name: Mark Cohen Title: Managing Member	21-JUN-2023
0001217234-23-000131	/s/ Reginald Seeto, as attorney-in-fact for Hannah Valantine	21-JUN-2023
0001104657-23-000104	/s/Michelle R. Mekinda as Atty. In Fact	21-JUN-2023
0001217234-23-000130	/s/ Reginald Seeto	21-JUN-2023
0001104657-23-000103	/s/Michelle R. Mekinda as Atty. In Fact	21-JUN-2023
0001104657-23-000102	/s/Michelle R Mekinda as Atty in Fact	21-JUN-2023
0001217234-23-000129	/s/ Reginald Seeto, as attorney-in-fact for Peter Maag	21-JUN-2023
0001104657-23-000101	/s/Michelle R. Mekinda as Atty. In Fact	21-JUN-2023
0001217234-23-000128	/s/ Reginald Seeto, as attorney-in-fact for Alexander L. Johnson	21-JUN-2023
0001104657-23-000100	/s/Michelle R. Mekinda, as Attorney-In-Fact	21-JUN-2023
0001217234-23-000127	/s/ Reginald Seeto, as attorney-in-fact for William A. Hagstrom	21-JUN-2023
0001104657-23-000099	/s/Michelle R. Mekinda as Atty-in-Fact	21-JUN-2023
0001217234-23-000126	/s/ Reginald Seeto, as attorney-in-fact for Michael Goldberg	21-JUN-2023
0001104657-23-000098	/s/Michelle R Mekinda, as Attorney-in-Fact	21-JUN-2023
0001217234-23-000125	/s/ Reginald Seeto, as attorney-in-fact for Christine Cournoyer	21-JUN-2023
0001104657-23-000097	/s/Michelle R. Mekinda as Atty. In Fact	21-JUN-2023
0001217234-23-000124	/s/ Reginald Seeto, as attorney-in-fact for Grace Colon	21-JUN-2023
0001104657-23-000096	/s/Michelle R. Mekinda as attorney-in-fact	21-JUN-2023
0001209191-23-038909	/s/ Donna Shiroma, by power of attorney	21-JUN-2023
0001217234-23-000123	/s/ Reginald Seeto, as attorney-in-fact for Fred E. Cohen	21-JUN-2023
0001104657-23-000094	/s/Michelle R. Mekinda as Atty. In Fact	21-JUN-2023
0001217234-23-000122	/s/ Reginald Seeto, as attorney-in-fact for George Bickerstaff	21-JUN-2023
0001217234-23-000121	/s/ Reginald Seeto, as attorney-in-fact for Arthur Torres	21-JUN-2023
0001104657-23-000093	/s/Michelle R. Mekinda as Atty. In Fact	21-JUN-2023
0001217234-23-000120	/s/ Reginald Seeto, as attorney-in-fact for Abraham Ronai	21-JUN-2023
0001062993-23-013932	/s/ Paul Quinlan, as attorney-in-fact for Charles McWherter	20-JUN-2023
0001783879-23-000147	/s/ Brandon Webb, attorney-in-fact for Oluwadara Johnson Treseder (Dara Treseder)	21-JUN-2023
0001127602-23-019194	Daniel S. Jonas for Brent Lalomia by Power of Attorney	21-JUN-2023
0001783879-23-000145	/s/ Brandon Webb, attorney-in-fact for Robert Zoellick	21-JUN-2023
0001783879-23-000143	/s/ Brandon Webb, attorney-in-fact for Frances Frei	21-JUN-2023
0001209191-23-038906	Rebecca W. House by Blair Walters as Attorney-in-Fact	21-JUN-2023
0001783879-23-000141	/s/ Brandon Webb, attorney-in-fact for Jonathan Rubinstein	21-JUN-2023
0001783879-23-000139	/s/ Brandon Webb, attorney-in-fact for Paula Loop	21-JUN-2023
0001209191-23-038904	/s/ Valerie Barnett, Attorney-in-Fact for Ming Yan	21-JUN-2023
0001819790-23-000046	/s/ Jeffrey Farrow, Attorney-in-Fact	21-JUN-2023
0001209191-23-038903	/s/ Jill Barnett, attorney-in-fact	21-JUN-2023
0001137547-23-000069	/s/ Robert C Oberg	21-JUN-2023
0001819790-23-000045	/s/ Jeffrey Farrow, Attorney-in-Fact	21-JUN-2023
0001209191-23-038901	/s/ Jill Barnett, attorney-in-fact	21-JUN-2023
0000057131-23-000044	Uzma Ahmad, Attorney-in-Fact	21-JUN-2023
0001209191-23-038899	/s/ Jill Barnett, attorney-in-fact	21-JUN-2023
0001209191-23-038897	Ford Tamer by Blair Walters as Attorney-in-Fact	21-JUN-2023
0001209191-23-038896	/s/ Jill Barnett, attorney-in-fact	21-JUN-2023
0001127602-23-019193	/s/ Celia E. Eckert, Attorney-in-Fact	21-JUN-2023
0001819790-23-000044	/s/ Jeffrey Farrow, Attorney-in-Fact	21-JUN-2023
0001209191-23-038894	/s/ Maria Teresa Punsalan, attorney-in-fact for Carol Melba Stephenson	21-JUN-2023
0001209191-23-038892	/s/ Jill Barnett, attorney-in-fact	21-JUN-2023
0001209191-23-038890	/s/ Maria Teresa Punsalan, attorney-in-fact for Michael D. Sieger	21-JUN-2023
0001209191-23-038889	/s/ Maria Teresa Punsalan, attorney-in-fact for Sarah E. Raiss	21-JUN-2023
0001315098-23-000102	/s/ Mark Reinstra Attorney-in-Fact for Gregory Baszucki	21-JUN-2023
0001819790-23-000043	/s/ Jeffrey Farrow, Attorney-in-Fact	21-JUN-2023
0000057131-23-000042	Uzma Ahmad, Attorney-in-Fact	21-JUN-2023
0001209191-23-038888	/s/ Jill Barnett, attorney-in-fact	21-JUN-2023
0001209191-23-038886	/s/ Maria Teresa Punsalan, attorney-in-fact for Erik Olsson	21-JUN-2023
0001209191-23-038885	/s/ Karah Parschauer, attorney-in-fact	21-JUN-2023
0001209191-23-038884	/s/Jill Barnett, attorney-in-fact	21-JUN-2023
0001209191-23-038882	/s/ Maria Teresa Punsalan, attorney-in-fact for Timothy J. O'Day	21-JUN-2023
0000899243-23-016170	/s/ Charles Kenworthy, Manager, Nant Capital LLC	21-JUN-2023
0000899243-23-016170	/s/ Patrick Soon-Shiong	21-JUN-2023
0000899243-23-016170	/s/ Charles Kenworthy, Manager, California Capital LLC	21-JUN-2023
0001209191-23-038881	/s/ Maria Teresa Punsalan, attorney-in-fact for Lisa Hook	21-JUN-2023
0001209191-23-038880	/s/ Akiko Okuma, by Power of Attorney	21-JUN-2023
0001819790-23-000042	/s/ Jeffrey Farrow, Attorney-in-Fact	21-JUN-2023
0001209191-23-038879	/s/ Maria Teresa Punsalan, attorney-in-fact for Robert George Elton	21-JUN-2023
0001628280-23-022954	/s/ Danielle Warner, Attorney-in-Fact for Heather L. Hasson	21-JUN-2023
0001209191-23-038877	/s/ Maria Teresa Punsalan, attorney-in-fact for Adam DeWitt	21-JUN-2023
0001209191-23-038876	Robert Switz by Blair Walters as Attorney-in-Fact	21-JUN-2023
0001209191-23-038875	Maria Teresa Punsalan, attorney-in-fact for William J. Breslin	21-JUN-2023
0000057131-23-000040	Uzma Ahmad, Attorney-in-Fact	21-JUN-2023
0001209191-23-038872	/s/ Maria Teresa Punsalan, attorney-in-fact for Brian Bales	21-JUN-2023
0001628280-23-022952	/s/ Christine Paster, Attorney-in-Fact	21-JUN-2023
0001209191-23-038871	/s/ Jill Barnett	21-JUN-2023
0001819790-23-000041	/s/ Jeffrey Farrow, Attorney-in-Fact	21-JUN-2023
0001628280-23-022951	/s/ Christine Paster, Attorney-in-Fact	21-JUN-2023
0001628280-23-022950	/s/ Christine Paster, Attorney-in-Fact	21-JUN-2023
0001863056-23-000002	/s/ Christine Paster, Attorney-in-Fact	21-JUN-2023
0000057131-23-000038	Uzma Ahmad, Attorney-in-Fact	21-JUN-2023
0001405459-23-000004	/s/ Christine Paster, Attorney-in-Fact	21-JUN-2023
0001468327-23-000145	/s/ Cara Schembri as Attorney in- fact for Jennifer Y. Hyman	21-JUN-2023
0001562180-23-005413	/s/ Jeff Lendino, as attorney-in-fact for the reporting person	21-JUN-2023
0001209191-23-038864	/s/ Brian D. Short, Attorney-in-Fact	21-JUN-2023
0001209191-23-038863	/s/ Michael O. McCarthy, III, attorney-in-fact	21-JUN-2023
0000057131-23-000036	Uzma Ahmad, Attorney-in-Fact	21-JUN-2023
0001209191-23-038859	Michael Strachan by Blair Walters as Attorney-in-Fact	21-JUN-2023
0000950170-23-029231	/s/ Jonathan Young, Attorney-in-Fact	21-JUN-2023
0001127602-23-019190	/s/ Glenn A. Eisenberg	21-JUN-2023
0001805719-23-000007	By: Winston King, Attorney-in-Fact For: Jeffrey Elliott Cooper	21-JUN-2023
0001127602-23-019188	/s/ Robert S. Pringle	21-JUN-2023
0001209191-23-038857	Robert R Lind by Robert E. Dose, his attorney in fact	21-JUN-2023
0001586253-23-000008	/s/ James Winston King	21-JUN-2023
0000057131-23-000034	Uzma Ahmad, Attorney-in-Fact	21-JUN-2023
0001209191-23-038856	Durable Capital Partners LP  By: Michael Blandino, its Authorized Person	21-JUN-2023
0001468327-23-000144	/s/ Cara Schembri as Attorney-in-fact for Larry Steinberg	21-JUN-2023
0001127602-23-019186	/s/ Deborah Berenjfoorosh, Attorney-in-Fact For: Andrew Wilson	21-JUN-2023
0001628280-23-022949	/s/ By: Christopher Towers, as Attorney-in-Fact for Orlando Zayas	21-JUN-2023
0000950170-23-029228	/s/ Jonathan Young, Attorney-in-Fact	21-JUN-2023
0000950170-23-029227	/s/ Jonathan Young, Attorney-in-Fact	21-JUN-2023
0001557593-23-000008	By: Winston King, Attorney-in-Fact for Priscilla Hung	21-JUN-2023
0001628280-23-022948	/s/ By: Christopher Towers, as Attorney-in-Fact for Nancy A. Walsh	21-JUN-2023
