ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000944075-24-000041	3266039	Common Stock Option		4.22		25-JUN-2024				4	J	0				5600.0				0.0		D			F1	25-JUN-2024		Common		5600.0				42260.0				D			
0000944075-24-000041	3266040	Common Stock Option		2.93		25-JUN-2024				4	J	0				10000.0				0.0		D			F1	25-JUN-2024		Common		10000.0				32660.0				D			
0000944075-24-000041	3266041	Common Stock Option		2.32		25-JUN-2024				4	J	0				14660.0				0.0		D			F1	25-JUN-2024		Common		14660.0				18000.0				D			
0000944075-24-000041	3266042	Common Stock Option		1.12		25-JUN-2024				4	J	0				49260.0				0.0		A			F1	25-JUN-2034		Common		49260.0				67260.0				D			
0000944075-24-000041	3266037	Common Stock Option		2.27		25-JUN-2024				4	J	0				9000.0				0.0		D			F1	25-JUN-2024		Common		9000.0				58260.0				D			
0000944075-24-000041	3266038	Common Stock Option		2.75		25-JUN-2024				4	J	0				10000.0				0.0		D			F1	25-JUN-2024		Common		10000.0				48260.0				D			
0001070235-24-000089	2820680	Deferred Share Unit			F1	25-JUN-2024				4	A	0				5994.0					F1	A			F1		F1	Common Shares		5994.0				292923.0				D			
0001628280-24-030168	2735852	Incentive Stock Option (right to buy)		10.68		25-JUN-2024		25-JUN-2024		4	M	0				9363.0				0.0		D			F1	27-JUN-2031		Class A Ordinary Share		9363.0				18665.0				D			
0001415889-24-018244	3010528	Restricted Stock Units			F1	25-JUN-2024				4	M	0				6434.0				0.0		D			F4		F4	Class A Common Stock		6434.0				0.0				D			
0001415889-24-018241	2656927	Class B Common Stock			F1	24-JUN-2024				4	C	0				1000.0				0.0		D			F1		F1	Class A Common Stock		1000.0				54028.0				D			
0001415889-24-018239	3150924	Stock Option (Right to Buy)		0.95		25-JUN-2024				4	A	0				17000.0				0.0		A			F1	24-JUN-2034		Common Stock		17000.0				17000.0				D			
0001415889-24-018238	3278206	Stock Option (Right to Buy)		0.95		25-JUN-2024				4	A	0				34000.0				0.0		A			F1	24-JUN-2034		Common Stock		34000.0				34000.0				D			
0001415889-24-018237	2682993	Stock Option (Right to Buy)		0.95		25-JUN-2024				4	A	0				34000.0				0.0		A			F1	24-JUN-2034		Common Stock		34000.0				34000.0				D			
0000950170-24-077908	2681049	Performance Stock Units			F2	24-JUN-2024				4	A	false				15604.0				0.0	F2	A			F2		F2	Class A Common Stock		15604.0				15604.0				D			
0001415889-24-018235	2682798	Stock Option (Right to Buy)		0.95		25-JUN-2024				4	A	0				34000.0				0.0		A			F1	24-JUN-2034		Common Stock		34000.0				34000.0				D			
0001415889-24-018233	2949069	Stock Option (Right to Buy)		0.95		25-JUN-2024				4	A	0				34000.0				0.0		A			F1	24-JUN-2034		Common Stock		34000.0				34000.0				D			
0001415889-24-018232	2633292	Stock Option (Right to Buy)		0.95		25-JUN-2024				4	A	0				34000.0				0.0		A			F1	24-JUN-2034		Common Stock		34000.0				34000.0				D			
0001415889-24-018230	2712547	Stock Option (Right to Buy)		0.95		25-JUN-2024				4	A	0				34000.0				0.0		A			F1	24-JUN-2034		Common Stock		34000.0				34000.0				D			
0001415889-24-018225	3192091	Stock Options		129.49		24-JUN-2024				4	M	0	F1			3600.0				0.0		D		31-DEC-2014		31-DEC-2024		Common Stock		3600.0				155069.0				D			
0001415889-24-018225	3192092	Stock Options		129.49		25-JUN-2024				4	M	0	F1			3600.0				0.0		D		31-DEC-2014		31-DEC-2024		Common Stock		3600.0				151469.0				D			
0000950170-24-077900	3065771	Warrant		0.5		24-MAY-2024				4	P	false				7974481.0	F1				F1	A			F2	24-MAY-2031		Class A Common Stock		7974481.0				7974481.0				I		By Leavitt Equity Partners III, L.P.	
0001415889-24-018224	3292299	Stock Option (Right to Buy)		0.95		25-JUN-2024				4	A	0				34000.0				0.0		A			F1	24-JUN-2034		Common Stock		34000.0				34000.0				D			
0001735276-24-000070	3144584	Stock Option  (right to buy)		88.95		24-JUN-2024				4	M	0	F1			17560.0				0.0		D			F5	18-DEC-2025		Common Stock		17560.0				7440.0				D			
0001735276-24-000070	3144583	Stock Option  (right to buy)		71.99		24-JUN-2024				4	M	0	F1			7470.0				0.0		D		02-JUN-2018	F4	01-JUN-2027		Common Stock		7470.0				3780.0				D			
0001735276-24-000070	3144582	Stock Option  (right to buy)		70.2		24-JUN-2024				4	M	0	F1			7420.0				0.0		D		03-JUN-2017	F3	03-JUN-2026		Common Stock		7420.0				3830.0				D			
0001610717-24-000364	2877234	Stock Option (Right to Buy)		4.09		24-JUN-2024				4	M	0	F1			200.0				0.0		D		13-MAR-2023		12-MAR-2029		Common Stock		200.0				106466.0				D			
0001610717-24-000364	2877235	Stock Option (Right to Buy)		4.09		25-JUN-2024				4	M	0	F1			16467.0				0.0		D		13-MAR-2023		12-MAR-2029		Common Stock		16467.0				89999.0				D			
0001062993-24-013068	2688594	Warrants (right to buy)		2.0		18-JUN-2024				4	G	0	F2			1000000.0				0.0		A		18-JAN-2023		18-JAN-2028		Common Stock		1000000.0				1000000.0				I		By Avon Road Partners, L.P.	F1
0001062993-24-013068	2688593	Warrants (right to buy)		2.0		18-JUN-2024				4	G	0	F2			1000000.0				0.0		D		18-JAN-2023		18-JAN-2028		Common Stock		1000000.0				0.0				D		By Avon Road Partners, L.P.	F1
0001062993-24-013068	2688595	Warrants (right to buy)		1.4	F3	20-JUN-2024				4	O	0				700000.0				0.0		D		18-JAN-2023		18-JAN-2028		Common Stock		700000.0				0.0				I			
0001127602-24-019285	3188417	Stock Option (Right to Buy)		10.21		24-JUN-2024				4	M	0				9260.0				0.0		D			F3	30-JUN-2032		Common Stock		9260.0				80498.0				D			
0001655759-24-000105	2874813	Stock Option (right to buy)		24.97		24-JUN-2024				4	A	0				94418.0				0.0		A			F2	23-JUN-2034		Common Stock		94418.0				94418.0				D			
0000944075-24-000040	3084655	Common Stock Option		1.12		25-JUN-2024				4	J	0				14000.0				0.0		A			F1	25-JUN-2034		Common		14000.0				21000.0				D			
0000944075-24-000040	3084653	Common Stock Option		5.0		25-JUN-2024				4	J	0				7000.0				0.0		D			F1	25-JUN-2024		Common		7000.0				14000.0				D			
0000944075-24-000040	3084654	Common Stock Option		3.05		25-JUN-2024				4	J	0				7000.0				0.0		D			F1	25-JUN-2024		Common		7000.0				7000.0				D			
0001415889-24-018217	2972209	Employee Stock Options		9.16		24-JUN-2024				4	M	0				200000.0				0.0		D		26-JUL-2020		26-JUL-2024		Subordinate Voting Shares		200000.0				0.0				D			
0001415889-24-018215	3127388	Employee Stock Options		9.16		24-JUN-2024				4	M	0				200000.0				0.0		D		26-JUL-2020		26-JUL-2024		Subordinate Voting Shares		200000.0				0.0				D			
0001415889-24-018213	2922799	Employee stock option to purchase common stock		48.97		24-JUN-2024				4	M	0				6542.0				0.0		D		01-MAR-2025	F8	01-MAR-2032		Common Stock		9814.0				3272.0				D			
0001415889-24-018213	2922797	Employee stock option to purchase common stock		50.09		24-JUN-2024				4	M	0				11959.0				0.0		D		20-FEB-2023	F6	20-FEB-2030		Common Stock		11959.0				0.0				D			
0001415889-24-018213	2922798	Employee stock option to purchase common stock		58.34		24-JUN-2024				4	M	0				8911.0				0.0		D		01-MAR-2024	F7	01-MAR-2031		Common Stock		8911.0				0.0				D			
0001562180-24-005312	2653832	Restricted Stock Unit			F1	25-JUN-2024				4	A	false				19456.0				0.0		A			F2		F2	Common Stock, par value $0.001		19456.0				19456.0				D			
0001562180-24-005312	2653833	Stock Option (option to buy)		5.14		25-JUN-2024				4	A	false				26810.0				0.0		A			F3	25-JUN-2034		Common Stock, par value $0.001		26810.0				26810.0				D			
0000950170-24-077850	3049371	Share Option (right to buy)			F1	14-FEB-2022				4	A	false				1000.0				0.0		A			F2	14-FEB-2032		Common Stock		1000.0				1000.0				D			
0001754027-24-000005	2850908	Stock Options		14.54		24-JUN-2024				4	M	0				7000.0				0.0		D		31-DEC-2020	F1	31-DEC-2024		Common Stock		7000.0				0.0				D			
0001754027-24-000005	2850909	Stock Options		13.89		24-JUN-2024				4	M	0				3750.0				0.0		D		31-DEC-2021	F1	31-DEC-2025		Common Stock		3750.0				1250.0				D			
0001562180-24-005309	3192232	Stock Equivalent Units			F1	25-JUN-2024				4	A	false				407.69				35.26		A			F2		F2	Common Stock		407.69				30987.69	F3			D			
0000950103-24-008876	2996592	Warrant to Purchase Common Stock (Right to Buy)		2.25		25-JUN-2024				4	D	0	F1			13530723.0					F1	D		05-AUG-2022			F3	Common Stock		13530723.0				0.0				I		See Footnote	F2
0000950103-24-008876	2996593	Warrant to Purchase Common Stock (Right to Buy)		2.25		25-JUN-2024				4	D	0	F1			6500000.0					F1	D			F4		F3	Common Stock		6500000.0				0.0				I		See Footnote	F2
0000950103-24-008876	2996591	Warrant to Purchase Common Stock (Right to Buy)		2.25		25-JUN-2024				4	D	0	F1			2489643.0					F1	D		05-AUG-2022		23-DEC-2028		Common Stock		2489643.0				0.0				I		See Footnote	F2
0001590584-24-000116	2725471	Phantom Shares			F1	11-JUN-2024				4	A	0				3289.0				0.0		A			F1		F1	Common Share		3289.0				14080.0				D			
0001562180-24-005308	3097922	Employee Stock Option (Right to Buy)		60.19		24-JUN-2024				4	M	false				14229.0				0.0		D			F3	20-JAN-2025		Common Stock		14229.0				0.0				D			
0001517737-24-000077	2633228	Non-Qualified Stock Option (right to buy)		89.76		25-JUN-2024				4	M	0	F3			4212.0				0.0		D		12-DEC-2019		12-DEC-2025		Common Stock		4212.0				97899.0				D			
0001517737-24-000077	2633227	Non-Qualified Stock Option (right to buy)		89.76		24-JUN-2024				4	M	0	F3			2535.0				0.0		D		12-DEC-2019		12-DEC-2025		Common Stock		2535.0				102111.0				D			
0000950170-24-077635	2901615	PUT Option (Obligation to Buy)		25.0		24-JUN-2024				4	X	false				3980.0				0.0		D		17-JUL-2023		17-JAN-2025		Common Stock		3980.0				9860.0				I		By Infinity Trusts Investment LLC	
0001628280-24-029985	3105361	Restricted Stock Units			F1	25-JUN-2024				4	A	0				18363.94				0.0		D			F2		F2	Class A Common Stock		18363.94				0.0				D			
0000712534-24-000196	3147425	Phantom Stock			F1	24-JUN-2024				4	A	0				34.05				31.84		A			F1		F1	Common Stock		34.05				3115.95				D			
0000712534-24-000195	3159802	Phantom Stock			F1	24-JUN-2024				4	A	0				55.36				31.84		A			F1		F1	Common Stock		55.36				822.06				D			
0001628280-24-029979	2663901	Restricted Stock Units			F1	25-JUN-2024				4	M	0				18363.94				0.0		D			F3		F3	Class A Common Stock		18363.94				0.0				D			
0001628280-24-029978	3241979	Restricted Stock Units			F1	25-JUN-2024				4	M	0				18363.94				0.0		D			F2		F2	Class A Common Stock		18363.94				0.0				D			
0001628280-24-029977	2869798	Restricted Stock Units			F1	25-JUN-2024				4	M	0				18363.94				0.0		D			F2		F2	Class A Common Stock		18363.94				0.0				D			
0001628280-24-029976	2785359	Restricted Stock Units			F1	25-JUN-2024				4	M	0				28380.64				0.0		D			F2		F2	Class A Common Stock		28380.64				0.0				D			
0001628280-24-029975	2743097	Restricted Stock Units			F1	25-JUN-2024				4	M	0				18363.94				0.0		D			F2		F2	Class A Common Stock		18363.94				0.0				D			
0001104659-24-074983	3191706	Restricted Stock Units			F3	25-JUN-2024				4	A	0				18363.94				0.0		D			F5		F5	Class A Common Stock		18363.94				0.0				D			
0001773751-24-000215	2936603	Stock Option (right to buy)		5.01		24-JUN-2024				4	M	0	F1			17303.0				0.0		D			F2	24-FEB-2032		Class A Common Stock		17303.0				346069.0				D			
0001877256-24-000004	3020043	Restricted Stock Units			F2	21-JUN-2024				4	A	0				21661.0				0.0		A			F4		F4	Common stock, $0.001 par value per share		21661.0				21661.0				D			
0001877256-24-000004	3020042	Restricted Stock Units			F2	21-JUN-2024				4	M	0				52942.0				0.0		D			F3		F3	Common stock, $0.001 par value per share		52942.0				0.0				D			
0001877629-24-000004	3017725	Restricted Stock Units			F2	21-JUN-2024				4	M	0				67648.0				0.0		D			F3		F3	Common stock, $0.001 par value per share		67648.0				0.0				D			
0001877629-24-000004	3017726	Restricted Stock Units			F2	21-JUN-2024				4	A	0				27678.0				0.0		A			F4		F4	Common stock, $0.001 par value per share		27678.0				27678.0				D			
0001877502-24-000005	2921498	Restricted Stock Units			F2	21-JUN-2024				4	A	0				21661.0				0.0		A			F4		F4	Common stock, $0.001 par value per share		21661.0				21661.0				D			
0001877502-24-000005	2921497	Restricted Stock Units			F2	21-JUN-2024				4	M	0				52942.0				0.0		D			F3		F3	Common stock, $0.001 par value per share		52942.0				0.0				D			
0002007593-24-000005	2958482	Restricted Stock Units			F1	21-JUN-2024				4	A	0				31189.0				0.0		A			F2		F2	Common stock, $0.001 par value per share		31189.0				31189.0				D			
0002007778-24-000004	2721545	Restricted Stock Units			F1	21-JUN-2024				4	A	0				31189.0				0.0		A			F2		F2	Common stock, $0.001 par value per share		31189.0				31189.0				D			
0001877260-24-000005	3010811	Restricted Stock Units			F2	21-JUN-2024				4	M	0				52942.0				0.0		D			F3		F3	Common stock, $0.001 par value per share		52942.0				0.0				D			
0001877260-24-000005	3010812	Restricted Stock Units			F2	21-JUN-2024				4	A	0				21661.0				0.0		A			F4		F4	Common stock, $0.001 par value per share		21661.0				21661.0				D			
0001915351-24-000007	3263726	Restricted Stock Units			F2	21-JUN-2024				4	A	0				21661.0				0.0		A			F4		F4	Common stock, $0.001 par value per share		21661.0				21661.0				D			
0001915351-24-000007	3263725	Restricted Stock Units			F2	21-JUN-2024				4	M	0				52942.0				0.0		D			F3		F3	Common stock, $0.001 par value per share		52942.0				0.0				D			
0001104659-24-074873	2925182	Stock Option (Right to Buy)		0.38		24-JUN-2024				4	A	0				60000.0				0.0		A			F2	24-JUN-2034		Common Stock		60000.0				60000.0				D			
0000950170-24-077534	3247011	Stock Option		1.17		24-JUN-2024				4	M	false				25830.0				0.0		D		30-JAN-2024		30-JAN-2029		Class A Common Stock		25830.0				0.0				D			
0002024032-24-000002	2676159	Performance rights		0.0		21-JUN-2024				4	A	0				19342.0	F6			0.0		A		01-JAN-2027		01-JAN-2027		Common Stock		19342.0				69036.0	F7			D			
0001127602-24-019272	2709922	Non-Qualified Stock Option (Right to Buy)		7.96		25-JUN-2024				4	M	0				5300.0				0.0		D		26-MAR-2015		26-FEB-2025		Common Stock		5300.0				63600.0				D			
0001722482-24-000131	2668295	Stock Options (Right to Buy)		22.12		21-JUN-2024				4	A	0				70462.0				0.0		A			F2	21-JUN-2034		Common Stock		70462.0				70462.0				D			
0000950170-24-077522	3026834	Stock Option (right to buy)		62.77		25-JUN-2024				4	M	false				23500.0				0.0		D		28-FEB-2019		28-FEB-2028		Common Stock		23500.0				0.0				D			
0000950170-24-077522	3026831	Performance Stock Units			F10	21-JUN-2024				4	A	false				5500.0				0.0		A			F10		F10	Common Stock		5500.0				5500.0				D			
0000950170-24-077522	3026832	Performance Stock Units			F1	21-JUN-2024				4	A	false				6250.0				0.0		A			F1		F1	Common Stock		6250.0				6250.0				D			
0000950170-24-077522	3026833	Performance Stock Units			F1	21-JUN-2024				4	M	false				6250.0				0.0		D			F1		F1	Common Stock		6250.0				0.0				D			
0000950170-24-077521	2789339	Performance Stock Units			F1	21-JUN-2024				4	M	false				6250.0				0.0		D			F1		F1	Common Stock		6250.0				0.0				D			
0000950170-24-077521	2789337	Performance Stock Units			F3	21-JUN-2024				4	A	false				5500.0				0.0		A			F3		F3	Common Stock		5500.0				5500.0				D			
0000950170-24-077521	2789338	Performance Stock Units			F1	21-JUN-2024				4	A	false				6250.0				0.0		A			F1		F1	Common Stock		6250.0				6250.0				D			
0000950170-24-077520	2745653	Performance Stock Units			F1	21-JUN-2024				4	M	false				6250.0				0.0		D			F1		F1	Common Stock		6250.0				0.0				D			
0000950170-24-077520	2745652	Performance Stock Units			F1	21-JUN-2024				4	A	false				6250.0				0.0		A			F1		F1	Common Stock		6250.0				6250.0				D			
0000950170-24-077520	2745651	Performance Stock Units			F3	21-JUN-2024				4	A	false				5500.0				0.0		A			F3		F3	Common Stock		5500.0				5500.0				D			
0000950170-24-077518	2717089	Performance Stock Units			F1	21-JUN-2024				4	A	false				6250.0				0.0		A			F1		F1	Common Stock		6250.0				6250.0				D			
0000950170-24-077518	2717090	Performance Stock Units			F1	21-JUN-2024				4	M	false				6250.0				0.0		D			F1		F1	Common Stock		6250.0				0.0				D			
0000950170-24-077519	2986145	Performance Stock Units			F3	21-JUN-2024				4	A	false				5500.0				0.0		A			F3		F3	Common Stock		5500.0				5500.0				D			
0000950170-24-077519	2986146	Performance Stock Units			F1	21-JUN-2024				4	A	false				6250.0				0.0		A			F1		F1	Common Stock		6250.0				6250.0				D			
0000950170-24-077519	2986147	Performance Stock Units			F1	21-JUN-2024				4	M	false				6250.0				0.0		D			F1		F1	Common Stock		6250.0				0.0				D			
0001989000-24-000003	3128600	Performance rights		0.0		21-JUN-2024				4	A	0				48138.0	F6			0.0		A		01-JAN-2027		01-JAN-2027		Common Stock		48138.0				197354.0	F7			D			
0002001011-24-000061	2909846	Non-Qualified Stock Option (right to buy)		80.06		14-JUN-2024				4	A	0				5444.0				0.0		A			F2	14-JUN-2034		Common Stock		5444.0				5444.0				D			
0001481905-24-000003	2757628	Performance rights		0.0		21-JUN-2024				4	A	0				60479.0	F6			0.0		A		01-JAN-2027		01-JAN-2027		Common Stock		60479.0				996123.0	F7			D			
0001127602-24-019260	3232512	Stock Option (Right to Buy)		289.27		24-JUN-2024				4	A	0				5537.0				0.0		A		24-JUN-2025	F2	24-JUN-2034		Common Stock		5537.0				5537.0				D			
0001869029-24-000002	2760211	Common Stock		0.0		21-JUN-2024				4	A	0				48138.0	F6			0.0		A		01-JAN-2027		01-JAN-2027		Common Stock		48138.0				282269.0	F7			D			
0001415889-24-018175	3118473	Restricted Stock Units		0.0	F4	23-JUN-2024				4	M	0				413.0				0.0		D			F5		F5	Common Stock		413.0				4545.0				D			
0001415889-24-018174	3060997	Restricted Stock Units		0.0	F4	23-JUN-2024				4	M	0				1562.0				0.0		D			F5		F5	Common Stock		1562.0				10938.0				D			
0001415889-24-018174	3060998	Restricted Stock Units		0.0	F4	23-JUN-2024				4	M	0				528.0				0.0		D			F6		F6	Common Stock		528.0				5817.0				D			
0001415889-24-018173	2838169	Restricted Stock Units		0.0	F4	23-JUN-2024				4	M	0				937.0				0.0		D			F5		F5	Common Stock		937.0				6563.0				D			
0001415889-24-018173	2838170	Restricted Stock Units		0.0	F4	23-JUN-2024				4	M	0				528.0				0.0		D			F6		F6	Common Stock		528.0				5817.0				D			
0001415889-24-018172	3234429	Restricted Stock Units		0.0	F4	23-JUN-2024				4	M	0				781.0				0.0		D			F5		F5	Common Stock		781.0				5469.0				D			
0001415889-24-018172	3234430	Restricted Stock Units		0.0	F4	23-JUN-2024				4	M	0				479.0				0.0		D			F6		F6	Common Stock		479.0				5270.0				D			
0001415889-24-018171	2909109	Stock Option (right to buy)		22.4		25-JUN-2024				4	M	0				5000.0				0.0		D			F11	15-JUN-2028		Common Stock		5000.0				90536.0				D			
0001415889-24-018171	2909108	Stock Option (right to buy)		22.4		24-JUN-2024				4	M	0				5000.0				0.0		D			F11	15-JUN-2028		Common Stock		5000.0				95536.0				D			
0001415889-24-018171	2909107	Restricted Stock Units		0.0	F8	23-JUN-2024				4	M	0				1223.0				0.0		D			F10		F10	Common Stock		1223.0				13462.0				D			
0001415889-24-018171	2909106	Restricted Stock Units		0.0	F8	23-JUN-2024				4	M	0				2593.0				0.0		D			F9		F9	Common Stock		2593.0				18157.0				D			
0001415889-24-018169	3104300	Restricted Stock Units		0.0		21-JUN-2024				4	M	0				87997.0				0.0		D			F13		F13	Class B common stock		87997.0				87998.0				D			
0001415889-24-018169	3104301	Class B common stock		0.0		21-JUN-2024				4	M	0				87997.0				0.0		A			F14		F14	Class A common stock		87997.0				1420278.0				D			
0001415889-24-018169	3104302	Class B common stock		0.0		21-JUN-2024				4	C	0				37382.0				0.0		D			F14		F14	Class A common stock		37382.0				1382896.0				D			
0001667482-24-000003	2821784	Performance rights		0.0		21-JUN-2024				4	A	0				60479.0	F5			0.0		A		01-JAN-2027		01-JAN-2027		Common Stock		60479.0				607649.0	F6			D			
0000950103-24-008832	2923625	Restricted Stock Units			F1	21-JUN-2024				4	M	0				42873.0	F1				F1	D			F1		F1	Common Stock		42873.0				100039.0				D			
0000950103-24-008831	3018001	Restricted Stock Units			F1	21-JUN-2024				4	M	0				15243.0	F1				F1	D			F1		F1	Common Stock		15243.0				35570.0				D			
0000950103-24-008830	3179406	Restricted Stock Units			F1	21-JUN-2024				4	M	0				22866.0	F1				F1	D			F1		F1	Common Stock		22866.0				53354.0				D			
0001841980-24-000003	3069616	Performance rights		0.0		21-JUN-2024				4	A	0				71180.0	F6			0.0		A		01-JAN-2027		01-JAN-2027		Common Stock		71180.0				393894.0	F7			D			
0000950103-24-008829	3184749	Restricted Stock Units			F1	21-JUN-2024				4	M	0				11433.0	F1				F1	D			F1		F1	Common Stock		11433.0				26677.0				D			
0000950103-24-008828	3081956	Restricted Stock Units			F1	21-JUN-2024				4	M	0				19054.0	F1				F1	D			F1		F1	Common Stock		19054.0				44462.0				D			
0000950103-24-008827	3245729	Restricted Stock Units			F1	21-JUN-2024				4	M	0				9527.0	F1				F1	D			F1		F1	Common Stock		9527.0				22231.0				D			
0001213900-24-055848	3065854	Employee Stock Option (right to buy)		11.54		21-JUN-2024				4	M	false				4500.0				0.0		D			F2	10-MAR-2025		Common Stock		4500.0				0.0				D			
0001819790-24-000104	2983898	Restricted Stock Units			F2	24-JUN-2024				4	M	0				3350.0				0.0		D			F3		F3	Common Stock		3350.0				0.0				D			
0001819790-24-000103	2709424	Restricted Stock Units			F2	24-JUN-2024				4	M	0				3350.0				0.0		D			F3		F3	Common Stock		3350.0				0.0				D			
0001819790-24-000102	2969315	Restricted Stock Units			F2	24-JUN-2024				4	M	0				3350.0				0.0		D			F3		F3	Common Stock		3350.0				0.0				D			
0001819790-24-000100	2669279	Restricted Stock Units			F2	24-JUN-2024				4	M	0				3350.0				0.0		D			F3		F3	Common Stock		3350.0				0.0				D			
0001819790-24-000099	2792437	Restricted Stock Units			F2	24-JUN-2024				4	M	0				3350.0				0.0		D			F3		F3	Common Stock		3350.0				0.0				D			
0001819790-24-000098	3295681	Restricted Stock Units			F2	24-JUN-2024				4	M	0				3350.0				0.0		D			F3		F3	Common Stock		3350.0				0.0				D			
0001819790-24-000097	2683094	Restricted Stock Units			F2	24-JUN-2024				4	M	0				3350.0				0.0		D			F3		F3	Common Stock		3350.0				0.0				D			
0000950170-24-077487	2876540	Performance Based Restricted Stock Unit		0.0		21-JUN-2024				4	M	false				69000.0				0.0		A		21-JUN-2024		25-JAN-2025		American Depository Shares	F1	69000.0				46000.0				D			
0001867048-24-000003	2868093	Performance rights		0.0		21-JUN-2024				4	A	0				66397.0	F6			0.0		A		01-JAN-2027		01-JAN-2027		Common Stock		66397.0				351972.0	F7			D			
0000950170-24-077482	2986162	Performance Based Restricted Stock Unit		0.0		21-JUN-2024				4	M	false				282090.0				0.0		A		21-JUN-2024		25-JAN-2025		American Depository Shares	F1	282090.0				188060.0				D			
0000950170-24-077481	3242117	Performance Based Restricted Stock Unit		0.0		21-JUN-2024				4	M	false				98400.0				0.0		A		21-JUN-2024		25-JAN-2025		American Depository Shares	F1	98400.0				65600.0				D			
0001493152-24-025143	2736182	Series H Warrant (right to buy)		1.38		28-MAY-2024				4	X	0				30625.0				0.0		D		15-MAY-2023		26-JUN-2024		Common Stock		30625.0				0.0				D			
0000950170-24-077480	2717325	Performance Based Restricted Stock Unit		0.0		21-JUN-2024				4	M	false				90000.0				0.0		A		21-JUN-2024		25-JAN-2025		American Depository Shares	F1	90000.0				60000.0				D			
0000950170-24-077479	3076661	Performance Based Restricted Stock Unit		0.0		21-JUN-2024				4	M	false				60000.0				0.0		A		21-JUN-2024		25-JAN-2025		American Depository Shares	F1	60000.0				40000.0				D			
0001660134-24-000113	3090378	Restricted Stock Units			F1	21-JUN-2024				4	A	0				6099.0				0.0		A			F2		F2	Class A Common Stock		6099.0				6099.0				D			
0000950170-24-077472	3260241	Restricted Stock Units			F1	23-JUN-2024				4	M	false				1567.0				0.0		D			F2		F2	Common Stock		1567.0				0.0				D			
0000950170-24-077470	3108243	Restricted Stock Units			F1	23-JUN-2024				4	M	false				1567.0				0.0		D			F2		F2	Common Stock		1567.0				0.0				D			
0000950170-24-077469	2917367	Restricted Stock Units			F1	23-JUN-2024				4	M	false				1567.0				0.0		D			F3		F3	Common Stock		1567.0				0.0				D			
0000950170-24-077468	3281959	Restricted Stock Units			F1	23-JUN-2024				4	M	false				1567.0				0.0		D			F3		F3	Common Stock		1567.0				0.0				D			
0000950170-24-077468	3281960	Stock Option (right to buy)		16.86		24-JUN-2024				4	M	false				20000.0	F2			0.0		D			F4	30-JUN-2024		Common Stock		20000.0				0.0				D			
0001127602-24-019253	2706371	Restricted Stock Units			F2	21-JUN-2024				4	M	0				16496.0				0.0		D			F3		F3	Common Stock		16496.0				0.0				D			
0001437749-24-021199	2685368	Restricted Stock Units			F1	22-JUN-2024				4	M	0				1766.0				0.0		D			F3		F3	Common Stock		1766.0				26358.0				D			
0001437749-24-021198	3111547	Restricted Stock Units			F1	22-JUN-2024				4	M	0				4329.0				0.0		D			F3		F3	Common Stock		4329.0				64837.0				D			
0001127602-24-019250	2781711	Restricted Stock Units			F2	21-JUN-2024				4	M	0				18487.0				0.0		D			F3		F3	Common Stock		18487.0				0.0				D			
0001437749-24-021197	3231355	Restricted Stock Units			F1	22-JUN-2024				4	M	0				8990.0				0.0		D			F3		F3	Common Stock		8990.0				114134.0				D			
0001127602-24-019248	2673928	Restricted Stock Units			F2	21-JUN-2024				4	M	0				17633.0				0.0		D			F3		F3	Common Stock		17633.0				0.0				D			
0001437749-24-021196	2678043	Option to purchase common stock		0.27		23-JUN-2024				4	A	0				700000.0					F1	A		23-JUN-2024		23-JUN-2034		Common stock		700000.0				4325786.0	F2			D			
0001127602-24-019246	2858682	Restricted Stock Units			F2	21-JUN-2024				4	M	0				17633.0				0.0		D			F3		F3	Common Stock		17633.0				0.0				D			
0001127602-24-019244	3218163	Restricted Stock Units			F2	21-JUN-2024				4	M	0				16780.0				0.0		D			F3		F3	Common Stock		16780.0				0.0				D			
0001127602-24-019242	3105505	Restricted Stock Units			F2	21-JUN-2024				4	M	0				16211.0				0.0		D			F3		F3	Common Stock		16211.0				0.0				D			
