ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001415889-24-018514	1772867	Resticted Stock Units			F5				F4		F4	Class A Common Stock		13500.0								D			
0001415889-24-018514	1772866	Stock Option (Right to Buy)		34.25					F3	22-DEC-2031		Class A Common Stock		36667.0								D			
0001415889-24-018514	1772865	Stock Option (Right to Buy)		4.56					F2	31-JUL-2030		Class A Common Stock		6247.0								D			
0001415889-24-018514	1772864	Stock Option (Right to Buy)		4.56					F1	12-JUN-2029		Class A Common Stock		108.0								D			
0001415889-24-018514	1772868	Restricted Stock Units			F5				F6		F6	Class A Common Stock		25000.0								D			
0001415889-24-018514	1772869	Restricted Stock Units			F5				F7		F7	Class A Common Stock		130000.0								D			
0001415889-24-018514	1772870	Restricted Stock Units			F5				F8		F8	Class A Common Stock		30000.0								D			
0001415889-24-018514	1772871	Restricted Stock Units			F5				F9		F9	Class A Common Stock		50000.0								D			
0000907242-24-000004	1942005	Options / Right to Buy		45.32				01-NOV-2020		01-NOV-2027		Common Stock		66668.0				666668.0				D			
0000907242-24-000004	1942006	Options / Right to Buy		23.08				01-NOV-2019		01-NOV-2026		Common Stock		66666.0				666668.0				D			
0000907242-24-000004	1942000	Options / Right to Buy		76.89				31-DEC-2025		31-DEC-2032		Common Stock		66666.0				666668.0				D			
0000907242-24-000004	1942008	Options / Right to Buy		12.32				21-OCT-2017		21-OCT-2024		Common Stock		66668.0				666668.0				D			
0000907242-24-000004	1942007	Options / Right to Buy		17.62				21-OCT-2018		21-OCT-2025		Common Stock		66666.0				666668.0				D			
0000907242-24-000004	1942004	Options / Right to Buy		39.82				01-NOV-2021		01-NOV-2028		Common Stock		66666.0				666668.0				D			
0000907242-24-000004	1942003	Options / Right to Buy		43.24				01-NOV-2022		01-NOV-2029		Common Stock		66666.0				666668.0				D			
0000907242-24-000004	1942002	Options / Right to Buy		61.22				31-DEC-2023		31-DEC-2030		Common Stock		66668.0				666668.0				D			
0000907242-24-000004	1942001	Options / Right to Buy		73.95				31-DEC-2024		31-DEC-2031		Common Stock		66666.0				666668.0				D			
0000907242-24-000004	1941999	Options / Right to Buy		69.15				31-DEC-2026		31-DEC-2033		Common Stock		66668.0				666668.0				D			
0001185185-24-000665	1733315	Series A Preferred		0.0					F2		F2	Common Stock		16000.0	F2			16000.0				D	F1		
0001750219-24-000029	1912783	OPTIONS		0.01				12-JAN-2024		12-JAN-2029		COMMON		5000000.0				5000000.0				D			
0001750219-24-000029	1912784	OPTIONS		0.01				12-JUL-2024		12-JAN-2029		COMMON		5000000.0				10000000.0	F2			D			
0001750219-24-000029	1912782	WARRANTS		0.01				25-APR-2024		25-APR-2034		COMMON		25000000.0				40000000.0	F1			D			
0001750219-24-000029	1912781	WARRANTS		0.01				30-MAY-2022		30-MAY-2027		COMMON		15000000.0				15000000.0				D			
0001934737-24-000029	1717975	WARRANTS		0.01				30-MAY-2022		30-MAY-2027		COMMON		20000000.0				20000000.0				D			
0001934737-24-000029	1717976	WARRANTS		0.01				25-APR-2024		25-APR-2034		COMMON		25000000.0				45000000.0	F1			D			
0001934737-24-000029	1717977	OPTIONS		0.01				12-JAN-2024		12-JAN-2029		COMMON		5000000.0				5000000.0				D			
0001934737-24-000029	1717978	OPTIONS		0.01				12-JUL-2024		12-JAN-2029		COMMON		5000000.0				10000000.0	F2			D			
0001585521-24-000132	1749331	Restricted Stock Units			F7				F9		F9	Class A Common Stock		131772.0				131772.0				D			
0001585521-24-000132	1749330	Restricted Stock Units			F7				F8		F8	Class A Common Stock		167184.0				167184.0				D			
0001585521-24-000132	1749329	Employee Stock Option (right to buy)		3.77					F6	24-SEP-2028		Class B Common Stock	F5	100000.0				100000.0				D			
0001104659-24-076423	1767282	Stock Options (Right to Buy)		3.38					F1	14-MAR-2034		Common Stock		40000.0								D			
0001601830-24-000095	1946802	Stock Option (Right to Buy)		8.55					F4	01-FEB-2033		Class A Common Stock		0.0				434122.0				D			
0001601830-24-000095	1946803	Stock Option (Right to Buy)		11.4					F5	04-FEB-2032		Class A Common Stock		0.0				159226.0				D			
0001601830-24-000095	1946804	Stock Option (Right to Buy)		11.4				04-FEB-2022		04-FEB-2032		Class A Common Stock		0.0				4784.0				D			
0001601830-24-000095	1946805	Stock Option (Right to Buy)		2.48					F6	30-DEC-2030		Class A Common Stock		0.0				150000.0				D			
0001601830-24-000095	1946806	Stock Option (Right to Buy)		10.09					F7	09-FEB-2034		Class A Common Stock		0.0				447917.0				D			
0001433195-24-000080	1792331	Class B Common Stock		0.0					F6, F7		F6, F7	Class A Common Stock		12500.0				12500.0				I		By Spouse	
0000921895-24-001488	1856139	Pre-Funded Warrants to Purchase Common Stock	F1	0.0					F7		F7	Common Stock, $0.0001 par value		375856.0				375856.0				D	F3	See footnote	F5
0000921895-24-001488	1856138	Pre-Funded Warrants to Purchase Common Stock	F1	0.0					F7		F7	Common Stock, $0.0001 par value		550425.0				550425.0				D	F2	See footnote	F5
0000921895-24-001488	1856142	Stock Option (Right to Buy)	F5	49.1					F8	15-JUN-2031		Common Stock, $0.0001 par value		20063.0				20063.0				I	F5		
0000921895-24-001488	1856141	Stock Option (Right to Buy)	F5	20.0					F8	19-AUG-2030		Common Stock, $0.0001 par value		40127.0				40127.0				I	F5	See footnote	F5
0000921895-24-001488	1856144	Stock Option (Right to Buy)	F5	27.67					F8	14-JUN-2033		Common Stock, $0.0001 par value		12000.0				12000.0				I	F5		
0000921895-24-001488	1856143	Stock Option (Right to Buy)	F5	14.18					F8	14-JUN-2032		Common Stock, $0.0001 par value		12000.0				12000.0				I	F5		
0000921895-24-001488	1856140	Pre-Funded Warrants to Purchase Common Stock	F1	0.0					F7		F7	Common Stock, $0.0001 par value		52733.0				52733.0				D	F4	See footnote	F5
0001581296-24-000004	1912215	Operating Partnership Units	F1		F2				F3		F3	Common Stock, par value $0.01		49277.0				49277.0				I		See Footnote	F5
0001415889-24-018453	1719617	Class B Common Stock			F7				F7		F7	Class A Common Stock		6000000.0				6000000.0				I		I	F13
0001415889-24-018453	1719616	Class B Common Stock			F7				F7		F7	Class A Common Stock		28799989.0				28799989.0				I		I	F12
0001415889-24-018453	1719615	Class B Common Stock			F7				F7		F7	Class A Common Stock		6927672.0				6927672.0				I		I	F11
0001415889-24-018453	1719614	Class B Common Stock			F7				F7		F7	Class A Common Stock		7563458.0				7563458.0				I		I	F10
0001415889-24-018453	1719613	Class B Common Stock			F7				F7		F7	Class A Common Stock		5181574.0				5181574.0				I		I	F9
0001415889-24-018453	1719612	Class B Common Stock			F7				F7		F7	Class A Common Stock		35190866.0				35190866.0				I		I	F6
0000950170-24-079087	1916252	Stock Options	F1	200.41				23-JAN-2024		23-JAN-2033		Common Stock		9449.0				9449.0				D			
0001415889-24-018414	1838026	Time-Based Restricted Stock Unit		0.0					F1		F1	Common Stock		1300.0								D			
0001477932-24-003949	1864542	Stock Option (Right to Buy)		0.0					F2	31-DEC-2028		Common Stock		1000000.0								D			
0001062993-24-013136	1930494	Warrants		0.01					F6	17-MAY-2034		Common Stock		7500000.0				7500000.0				I		By THA Holdings LLC	
0001062993-24-013136	1930496	Warrants		4.2				12-AUG-2022		12-AUG-2027		Common Stock		110000.0				110000.0				I		by THA Family II Limited Liability Company	
0001062993-24-013136	1930495	Warrants		4.2				12-AUG-2022		12-AUG-2027		Common Stock		250000.0				250000.0				I		by THA Family II Limited Liability Company	
0001127602-24-019360	1845117	Employee Stock Option (Right to Buy)		12.0					F2	29-JUL-2030		Common Stock		300000.0								D			
0001127602-24-019360	1845118	Employee Stock Option (Right to Buy)		26.0					F2	28-JUN-2031		Common Stock		150000.0								D			
0001127602-24-019360	1845116	Employee Stock Option (Right to Buy)		7.45					F2	13-NOV-2028		Common Stock		93383.0								D			
0000950170-24-079036	1854613	Warrant (right to buy)		0.01				21-JUN-2024			F3	Common Stock		43276194.0	F4							I		See Footnotes	F1, F2
0000950170-24-079032	1822890	Series H Preferred	F9		F9				F6, F9		F9	Common Stock		207300.0								I		See Footnotes	F4, F2, F3
0000950170-24-079032	1822889	Series H Preferred	F9		F9				F6, F9		F9	Common Stock		22600.0								I		See Footnotes	F1, F2, F3
0000950170-24-079032	1822888	Series G Preferred	F8		F8				F6, F8		F8	Common Stock		982600.0								I		See Footnotes	F4, F2, F3
0000950170-24-079032	1822887	Series G Preferred	F8		F8				F6, F8		F8	Common Stock		107500.0								I		See Footnotes	F1, F2, F3
0000950170-24-079032	1822886	Series F Preferred	F7		F7				F6, F7		F7	Common Stock		263900.0								I		See Footnotes	F4, F2, F3
0000950170-24-079032	1822885	Series F Preferred	F7		F7				F6, F7		F7	Common Stock		28900.0								I		See Footnotes	F1, F2, F3
0000950170-24-079032	1822884	Series E Preferred	F5		F5				F5, F6		F5	Common Stock		4619300.0								I		See Footnotes	F4, F2, F3
0000950170-24-079032	1822883	Series E Preferred	F5		F5				F5, F6		F5	Common Stock		505300.0								I		See Footnotes	F1, F2, F3
0000950170-24-078884	1950599	Employee Non-Qualified Stock Option (Right to Buy)		29.48	F5			24-JUN-2023	F7	24-JUN-2032		Common Shares		3776.0	F5			3776.0				D			
0000950170-24-078884	1950600	Employee Non-Qualified Stock Option (Right to Buy)		44.15	F5			30-JUN-2024	F8	30-JUN-2033		Common Shares		3147.0	F5			3147.0				D			
0000950170-24-078884	1950598	Employee Non-Qualified Stock Option (Right to Buy)		38.25	F5			25-JUN-2022	F6	25-JUN-2031		Common Shares		1258.0	F5			1258.0				D			
0000950170-24-078843	1908096	Phantom Stock Acquired Under Deferred Compensation Plan			F3				F4		F4	Common Shares		0.14				55.74	F5			D			
0001085146-24-002756	1988367	Redeemable Warrants		11.5					F3		F4	Class A Common Stock		14557.0								I		AQR UCITS Funds - AQR Corporate Arbitrage UCITS Fund	F1
0001085146-24-002756	1988370	Redeemable Warrants		11.5					F3		F4	Class A Common Stock		4323.0								I		AQR Tax Aware Legacy Fund, LLC	F1, F2
0001085146-24-002756	1988369	Redeemable Warrants		11.5					F3		F4	Class A Common Stock		7248.0								I		AQR Absolute Return Master Account, L.P.	F1, F2
0001085146-24-002756	1988362	Redeemable Warrants		11.5					F3		F4	Class A Common Stock		235915.0								I		AQR Global Alternative Investment Offshore Fund, L.P.	F1, F2
0001085146-24-002756	1988371	Redeemable Warrants		11.5					F3		F4	Class A Common Stock		72.0								I		AQR Arbitrage MA Offshore Fund, L.P.	F1, F2
0001085146-24-002756	1988363	Redeemable Warrants		11.5					F3		F4	Class A Common Stock		111000.0								I		AQR Diversified Arbitrage Fund	F1
0001085146-24-002756	1988364	Redeemable Warrants		11.5					F3		F4	Class A Common Stock		31678.0								I		AQR Apex MS Master Account, L.P.	F1, F2
0001085146-24-002756	1988365	Redeemable Warrants		11.5					F3		F4	Class A Common Stock		27929.0								I		AQR SPAC Opportunities Offshore Fund, L.P.	F1, F2
0001085146-24-002756	1988366	Redeemable Warrants		11.5					F3		F4	Class A Common Stock		24733.0								I		AQR Tax Advantaged Absolute Return Fund, L.P.	F1, F2
0001085146-24-002756	1988368	Redeemable Warrants		11.5					F3		F4	Class A Common Stock		7501.0								I		AQR Corporate Arbitrage Master Account, L.P.	F1, F2
0000950170-24-078832	1924335	Non-Qualified Stock Option (Right to Buy)		29.48	F5			24-JUN-2023	F7	24-JUN-2032		Common Shares		3776.0	F5			3776.0				D			
0000950170-24-078832	1924334	Non-Qualified Stock Option (Right to Buy)		38.25	F5			25-JUN-2022	F6	25-JUN-2031		Common Shares		2045.0	F5			2045.0				D			
0000950170-24-078832	1924336	Non-Qualified Stock Option (Right to Buy)		44.15	F5			30-JUN-2024	F8	30-JUN-2033		Common Shares		3147.0	F5			3147.0				D			
0001127602-24-019350	1862477	Incentive Compensation Deferral Plan Share Credits		0.0	F1				F2		F2	Class A Common Stock		2671.86				2671.86				D			
0000950170-24-078772	1749372	Stock Option (right to buy)		12.75					F6	13-FEB-2034		Common Stock		90000.0								D			
0000950170-24-078772	1749373	Restricted Stock Units			F8				F7		F7	Common Stock		22000.0								D			
0000950170-24-078772	1749367	Stock Option (right to buy)		8.24					F1	18-FEB-2031		Common Stock		118796.0								D			
0000950170-24-078772	1749368	Stock Option (right to buy)		30.94					F2	10-FEB-2032		Common Stock		69000.0								D			
0000950170-24-078772	1749371	Stock Option (right to buy)		11.57					F5	15-OCT-2033		Common Stock		25000.0								D			
0000950170-24-078772	1749370	Restricted Stock Units			F8				F4		F4	Common Stock		9945.0								D			
0000950170-24-078772	1749369	Stock Option (right to buy)		21.76					F3	13-FEB-2033		Common Stock		53170.0								D			
0001727689-24-000080	1926532	Options		0.05				01-MAR-2024		01-MAR-2029		Common Shares		1430000.0				700000.0				D			
0001727689-24-000080	1926527	20% Convertible Debentures Due 2025		0.06				16-FEB-2024		16-FEB-2025		Common Shares		83333.0				2380952.0		5000.0		D		By 1327094 BC Unlimited Liability Company	
0001727689-24-000080	1926536	Options		0.11	F1			17-SEP-2021		17-SEP-2026		Common Shares		1500000.0								D			
0001727689-24-000080	1926535	Options		0.25	F1			18-JUN-2021		18-JUN-2026		Common Shares		500000.0				1500000.0				D			
0001727689-24-000080	1926534	Options		0.07				25-MAY-2022		25-MAY-2027		Common Shares		1470000.0				500000.0				D			
0001727689-24-000080	1926533	Options		0.07				25-MAY-2022		25-MAY-2027		Common Shares		700000.0				1470000.0				D			
0001727689-24-000080	1926531	Warrants		0.06				16-FEB-2024		16-FEB-2025		Common Shares		83333.0				1430000.0				D			
0001727689-24-000080	1926530	Warrants		0.1				27-SEP-2021		27-SEP-2024		Common Shares		333334.0				83333.0				D			
0001727689-24-000080	1926529	Warrants		0.07				02-MAR-2023		02-NOV-2024		Common Shares		212006.0				333334.0				D			
0001727689-24-000080	1926528	Warrants		0.06				08-MAR-2024		08-MAR-2029		Common Shares		2380952.0				212006.0				I			
0000950170-24-078757	1796271	DBR Land Holdings LLC common units			F5				F5		F5	Class A shares	F7	57901603.0								I		See Footnote	F7
0000950170-24-078744	1855401	DBR Land Holdings LLC common units			F3				F3		F3	Class A shares		57901603.0	F4							I		See Footnote	F4
0001104659-24-075844	1839486	Series B-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		311172.0								I		See Footnote	F5
0001104659-24-075844	1839479	Series Seed Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		194459.0								I		See Footnote	F4
0001104659-24-075844	1839478	Series Seed Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1944577.0								I		See Footnote	F3
0001104659-24-075844	1839492	Series C Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		681598.0								I		See Footnote	F6
0001104659-24-075844	1839491	Series C Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1703998.0								I		See Footnote	F7
0001104659-24-075844	1839490	Series C Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		681598.0								I		See Footnote	F5
0001104659-24-075844	1839489	Series C Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1022398.0								I		See Footnote	F3
0001104659-24-075844	1839488	Series B-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		311172.0								I		See Footnote	F6
0001104659-24-075844	1839487	Series B-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		311172.0								I		See Footnote	F7
0001104659-24-075844	1839480	Series A Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1122994.0								I		See Footnote	F3
0001104659-24-075844	1839485	Series B-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		622344.0								I		See Footnote	F3
0001104659-24-075844	1839484	Series B-1 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		967567.0								I		See Footnote	F6
0001104659-24-075844	1839483	Series B-1 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		560076.0								I		See Footnote	F5
0001104659-24-075844	1839482	Series B-1 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		560076.0								I		See Footnote	F3
0001104659-24-075844	1839481	Series A Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		481283.0								I		See Footnote	F5
0001104659-24-075843	1726116	Series Seed Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1944577.0								I		See Footnote	F3
0001104659-24-075843	1726128	Series C Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		681598.0								I		See Footnote	F5
0001104659-24-075843	1726118	Series A Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1122994.0								I		See Footnote	F3
0001104659-24-075843	1726119	Series A Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		481283.0								I		See Footnote	F5
0001104659-24-075843	1726120	Series B-1 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		560076.0								I		See Footnote	F3
0001104659-24-075843	1726121	Series B-1 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		560076.0								I		See Footnote	F5
0001104659-24-075843	1726122	Series B-1 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		967567.0								I		See Footnote	F6
0001104659-24-075843	1726123	Series B-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		622344.0								I		See Footnote	F3
0001104659-24-075843	1726124	Series B-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		311172.0								I		See Footnote	F5
0001104659-24-075843	1726125	Series B-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		311172.0								I		See Footnote	F7
0001104659-24-075843	1726126	Series B-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		311172.0								I		See Footnote	F6
0001104659-24-075843	1726127	Series C Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1022398.0								I		See Footnote	F3
0001104659-24-075843	1726130	Series C Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		681598.0								I		See Footnote	F6
0001104659-24-075843	1726129	Series C Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1703998.0								I		See Footnote	F7
0001104659-24-075843	1726117	Series Seed Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		194459.0								I		See Footnote	F4
0001104659-24-075842	1750946	Series A Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		481283.0								I		See Footnote	F5
0001104659-24-075842	1750947	Series B-1 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		560076.0								I		See Footnote	F3
0001104659-24-075842	1750948	Series B-1 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		560076.0								I		See Footnote	F5
0001104659-24-075842	1750949	Series B-1 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		967567.0								I		See Footnote	F6
0001104659-24-075842	1750950	Series B-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		622344.0								I		See Footnote	F3
0001104659-24-075842	1750951	Series B-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		311172.0								I		See Footnote	F5
0001104659-24-075842	1750952	Series B-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		311172.0								I		See Footnote	F7
0001104659-24-075842	1750953	Series B-2 Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		311172.0								I		See Footnote	F6
0001104659-24-075842	1750954	Series C Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1022398.0								I		See Footnote	F3
0001104659-24-075842	1750955	Series C Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		681598.0								I		See Footnote	F5
0001104659-24-075842	1750956	Series C Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1703998.0								I		See Footnote	F7
0001104659-24-075842	1750957	Series C Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		681598.0								I		See Footnote	F6
0001104659-24-075842	1750943	Series Seed Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1944577.0								I		See Footnote	F3
0001104659-24-075842	1750944	Series Seed Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		194459.0								I		See Footnote	F4
0001104659-24-075842	1750945	Series A Redeemable Convertible Preferred Stock			F2				F2		F2	Common Stock		1122994.0								I		See Footnote	F3
0001213900-24-056803	1744940	Employee Stock Options (right to buy)		3.36				21-MAY-2020		21-MAY-2029		Class A Common Stock		14863.0				14863.0				D			
0001213900-24-056801	1785359	Employee Stock Options (right to buy)		3.36				05-APR-2020		05-APR-2029		Class A Common Stock		14863.0				14863.0				D			
0001213900-24-056800	1967169	Employee Stock Options (right to buy)		9.25				28-OCT-2022		28-OCT-2032		Class A Common Stock		14863.0				14863.0				D			
0001104659-24-075824	1704380	Stock Option		0.63					F7	18-FEB-2025		Class A Common Stock		88441.0				74097.0	F8			D		Held by the Paul Liberman 2015 Revocable Trust	
0001104659-24-075824	1704381	Stock Option		0.63					F7	18-FEB-2025		Class A Common Stock		88441.0				88441.0	F8			I			
0000950170-24-078692	1881897	Class A Units			F10				F10		F10	Class A Common Stock		51802896.0				51802896.0				D		Ernest Irrevocable 2004 Trust III	
0000950170-24-078692	1881900	Class A Units			F13				F13		F13	Class A Common Stock		10000000.0				10000000.0				I			
0000950170-24-078692	1881899	Class A Units			F12				F12		F12	Class A Common Stock		14940000.0				14940000.0				I		ECG II SPE, LLC	
0000950170-24-078692	1881898	Class A Units			F11				F11		F11	Class A Common Stock		14792526.0				14792526.0				I		Ernest C. Garcia III Multi-Generational Trust III	
0000902664-24-004517	1885493	Series B Redeemable Convertible Preferred Stock			F1				F1		F1	Class A Common Stock	F2	4278074.0								I		See footnotes	F3, F4
0000902664-24-004517	1885495	Series C Redeemable Convertible Preferred Stock			F1				F1		F1	Class A Common Stock	F2	2726398.0								I		See footnotes	F3, F4
0000902664-24-004517	1885494	Series B-2 Redeemable Convertible Preferred Stock			F1				F1		F1	Class A Common Stock	F2	1141494.0								I		See footnotes	F3, F4
0001437749-24-021428	1965414	Common Stock - Warrants		7.0				24-JAN-2022		24-JAN-2027		SQFT Common Stock - Series A		21500.0				21500.0				I		Various	F3
0001493152-24-025463	1706444	Restricted Stock Unit			F1				F1		F1	Common Stock		24077.0				24077.0				D			
0001628280-24-030353	1871641	Option to purchase shares		3.23					F3	27-MAR-2033		Common Stock		90207.0								D			
0001628280-24-030353	1871642	Option to purchase shares		4.51					F4	02-APR-2034		Common Stock		62950.0								D			
0001628280-24-030353	1871640	Option to purchase shares		5.99					F2	22-AUG-2032		Common Stock		213675.0								D			
0001213900-24-056717	1940958	Employee stock option		0.08				25-JUN-2024		25-JUN-2034		Common stock		300000.0								D			
0001213900-24-056717	1940957	Employee stock option		0.07				21-DEC-2023		21-DEC-2033		Common stock		72464.0								D			
0001437749-24-021416	1714142	Common Stock - Warrants		7.0				24-JAN-2022		24-JAN-2027		SQFT Common Stock - Series A		21500.0				21500.0				I		Various	F3
0001556593-24-000015	1869284	Warrants (Right to Buy)		5.36				26-JUN-2024	F1	06-MAY-2029		Common Stock, par value $0.01 per share		3264926.0								I		See Footnote 2	F2
0001213900-24-056683	1799313	Stock Options	F2	5.48				28-JUN-2023		28-JUN-2033		Common Stock, $0.0001 par value per share		3125.0				3125.0				D			
0001213900-24-056683	1799314	Stock Options	F1	2.64				14-MAR-2023		14-MAR-2033		Common Stock, $0.0001 par value per share		12500.0				12500.0				D			
0001213900-24-056682	1847551	Common Stock Purchase Warrant		36.0				06-NOV-2020		06-NOV-2025		Common Stock		10417.0				10417.0				I		See footnotes	F1, F2
0001984010-24-000004	1856652	Stock Options		17.9				26-JUN-2024	F3	26-JUN-2028		Common Stock		2000.0				2000.0				D			
0001984010-24-000004	1856653	Stock Options		24.2				01-JAN-2025	F3	01-JAN-2029		Common Stock		4000.0				4000.0				D			
0001493152-24-025436	1872498	Stock Options		1.79				16-JAN-2024		16-JAN-2029		Common Stock		650000.0	F2							D			
0001493152-24-025436	1872499	Stock Options		0.36				01-JUL-2023	F3	01-JUL-2028		Common Stock		100000.0	F2							D			
0001415889-24-018321	1902844	Stock Option (Right to Buy)		8.84					F1	26-JAN-2032		Class A Common Stock		4278.0								D			
0001415889-24-018320	1952800	Stock Option (Right to Buy)		8.84					F1	24-MAY-2032		Class A Common Stock		29946.0								D			
0001104659-24-075657	1845364	Stock Option (Right to Buy)		5.34					F4	31-JAN-2032		Common Stock		48750.0								D			
0001104659-24-075657	1845365	Stock Option (Right to Buy)		3.34					F5	02-FEB-2033		Common Stock		55000.0								D			
0001104659-24-075657	1845366	Stock Option (Right to Buy)		0.52					F6	22-JAN-2034		Common Stock		65000.0								D			
0001104659-24-075657	1845362	Stock Option (Right to Buy)		1.89					F2	12-MAR-2030		Common Stock		35000.0								D			
0001104659-24-075657	1845363	Stock Option (Right to Buy)		8.0					F3	04-MAR-2031		Common Stock		47250.0								D			
0001415889-24-018318	1926830	Series C Preferred Stock			F1				F1		F1	Class A Common Stock		1703998.0								I		By Samsara BioCapital, L.P.	F2
0001415889-24-018317	1792377	Stock Option (Right to Buy)		13.33					F8	05-JUN-2034		Class A Common Stock		29946.0								D			
0001415889-24-018317	1792376	Stock Option (Right to Buy)		10.2					F7	05-MAY-2034		Class A Common Stock		21390.0								D			
0001415889-24-018317	1792375	Stock Option (Right to Buy)		8.84					F6	28-MAR-2034		Class A Common Stock		9161.0								D			
0001415889-24-018317	1792374	Stock Option (Right to Buy)		8.84					F5	08-OCT-2033		Class A Common Stock		4663.0								D			
0001415889-24-018317	1792373	Stock Option (Right to Buy)		8.84					F4	22-JUN-2033		Class A Common Stock		3208.0								D			
0001415889-24-018317	1792372	Stock Option (Right to Buy)		8.84					F3	26-JAN-2032		Class A Common Stock		10695.0								D			
0001415889-24-018317	1792371	Stock Option (Right to Buy)		8.84					F2	26-JAN-2032		Class A Common Stock		19251.0								D			
0001415889-24-018317	1792370	Stock Option (Right to Buy)		8.84					F1	14-SEP-2031		Class A Common Stock		34224.0								D			
0001415889-24-018316	1726739	Stock Option (Right to Buy)		13.33					F6	05-JUN-2034		Class A Common Stock		38502.0								D			
0001415889-24-018316	1726738	Stock Option (Right to Buy)		10.2					F5	05-MAY-2034		Class A Common Stock		79572.0								D			
0001415889-24-018316	1726734	Stock Option (Right to Buy)		8.84					F1	26-JAN-2032		Class A Common Stock		73155.0								D			
0001415889-24-018316	1726736	Stock Option (Right to Buy)		8.84					F3	22-JUN-2033		Class A Common Stock		21390.0								D			
0001415889-24-018316	1726737	Stock Option (Right to Buy)		8.84					F4	08-OCT-2033		Class A Common Stock		11842.0								D			
0001415889-24-018316	1726735	Stock Option (Right to Buy)		8.84					F2	26-JAN-2032		Class A Common Stock		42780.0								D			
0001415889-24-018315	1761725	Stock Option (Right to Buy)		8.84					F5	28-MAR-2034		Class A Common Stock		59516.0								D			
0001415889-24-018315	1761724	Stock Option (Right to Buy)		8.84					F4	08-OCT-2033		Class A Common Stock		17171.0								D			
0001415889-24-018315	1761723	Stock Option (Right to Buy)		8.84					F3	22-JUN-2033		Class A Common Stock		12834.0								D			
0001415889-24-018315	1761722	Stock Option (Right to Buy)		8.84					F2	10-APR-2032		Class A Common Stock		64171.0								D			
