ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0000899243-21-014285	SVF Endurance (Cayman) Limited By: /s/ Brian Wheeler, Director	31-MAR-2021
0000899243-21-014285	SB Investment Advisers (UK) Limited By: /s/ Brian Wheeler, General Counsel	31-MAR-2021
0000899243-21-014285	SVF Excalibur (Cayman) Limited By: /s/ Brian Wheeler, Director	31-MAR-2021
0000899243-21-014285	SoftBank Vision Fund (AIV M1) L.P., By: SB Investment Advisers (UK) Limited, its manager, By: /s/ Brian Wheeler, General Counsel	31-MAR-2021
0001062993-21-003226	/s/ John H. Lewis, for himself and as Managing Member of Osmium Partners, LLC, for itself and as General Partner of Osmium Capital, LP, Osmium Capital II, LP, Osmium Spartan, LP and Osmium Diamond, LP	31-MAR-2021
0001127602-21-012457	/s/ Simon Y. Leung, Attorney-in-Fact	31-MAR-2021
0001127602-21-012456	/s/ Simon Y. Leung, Attorney-in-Fact	31-MAR-2021
0001127602-21-012453	/s/ Simon Y. Leung, Attorney-in-Fact	31-MAR-2021
0001125376-21-000054	/s/ Chad A. Keetch	31-MAR-2021
0001596532-21-000114	By: Isabelle Bertin-Bailly, Attorney-in-Fact For: Anshul Sadana	31-MAR-2021
0001127602-21-012451	/s/ Simon Y. Leung, Attorney-in-Fact	31-MAR-2021
0001127602-21-012449	/s/ Lisa Yun, Attorney-in-Fact for Parker Harris	31-MAR-2021
0001529628-21-000105	/s/ Charles Edwin Young	01-APR-2021
0001209191-21-023901	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0000950103-21-005016	/s/ Michael Johnson, attorney-in-fact for Mark Zuckerberg	31-MAR-2021
0001529628-21-000104	/s/ Lee E. Beckelman	01-APR-2021
0001209191-21-023900	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0001209191-21-023899	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0001640147-21-000079	/s/ Amanda Baratz, Attorney-in-Fact	31-MAR-2021
0001209191-21-023898	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0001640147-21-000078	/s/ Amanda Baratz, Attorney-in-Fact	31-MAR-2021
0001209191-21-023897	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0001127602-21-012446	/s/ Simon Y. Leung, Attorney-in-Fact	31-MAR-2021
0001209191-21-023896	/s/ Jason Minio, Attorney-in-Fact	31-MAR-2021
0001209191-21-023895	/s/ Bradley K. Serwin	31-MAR-2021
0001209191-21-023894	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0001209191-21-023893	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0001209191-21-023892	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0001179110-21-003904	/s/ Jennifer Bealer, Attorney-in-Fact	31-MAR-2021
0001529628-21-000103	/s/ Lee E. Beckelman as Attorney-in-Fact for Ronald P. Whelan	01-APR-2021
0001209191-21-023891	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0000950103-21-005014	/s/ Michael Johnson, attorney-in-fact for Mark Zuckerberg	31-MAR-2021
0001209191-21-023890	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0001529628-21-000102	/s/ Lee E. Beckelman as Attorney-in-Fact for William John Young	01-APR-2021
0001209191-21-023889	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0001140361-21-011122	/s/ Trevor R. Milton	31-MAR-2021
0001140361-21-011122	M&M Residual, LLC /s/ Trevor R. Milton Name: Trevor R. Milton Title: Manager	31-MAR-2021
0000950142-21-001164	/s/ Mitchell Cole Sussis	31-MAR-2021
0000950142-21-001163	/s/ Mitchell C. Sussis attorney-in-fact	31-MAR-2021
0000950142-21-001162	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2021
0000950142-21-001161	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2021
0001209191-21-023888	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0000950142-21-001160	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2021
0000950142-21-001159	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2021
0000950142-21-001158	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2021
0000950142-21-001157	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2021
0001209191-21-023887	/s/ Bradley K. Serwin, as attorney-in-fact.	30-MAR-2021
0000950142-21-001156	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2021
0000950142-21-001155	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2021
0000950142-21-001154	/s/ Mitchell C. Sussis, attorney-in-fact	31-MAR-2021
0001209191-21-023886	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0001127602-21-012444	/s/ Simon Y. Leung, Attorney-in-Fact	31-MAR-2021
0001640455-21-000072	/s/ Kim C. Drapkin, Attorney-in-Fact	31-MAR-2021
0001209191-21-023885	/s/ Bradley K. Serwin, as attorney-in-fact	31-MAR-2021
0001628280-21-006289	/s/ Holger Bartel	31-MAR-2021
0001209191-21-023884	/s/ Matthew Furh	31-MAR-2021
0001791926-21-000001	/s/ Martina Molsbergen Tamaro	31-MAR-2021
0001209191-21-023883	/s/ Min Park	31-MAR-2021
0000899243-21-014280	/s/ Alicia Hager, Attorney-in-Fact for Ralph Brandenberger	31-MAR-2021
0001529628-21-000101	/s/ Lee E. Beckelman as Attorney-in-Fact for Susan E. Neumann	01-APR-2021
0001667731-21-000144	/s/Dawna Gibb, by Power of Attorney	31-MAR-2021
0001320695-21-000068	/s/ Thomas E. O'Neill, by Power of Attorney	31-MAR-2021
0001529628-21-000100	/s/ Lee E. Beckelman, as Attorney-in-Fact for Robert Kiszka	01-APR-2021
0000025445-21-000078	Attorney In Fact, Julie A. Constantinides	31-MAR-2021
0000899243-21-014278	/s/ Kleem Chaudhary, attorney-in-fact	31-MAR-2021
0001320695-21-000067	/s/ Thomas E. O'Neill, by Power of Attorney	31-MAR-2021
0001477932-21-001937	/s/ Elijiah May	31-MAR-2021
0001320695-21-000066	/s/ Thomas E. O'Neill, by Power of Attorney	31-MAR-2021
0001477932-21-001936	/s/ Miguel	31-MAR-2021
0001320695-21-000065	/s/ Thomas E. O'Neill, by Power of Attorney	31-MAR-2021
0001730350-21-000001	/s/ Paul D. Aubert	31-MAR-2021
0001320695-21-000064	/s/ Thomas E. O'Neill, by power of attorney.	31-MAR-2021
0001667731-21-000142	/s/Dawna Gibb by Power of Attorney	31-MAR-2021
0001104659-21-045009	/s/ Aparna Oka, Attorney-in-Fact for Darin Billerbeck	31-MAR-2021
0001320695-21-000063	/s/ Thomas E. O'Neill, by Power of Attorney	31-MAR-2021
0001209191-21-023880	/s/ Kevin C. Chen, by power of attorney	31-MAR-2021
0001320695-21-000062	/s/ Thomas E. O'Neill, by Power of Attorney	31-MAR-2021
0001320695-21-000061	/s/ Thomas E. O'Neill, by Power of Attorney	31-MAR-2021
0001209191-21-023879	/s/ Kevin C. Chen, by power of attorney	31-MAR-2021
0001209191-21-023878	/s/ Robert E. Price	31-MAR-2021
0001667731-21-000140	/s/ Dawna Gibb, by Power of Attorney	31-MAR-2021
0001567619-21-007338	/s/ Archie Bennett, Jr.	31-MAR-2021
0001209191-21-023877	Noubar B. Afeyan, Ph.D. By: /s/ Noubar B. Afeyan, Ph.D.	31-MAR-2021
0001593968-21-001032	/s/Mhairi Jones, by power of attorney	31-MAR-2021
0001599765-21-000001	/s/ Heath W. Cleaver	31-MAR-2021
0001790565-21-000005	By: Aaron Beckman, Power of Attorney For: Andrew D. Baglino	31-MAR-2021
0001209191-21-023876	/s/ Alison Bauerlein, as attorney-in-fact	31-MAR-2021
0001209191-21-023875	/s/ Jeff Fisher, Chief Financial Officer	31-MAR-2021
0001209191-21-023873	/s/ Alison Bauerlein, as attorney-in-fact	31-MAR-2021
0001667731-21-000138	/s/Dawna Gibb, by Power of Attorney	31-MAR-2021
0001127602-21-012442	/s/ Amy Kim by Power of Attorney for Kevin E. Lofton	31-MAR-2021
0001007382-21-000001	/s/ Douglas P. Morris	31-MAR-2021
0001127602-21-012440	/s/ Amy Kim by Power of Attorney for Richard J. Whitley	31-MAR-2021
0001567619-21-007336	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001741750-21-000008	/s/ Rachel Mantz, by power of attorney	31-MAR-2021
0001567619-21-007335	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001506293-21-000073	Monifa Clayton, Attorney-in-Fact	31-MAR-2021
0001567619-21-007334	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001806637-21-000001	By: Diane Garibaldi For: Timothy Justyn	31-MAR-2021
0001567619-21-007333	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001567619-21-007332	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001506293-21-000072	Monifa Clayton, Attorney-in-Fact	31-MAR-2021
0001567619-21-007331	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001567619-21-007330	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001567619-21-007329	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001463101-21-000042	/s/ Lisan Hung, Attorney-in-Fact for Badri Kothandaraman	01-APR-2021
0001506293-21-000071	Monifa Clayton, Attorney-in-Fact	31-MAR-2021
0001567619-21-007328	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001567619-21-007327	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001444954-21-000001	/s/ Peter H. Nielsen	31-MAR-2021
0001567619-21-007326	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001567619-21-007325	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001398344-21-007559	/s/ Alexander F. Smith, Attorney in Fact	31-MAR-2021
0001567619-21-007324	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001398344-21-007558	/s/ Alexander F. Smith, Attorney in Fact	31-MAR-2021
0001398344-21-007555	/s/ Alexander F. Smith, Attorney in Fact	31-MAR-2021
0001567619-21-007323	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001398344-21-007553	/s/ Alexander F. Smith, Attorney in Fact	31-MAR-2021
0001398344-21-007552	/s/ Alexander F. Smith, Attorney in Fact	31-MAR-2021
0001567619-21-007322	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001398344-21-007549	/s/ Alexander F. Smith, Attorney in Fact	31-MAR-2021
0000899243-21-014275	/s/ Mark Cuban	31-MAR-2021
0001567619-21-007321	/s/ Diane L. Thompson, as Attorney-in-Fact	31-MAR-2021
0001209191-21-023871	/s/ Jason Duncan, Attorney-in-fact	31-MAR-2021
0001398344-21-007547	/s/ Alexander F. Smith, Attorney in Fact	31-MAR-2021
0001567619-21-007320	/s/ Diane L. Thompson	31-MAR-2021
0000711377-21-000008	Steven J Quinlan (Attorney in Fact)	31-MAR-2021
0000895345-21-000413	/s/ Scott Zucker, Attorney-in-Fact for Lee Olesky	31-MAR-2021
0001209191-21-023869	/s/ John R. Moore Attorney-in-Fact for Jonathan Root M.D.	31-MAR-2021
0001209191-21-023868	/s/ John R. Moore Attorney-in-Fact for Peter Thompson M.D.	31-MAR-2021
0001209191-21-023867	OrbiMed Capital GP VI LLC By Douglas Coon, authorized signatory	31-MAR-2021
0001209191-21-023867	OrbiMed Advisors LLC by Douglas Coon, authorized signatory	31-MAR-2021
0001209191-21-023867	OrbiMed Genesis GP LLC, By Douglas Coon, authorized  signatory	31-MAR-2021
0001140361-21-011113	/s/ Sally Rau, attorney-in-fact	31-MAR-2021
0001209191-21-023865	Larry Wainblat, attorney-in-fact	31-MAR-2021
0001309108-21-000087	/s/ Gregory Wiessner, as attorney-in-fact for David Cooper	31-MAR-2021
0001309108-21-000086	/s/ Gregory Wiessner, as attorney-in-fact for Melissa D. Smith	31-MAR-2021
0001140361-21-011111	/s/ Sally Rau	31-MAR-2021
0001209191-21-023863	/s/ Alfred Palomino, Attorney-in-Fact for Blake Jeffrey Grayson	31-MAR-2021
0001288469-21-000079	/s/ Connie Kwong, as Attorney-in-Fact	31-MAR-2021
0001140361-21-011110	/s/ Sally Rau, attorney-in-fact	31-MAR-2021
0001209191-21-023862	/s/ James B. Ryan by James E. Sklar POA	31-MAR-2021
0001104659-21-044985	/s/ Jeremiah G. Garvey, Attorney-in-Fact for Jayme L. Brooks	31-MAR-2021
0000899243-21-014273	/s/ William Brown, as Attorney-in-Fact	31-MAR-2021
0000899243-21-014272	/s/ Meg Eisner	30-MAR-2021
0001225208-21-006162	/s/ Lorna R. Simms, Attorney-in-Fact	29-MAR-2021
0001567619-21-007319	/s/ Kasey Hannah, Attorney-in-Fact	31-MAR-2021
0001209191-21-023855	Bruce T. Brockwell	31-MAR-2021
0001127602-21-012438	/s/ Amy Kim by Power of Attorney for Daniel O'Day	31-MAR-2021
0001209191-21-023852	/s/ David Raun	31-MAR-2021
0001513162-21-000043	/s/ Glenn H. Zerbe	31-MAR-2021
0000950142-21-001142	/s/ Jeff Morganroth, attorney in fact	31-MAR-2021
0000950142-21-001141	/s/ Jeff Morganroth, attorney in fact	31-MAR-2021
0000950142-21-001140	/s/ Jeff Morganroth, General Counsel & Secretary of Rock Holdings Inc.	31-MAR-2021
0001278807-21-000028	/s/ Paul E. Davis as Attorney-in-Fact for Geir Skaaden	31-MAR-2021
0000737468-21-000047	/s/ Kristen L. DiSanto, Attorney-in-Fact	31-MAR-2021
0000737468-21-000046	/s/ Kristen L. DiSanto	31-MAR-2021
0000737468-21-000045	/s/ Kristen L. DiSanto, Attorney-in-Fact	31-MAR-2021
0000737468-21-000044	/s/ Kristen L. DiSanto, Attorney-in-Fact	31-MAR-2021
0000737468-21-000043	/s/ Kristen L. DiSanto, Attorney-in-Fact	31-MAR-2021
0000950103-21-005008	By: Crestview Partners III GP, L.P., By: Crestview, L.L.C., its general partner, By: /s/ Ross A. Oliver, General Counsel	31-MAR-2021
0000950103-21-005008	By: Crestview III USWS TE, LLC, By: /s/ Ross A. Oliver, General Counsel	31-MAR-2021
0000950103-21-005008	By: Crestview III USWS, L.P., By: Crestview III USWS GenPar, LLC, By: /s/ Ross A. Oliver, General Counsel	31-MAR-2021
0000950103-21-005008	By: Adam J. Klein, By: Ross A. Oliver, as Attorney-in-Fact	31-MAR-2021
0000737468-21-000042	/s/ Kristen L. DiSanto, Attorney-in-Fact	31-MAR-2021
0000737468-21-000041	/s/ Kristen L. DiSanto, Attorney-in-Fact	31-MAR-2021
0000737468-21-000040	/s/ Kristen L. DiSanto, Attorney-in-Fact	31-MAR-2021
0001225208-21-006160	/s/ Timothy J. Keenan, Attorney-in-Fact	31-MAR-2021
0000737468-21-000039	/s/ Kristen L. DiSanto, Attorney-in-Fact	31-MAR-2021
0000737468-21-000038	/s/ Kristen L. DiSanto, Attorney-in-Fact	31-MAR-2021
0001209191-21-023847	Peter A. Christou, Attorney-in-fact for Timothy C.K. Chou	31-MAR-2021
0001127602-21-012435	/s/ Tina Renee A Sablan, attorney-in-fact for Mr. Keven F Camacho	31-MAR-2021
0001209191-21-023846	/s/ Tyler Nielsen, by power of attorney	31-MAR-2021
0001513162-21-000042	/s/ Curtis O. Kawlewski	31-MAR-2021
0001278807-21-000025	/s/ Paul E. Davis as Attorney-in-Fact for Matthew Milne	31-MAR-2021
0001511891-21-000006	/s/ Paul Porrini as attorney-in-fact for Geoffrey T. Barker	31-MAR-2021
0001127602-21-012433	/s/ Tina Renee A Sablan, attorney-in-fact for Francisco M Atalig	31-MAR-2021
0001628280-21-006285	/s/ Sharon Levine, Attorney-in-Fact for Roman Simonov	31-MAR-2021
0001209191-21-023845	/s/ Ryan S. Melcher, attorney-in-fact	31-MAR-2021
0001209191-21-023844	/s/ Crystal Williams, under power of attorney	31-MAR-2021
0001209191-21-023843	/s/ Ryan S. Melcher, attorney-in-fact	31-MAR-2021
0001209191-21-023842	/s/ Ryan S. Melcher, attorney-in-fact	31-MAR-2021
0001209191-21-023841	/s/ Ryan S. Melcher, attorney-in-fact	31-MAR-2021
0001572426-21-000042	/s/ Nicole Neuburger by Alex Grieve, Attorney-in-Fact	31-MAR-2021
0001209191-21-023840	/s/ Ryan S. Melcher, attorney-in-fact	31-MAR-2021
0000025445-21-000076	Attorney In Fact, Anthony M. D'Iorio	31-MAR-2021
0001209191-21-023839	/s/ Ryan S. Melcher, attorney-in-fact	31-MAR-2021
0001209191-21-023838	/s/ Howard Horn, Attorney-in-Fact	31-MAR-2021
0001209191-21-023837	/s/ Howard Horn, Attorney-in-Fact	31-MAR-2021
0001572426-21-000040	/s/ Calvin McDonald by Alex Grieve, Attorney-in-Fact	31-MAR-2021
0001209191-21-023836	/s/ Denis J. Duncan, as Attorney-in-Fact for James S. Turner, Jr.	31-MAR-2021
0000099780-21-000031	Christina Maldonado  For:  John L. Adams	31-MAR-2021
0001572426-21-000038	/s/ Meghan Frank by Alex Grieve, Attorney-in-Fact	31-MAR-2021
0000933036-21-000095	/s/ Bryan Pechersky, attorney-in-fact	31-MAR-2021
0001567619-21-007317	/s/ Margaret Cotter	31-MAR-2021
0001209191-21-023835	/s/ Crystal Williams, under power of attorney	31-MAR-2021
0001513162-21-000041	/s/ Barbara Bornhoft	31-MAR-2021
0001225208-21-006159	/s/ Timothy J. Keenan, Attorney-in-Fact	31-MAR-2021
0001482512-21-000081	/s/ Kay L. Tidwell, as Attorney-in-Fact for Jonathan M. Glaser	31-MAR-2021
0001209191-21-023834	/s/ Crystal Williams, under power of attorney	31-MAR-2021
0000899243-21-014267	CERTARES HOLDINGS (BLOCKABLE) LLC, By: /s/ Linda C. Frazier as Attorney-in-Fact	31-MAR-2021
0000899243-21-014267	CERTARES HOLDINGS (OPTIONAL) LLC, By: /s/ Linda C. Frazier as Attorney-in-Fact	31-MAR-2021
0000899243-21-014267	CERTARES MANAGEMENT LLC, By: /s/ Linda C. Frazier as Attorney-in-Fact	31-MAR-2021
0000899243-21-014267	PEMROSE CORPORATION, By: /s/ Linda C. Frazier as Attorney-in-Fact	31-MAR-2021
0000899243-21-014267	MICHAEL GREGORY O'HARA, By: /s/ Linda C. Frazier as Attorney-in-Fact	31-MAR-2021
0000899243-21-014267	COLIN M. FARMER, By: /s/ Linda C. Frazier as Attorney-in-Fact	31-MAR-2021
0000899243-21-014267	CLEMENTINE INVESTMENTS LLC, By: /s/ Linda C. Frazier as Attorney-in-Fact	31-MAR-2021
0000899243-21-014267	CERTARES LTRIP LLC, By: /s/ Linda C. Frazier as Attorney-in-Fact	31-MAR-2021
0000899243-21-014267	CERTARES LTRIP LLC, By: /s/ Linda C. Frazier as Attorney-in-Fact	31-MAR-2021
0000899243-21-014267	CERTARES HOLDINGS LLC, By: /s/ Linda C. Frazier as Attorney-in-Fact	31-MAR-2021
0001209191-21-023833	/s/ Crystal Williams, under power of attorney	31-MAR-2021
0001209191-21-023832	/s/ Crystal Williams, under power of attorney	31-MAR-2021
0000899243-21-014265	/s/ Craig S. Comeaux, attorney-in-fact	31-MAR-2021
0001567619-21-007316	/s/ Subhadeep Basu	31-MAR-2021
0001572426-21-000036	/s/ Michelle Sun Choe by Alex Grieve, Attorney-in-Fact	31-MAR-2021
0000899243-21-014262	/s/ Craig S. Comeaux, attorney-in-fact	31-MAR-2021
0000939802-21-000027	Aimee C Brown	31-MAR-2021
0001209191-21-023830	Mark R. Jackson, as Attorney-in-Fact for Howard Hacker	31-MAR-2021
0001289419-21-000069	/s/ Patrick Maloney, by power of attorney	31-MAR-2021
0001615619-21-000025	/s/ Ann F. Gullion, Assistant Secretary	31-MAR-2021
0001572426-21-000034	/s/ Celeste Burgoyne by Alex Grieve, Attorney-in-Fact	31-MAR-2021
0001567619-21-007315	/s/ Ellen Marie Cotter, as Co-Trustee of the James J. Cotter Living Trust	31-MAR-2021
0001567619-21-007315	/s/ Margaret Cotter, as Co-Trustee of the James J. Cotter Living Trust	31-MAR-2021
0001747632-21-000027	/s/ Sean Kiewiet	31-MAR-2021
0001747632-21-000027	/s/ Bradley J. Miller, Attorney-in-Fact	31-MAR-2021
0000899243-21-014260	/s/ Lance Torgerson	31-MAR-2021
0000899243-21-014260	/s/ Tammy Torgerson	31-MAR-2021
0001567619-21-007313	/s/ Ellen Cotter	31-MAR-2021
0001225208-21-006157	/s/ Craig Troyer as Attorney-in-Fact for Certares Holdings (Optional) LLC	31-MAR-2021
0001225208-21-006157	/s/ Craig Troyer as Attorney-in-Fact for Clementine Investments LLC	31-MAR-2021
0001225208-21-006157	/s/ Craig Troyer as Attorney-in-Fact for Certares Holdings (Blockable) LLC	31-MAR-2021
0001225208-21-006157	/s/ Craig Troyer as Attorney-in-Fact for Colin Farmer	31-MAR-2021
0001225208-21-006157	/s/ Craig Troyer as Attorney-in-Fact for Certares LTRIP LLC	31-MAR-2021
0001225208-21-006157	/s/ Craig Troyer as Attorney-in-Fact for Michael Gregory O'Hara	31-MAR-2021
0001225208-21-006157	/s/ Craig Troyer as Attorney-in-Fact for Pemrose Corp	31-MAR-2021
0001225208-21-006157	/s/ Craig Troyer as Attorney-in-Fact for Certares Management LLC	31-MAR-2021
0001225208-21-006157	/s/ Craig Troyer as Attorney-in-Fact for Certares Holdings LLC	31-MAR-2021
0001214659-21-003712	/s/ Carrie H. Darling, Attorney-in-fact	31-MAR-2021
0001073398-21-000003	By: Paula Darbyshire, Attorney-in-fact For: Robert S. Swinney, M.D.	31-MAR-2021
0000100885-21-000123	By: Trevor L. Kingston, Attorney-in-Fact For: Elizabeth F. Whited	31-MAR-2021
0001615594-21-000041	Suzette McNally, Attorney-in-Fact for Roger H.D. Lacey	31-MAR-2021
0001127602-21-012430	By Elizabeth McCright, P.O.A.	31-MAR-2021
0001127602-21-012429	By Elizabeth McCright, P.O.A.	31-MAR-2021
0001127602-21-012428	By Elizabeth McCright, P.O.A.	31-MAR-2021
0001127602-21-012427	By Elizabeth McCright, P.O.A.	31-MAR-2021
0001615594-21-000040	Suzette McNally, Attorney-in-Fact for Scott Fluegge	31-MAR-2021
0001104659-21-044936	/s/ Joseph Martin	31-MAR-2021
0000899243-21-014258	/s/ Soleil Boughton - Attorney-in-Fact	31-MAR-2021
0001179110-21-003903	/s/ Jennifer Bealer	31-MAR-2021
0001127602-21-012426	By Elizabeth McCright, P.O.A.	31-MAR-2021
0001411579-21-000028	/S/ EDWIN F GLADBACH, ATTORNEY-IN-FACT	31-MAR-2021
0001179110-21-003902	/s/ Anddria Varnado	31-MAR-2021
0001127602-21-012425	By Elizabeth McCright, P.O.A.	31-MAR-2021
0001555280-21-000184	/s/ Mandee Lee, as Attorney-in-Fact	31-MAR-2021
