ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001127602-19-023081	199767	Restricted Stock Unit			F1	27-JUN-2019				4	A	0				100000.0				0.0		A			F2		F2	Common Stock		100000.0				100000.0				D			
0001127602-19-023080	293994	Restricted Stock Unit			F2	27-JUN-2019				4	A	0				90000.0				0.0		A			F3		F3	Common Stock		90000.0				90000.0				D			
0001127602-19-023080	293995	Restricted Stock Unit			F2	27-JUN-2019				4	M	0				18437.0				0.0		D			F3		F3	Common Stock		18437.0				55313.0				D			
0001127602-19-023079	177887	Restricted Stock Unit			F2	27-JUN-2019				4	M	0				62500.0				0.0		D			F3		F3	Common Stock		62500.0				187500.0				D			
0001127602-19-023078	325745	Restricted Stock Unit			F2	27-JUN-2019				4	A	0				170000.0				0.0		A			F3		F3	Common Stock		170000.0				170000.0				D			
0001127602-19-023078	325744	Restricted Stock Unit			F2	27-JUN-2019				4	M	0				40625.0				0.0		D			F3		F3	Common Stock		40625.0				121875.0				D			
0000898432-19-000950	232424	Stock Option (Right to Buy)		0.93		27-JUN-2019				4	M	0	F1			1000.0				0.0		D			F4	27-DEC-2021		Common Stock		1000.0				205775.0				D			
0000898432-19-000950	232425	Stock Option (Right to Buy)		0.93		28-JUN-2019				4	M	0	F1			1000.0				0.0		D			F4	27-DEC-2021		Common Stock		1000.0				204775.0				D			
0000898432-19-000949	170058	Restricted Stock Units			F1	26-JUN-2019				4	A	0				2536.0				0.0		A			F2		F2	Common Stock		2536.0				2536.0				D			
0000827054-19-000170	274563	Common Stock Option (Right to Buy)		31.29		04-MAR-2016				4	M	0				6000.0				0.0		D		01-SEP-2006		01-AUG-2016		Common Stock		6000.0				0.0				D			
0000827054-19-000169	324530	Restricted Stock Units		46.27		11-AUG-2014				4	M	0				1175.0				0.0		D			F1		F1	Common Stock		2350.0				0.0				D			
0000827054-19-000169	324531	Restricted Stock Units		46.27		11-AUG-2014				4	M	0				1063.0				0.0		D			F1		F1	Common Stock		2126.0				1063.0				D			
0001209191-19-039537	181593	Stock Option (right to buy)	F1	5.04		06-JUN-2019				4	A	0				30000.0				0.0		A			F2	06-JUN-2026		Common Stock		30000.0				30000.0				D			
0001047340-19-000142	285335	Restricted Stock Units		0.0	F4	26-JUN-2019	F1			4	M	0				403.0				0.0		D			F4		F5	Ordinary Shares		403.0				1210.0				D			
0001209191-19-039533	238530	Stock Option		1.79		26-JUN-2019				4	M	0	F1			7237.0				0.0		D			F2	30-SEP-2021		Common Stock		7237.0				63171.0				D			
0001209191-19-039533	238531	Stock Option		1.79		27-JUN-2019				4	M	0	F1			6804.0				0.0		D			F2	30-SEP-2021		Common Stock		6804.0				56367.0				D			
0001439288-19-000110	179323	Stock Option (right to buy)		8.89		28-JUN-2019				4	M	0	F1			2724.0				0.0		D			F3	29-JUL-2020		Common Stock		2724.0				14569.0				D			
0001140361-19-012000	149691	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			20000.0				0.0		D			F7		F11	Ordinary Shares		738.0	F13			0.0				D			
0001140361-19-012000	149692	Stock Option (right to buy)		12.0		28-JUN-2019				4	A	0				50000.0				0.0		A			F12	23-JUN-2029		Ordinary Shares		50000.0				50000.0				D			
0001140361-19-012000	149689	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			27500.0				0.0		D			F5		F11	Ordinary Shares		4566.0				0.0				D			
0001140361-19-012000	149688	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			50000.0				0.0		D			F4		F11	Ordinary Shares		8802.0				0.0				D			
0001140361-19-012000	149687	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			22500.0				0.0		D			F3		F11	Ordinary Shares		3061.0	F13			0.0				D			
0001140361-19-012000	149690	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			40000.0				0.0		D			F6		F11	Ordinary Shares		6308.0				0.0				D			
0001209191-19-039530	298885	Stock Option		5.72		27-JUN-2019				4	M	0	F1			15830.0				0.0		D			F2	24-MAR-2026		Common Stock		15830.0				473100.0				D			
0001209191-19-039530	298884	Stock Option		5.72		26-JUN-2019				4	M	0	F1			11415.0				0.0		D			F2	24-MAR-2026		Common Stock		11415.0				488930.0				D			
0001179110-19-008219	186083	Stpck Options NQ (Right to Buy)		27.7		28-JUN-2019				4	M	0				6250.0	F1			0.0		D		04-FEB-2017		03-FEB-2026		Common Stock		6250.0				0.0				D			
0001140361-19-011999	314722	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			742261.0				0.0		D			F3		F4	Ordinary Shares		100978.0				0.0				D			
0001140361-19-011999	314723	Stock Option (right to buy)		12.0		28-JUN-2019				4	A	0				120000.0				0.0		A			F5	23-JUN-2029		Ordinary Shares		120000.0				120000.0				D			
0001567619-19-014122	253309	Employee Stock Option (Right to Buy)		20.62		26-JUN-2019				4	A	0				14000.0				0.0		A			F1	25-JUN-2019		Common Stock		14000.0				14000.0				D			
0001140361-19-011998	256853	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			60000.0				0.0		D			F3		F9	Ordinary Shares		10562.0				0.0				D			
0001140361-19-011998	256854	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			40000.0				0.0		D			F4		F9	Ordinary Shares		7042.0	F11			0.0				D			
0001140361-19-011998	256857	Stock Option (right to buy)		12.0		28-JUN-2019				4	A	0				70000.0				0.0		A			F10	23-JUN-2029		Ordinary Shares		70000.0				70000.0				D			
0001140361-19-011998	256856	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			25000.0				0.0		D			F6		F9	Ordinary Shares		3942.0				0.0				D			
0001140361-19-011998	256855	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			15000.0				0.0		D			F5		F9	Ordinary Shares		2491.0	F11			0.0				D			
0001140361-19-011997	329096	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			150000.0				0.0		D			F3		F6	Ordinary Shares		24656.0				0.0				D			
0001140361-19-011997	329098	Stock Option (right to buy)		12.0		28-JUN-2019				4	A	0				60000.0				0.0		A			F7	23-JUN-2029		Ordinary Shares		60000.0				60000.0				D			
0001140361-19-011997	329097	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			30000.0				0.0		D			F4		F6	Ordinary Shares		4732.0				0.0				D			
0001140361-19-011996	328300	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			1559682.0				0.0		D			F3		F9	Ordinary Shares		274568.0				0.0				D			
0001140361-19-011996	328301	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			1169762.0				0.0		D			F4		F9	Ordinary Shares		205926.0				0.0				D			
0001140361-19-011996	328305	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			231876.0				0.0		D			F6		F9	Ordinary Shares		5265.0				0.0				D			
0001140361-19-011996	328303	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			779841.0				0.0		D			F4		F9	Ordinary Shares		137284.0				0.0				D			
0001140361-19-011996	328304	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			231876.0				0.0		D			F4		F9	Ordinary Shares		5265.0				0.0				D			
0001140361-19-011996	328302	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			1169762.0				0.0		D			F5		F9	Ordinary Shares		205926.0				0.0				D			
0001127602-19-023071	283385	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F2	24-MAY-2019				4	A	0				4842.0	F2			0.0		A		24-MAY-2020		23-MAY-2029		Commom Stock		4842.0				4842.0				D			
0001209191-19-039527	170511	Stock Option	F1	7.45	F1	27-JUN-2019				4	M	0				300000.0				7.45		A		27-JUN-2020		26-JUN-2029		Common Stock		300000.0				300000.0				D			
0001437749-19-013073	208460	Restricted Stock Units			F2	10-APR-2019				4	M	0				41143.0				0.0		D			F3		F3	Common Stock		41143.0				1051058.0				D			
0001437749-19-013072	177512	Restricted Stock Units			F2	10-APR-2019				4	M	0				17143.0				0.0		D			F3		F3	Common Stock		17143.0				323704.0				D			
0001127602-19-023069	326552	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F2	24-MAY-2019				4	A	0				4842.0	F2			0.0		A		24-MAY-2020		23-MAY-2029		Commom Stock		4842.0				4842.0				D			
0001140361-19-011995	229119	Stock Option (right to buy)		12.0		28-JUN-2019				4	A	0				60000.0				0.0		A			F1	23-JUN-2029		Ordinary Shares		60000.0				60000.0				D			
0001437749-19-013071	204905	Restricted Stock Units			F2	11-JUN-2019				4	M	0				16667.0				0.0		D			F3		F3	Common Stock		16667.0				33333.0				D			
0001437749-19-013070	317800	Restricted Stock Units			F2	10-APR-2019				4	M	0				22857.0				0.0		D			F3		F3	Common Stock		22857.0				510936.0				D			
0001127602-19-023067	177638	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F2	24-MAY-2019				4	A	0				4842.0	F2			0.0		A		24-MAY-2020		23-MAY-2029		Commom Stock		4842.0				4842.0				D			
0001127602-19-023065	208258	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F2	24-MAY-2019				4	A	0				4842.0	F2			0.0		A		24-MAY-2020		23-MAY-2029		Commom Stock		4842.0				4842.0				D			
0001140361-19-011990	277499	Stock Option (right to buy)		12.0		28-JUN-2019				4	A	0				150000.0				0.0		A			F2	23-JUN-2029		Ordinary Shares		150000.0				150000.0				D			
0001127602-19-023063	308359	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F2	24-MAY-2019				4	A	0				4842.0	F2			0.0		A		24-MAY-2020		23-MAY-2029		Commom Stock		4842.0				4842.0				D			
0001567619-19-014116	233512	Stock Options		17.36		27-JUN-2019				4	M	0				5000.0				0.0		D		19-AUG-2011		19-AUG-2020		Common Stock		5000.0				4762.0				D			
0001567619-19-014114	169762	Stock Options		17.36		27-JUN-2019				4	M	0				5000.0				0.0		D		19-AUG-2011		19-AUG-2020		Common Stock		5000.0				15000.0				D			
0000055529-19-000034	199769	Restricted Stock Units			F1	27-JUN-2019				4	M	0				304.0				0.0		D			F2		F2	Common Stock		304.0				2732.0				D			
0000055529-19-000033	240517	Restricted Stock Units			F1	27-JUN-2019				4	M	0				171.0				0.0		D			F2		F2	Common Stock		171.0				1542.0				D			
0001140361-19-011987	310643	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			400000.0				0.0		D			F3		F5	Ordinary Shares		66416.0				0.0				D			
0001140361-19-011987	310644	Stock Option (right to buy)		12.0		28-JUN-2019				4	A	0				60000.0				0.0		A			F6	23-JUN-2029		Ordinary Shares		60000.0				60000.0				D			
0001127602-19-023061	262696	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F2	24-MAY-2019				4	A	0				4842.0	F2			0.0		A		24-MAY-2020		23-MAY-2029		Commom Stock		4842.0				4842.0				D			
0000055529-19-000032	309140	Restricted Stock Units			F1	27-JUN-2019				4	M	0				182.0				0.0		D			F2		F2	Common Stock		182.0				1634.0				D			
0001209191-19-039525	290308	Stock Option (Right to Buy)		25.24		26-JUN-2019				4	A	0				22500.0				0.0		D			F1	26-JUN-2029		Common Stock		22500.0				22500.0				D			
0000055529-19-000031	305336	Restricted Stock Units			F1	27-JUN-2019				4	M	0				199.0				0.0		D			F2		F2	Common Stock		199.0				1791.0				D			
0001140361-19-011986	156278	Stock Option (right to buy)		12.0		28-JUN-2019				4	A	0				60000.0				0.0		A			F1	23-JUN-2029		Ordinary Shares		60000.0				60000.0				D			
0001209191-19-039524	239115	Stock Option (Right to Buy)		25.24		26-JUN-2019				4	A	0				22500.0				0.0		D			F1	26-JUN-2029		Common Stock		22500.0				22500.0				D			
0001127602-19-023059	154369	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F2	24-MAY-2019				4	A	0				4842.0	F2			0.0		A		24-MAY-2020		23-MAY-2029		Commom Stock		4842.0				4842.0				D			
0001209191-19-039523	261281	Stock Option (Right to Buy)		25.24		26-JUN-2019				4	A	0				22500.0				0.0		D			F1	26-JUN-2029		Common Stock		22500.0				22500.0				D			
0001127602-19-023057	224033	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F2	24-MAY-2019				4	A	0				4842.0	F2			0.0		A		24-MAY-2020		23-MAY-2029		Commom Stock		4842.0				4842.0				D			
0001209191-19-039522	291995	Stock Option (Right to Buy)		25.24		26-JUN-2019				4	A	0				15000.0				0.0		D			F1	26-JUN-2029		Common Stock		15000.0				15000.0				D			
0001140361-19-011985	245441	Stock Option (right to buy)		12.0		28-JUN-2019				4	A	0				30000.0				0.0		A			F1	23-JUN-2029		Ordinary Shares		30000.0				30000.0				D			
0001437749-19-013069	290164	Employee Stock Option (right to buy)		91.06		26-JUN-2019				4	M	0				2683.0				0.0		D			F2	15-JAN-2020		Common Stock		2683.0				0.0				D			
0001437749-19-013068	217237	Employee Stock Option (right to buy)		146.82		27-JUN-2019				4	M	0				3000.0				0.0		D			F2	15-JAN-2023		Common Stock		3000.0				1834.0				D			
0001567619-19-014111	186669	Warrants (right to buy)	F2, F1	1.52	F3	26-JUN-2019				4	X	0				2760870.0				0.0		D		07-JUL-2014		07-JUL-2019		Common Shares, no par value		2760870.0				0.0				I	F2, F1	By Managed Funds and Accounts	
0001127602-19-023054	254591	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F2	24-MAY-2019				4	A	0				4842.0	F2			0.0		A		24-MAY-2020		23-MAY-2029		Commom Stock		4842.0				4842.0				D			
0001140361-19-011984	282348	Stock Option (right to buy)		12.0		28-JUN-2019				4	A	0				30000.0				0.0		A			F5	23-JUN-2029		Ordinary Shares		30000.0				30000.0				D			
0001127602-19-023052	324440	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F2	24-MAY-2019				4	A	0				4842.0	F2			0.0		A		24-MAY-2020		23-MAY-2029		Commom Stock		4842.0				4842.0				D			
0001562180-19-003677	239897	Restricted Stock Units		0.0		27-JUN-2019				4	M	false				6667.0				0.0		D			F3		F3	Common Stock		6667.0				6667.0				D			
0001562180-19-003676	230705	Restricted Stock Units		0.0		27-JUN-2019				4	M	false				10000.0				0.0		D			F3		F3	Common Stock		10000.0				10000.0				D			
0001562180-19-003675	310848	Restricted Stock Units		0.0		27-JUN-2019				4	M	false				40000.0				0.0		D			F2		F2	Common Stock		40000.0				40000.0				D			
0001140361-19-011983	261847	Stock Option (right to buy)		12.0		28-JUN-2019				4	A	0				30000.0				0.0		A			F5	23-JUN-2029		Ordinary Shares		30000.0				30000.0				D			
0001127602-19-023050	319250	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F2	24-MAY-2019				4	A	0				4842.0	F2			0.0		A		24-MAY-2020		23-MAY-2029		Commom Stock		4842.0				4842.0				D			
0001179110-19-008218	168740	Restricted Stock Units	F2	0.0		26-JUN-2019				4	A	0				113895.0				0.0		A		26-JUN-2022	F2	26-JUN-2022	F2	Class A Common Stock, par value $0.001		113895.0				113895.0				D			
0001179110-19-008218	168739	Restricted Stock Units	F1	0.0		26-JUN-2019				4	A	0				113895.0				0.0		A		26-JUN-2022	F1	26-JUN-2022	F1	Class A Common Stock, par value $0.001		113895.0				113895.0				D			
0001140361-19-011981	302458	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			50000.0				0.0		D			F4		F6	Ordinary Shares		3302.0				0.0				D			
0001140361-19-011981	302457	Class B Units	F1		F2	28-JUN-2019				4	C	0	F2			350000.0				0.0		D			F3		F6	Ordinary Shares		57532.0				0.0				D			
0001140361-19-011981	302459	Stock Option (right to buy)		12.0		28-JUN-2019				4	A	0				70000.0				0.0		A			F7	23-JUN-2029		Ordinary Shares		70000.0				70000.0				D			
0001209191-19-039515	234861	Stock option (right to buy)		2.6		27-JUN-2019				4	J	0	F1			2500.0				2.6		D			F2	17-JUN-2025		Common Stock		2500.0				23000.0				D			
0001209191-19-039515	234857	Stock option (right to buy)		2.3		27-JUN-2019				4	J	0	F1			2500.0				2.3		D			F2	20-JUN-2022		Common Stock		2500.0				33000.0				D			
0001209191-19-039515	234858	Stock option (right to buy)		2.3		27-JUN-2019				4	J	0	F1			2500.0				2.3		D			F2	20-JUN-2022		Common Stock		2500.0				30500.0				D			
0001209191-19-039515	234859	Stock option (right to buy)		2.6		27-JUN-2019				4	J	0	F1			2500.0				2.6		D			F2	27-MAR-2023		Common Stock		2500.0				28000.0				D			
0001209191-19-039515	234860	Stock option (right to buy)		2.0		27-JUN-2019				4	J	0	F1			2500.0				2.0		D			F2	18-APR-2024		Common Stock		2500.0				25500.0				D			
0001209191-19-039515	234856	Stock option (right to buy)		1.1		27-JUN-2019				4	J	0	F1			2500.0				1.1		D			F2	21-APR-2020		Common Stock		2500.0				35500.0				D			
0001209191-19-039515	234862	Stock option (right to buy)		4.4		27-JUN-2019				4	J	0	F1			4000.0				4.4		D			F3	13-NOV-2025		Common Stock		4000.0				19000.0				D			
0001127602-19-023048	250374	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F1	24-MAY-2019				4	A	0				67490.0	F1			0.0		A			F2	23-MAY-2029		Commom Stock		67490.0				67490.0				D			
0001127602-19-023046	154809	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F1	24-MAY-2019				4	A	0				258221.0	F1			0.0		A			F2	23-MAY-2029		Commom Stock		258221.0				258221.0				D			
0000707179-19-000115	293074	PHANTOM STOCK		16.31		17-JUN-2019				5	J	0				510.0				16.31		A			F6		F6	COMMON STOCK		510.0				64456.0				D			
0001127602-19-023044	228029	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F1	24-MAY-2019				4	A	0				45482.0	F1			0.0		A			F2	23-MAY-2029		Commom Stock		45482.0				45482.0				D			
0001127602-19-023042	223591	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F1	24-MAY-2019				4	A	0				5576.0	F1			0.0		A			F2	23-MAY-2029		Commom Stock		5576.0				5576.0				D			
0001127602-19-023040	169914	Stock Option		19.48		28-JUN-2019				4	M	0				4471.0				0.0		D		20-JAN-2010	F2	20-JAN-2020		Common Stock		4471.0				0.0				D			
0001127602-19-023039	310117	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F1	24-MAY-2019				4	A	0				26409.0	F1			0.0		A			F2	23-MAY-2029		Commom Stock		26409.0				26409.0				D			
0001127602-19-023037	169243	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F1	24-MAY-2019				4	A	0				55753.0	F1			0.0		A			F2	23-MAY-2029		Commom Stock		55753.0				55753.0				D			
0001127602-19-023035	220724	FY 2020 Non-qualified Stock Option (Right to Buy)		84.23	F1	24-MAY-2019				4	A	0				55753.0	F1			0.0		A			F2	23-MAY-2029		Commom Stock		55753.0				55753.0				D			
0001144204-19-033073	302128	Restricted Stock Units			F1	26-JUN-2019				4	A	0				30000.0				0.0		A			F1		F1	Common Stock		30000.0				30000.0				D			
0001127602-19-023031	173373	Stock Option (Right to Buy)		14.34		27-JUN-2019				4	A	0				54660.0				0.0		A			F1	27-JUN-2029		Common Stock		54660.0				54660.0				D			
0001127602-19-023029	330277	Stock Option (Right to Buy)		14.34		27-JUN-2019				4	A	0				54660.0				0.0		A			F1	27-JUN-2029		Common Stock		54660.0				54660.0				D			
0001209191-19-039487	282617	Option to purchase Common Stock		60.07		26-JUN-2019				4	M	0				10115.0				0.0		D		03-FEB-2013		03-FEB-2020		Common Stock, $1.00 par value		10115.0				0.0				D			
0001209191-19-039487	282616	Option to purchase Common Stock		60.07		26-JUN-2019				4	M	0				10115.0				0.0		D		03-FEB-2012		03-FEB-2020		Common Stock, $1.00 par value		10115.0				0.0				D			
0001209191-19-039487	282615	Option to purchase Common Stock		60.07		26-JUN-2019				4	M	0				10115.0				0.0		D		03-FEB-2011		03-FEB-2020		Common Stock, $1.00 par value		10115.0				0.0				D			
0001179110-19-008212	298559	Stock Apprecation Rights	F6	0.98		27-JUN-2019				4	M	0	F6			20833.0				0.0		D		29-SEP-2017	F6	11-FEB-2025	F6	Class A Common Stock, par value $0.001		20833.0				3320473.0				D			
0001209191-19-039486	230286	Stock Option (Right to Buy)	F1	0.78		27-JUN-2019				4	A	0				20000.0				0.0		A		27-JUL-2019	F2	26-JUN-2029		Common Stock		20000.0				20000.0				D			
0001179110-19-008211	222141	Restricted Stock Units		0.0		26-JUN-2019				4	A	0				18982.0				0.0		A		26-JUN-2020	F1	26-JUN-2022	F1	Class A Common Stock, par value $0.001		18982.0				18982.0				D			
0001179110-19-008210	287675	Restricted Stock Units		0.0		26-JUN-2019				4	A	0				18982.0				0.0		A		26-JUN-2020	F1	26-JUN-2022	F1	Class A Common Stock, par value $0.001		18982.0				18982.0				D			
0001127602-19-023027	204325	Stock Option (Right to Buy)		14.34		27-JUN-2019				4	A	0				54660.0				0.0		A			F1	27-JUN-2029		Common Stock		54660.0				54660.0				D			
0001179110-19-008209	186734	Restricted Stock Units		0.0		26-JUN-2019				4	A	0				18982.0				0.0		A		26-JUN-2020	F1	26-JUN-2022	F1	Class A Common Stock, par value $0.001		18982.0				18982.0				D			
0001179110-19-008208	297834	Restricted Stock Units		0.0		26-JUN-2019				4	A	0				18982.0				0.0		A		26-JUN-2020	F1	26-JUN-2022	F1	Class A Common Stock, par value $0.001		18982.0				18982.0				D			
0001104659-19-038275	207810	Stock Units under Deferred Compensation Plan			F2	28-JUN-2019				4	M	0				835.0					F2	D			F2		F2	Common Stock		835.0				6492.0				D			
