ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001645873-23-000085	/s/ John Raney, by Power of Attorney for Kimberly J. Smith	31-MAR-2023
0001645873-23-000084	/s/ John Raney, by Power of Attorney for Thomas H. Nolan, Jr.	31-MAR-2023
0001645873-23-000083	/s/ John Raney, by Power of Attorney for Curtis B. McWilliams	31-MAR-2023
0001645873-23-000082	/s/ John Raney, by Power of Attorney for Adam S. Markman	31-MAR-2023
0001645873-23-000081	/s/ John Raney, by Power of Attorney for Asma Ishaq	31-MAR-2023
0000899243-23-010138	By: /s/ Christine Bellon, Attorney-in-fact	31-MAR-2023
0000899243-23-010137	By: /s/ Christine Bellon, Attorney-in-fact	31-MAR-2023
0000899243-23-010134	By: /s/ Christine Bellon, Attorney-in-fact	31-MAR-2023
0000899243-23-010132	By: /s/ Christine Bellon, Attorney-in-fact	31-MAR-2023
0001683168-23-002096	/s/ John M. Climaco	31-MAR-2023
0001683168-23-002095	/s/ Christopher Downs	31-MAR-2023
0001104659-23-040378	/s/ Christopher Scott Ginieczki, Personal Representative of Estate	31-MAR-2023
0001104659-23-040378	/s/ Christopher Scott Ginieczki	31-MAR-2023
0001505952-23-000035	/s/ Adam Gerulat, attorney-in-fact	31-MAR-2023
0001688838-23-000004	/s/ Scott Watkinson, by Power of Attorney	31-MAR-2023
0000899243-23-010129	WCAS XII CARBON ANALYTICS ACQUISITION, L.P., By: WCAS XII Associates LLC, its general partner /s/ Jonathan Rather, Managing Member	31-MAR-2023
0000899243-23-010129	WCAS XII ASSOCIATES LLC, By: /s/ Jonathan Rather, Managing Member	31-MAR-2023
0000899243-23-010129	WCAS XIII ASSOCIATES LLC, By: /s/ Jonathan Rather, Managing Member	31-MAR-2023
0001437749-23-008898	/s/ Simon Pang	31-MAR-2023
0000950142-23-000896	/s/ See signatures attached as Exhibit 99.1	31-MAR-2023
0001721059-23-000006	/s/ Scott Watkinson, by Power of Attorney	31-MAR-2023
0000899243-23-010127	WELSH, CARSON, ANDERSON & STOWE XII, L.P., By: WCAS XII Associates LLC, its general partner /s/ Jonathan Rather, Managing Member	31-MAR-2023
0000899243-23-010127	WCAS XIII CARBON INVESTORS, L.P., By: WCAS XIII Associates LLC, its general partner /s/ Jonathan Rather, Managing Member	31-MAR-2023
0000899243-23-010127	WCAS XII CARBON INVESTORS, L.P., By: WCAS XII Associates LLC, its general partner /s/ Jonathan Rather, Managing Member	31-MAR-2023
0000899243-23-010127	WCAS XIII CARBON ANALYTICS ACQUISITION, L.P., By: WCAS XIII Associates LLC, its general partner /s/ Jonathan Rather, Managing Member	31-MAR-2023
0000899243-23-010127	WCAS XII CARBON ANALYTICS ACQUISITION, L.P., By: WCAS XII Associates LLC, its general partner /s/ Jonathan Rather, Managing Member	31-MAR-2023
0000899243-23-010127	WCAS XII ASSOCIATES CAYMAN, L.P., By: WCAS XII Associates LLC, its general partner /s/ Jonathan Rather, Managing Member	31-MAR-2023
0000899243-23-010127	WELSH, CARSON, ANDERSON & STOWE XII CAYMAN, L.P., By: WCAS XII Associates Cayman, L.P., its general partner, By: WCAS XII Associates LLC, its general partner /s/ Jonathan Rather, Managing Member	31-MAR-2023
0000899243-23-010127	WELSH, CARSON, ANDERSON & STOWE XII DELAWARE II, L.P., By: WCAS XII Associates LLC, its general partner /s/ Jonathan Rather, Managing Member	31-MAR-2023
0000899243-23-010127	WELSH, CARSON, ANDERSON & STOWE XII DELAWARE, L.P., By: WCAS XII Associates Cayman, L.P., its general partner, By: WCAS XII Associates LLC, its general partner /s/ Jonathan Rather, Managing Member	31-MAR-2023
0000899243-23-010127	WCAS GP CW LLC, By: WCAS XIII Associates LLC, its managing member /s/ Jonathan Rather, Managing Member	31-MAR-2023
0001553997-23-000010	/s/ Steven Ritacco	31-MAR-2023
0001462056-23-000121	/s/ Thomas MacMitchell - Attorney-in-Fact	31-MAR-2023
0001462056-23-000120	/s/ Thomas MacMitchell - Attorney-in-Fact	31-MAR-2023
0001517413-23-000058	/s/ Karen Greenstein, Attorney-in-Fact	31-MAR-2023
0001209191-23-021948	/s/ Stephen Sonne, attorney-in-fact on behalf of Andrew Hamer	31-MAR-2023
0001517413-23-000057	/s/ Karen Greenstein, Attorney-in-Fact	31-MAR-2023
0001517413-23-000056	/s/ Karen Greenstein, Attorney-in-Fact	31-MAR-2023
0001225208-23-004336	/s/ Matthew J. Cox	31-MAR-2023
0001209191-23-021947	/s/ Ali D. Fawaz, Attorney-in-Fact	31-MAR-2023
0001437749-23-008896	/s/ Aby J. Mathew	31-MAR-2023
0001437749-23-008895	/s/ Karen A. Foster	31-MAR-2023
0001437749-23-008894	/s/ Michael Rice	31-MAR-2023
0001437749-23-008893	/s/ Todd C.J. Berard	31-MAR-2023
0001104659-23-040369	/s/ Dr. Donald G. Basile	31-MAR-2023
0001104659-23-040368	/s/ Dixon Doll, Jr.	31-MAR-2023
0000891166-23-000034	/s/ Stephen Donaghy	31-MAR-2023
0001104659-23-040367	/s/ Dr. Donald G. Basile, as Authorized Signatory	31-MAR-2023
0000891166-23-000033	/s/ Sean Downes	31-MAR-2023
0001140361-23-015492	/s/ Christina Banthin, as Attorney-in-Fact	31-MAR-2023
0001140361-23-015490	/s/ Elizabeth Grammer, Attorney-in-Fact for David Rosenbaum	31-MAR-2023
0001209191-23-021944	/s/ William D. McCombe as attorney-in-fact for Bernard Chung	31-MAR-2023
0001209191-23-021942	/s/ Mark Szynkowski	31-MAR-2023
0001045810-23-000065	/s/ Rebecca Peters, Attorney-in-Fact for Dawn E. Hudson	31-MAR-2023
0000899243-23-010124	/s/ Anthony M. D'Iorio, Attorney-in-Fact	31-MAR-2023
0001628280-23-010259	/s/ Chui Tin Mok	31-MAR-2023
0000899243-23-010123	/s/ Anthony M. D'Iorio, Attorney-in-Fact	31-MAR-2023
0001140361-23-015488	/s/ Enrique Fernandez Aisa	31-MAR-2023
0001628280-23-010258	/s/ Yueting Jia	31-MAR-2023
0001628280-23-010257	/s/ Xuefeng Chen	31-MAR-2023
0001628280-23-010256	/s/ Yun Han	31-MAR-2023
0000899243-23-010122	/s/ Anthony M. D'Iorio, Attorney-in-Fact	31-MAR-2023
0000899243-23-010121	/s/ Anthony M. D'Iorio, Attorney-in-Fact	31-MAR-2023
0000899243-23-010120	/s/ Anthony M. D'Iorio, Attorney-in-Fact	31-MAR-2023
0000899243-23-010116	/s/ Anthony M. D'Iorio, Attorney-in-Fact	31-MAR-2023
0000899243-23-010114	/s/ Anthony M. D'Iorio, Attorney-in-Fact	31-MAR-2023
0000899243-23-010113	/s/ Anthony M. D'Iorio, Attorney-in-Fact	31-MAR-2023
0000899243-23-010111	/s/ Anthony M. D'Iorio, Attorney-in-fact	31-MAR-2023
0001415889-23-005711	/s/ Patrick W. Smith, by Isaiah Fields, Attorney-in-Fact	31-MAR-2023
0001140361-23-015485	FPP Capital Advisers: /s/ Jonathan Neill, Authorized Signatory	31-MAR-2023
0001140361-23-015485	New Emerging Markets Horizon: /s/ Jonathan Neill, Authorized Signatory	31-MAR-2023
0001209191-23-021940	/s/ Elliot D. Hoops, Attorney-In-Fact for Maryanne Lavan	31-MAR-2023
0001104659-23-040353	/s/ Michael Angel	31-MAR-2023
0001104659-23-040352	/s/ Khurram P. Sheikh	31-MAR-2023
0001140361-23-015483	/s/ Christopher Edwards	31-MAR-2023
0001104659-23-040345	ARES MANAGEMENT LLC /s/ Naseem Sagati Aghili By: Naseem Sagati Aghili Its: Authorized Signatory	31-MAR-2023
0001104659-23-040345	ACOF Investment Management LLC /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040345	ASOF Investment Management LLC /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040345	ASSF Operating Manager IV, L.P. /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040345	Ares Partners Holdco LLC /s/ Naseem Sagati Aghili By: Naseem Sagati Aghili Its: Authorized Signatory	31-MAR-2023
0001104659-23-040345	Ares Holdco LLC /s/ Naseem Sagati Aghili By: Naseem Sagati Aghili Its: Authorized Signatory	31-MAR-2023
0001104659-23-040345	Ares Management Corporation /s/ Naseem Sagati Aghili By: Naseem Sagati Aghili Its: Authorized Signatory	31-MAR-2023
0001104659-23-040345	Ares Management GP LLC /s/ Naseem Sagati Aghili By: Naseem Sagati Aghili Its: Authorized Signatory	31-MAR-2023
0001104659-23-040345	Ares Voting LLC By: Ares Partners Holdco LLC, its sole member /s/ Naseem Sagati Aghili By: Naseem Sagati Aghili Its: Authorized Signatory	31-MAR-2023
0001104659-23-040345	Ares Management Holdings L.P. By: Ares Holdco LLC, its general partner /s/ Naseem Sagati Aghili By: Naseem Sagati Aghili Its: Authorized Signatory	31-MAR-2023
0001209191-23-021935	/s/ Chetan Shah, by: James B. Frakes, Attorney-in-fact	31-MAR-2023
0001104659-23-040344	ASOF II FRONTIER HOLDINGS 3 L.P. By: ASOF INVESTMENT MANAGEMENT LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040344	ARES MANAGEMENT LLC /s/ Naseem Sagati Aghili By: Naseem Sagati Aghili Its: Authorized Signatory	31-MAR-2023
0001104659-23-040344	ASOF II FRONTIER HOLDINGS 1 L.P. By: ASOF INVESTMENT MANAGEMENT LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040344	ASOF II FRONTIER HOLDINGS 2 L.P. By: ASOF INVESTMENT MANAGEMENT LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040344	ASOF II A (DE) FRONTIER HOLDINGS 2 L.P. By: ASOF INVESTMENT MANAGEMENT LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040344	ASOF II FRONTIER HOLDINGS 4 L.P. By: ASOF INVESTMENT MANAGEMENT LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040344	ASOF II FRONTIER HOLDINGS 5 L.P. By: ASOF INVESTMENT MANAGEMENT LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040344	ASOF II FRONTIER HOLDINGS 6 L.P. By: ASOF INVESTMENT MANAGEMENT LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040344	ASOF II FRONTIER HOLDINGS 7 L.P. By: ASOF INVESTMENT MANAGEMENT LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040344	ASOF II A (DE) FRONTIER HOLDINGS 1 L.P. By: ASOF INVESTMENT MANAGEMENT LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001209191-23-021933	/s/ Chetan Shah, by: James B. Frakes, Attorney-in-fact	31-MAR-2023
0001104659-23-040343	ARES MANAGEMENT LLC /s/ Naseem Sagati Aghili By:Naseem Sagati Aghili Its:Authorized Signatory	31-MAR-2023
0001104659-23-040343	ASOF Frontier AIV A8, L.P. By: ASOF Investment Management LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040343	ASOF Frontier AIV A9, L.P. By: ASOF Investment Management LLC, its manager /s/ Chris Kerezsi By:Chris Kerezsi Its:Authorized Signatory	31-MAR-2023
0001104659-23-040343	ASSF IV AIV B, L.P. By: ASSF Operating Manager IV, L.P., its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040343	ASOF Frontier AIV A11, L.P. By: ASOF Investment Management LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040343	ASSF IV AIV B Holdings III, L.P. By: ASSF Operating Manager IV, L.P., its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040343	ASOF Frontier AIV A10, L.P. By: ASOF Investment Management LLC, its manager /s/ Chris Kerezsi By:Chris Kerezsi Its:Authorized Signatory	31-MAR-2023
0001209191-23-021930	/s/ Elliot D. Hoops, Attorney-in-Fact for Connie K. Duckworth	31-MAR-2023
0001463101-23-000042	/s/ Lisan Hung, Attorney-in-Fact for Badri Kothandaraman	31-MAR-2023
0001104659-23-040341	ACOF VI Frontier AIV B1, L.P. By: ACOF Investment Management LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040341	ASOF Frontier AIV A1, L.P. By: ASOF Investment Management LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040341	ASOF Frontier AIV A2, L.P. By: ASOF Investment Management LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040341	ASOF Frontier AIV A4, L.P. By: ASOF Investment Management LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040341	ASOF Frontier AIV A5, L.P. By: ASOF Investment Management LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040341	ASOF Frontier AIV A6, L.P. By: ASOF Investment Management LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040341	ASOF Frontier AIV A7, L.P. By: ASOF Investment Management LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040341	ACOF VI Frontier AIV A10, L.P. By: ACOF Investment Management LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040341	ARES MANAGEMENT LLC /s/ Naseem Sagati Aghili By: Naseem Sagati Aghili Its: Authorized Signatory	31-MAR-2023
0001104659-23-040341	ASOF Frontier AIV A3, L.P. By: ASOF Investment Management LLC, its manager /s/ Chris Kerezsi By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001209191-23-021929	/s/ Tammy Colvocoresses, attorney in fact for Hamid R. Moghadam	31-MAR-2023
0001859285-23-000071	/s/ Brian Copple, as Attorney-in-Fact, for Raymond W. Conrad	31-MAR-2023
0001859285-23-000071	/s/ Brian Copple, as Attorney-in-Fact, for RJC GIS Holdings, LLC	31-MAR-2023
0001859285-23-000071	/s/ Brian Copple, as Attorney-in-Fact, for Jeanne S. Conrad	31-MAR-2023
0001104659-23-040339	ACOF VI Frontier AIV A8, L.P. /s/ Chris Kerezsi By: ACOF Investment Management LLC, its manager By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040339	ACOF VI Frontier AIV A1, L.P. /s/ Chris Kerezsi By: ACOF Investment Management LLC, its manager By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040339	ARES MANAGEMENT LLC /s/ Naseem Sagati Aghili By: Naseem Sagati Aghili Its: Authorized Signatory	31-MAR-2023
0001104659-23-040339	ACOF VI Frontier AIV A9, L.P. /s/ Chris Kerezsi By: ACOF Investment Management LLC, its manager By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040339	ACOF VI Frontier AIV A7, L.P. /s/ Chris Kerezsi By: ACOF Investment Management LLC, its manager By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040339	ACOF VI Frontier AIV A6, L.P. /s/ Chris Kerezsi By: ACOF Investment Management LLC, its manager By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040339	ACOF VI Frontier AIV A5, L.P. /s/ Chris Kerezsi By: ACOF Investment Management LLC, its manager By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040339	ACOF VI Frontier AIV A4, L.P. /s/ Chris Kerezsi By: ACOF Investment Management LLC, its manager By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040339	ACOF VI Frontier AIV A3, L.P. /s/ Chris Kerezsi By: ACOF Investment Management LLC, its manager By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001104659-23-040339	ACOF VI Frontier AIV A2, L.P. /s/ Chris Kerezsi By: ACOF Investment Management LLC, its manager By: Chris Kerezsi Its: Authorized Signatory	31-MAR-2023
0001140361-23-015480	/s/ Konrad Kozik	31-MAR-2023
0001209191-23-021927	/s/ Mike Ouimette	31-MAR-2023
0001505952-23-000034	/s/ Adam Gerulat, attorney-in-fact	31-MAR-2023
0001209191-23-021924	/s/ Justin C. Jacobs on behalf of Thomas E. Lynch by power of attorney	31-MAR-2023
0001209191-23-021924	/s/ Justin C. Jacobs, Management Committee Director of sole general partner on behalf of Mill Road Capital III, L.P.	31-MAR-2023
0001209191-23-021924	/s/ Justin C. Jacobs, Management Committee Director on behalf of Mill Road Capital III GP LLC	31-MAR-2023
0001209191-23-021924	/s/ Justin C. Jacobs, Management Committee Director of sole general partner on behalf of Mill Road Capital II, L.P.	31-MAR-2023
0001209191-23-021924	/s/ Justin C. Jacobs, Management Committee Director on behalf of Mill Road Capital II GP LLC	31-MAR-2023
0001209191-23-021921	/s/ Mike Ouimette, attorney-in-fact	31-MAR-2023
0001415889-23-005709	/s/Amy Abrams, by Power of Attorney	31-MAR-2023
0000899243-23-010105	/s/ Michael Cavalier, Executive Vice President-General Counsel, Cinemark Holdings, Inc.	31-MAR-2023
0000899243-23-010105	/s/ Michael Cavalier, Executive Vice President-General Counsel, Cinemark Media, Inc.	31-MAR-2023
0000899243-23-010105	/s/ Michael Cavalier, Executive Vice President-General Counsel, Cinemark USA, Inc.	31-MAR-2023
0001209191-23-021919	/s/ Mike Ouimette, attorney-in-fact	31-MAR-2023
0001415889-23-005706	/s/Amy Abrams, by Power of Attorney	31-MAR-2023
0001058290-23-000116	/s/ Carrie P. Ryan, on behalf of John Kim, by Power of Attorney	31-MAR-2023
0001415889-23-005704	/s/ Amy Abrams, by Power of Attorney	31-MAR-2023
0001209191-23-021917	/s/ Mike Ouimette, attorney-in-fact	31-MAR-2023
0001415889-23-005702	/s/Amy Abrams, by Power of Attorney	31-MAR-2023
0001140361-23-015477	/s/ Herbert Stepic	31-MAR-2023
0001415889-23-005700	/s/Amy Abrams, by Power of Attorney	31-MAR-2023
0001209191-23-021915	/s/ Mike Ouimette, attorney-in-fact	31-MAR-2023
0000016732-23-000061	Charles A. Brawley, Attorney-in-Fact	31-MAR-2023
0001415889-23-005698	/s/Amy Abrams, by Power of Attorney	31-MAR-2023
0001104659-23-040323	/s/ Brittany A. Uthoff as Attorney-in-Fact for John C. Malone	31-MAR-2023
0001140361-23-015475	/s/ Jonathan Neill	31-MAR-2023
0001505952-23-000033	/s/ Adam Gerulat, attorney-in-fact	31-MAR-2023
0001209191-23-021913	/s/ Lawrence Kenyon, Attorney-in-Fact	31-MAR-2023
0001415889-23-005696	/s/ Amy Abrams, by Power of Attorney	31-MAR-2023
0001415889-23-005695	/s/ Jerry C. Atkin	31-MAR-2023
0001209191-23-021912	/s/ Lawrence Kenyon, Attorney-in-Fact	31-MAR-2023
0001209191-23-021911	/s/ Elizabeth Ryland Waldinger, attorney-in-fact	31-MAR-2023
0001415889-23-005692	/s/ Amy Abrams, by Power of Attorney	31-MAR-2023
0001437749-23-008889	/s/ David Ogden	31-MAR-2023
0001209191-23-021910	/s/ Lawrence Kenyon, Attorney-in-Fact	31-MAR-2023
0001505952-23-000032	/s/ Adam Gerulat, attorney-in-fact	31-MAR-2023
0001209191-23-021909	/s/ Lawrence Kenyon, Attorney-in-Fact	31-MAR-2023
0001415889-23-005690	/s/Amy Abrams, by Power of Attorney	31-MAR-2023
0001209191-23-021907	/s/ Lawrence Kenyon, Attorney-in-Fact	31-MAR-2023
0001505952-23-000031	/s/ Adam Gerulat, attorney-in fact	31-MAR-2023
0001209191-23-021906	/s/ Lawrence Kenyon, Attorney-in-Fact	31-MAR-2023
0000016732-23-000059	Marci Donnelly, Attorney-in-Fact	31-MAR-2023
0001209191-23-021905	/s/ Lawrence Kenyon, Attorney-in-Fact	31-MAR-2023
0001415889-23-005688	/s/Amy Abrams, by Power of Attorney	31-MAR-2023
0001209191-23-021904	/s/ Lawrence Kenyon, Attorney-in-Fact	31-MAR-2023
0001505952-23-000030	/s/ Adam Gerulat, attorney-in-fact	31-MAR-2023
0000016732-23-000058	Marci Donnelly, Attorney-in-Fact	31-MAR-2023
0001487846-23-000010	Paul Howard Rapisarda	31-MAR-2023
0001640147-23-000035	/s/ Travis Shrout, Attorney-in-Fact	31-MAR-2023
0001415889-23-005686	/s/ Amy Abrams, by Power of Attorney	31-MAR-2023
0001209191-23-021903	/s/ Matthew Levine, Attorney-in-Fact	31-MAR-2023
0001505952-23-000029	/s/ Adam Gerulat, attorney-in-fact	31-MAR-2023
0001415889-23-005684	/s/ Amy Abrams, by Power of Attorney	31-MAR-2023
0001127602-23-011723	/s/ Karen Tepichin, Attorney-in-Fact	31-MAR-2023
0001415889-23-005682	/s/Amy Abrams, by Power of Attorney	31-MAR-2023
0000312069-23-000070	Suejean Mott	31-MAR-2023
0001127602-23-011721	/s/ Karen Tepichin, Attorney-in-Fact	31-MAR-2023
0001505952-23-000028	/s/ Adam Gerulat, attorney-in-fact	31-MAR-2023
0000312069-23-000069	Suejean Mott	31-MAR-2023
0000016732-23-000056	Marci Donnelly, Attorney-in-Fact	31-MAR-2023
0001127602-23-011719	/s/ Karen Tepichin, Attorney-in-Fact	31-MAR-2023
0001505952-23-000027	/s/ Kody Adams, attorney-in-fact	31-MAR-2023
0001415889-23-005680	/s/ Amy Abrams, by Power of Attorney	31-MAR-2023
0000312069-23-000068	Suejean Mott	31-MAR-2023
0001209191-23-021902	/s/Howard Macheck	30-MAR-2023
0000016732-23-000054	Charles A. Brawley, III, Attorney-in-Fact	31-MAR-2023
0000312069-23-000067	Suejean Mott	31-MAR-2023
0001415889-23-005678	/s/ Amy C. Abrams	31-MAR-2023
0001213900-23-025643	/s/ Andrew C. Lauck	31-MAR-2023
0001288847-23-000043	/s/David Hill, attorney-in-fact	31-MAR-2023
0001562180-23-003208	Steven Robbins, as attorney in fact for Stafford, Kristin	31-MAR-2023
0000312069-23-000066	Suejean Mott	31-MAR-2023
0001654954-23-004136	/s/ Michael D. O'Sullivan	31-MAR-2023
0001654954-23-004135	/s/ Nicole Fernandez-McGovern	31-MAR-2023
0001654954-23-004134	/s/ Barrett Mooney	31-MAR-2023
0001415889-23-005676	/s/ Jason Beauvais, Attorney-in-Fact	31-MAR-2023
0000016732-23-000052	Marci Donnelly, Attorney-in-Fact	31-MAR-2023
0000096021-23-000054	/s/ Gerald W. Clanton, Attorney-in-fact	31-MAR-2023
0001209191-23-021900	/s/ Susan Szotek, Attorney-in-Fact	31-MAR-2023
0001493152-23-010408	/s/ Nubar Herian	31-MAR-2023
0000096021-23-000052	/s/ Gerald W. Clanton, Attorney-in-fact	31-MAR-2023
0001415889-23-005675	/s/ /s/ Monica Medrano, Attorney-in-Fact	31-MAR-2023
0001209191-23-021899	/s/ Charif Souki	31-MAR-2023
0001415889-23-005674	/s/ Jason Beauvais	31-MAR-2023
0001015328-23-000108	/s/Kathleen M. Boege, Attorney-in-fact	31-MAR-2023
0001015328-23-000107	/s/Kathleen M. Boege, Attorney-in-fact	31-MAR-2023
0001015328-23-000106	/s/Kathleen M. Boege, Attorney-in-fact	31-MAR-2023
0000016732-23-000050	Charles A. Brawley, Attorney-in-Fact	31-MAR-2023
0001015328-23-000105	/s/Kathleen M. Boege, Attorney-in-fact	31-MAR-2023
0001523711-23-000026	/s/ Tiffani Magri, Attorney-in-fact for Noreena Hertz	31-MAR-2023
0001015328-23-000104	/s/Kathleen M. Boege, Attorney-in-fact	31-MAR-2023
0001015328-23-000103	/s/Kathleen M. Boege, Attorney-in-fact	31-MAR-2023
0001015328-23-000102	/s/Kathleen M. Boege, Attorney-in-fact	31-MAR-2023
0001015328-23-000101	/s/Kathleen M. Boege, Attorney-in-fact	31-MAR-2023
0000096021-23-000050	/s/ Gerald W. Clanton, Attorney-in-fact	31-MAR-2023
0001015328-23-000100	/s/Kathleen M. Boege, Attorney-in-fact	31-MAR-2023
0001015328-23-000099	/s/Kathleen M. Boege, Attorney-in-fact	31-MAR-2023
0001104659-23-040292	/s/ Raj Mehra	31-MAR-2023
0001209191-23-021897	Christopher G. Cobb, Attorney in Fact for Wayne T. Smith	31-MAR-2023
0001062993-23-008228	Clint Woods	31-MAR-2023
0000016732-23-000048	Charles A. Brawley, Attorney-in-Fact	31-MAR-2023
