ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-22-021874	2267619	2019 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				146.73				0.0		A			F4		F4	Class A Common Stock		146.73				11601.5				D			
0001209191-22-021874	2267620	2020 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				94.69				0.0		A			F5		F5	Class A Common Stock		94.69				7487.03				D			
0001209191-22-021874	2267621	2021 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				111.61				0.0		A			F6		F6	Class A Common Stock		111.61				8824.61				D			
0001209191-22-021873	2267960	2017 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				61.42				0.0		A			F2		F2	Class A Common Stock		61.42				4855.97				D			
0001209191-22-021873	2267961	2018 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				122.99				0.0		A			F3		F3	Class A Common Stock		122.99				9724.55				D			
0001209191-22-021873	2267962	2019 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				248.24				0.0		A			F4		F4	Class A Common Stock		248.24				19627.48				D			
0001209191-22-021873	2267963	2020 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				193.17				0.0		A			F5		F5	Class A Common Stock		193.17				15273.01				D			
0001567619-22-007806	2268191	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				13333.0				0.0		D			F4		F4	Common Stock		13333.0				13333.0				D			
0001567619-22-007806	2268192	Restricted Stock			F2	29-MAR-2022				4	M	0				11584.0				0.0		D			F5		F5	Common Stock		11584.0				23166.0				D			
0001567619-22-007806	2268193	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				40000.0				0.0		A			F6		F6	Common Stock		40000.0				40000.0				D			
0001567619-22-007806	2268190	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				9072.0				0.0		D			F3		F3	Common Stock		9072.0				9072.0				D			
0001567619-22-007805	2267992	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				15927.0				0.0		D			F3		F3	Common Stock		15927.0				15927.0				D			
0001567619-22-007805	2267995	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				70220.0				0.0		A			F6		F6	Common Stock		70220.0				70220.0				D			
0001567619-22-007805	2267994	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				20334.0				0.0		D			F5		F5	Common Stock		20334.0				40666.0				D			
0001567619-22-007805	2267993	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				23407.0				0.0		D			F4		F4	Common Stock		23407.0				23406.0				D			
0001209191-22-021868	2267882	LTIP Units	F4		F4	29-MAR-2022				4	C	0	F1, F4			7000.0				0.0		D			F4		F4	Common Stock		7000.0				382636.0				D			
0001567619-22-007804	2267654	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				9780.0				0.0		A			F7		F7	Common Stock		9780.0				9780.0				D			
0001567619-22-007804	2267652	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				3133.0				0.0		D			F5		F5	Common Stock		3133.0				3133.0				D			
0001567619-22-007804	2267653	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				2817.0				0.0		D			F6		F6	Common Stock		2817.0				5633.0				D			
0001567619-22-007804	2267650	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				1855.0				0.0		D			F3		F3	Common Stock		1855.0				0.0				D			
0001567619-22-007804	2267651	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				2132.0				0.0		D			F4		F4	Common Stock		2132.0				2132.0				D			
0001567619-22-007803	2267899	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				3637.0				0.0		D			F3		F3	Common Stock		3637.0				0.0				D			
0001567619-22-007803	2267900	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				4920.0				0.0		D			F4		F4	Common Stock		4920.0				4920.0				D			
0001567619-22-007803	2267903	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				17780.0				0.0		A			F7		F7	Common Stock		17780.0				17780.0				D			
0001567619-22-007803	2267902	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				6280.0				0.0		D			F6		F6	Common Stock		6280.0				12560.0				D			
0001567619-22-007803	2267901	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				7230.0				0.0		D			F5		F5	Common Stock		7230.0				7230.0				D			
0001567619-22-007801	2268168	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				37164.0				0.0		D			F3		F3	Common Stock		37164.0				74326.0				D			
0001209191-22-021865	2267879	2017 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				301.58				0.0		A			F2		F2	Class A Common Stock		301.58				23845.0				D			
0001209191-22-021865	2267881	2019 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				623.62				0.0		A			F4		F4	Class A Common Stock		623.62				49307.32				D			
0001209191-22-021865	2267880	2018 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				402.55				0.0		A			F3		F3	Class A Common Stock		402.55				31827.92				D			
0001567619-22-007800	2268174	Restricted Stock Unit			F1	29-MAR-2022				4	A	0				18890.0				0.0		A			F2		F2	Common Stock		18890.0				18890.0				D			
0001209191-22-021864	2267786	2017 Long Term Incentive Award		0.0	F1	28-MAR-2022				4	A	0				72.68				0.0		A			F3		F3	Class A Common Stock		72.68				5746.84				D			
0001209191-22-021864	2267788	2019 Long Term Incentive Award		0.0	F1	28-MAR-2022				4	A	0				1956.46				0.0		A			F5		F5	Class A Common Stock		1956.46				154690.46				D			
0001209191-22-021864	2267785	2017 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				301.58				0.0		A			F2		F2	Class A Common Stock		301.58				23845.0				D			
0001209191-22-021864	2267787	2018 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				711.89				0.0		A			F4		F4	Class A Common Stock		711.89				56286.66				D			
0001567619-22-007799	2267685	Restricted Stock Unit			F1	29-MAR-2022				4	A	0				18890.0				0.0		A			F2		F2	Common Stock		18890.0				18890.0				D			
0001567619-22-007798	2268004	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				16410.0				0.0		D			F3		F3	Common Stock		16410.0				0.0				D			
0001567619-22-007798	2268005	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				18890.0				0.0		A			F4		F4	Common Stock		18890.0				18890.0				D			
0001567619-22-007798	2268006	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				122024.0				0.0		A			F5		F5	Common Stock		122024.0				122024.0				D			
0001209191-22-021861	2267861	2017 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				301.58				0.0		A			F2		F2	Class A Common Stock		301.58				23845.0				D			
0001209191-22-021861	2267862	2018 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				820.0				0.0		A			F3		F3	Class A Common Stock		820.0				64834.9				D			
0001209191-22-021861	2267863	2019 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				1895.33				0.0		A			F4		F4	Class A Common Stock		1895.33				149857.44				D			
0001567619-22-007797	2267929	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				3062.0				0.0		D			F3		F3	Common Stock		3062.0				0.0				D			
0001567619-22-007797	2267931	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				18890.0				0.0		A			F5		F5	Common Stock		18890.0				18890.0				D			
0001567619-22-007797	2267930	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				16410.0				0.0		D			F4		F4	Common Stock		16410.0				0.0				D			
0001209191-22-021860	2267526	2020 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				230.53				0.0		A			F5		F5	Class A Common Stock		230.53				18227.28				D			
0001209191-22-021860	2267525	2019 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				348.5				0.0		A			F4		F4	Class A Common Stock		348.5				27554.98				D			
0001209191-22-021860	2267524	2018 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				140.15				0.0		A			F3		F3	Class A Common Stock		140.15				11081.3				D			
0001209191-22-021860	2267527	2020 Long Term Incentive Award		0.0	F1	28-MAR-2022				4	A	0				118.09				0.0		A			F6		F6	Class A Common Stock		118.09				9337.28				D			
0001209191-22-021860	2267523	2017 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				72.66				0.0		A			F2		F2	Class A Common Stock		72.66				5745.33				D			
0001567619-22-007796	2267544	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				18890.0				0.0		A			F4		F4	Common Stock		18890.0				18890.0				D			
0001567619-22-007796	2267543	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				16410.0				0.0		D			F3		F3	Common Stock		16410.0				0.0				D			
0001567619-22-007795	2267670	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				18890.0				0.0		A			F4		F4	Common Stock		18890.0				18890.0				D			
0001567619-22-007795	2267669	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				16410.0				0.0		D			F3		F3	Common Stock		16410.0				0.0				D			
0001209191-22-021857	2267720	2017 Restricted Stock Unit Award for MD		0.0	F1	28-MAR-2022				4	A	0				108.15				0.0		A			F2		F2	Class A Common Stock		108.15				8551.21				D			
0001209191-22-021857	2267721	2017 Incentive RSUs Granted in 2017 (Quarterly Awards)		0.0	F1	28-MAR-2022				4	A	0				36.4				0.0		A			F3		F3	Class A Common Stock		36.4				2877.68				D			
0001209191-22-021857	2267722	2017 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				87.22				0.0		A			F4		F4	Class A Common Stock		87.22				6895.9				D			
0001209191-22-021857	2267723	2017 Long Term Incentive Award		0.0	F1	28-MAR-2022				4	A	0				60.58				0.0		A			F5		F5	Class A Common Stock		60.58				4789.54				D			
0001209191-22-021857	2267729	2021 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				371.21				0.0		A			F11		F11	Class A Common Stock		371.21				29350.21				D			
0001209191-22-021857	2267725	2018 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				253.46				0.0		A			F7		F7	Class A Common Stock		253.46				20040.0				D			
0001209191-22-021857	2267726	2019 Incentive RSUs Granted in 2019 (Quarterly Awards)		0.0	F1	28-MAR-2022				4	A	0				108.29				0.0		A			F8		F8	Class A Common Stock		108.29				8562.46				D			
0001209191-22-021857	2267727	2019 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				342.39				0.0		A			F9		F9	Class A Common Stock		342.39				27071.43				D			
0001209191-22-021857	2267728	2020 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				314.94				0.0		A			F10		F10	Class A Common Stock		314.94				24901.29				D			
0001209191-22-021857	2267724	2018 Incentive RSUs Granted in 2018 (Quarterly Awards)		0.0	F1	28-MAR-2022				4	A	0				58.41				0.0		A			F6		F6	Class A Common Stock		58.41				4618.47				D			
0001567619-22-007794	2268015	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				4723.0				0.0		D			F3		F3	Common Stock		4723.0				9444.0				D			
0001567619-22-007794	2268018	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				98214.0				0.0		A			F6		F6	Common Stock		98214.0				98214.0				D			
0001567619-22-007794	2268017	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				18890.0				0.0		A			F5		F5	Common Stock		18890.0				18890.0				D			
0001567619-22-007794	2268016	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				16410.0				0.0		D			F4		F4	Common Stock		16410.0				0.0				D			
0001567619-22-007793	2267706	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				3062.0				0.0		D			F3		F3	Common Stock		3062.0				0.0				D			
0001567619-22-007793	2267708	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				18890.0				0.0		A			F5		F5	Common Stock		18890.0				18890.0				D			
0001567619-22-007793	2267707	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				16410.0				0.0		D			F4		F4	Common Stock		16410.0				0.0				D			
0001209191-22-021856	2268100	2018 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				8.9				0.0		A			F2		F2	Class A Common Stock		8.9				703.86				D			
0001209191-22-021856	2268103	2021 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				20.41				0.0		A			F5		F5	Class A Common Stock		20.41				1613.41				D			
0001209191-22-021856	2268102	2020 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				18.9				0.0		A			F4		F4	Class A Common Stock		18.9				1494.69				D			
0001209191-22-021856	2268101	2019 Incentive RSUs		0.0	F1	28-MAR-2022				4	A	0				24.46				0.0		A			F3		F3	Class A Common Stock		24.46				1934.22				D			
0001567619-22-007792	2268120	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				18890.0				0.0		A			F4		F4	Common Stock		18890.0				18890.0				D			
0001567619-22-007792	2268119	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				16410.0				0.0		D			F3		F3	Common Stock		16410.0				0.0				D			
0001567619-22-007791	2268149	Restricted Stock Unit			F2	29-MAR-2022				4	M	0				16410.0				0.0		D			F3		F3	Common Stock		16410.0				0.0				D			
0001567619-22-007791	2268151	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				39435.0				0.0		A			F5		F5	Common Stock		39435.0				39435.0				D			
0001567619-22-007791	2268150	Restricted Stock Unit			F2	29-MAR-2022				4	A	0				18890.0				0.0		A			F4		F4	Common Stock		18890.0				18890.0				D			
0000899243-22-012992	2268152	Series A Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				98199.0				0.0		D			F1		F1	Common Stock		98199.0				0.0				D			
0000899243-22-012991	2267705	Series B Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				71839.0				0.0		D			F1		F1	Common Stock		71839.0				0.0				I		See footnotes	F3, F4
0000899243-22-012991	2267702	Series A Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				285156.0				0.0		D			F1		F1	Common Stock		285156.0				0.0				I		See footnotes	F4, F2
0000899243-22-012991	2267704	Series B Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				61491.0				0.0		D			F1		F1	Common Stock		61491.0				0.0				I		See footnotes	F4, F2
0000899243-22-012991	2267703	Series A Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				333135.0				0.0		D			F1		F1	Common Stock		333135.0				0.0				I		See footnotes	F3, F4
0000899243-22-012990	2267678	Series B Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				74230.0				0.0		D			F1		F1	Common Stock		74230.0				0.0				I		By Adjuvant Global Health Technology Fund DE, L.P.	F3
0000899243-22-012990	2267675	Series A Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				1651636.0				0.0		D			F1		F1	Common Stock		1651636.0				0.0				I		By Adjuvant Global Health Technology Fund, L.P.	F2
0000899243-22-012990	2267676	Series A Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				312415.0				0.0		D			F1		F1	Common Stock		312415.0				0.0				I		By Adjuvant Global Health Technology Fund DE, L.P.	F3
0000899243-22-012990	2267677	Series B Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				392433.0				0.0		D			F1		F1	Common Stock		392433.0				0.0				I		By Adjuvant Global Health Technology Fund, L.P.	F2
0000899243-22-012989	2267768	Series A Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				4907.0				0.0		D			F1		F1	Common Stock		4907.0				0.0				D			
0000899243-22-012988	2267695	Series B Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				74230.0				0.0		D			F1		F1	Common Stock		74230.0				0.0				I		By Adjuvant Global Health Technology Fund DE, L.P.	F3
0000899243-22-012988	2267694	Series B Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				392433.0				0.0		D			F1		F1	Common Stock		392433.0				0.0				I		By Adjuvant Global Health Technology Fund, L.P.	F2
0000899243-22-012988	2267693	Series A Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				312415.0				0.0		D			F1		F1	Common Stock		312415.0				0.0				I		By Adjuvant Global Health Technology Fund DE, L.P.	F3
0000899243-22-012988	2267692	Series A Convertible Preferred Stock			F1	29-MAR-2022				4	C	0				1651636.0				0.0		D			F1		F1	Common Stock		1651636.0				0.0				I		By Adjuvant Global Health Technology Fund, L.P.	F2
0001683168-22-002246	2267515	Warrants	F1, F2	4.0		30-MAR-2022				4	C	0									F3	A		30-MAR-2022		30-SEP-2029		CommonStock		684166.0				1237500.0	F5			D			
0001683168-22-002246	2267514	Notes	F1, F2	1.5		30-MAR-2022				4	C	0				684166.0		2052500.0			F3	D		13-SEP-2019		13-SEP-2029		Common Stock		513125.0				127500.0	F4			D			
0001104659-22-041245	2267854	Cash-Settled Total Return Swap	F2		F2	29-MAR-2022				4	P	1	F2			2000000.0	F2			14.43	F3	A			F2		F2	Common Stock		2000000.0				8500000.0				D	F4		
0000895345-22-000386	2267635	Stock Option (Right to Buy)		20.59		29-MAR-2022				4	M	0	F1			100.0				0.0		D			F3	26-OCT-2028		Class A common stock		100.0				452800.0				D			
0000895345-22-000385	2267534	Stock Option (Right to Buy)		20.59		29-MAR-2022				4	M	0	F1			500.0				0.0		D			F5	26-OCT-2028		Class A common stock		500.0				844911.0				D			
0001127602-22-010762	2267504	Non-qualified Stock Option (Right to Buy)		80.99		31-MAR-2022				4	M	0	F1			2300.0				0.0		D		22-NOV-2016	F7	22-NOV-2022		Common Stock		2300.0				338516.0				D			
0001140361-22-012388	2268248	Stock Option (right to buy)		1.13		30-MAR-2022				4	A	0				90000.0				0.0		A			F1	29-MAR-2032		Common Stock		90000.0				90000.0				D			
0001127602-22-010760	2268094	Phantom Stock	F1	0.0		30-MAR-2022				4	A	0				36.35	F2			0.0		A			F3		F3	Common Stock		36.35				3007.08				D			
0001209191-22-021842	2267347	Stock Option		6.59		29-MAR-2022				4	M	0	F1			2310.0				0.0		D			F13	01-FEB-2029		Common Stock		2310.0				18080.0				D			
0001209191-22-021842	2267348	Stock Option		6.59		31-MAR-2022				4	M	0	F1			1890.0				0.0		D			F13	01-FEB-2029		Common Stock		1890.0				16190.0				D			
0001320695-22-000051	2267261	Restricted Stock Unit			F3	29-MAR-2022				4	M	0	F1			297.0				0.0		D			F4		F4	Common Stock		297.0				0.0				D			
0001808805-22-000033	2267262	Stock Option (Right to Buy)		4.24		30-MAR-2022				4	A	0				105998.0				0.0		A			F1	30-MAR-2032		Common Stock		105998.0				105998.0				D			
0001553350-22-000286	2267414	Stock Options (right to Buy)		0.83		25-MAR-2022				4	A	0				133333.0				0.0		A		25-MAR-2023		25-MAR-2033		Common Stock		133333.0				133333.0				D			
0001320695-22-000049	2267204	Restricted Stock Unit			F5	29-MAR-2022				4	M	0	F1			14677.0				0.0		D			F6		F6	Common Stock		14677.0				0.0				D			
0001320695-22-000047	2267125	Restricted Stock Unit			F5	29-MAR-2022				4	M	0	F1			1083.0				0.0		D			F6		F6	Common Stock		1083.0				0.0				D			
0001104659-22-041203	2267081	Stock Option (right to buy)		3.32		29-MAR-2022				4	A	0				237437.0				0.0		A		29-MAR-2027	F1	29-MAR-2032		Class A Common Stock		237437.0				237437.0				D			
0001320695-22-000045	2267254	Restricted Stock Unit			F5	29-MAR-2022				4	M	0	F1			880.0				0.0		D			F6		F6	Common Stock		880.0				0.0				D			
0001209191-22-021838	2267270	Employee Stock Option (right to buy)		77.07		29-MAR-2022				4	M	0				4000.0				0.0		D			F2	30-MAY-2027		Ordinary Shares		4000.0				0.0				D			
0001104659-22-041199	2267129	Stock Option (right to buy)		3.32		29-MAR-2022				4	A	0				300000.0				0.0		A			F2	29-MAR-2032		Class A Common Stock		300000.0				300000.0				D			
0001104659-22-041199	2267130	Stock Option (right to buy)		3.32		29-MAR-2022				4	A	0				474875.0				0.0		A		29-MAR-2027	F3	29-MAR-2032		Class A Common Stock		474875.0				474875.0				D			
0001320695-22-000043	2267385	Restricted Stock Unit			F5	29-MAR-2022				4	M	0	F1			1557.0				0.0		D			F6		F6	Common Stock		1557.0				0.0				D			
0000882184-22-000102	2267461	Restricted Stock Unit			F1	30-MAR-2022				4	A	0				1120.0				0.0		A			F2		F2	Common Stock		1120.0				1120.0				D			
0000882184-22-000101	2267363	Restricted Stock Unit			F1	30-MAR-2022				4	A	0				1120.0				0.0		A			F2		F2	Common Stock		1120.0				1120.0				D			
0000882184-22-000100	2267366	Restricted Stock Unit			F1	30-MAR-2022				4	A	0				1120.0				0.0		A			F2		F2	Common Stock		1120.0				1120.0				D			
0000882184-22-000099	2267235	Restricted Stock Unit			F1	30-MAR-2022				4	A	0				1120.0				0.0		A			F2		F2	Common Stock		1120.0				1120.0				D			
0000882184-22-000098	2267335	Restricted Stock Unit			F1	30-MAR-2022				4	A	0				1120.0				0.0		A			F2		F2	Common Stock		1120.0				1120.0				D			
0000882184-22-000097	2267272	Restricted Stock Unit			F1	30-MAR-2022				4	A	0				1120.0				0.0		A			F2		F2	Common Stock		1120.0				1120.0				D			
0000882184-22-000096	2267428	Restricted Stock Unit			F1	30-MAR-2022				4	A	0				4435.0				0.0		A			F2		F2	Common Stock		4435.0				4435.0				D			
0000882184-22-000095	2267218	Restricted Stock Unit			F1	30-MAR-2022				4	A	0				12675.0				0.0		A			F2		F2	Common Stock		12675.0				12675.0				D			
0001084991-22-000019	2267367	Restricted Stock Units			F2	29-MAR-2022	F2			4	M	0				10973.0				0.0		D			F2		F2	Common Stock		10973.0				6275.0				D			
0001371285-22-000096	2267413	Stock Option (right to buy)		8.57		29-MAR-2022				4	M	0	F1			450.0				0.0		D			F2	05-FEB-2026		Common Stock		450.0				19332.0				D			
0001209191-22-021830	2267309	Deferred Stock Units			F1	30-MAR-2022				4	A	0				40.0	F2			40.14		A			F3		F3	Class A Common Stock		40.0				6943.0	F4			D			
0001562180-22-003042	2267436	Options (Right to Buy)		12.78		29-MAR-2022				4	M	false				1652.0				0.0		D			F4	31-DEC-2029		Common Stock		1652.0				38348.0				D			
0001562180-22-003041	2267306	Options (Right to Buy)		10.47		29-MAR-2022				4	M	false				5395.0				0.0		D			F4	22-MAY-2029		Common Stock		5395.0				251138.0				D			
0001209191-22-021827	2267193	Restricted Stock Units			F1	30-MAR-2022				4	A	0				400.0	F2			0.0		A			F6		F6	Class A Common Stock		400.0				67445.0	F4			D			
0001209191-22-021827	2267191	Restricted Stock Units			F1	30-MAR-2022				4	A	0				73.0	F2			0.0		A			F3		F3	Class A Common Stock		73.0				12358.0	F4			D			
0001209191-22-021827	2267192	Restricted Stock Units			F1	30-MAR-2022				4	A	0				353.0	F2			0.0		A			F5		F5	Class A Common Stock		353.0				59496.0	F4			D			
0001209191-22-021822	2267080	Stock Units (SU)		0.0		31-MAR-2022				4	A	0				2738.0				11.87		A			F1		F1	Common Stock		2738.0				40695.01				D			
0001209191-22-021821	2267172	Restricted Stock Units			F1	30-MAR-2022				4	A	0				141.0	F2			0.0		A			F5		F5	Class A Common Stock		141.0				23797.0	F4			D			
0001209191-22-021821	2267171	Restricted Stock Units			F1	30-MAR-2022				4	A	0				29.0	F2			0.0		A			F3		F3	Class A Common Stock		29.0				4941.0	F4			D			
0001209191-22-021821	2267173	Restricted Stock Units			F1	30-MAR-2022				4	A	0				160.0	F2			0.0		A			F6		F6	Class A Common Stock		160.0				26977.0	F4			D			
0001209191-22-021817	2267358	Deferred Stock Units			F1	30-MAR-2022				4	A	0				129.0	F2			40.14		A			F3		F3	Class A Common Stock		129.0				21896.0	F4			D			
0001209191-22-021812	2267168	Deferred Stock Units			F1	30-MAR-2022				4	A	0				129.0	F2			40.14		A			F3		F3	Class A Common Stock		129.0				21896.0	F4			D			
