ACCESSION_NUMBER	NONDERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001567619-22-007805	6060776	Common Stock		29-MAR-2022				4	F	0				24453.0		0.84		D		138591.0				D			
0001209191-22-021868	6060634	Common Stock		29-MAR-2022				4	S	0	F2			7000.0		21.4	F3	D		91279.0				D			
0001209191-22-021868	6060633	Common Stock		29-MAR-2022				4	C	0				7000.0	F1	0.0	F1	A		98279.0				D			
0001567619-22-007804	6060350	Common Stock		29-MAR-2022				4	M	0				9937.0		0.0	F1	A		15805.0				D			
0001567619-22-007804	6060351	Common Stock		29-MAR-2022				4	F	0				4191.0		0.84		D		11614.0				D			
0000899243-22-012994	6060754	Ordinary Shares		30-MAR-2022				4	S	0				5976.0		35.4		D		24884051.0				I		See footnote	F1
0000899243-22-012994	6060753	Ordinary Shares		29-MAR-2022				4	S	0				15520.0		35.41		D		24890027.0				I		See footnote	F1
0001567619-22-007803	6060647	Common Stock		29-MAR-2022				4	F	0				7814.0		0.84		D		78106.0				D			
0001567619-22-007803	6060646	Common Stock		29-MAR-2022				4	M	0				22067.0		0.0	F1	A		85920.0				D			
0001567619-22-007801	6060996	Common Stock		29-MAR-2022				4	M	0				37164.0		0.0	F1	A		112961.0				D			
0001567619-22-007801	6060997	Common Stock		29-MAR-2022				4	F	0				10860.0		0.84		D		102101.0				D			
0001567619-22-007798	6060789	Common Stock		29-MAR-2022				4	M	0				16410.0		0.0	F1	A		71801.0				D			
0001567619-22-007797	6060697	Common Stock		29-MAR-2022				4	M	0				19472.0		0.0	F1	A		61260.0				D			
0001567619-22-007796	6060201	Common Stock		29-MAR-2022				4	M	0				16410.0		0.0	F1	A		35300.0				D			
0001567619-22-007795	6060363	Common Stock		29-MAR-2022				4	M	0				16410.0		0.0	F1	A		70710.0				D			
0001567619-22-007794	6060799	Common Stock		29-MAR-2022				4	M	0				21133.0		0.0	F1	A		25856.0				D			
0001567619-22-007793	6060438	Common Stock		29-MAR-2022				4	M	0				19472.0		0.0	F1	A		61260.0				D			
0001567619-22-007792	6060944	Common Stock		29-MAR-2022				4	M	0				16410.0		0.0	F1	A		63010.0				D			
0001437749-22-007916	6060590	Common Stock		29-MAR-2022				4	S	0	F1			658.0		22.24		D		225523.0				D			
0001209191-22-021854	6060832	2020 Annual Restricted Stock Units		28-MAR-2022				4	A	0				19.47			F1, F2	A		1539.26				D			
0001209191-22-021854	6060834	2021 Elective Restricted Stock Units		28-MAR-2022				4	A	0				6.02			F1, F4	A		476.04				D			
0001209191-22-021854	6060833	2021 Annual Restricted Stock Units		28-MAR-2022				4	A	0				16.84			F3, F1	A		1331.83				D			
0001437749-22-007915	6060939	Common Stock		29-MAR-2022				4	S	0	F1			547.0		22.24		D		85115.0				D			
0001567619-22-007791	6060976	Common Stock		29-MAR-2022				4	M	0				16410.0		0.0	F1	A		71709.0				D			
0001437749-22-007914	6060524	Common Stock		29-MAR-2022				4	S	0	F1			830.0		22.24		D		327155.0				D			
0001437749-22-007913	6060766	Common Stock		29-MAR-2022				4	S	0	F1			475.0		22.24		D		90437.0				D			
0000899243-22-012992	6060977	Common Stock		29-MAR-2022				4	C	0				98199.0			F1	A		98199.0				D			
0000899243-22-012991	6060431	Common Stock		29-MAR-2022				4	C	0				285156.0			F1	A		285156.0				I		See footnotes	F4, F2
0000899243-22-012991	6060432	Common Stock		29-MAR-2022				4	C	0				333135.0			F1	A		333135.0				I		See footnotes	F3, F4
0000899243-22-012991	6060433	Common Stock		29-MAR-2022				4	C	0				61491.0			F1	A		346647.0				I		See footnotes	F4, F2
0000899243-22-012991	6060434	Common Stock		29-MAR-2022				4	C	0				71839.0			F1	A		404974.0				I		See footnotes	F3, F4
0000899243-22-012991	6060435	Common Stock		29-MAR-2022				4	P	0				70716.0		15.0		A		417363.0				I		See footnotes	F4, F2
0000899243-22-012991	6060436	Common Stock		29-MAR-2022				4	P	0				82618.0		15.0		A		487592.0				I		See footnotes	F3, F4
0000899243-22-012990	6060372	Common Stock		29-MAR-2022				4	C	0				312415.0			F1	A		312415.0				I		By Adjuvant Global Health Technology Fund DE, L.P.	F3
0000899243-22-012990	6060371	Common Stock		29-MAR-2022				4	C	0				1651636.0			F1	A		1651636.0				I		By Adjuvant Global Health Technology Fund, L.P.	F2
0000899243-22-012990	6060373	Common Stock		29-MAR-2022				4	C	0				392433.0			F1	A		2044069.0				I		By Adjuvant Global Health Technology Fund, L.P.	F2
0000899243-22-012990	6060374	Common Stock		29-MAR-2022				4	C	0				74230.0			F1	A		386645.0				I		By Adjuvant Global Health Technology Fund DE, L.P.	F3
0000899243-22-012990	6060375	Common Stock		29-MAR-2022				4	P	0				166666.0		15.0		A		2210735.0				I		By Adjuvant Global Health Technology Fund, L.P.	F2
0000899243-22-012989	6060481	Common Stock		29-MAR-2022				4	C	0				4907.0			F1	A		4907.0				D			
0000899243-22-012988	6060417	Common Stock		29-MAR-2022				4	C	0				392433.0			F1	A		2044069.0				I		By Adjuvant Global Health Technology Fund, L.P.	F2
0000899243-22-012988	6060415	Common Stock		29-MAR-2022				4	C	0				1651636.0			F1	A		1651636.0				I		By Adjuvant Global Health Technology Fund, L.P.	F2
0000899243-22-012988	6060416	Common Stock		29-MAR-2022				4	C	0				312415.0			F1	A		312415.0				I		By Adjuvant Global Health Technology Fund DE, L.P.	F3
0000899243-22-012988	6060419	Common Stock		29-MAR-2022				4	P	0				166666.0		15.0		A		2210735.0				I		By Adjuvant Global Health Technology Fund, L.P.	F2
0000899243-22-012988	6060418	Common Stock		29-MAR-2022				4	C	0				74230.0			F1	A		386645.0				I		By Adjuvant Global Health Technology Fund DE, L.P.	F3
0001235468-22-000058	6060109	Common Stock		31-MAR-2022				4	S	0	F1			4594.0		17.85		D		71971.0				I		By the Daunt Family Trust	
0001395942-22-000028	6061106	Common Stock		31-MAR-2022				4	A	0				1178.0	F1	18.05		A		6464.0				D			
0001395942-22-000027	6061020	Common Stock		31-MAR-2022				4	A	0				1282.0	F1	18.05		A		23901.0				D			
0000899243-22-012987	6060982	Common Shares		30-MAR-2022				4	S	0				15.0	F3, F1	10.51	F7	D		521301.0	F6, F8			I	F6, F8		
0000899243-22-012987	6060979	Common Shares		29-MAR-2022				4	S	0				9594.0	F1	10.52	F2	D		550605.0				D		See Footnotes	F5, F6
0000899243-22-012987	6060980	Common Shares		29-MAR-2022				4	S	0				9626.0	F3, F1	10.52	F4	D		521316.0	F5, F6			I	F5, F6	See Footnotes	F6, F8
0000899243-22-012987	6060981	Common Shares		30-MAR-2022				4	S	0				219.0	F1	10.51	F7	D		550386.0				D			
0001562180-22-003045	6060582	Common Stock		29-MAR-2022				4	S	false	F1			50000.0		60.0		D		193635.0				D			
0001562180-22-003044	6060897	Common Stock		29-MAR-2022				4	S	false	F1			1750.0		61.49	F2	D		7594.0				D			
0001562180-22-003044	6060896	Common Stock		29-MAR-2022				4	S	false	F1			3500.0		60.0		D		9344.0				D			
0001562180-22-003043	6060788	Common Stock		19-JAN-2022				5	G	false	F1	E		2500.0		0.0		D		83000.0				D			
0001683168-22-002246	6060148	Common Stock	F1	30-MAR-2022				4	C	0				1368333.0		1.5		A		2484354.0				D			
0000950103-22-005767	6061012	Class A Common Stock		29-MAR-2022				4	S	0	F1			476.0		226.24		D		14878.0				D			
0001209191-22-021851	6060346	Common Stock		28-MAR-2022				4	S	0				296000.0	F3	2.48	F4	D		8665066.0				D			
0001209191-22-021851	6060343	Common Stock		22-MAR-2022				5	G	0		E		428382.0		0.0		D		7762738.0				D			
0001209191-22-021851	6060345	Common Stock	F2	24-MAR-2022				4	A	0				428382.0		0.0		A		8961066.0				D			
0001209191-22-021851	6060344	Common Stock	F1	24-MAR-2022				4	A	0				769946.0		0.0		A		8532684.0				D			
0001209191-22-021851	6060347	Common Stock		28-MAR-2022				4	S	0				4000.0	F3	2.55	F5	D		8661066.0				D			
0001729851-22-000002	6060797	One Stop Systems, Inc		29-MAR-2022				4	S	0				2100.0		4.12	F1	D		2832137.0				I		Shares owned directly by Cooper Revocable Trust dated April 25, 2001, a ten percent owner	
0001127602-22-010766	6060332	Common Stock		29-MAR-2022				4	S	0				2030.0		153.85	F1	D		6594.0				D			
0000895345-22-000386	6060324	Class A common stock		29-MAR-2022				4	S	0	F1			100.0		91.0		D		213626.0	F2			D			
0000895345-22-000386	6060323	Class A common stock		29-MAR-2022				4	M	0	F1			100.0		20.59		A		213726.0	F2			D			
0000895345-22-000385	6060169	Class A common stock		29-MAR-2022				4	S	0	F1			500.0		90.59	F3	D		250377.0	F2			D			
0000895345-22-000385	6060168	Class A common stock		29-MAR-2022				4	M	0	F1			500.0		20.59		A		250877.0	F2			D			
0001127602-22-010764	6060931	Class A Common Stock		29-MAR-2022				4	S	0				106662.0		13.34	F1	D		3660021.0				I		GGV Capital V L.P.	F5
0001127602-22-010764	6060938	Class A Common Stock		31-MAR-2022				4	S	0				3648.0		12.69	F4	D		127029.0				I			
0001127602-22-010764	6060937	Class A Common Stock		31-MAR-2022				4	S	0				99366.0		12.69	F4	D		3461287.0				I		GGV Capital V Entrepreneurs Fund L.P	F6
0001127602-22-010764	6060932	Class A Common Stock		29-MAR-2022				4	S	0				3914.0		13.34	F1	D		134324.0				I		GGV Capital V Entrepreneurs Fund L.P	F6
0001127602-22-010764	6060933	Class A Common Stock		30-MAR-2022				4	S	0				99368.0		13.42	F2	D		3560653.0				I		GGV Capital V L.P.	F5
0001127602-22-010764	6060935	Class A Common Stock		30-MAR-2022				4	J	0	F3			2083.0		0.0	F3	D		0.0				D		GGV Capital LLC	F7
0001127602-22-010764	6060936	Class A Common Stock		30-MAR-2022				4	J	0	F3			2083.0		0.0	F3	A		2083.0				I		GGV Capital V L.P.	F5
0001127602-22-010764	6060934	Class A Common Stock		30-MAR-2022				4	S	0				3647.0		13.42	F2	D		130677.0				I		GGV Capital V Entrepreneurs Fund L.P	F6
0001127602-22-010762	6060129	Common Stock		31-MAR-2022				4	S	0	F1			164.0		216.17	F6	D		28918241.0				D	F2		
0001127602-22-010762	6060128	Common Stock		31-MAR-2022				4	S	0	F1			537.0		214.95	F5	D		28918405.0				D	F2		
0001127602-22-010762	6060127	Common Stock		31-MAR-2022				4	S	0	F1			1324.0		214.1	F4	D		28918942.0				D	F2		
0001127602-22-010762	6060125	Common Stock		31-MAR-2022				4	M	0	F1			2300.0		80.99		A		28920541.0				D	F2		
0001127602-22-010762	6060126	Common Stock		31-MAR-2022				4	S	0	F1			275.0		212.86	F3	D		28920266.0				D	F2		
0000899243-22-012980	6061131	Common Stock		29-MAR-2022				4	S	0	F1			626826.0		0.0	F2	D		3021529.0				D			
0001140361-22-012391	6061008	Common Stock		29-MAR-2022				4	P	0				10000.0		6.45	F1	A		127500.0				I		The Stanley Trotman Jr. Revocable Trust	
0000899243-22-012978	6060511	Common Stock		31-MAR-2022				4	A	0				1525.0	F1	0.0		A		90650.0				D			
0000899243-22-012978	6060512	Common Stock		31-MAR-2022				4	F	0				625.0		0.0		D		90025.0				D			
0001567619-22-007789	6060396	Common Stock		31-MAR-2022				4	P	0				4751.0		20.83	F5	A		764406.0				I	F1	By Turtle Creek United States Equity Fund	F1
0001567619-22-007789	6060393	Common Stock		30-MAR-2022				4	P	0				610.0		22.57	F4	A		759655.0				I	F1	By Turtle Creek United States Equity Fund	F1
0001567619-22-007789	6060385	Common Stock		29-MAR-2022				4	P	0				73977.0		22.88	F2	A		9648234.0				I	F1	By Turtle Creek Equity Fund	F1
0001567619-22-007789	6060386	Common Stock		29-MAR-2022				4	P	0				6801.0		22.88	F2	A		927070.0				I	F1	By Turtle Creek Investment Fund	F1
0001567619-22-007789	6060387	Common Stock		29-MAR-2022				4	P	0				4956.0		22.88	F2	A		748715.0				I	F1	By Turtle Creek United States Equity Fund	F1
0001567619-22-007789	6060388	Common Stock		30-MAR-2022				4	P	0				192699.0		21.96	F3	A		9840933.0				I	F1	By Turtle Creek Equity Fund	F1
0001567619-22-007789	6060389	Common Stock		30-MAR-2022				4	P	0				14177.0		21.88	F3	A		941247.0				I	F1	By Turtle Creek Investment Fund	F1
0001567619-22-007789	6060390	Common Stock		30-MAR-2022				4	P	0				10330.0		21.88	F3	A		759045.0				I	F1	By Turtle Creek United States Equity Fund	F1
0001567619-22-007789	6060391	Common Stock		30-MAR-2022				4	P	0				9112.0		22.57	F4	A		9850045.0				I	F1	By Turtle Creek Equity Fund	F1
0001567619-22-007789	6060394	Common Stock		31-MAR-2022				4	P	0				129019.0		20.88	F5	A		9979064.0				I	F1	By Turtle Creek Equity Fund	F1
0001567619-22-007789	6060395	Common Stock		31-MAR-2022				4	P	0				6520.0		20.83	F5	A		948605.0				I	F1	By Turtle Creek Investment Fund	F1
0001567619-22-007789	6060392	Common Stock		30-MAR-2022				4	P	0				838.0		22.57	F4	A		942085.0				I	F1	By Turtle Creek Investment Fund	F1
0001213900-22-017055	6060494	Class A common stock		29-MAR-2022				4	A	0				9565341.0			F1	A		9565341.0				I		By FirstMark Capital III, L.P.	F2
0001213900-22-017055	6060495	Class A common stock		29-MAR-2022				4	A	0				4548440.0			F1	A		4548440.0				I		By FirstMark Capital OF I L.P.	F3
0001213900-22-017055	6060496	Class A common stock		29-MAR-2022				4	A	0				2695372.0			F1	A		2695372.0				I		By FirstMark Capital OF II, L.P.	F4
0001213900-22-017055	6060499	Class A common stock		29-MAR-2022				4	A	0				1280000.0			F1	A		1280000.0				I		By FirstMark Capital S2, L.P.	F7
0001213900-22-017055	6060498	Class A common stock		29-MAR-2022				4	A	0				3893974.0			F1	A		3893974.0				I		By FirstMark Capital S1, L.P.	F6
0001213900-22-017055	6060497	Class A common stock		29-MAR-2022				4	A	0				2582691.0			F1	A		2582691.0				I		By FirstMark Capital OF III, L.P.	F5
0001209191-22-021849	6061000	Common Stock		29-MAR-2022				4	S	0	F1			10000.0		50.27	F2	D		175058.0				D			
0001104659-22-041223	6060461	Common Stock, par value $0.0001		30-MAR-2022				4	F	0	F1			3007.0		6.05		D		286834.0				D			
0001209191-22-021847	6060917	Common Stock		31-MAR-2022				4	F	0				2430.0		1.46		D	F1	33642.0				D			
0001209191-22-021846	6060901	Common Stock		31-MAR-2022				4	F	0				2430.0		1.46		D	F1	35386.0				D			
0001209191-22-021845	6060612	Common Stock		31-MAR-2022				4	F	0				2430.0		1.46		D	F1	26066.0				D			
0001071739-22-000129	6060608	Common Stock		29-MAR-2022				4	A	0				89453.0		85.24		A		327526.0	F1			D			
0001209191-22-021844	6061100	Common Stock		29-MAR-2022				4	S	0	F1			10000.0		140.0		D		52711.0				D			
0001851388-22-000008	6059273	Class A Common Stock		29-MAR-2022				4	S	0	F1			10694.0		55.46		D		2244.0				D			
0001209191-22-021842	6059798	Common Stock		31-MAR-2022				4	S	0				1890.0		210.0	F12	D		0.0				I			
0001209191-22-021842	6059787	Common Stock		29-MAR-2022				4	S	0	F1			100.0		190.37	F4	D		2210.0				I		David and Laura Francis Joint Rev Trust	F3
0001209191-22-021842	6059786	Common Stock		29-MAR-2022				5	G	0	F2	E		2310.0		0.0		A		2310.0				I		David and Laura Francis Joint Rev Trust	F3
0001209191-22-021842	6059789	Common Stock		29-MAR-2022				4	S	0	F1			180.0		193.93	F6	D		1870.0				I		David and Laura Francis Joint Rev Trust	F3
0001209191-22-021842	6059788	Common Stock		29-MAR-2022				4	S	0	F1			160.0		192.32	F5	D		2050.0				I		David and Laura Francis Joint Rev Trust	F3
0001209191-22-021842	6059785	Common Stock		29-MAR-2022				5	G	0	F2	E		2310.0		0.0		D		3551.0				D		David and Laura Francis Joint Rev Trust	F3
0001209191-22-021842	6059790	Common Stock		29-MAR-2022				4	S	0	F1			659.0		195.03	F7	D		1211.0				I		David and Laura Francis Joint Rev Trust	F3
0001209191-22-021842	6059797	Common Stock		31-MAR-2022				5	G	0	F2	E		1890.0		0.0		A		1890.0				I			
0001209191-22-021842	6059796	Common Stock		31-MAR-2022				5	G	0	F2	E		1890.0		0.0		D		3551.0				D			
0001209191-22-021842	6059795	Common Stock		31-MAR-2022				4	M	0	F1			1890.0		6.59		A		5441.0				D			
0001209191-22-021842	6059794	Common Stock		29-MAR-2022				4	S	0	F1			22.0		198.84	F11	D		0.0				I		David and Laura Francis Joint Rev Trust	F3
0001209191-22-021842	6059793	Common Stock		29-MAR-2022				4	S	0	F1			120.0		198.14	F10	D		22.0				I		David and Laura Francis Joint Rev Trust	F3
0001209191-22-021842	6059792	Common Stock		29-MAR-2022				4	S	0	F1			300.0		197.2	F9	D		142.0				I		David and Laura Francis Joint Rev Trust	F3
0001209191-22-021842	6059784	Common Stock		29-MAR-2022				4	M	0	F1			2310.0		6.59		A		5861.0				D		David and Laura Francis Joint Rev Trust	F3
0001209191-22-021842	6059791	Common Stock		29-MAR-2022				4	S	0	F1			769.0		195.91	F8	D		442.0				I		David and Laura Francis Joint Rev Trust	F3
0000930420-22-000065	6059719	Common Stock		29-MAR-2022				4	S	0				5000.0		75.44	F1	D		96407.0	F2			D			
0001320695-22-000051	6059537	Common Stock		29-MAR-2022				4	F	0	F2			103.0		32.61		D		3964.0				D			
0001320695-22-000051	6059536	Common Stock		29-MAR-2022				4	M	0	F1			297.0		0.0		A		4067.0				D			
0001320695-22-000049	6059423	Common Stock		29-MAR-2022				4	F	0	F2			4301.0		32.61		D		140526.0				D			
0001320695-22-000049	6059422	Common Stock		29-MAR-2022				4	M	0	F1			14677.0		0.0		A		144827.0				D			
0001320695-22-000049	6059424	Common Stock		29-MAR-2022				4	A	0	F3			25083.0		0.0		A		165609.0				D			
0001320695-22-000049	6059425	Common Stock		29-MAR-2022				4	F	0	F4			8829.0		32.61		D		156780.0				D			
0001320695-22-000047	6059263	Common Stock		29-MAR-2022				4	A	0	F3			1851.0		0.0		A		14460.0				D			
0001320695-22-000047	6059264	Common Stock		29-MAR-2022				4	F	0	F4			543.0		32.61		D		13917.0				D			
0001320695-22-000047	6059262	Common Stock		29-MAR-2022				4	F	0	F2			299.0		32.61		D		12609.0				D			
0001320695-22-000047	6059261	Common Stock		29-MAR-2022				4	M	0	F1			1083.0		0.0		A		12908.0				D			
0001320695-22-000045	6059508	Common Stock		29-MAR-2022				4	F	0	F4			445.0		32.61		D		1688.0				D			
0001320695-22-000045	6059505	Common Stock		29-MAR-2022				4	M	0	F1			880.0		0.0		A		880.0				D			
0001320695-22-000045	6059506	Common Stock		29-MAR-2022				4	F	0	F2			250.0		32.61		D		630.0				D			
0001320695-22-000045	6059507	Common Stock		29-MAR-2022				4	A	0	F3			1503.0		0.0		A		2133.0				D			
0001104659-22-041202	6059799	Class A Common Stock		29-MAR-2022				4	A	0				75000.0	F1	0.0		A		75000.0				D			
0001104659-22-041202	6059800	Class A Common Stock		29-MAR-2022				4	A	0				21875.0	F2	0.0		A		96875.0				D			
0001447362-22-000052	6059852	Common Stock		30-MAR-2022				4	S	0	F1			3852.0		44.04	F8	D		185252.0				I		By LLC	F3
0001447362-22-000052	6059855	Common Stock		30-MAR-2022				4	S	0	F1			2500.0		45.96	F11	D		97562.0				I		By Annette Bradbury Irrecovable Descendant's Trust	F7
0001447362-22-000052	6059854	Common Stock		30-MAR-2022				4	S	0	F1			512.0		45.6	F10	D		97537.0				I		By Daniel Bradbury Irrecovable Descendant's Trust	F5
0001447362-22-000052	6059853	Common Stock		30-MAR-2022				4	S	0	F1			1988.0		45.17	F9	D		98049.0				I		By Daniel Bradbury Irrecovable Descendant's Trust	F5
0001447362-22-000052	6059849	Common Stock		29-MAR-2022				4	S	0	F1			3852.0		44.81	F2	D		189104.0				I		By LLC	F3
0001447362-22-000052	6059850	Common Stock		29-MAR-2022				4	S	0	F1			2500.0		45.46	F4	D		100037.0				I		By Daniel Bradbury Irrecovable Descendant's Trust	F5
0001447362-22-000052	6059851	Common Stock		29-MAR-2022				4	S	0	F1			2500.0		45.95	F6	D		100062.0				I		By Annette Bradbury Irrecovable Descendant's Trust	F7
0001104659-22-041201	6059746	Class A Common Stock		29-MAR-2022				4	A	0				85000.0	F1	0.0		A		85000.0				D			
0001104659-22-041201	6059747	Class A Common Stock		29-MAR-2022				4	A	0				42500.0	F2	0.0		A		127500.0				D			
0001209191-22-021838	6059585	Ordinary Shares		29-MAR-2022				4	M	0				4000.0		77.07		A		10375.0				D			
0001209191-22-021838	6059586	Ordinary Shares		29-MAR-2022				4	S	0				4000.0	F1	246.0		D		6375.0				D			
0001104659-22-041200	6059679	Class A Common Stock		29-MAR-2022				4	A	0				55000.0	F1	0.0		A		55000.0				D			
0001104659-22-041200	6059680	Class A Common Stock		29-MAR-2022				4	A	0				37000.0	F2	0.0		A		92000.0				D			
0001104659-22-041199	6059280	Class A Common Stock		29-MAR-2022				4	A	0				150000.0	F1	0.0		A		150000.0				D			
