holding_months,rebalance_date,ticker,trade_size,signal_prob_up,signal_median_return,buy_date,buy_price,sell_target,sell_date,sell_price,shares,invested,value,pnl,return_pct,open,spy_buy_price,spy_sell_price,spy_value,spy_pnl,spy_return_pct,excess_return,beat_spy
6,2025-11-01,GOOGL,32500.0,0.797,0.040357915046904225,2025-11-03,283.166,2026-05-01,2026-05-01,385.4598,0.35315,100.0,136.125,36.125,0.36125,False,679.4711,720.65,106.0604,6.0604,0.060604,0.300646,True
6,2025-11-15,GOOGL,175000.0,0.752,0.03530523231062932,2025-11-17,284.4634,2026-05-15,2026-05-15,396.5432,0.351539,100.0,139.4004,39.4004,0.394004,False,661.9011,739.17,111.6738,11.6738,0.116738,0.277266,True
6,2025-11-15,AAPL,375000.0,0.708,0.02166581366267195,2025-11-17,266.964,2026-05-15,2026-05-15,300.23,0.374582,100.0,112.4609,12.4609,0.124609,False,661.9011,739.17,111.6738,11.6738,0.116738,0.007871,True
6,2025-12-01,AAPL,32500.0,0.706,0.021073733096371505,2025-12-01,282.575,2026-06-01,2026-06-01,306.31,0.353888,100.0,108.3995,8.3995,0.083995,False,676.4185,758.54,112.1406,12.1406,0.121406,-0.037411,False
6,2025-12-01,CSCO,32500.0,0.667,0.016163207998135753,2025-12-01,75.2276,2026-06-01,2026-06-01,121.33,1.329299,100.0,161.2838,61.2838,0.612838,False,676.4185,758.54,112.1406,12.1406,0.121406,0.491432,True
6,2025-12-15,JNJ,32500.0,0.849,0.0257925018263514,2025-12-15,211.8193,2026-06-15,2026-06-12,240.87,0.472101,100.0,113.7149,13.7149,0.137149,True,676.8759,741.75,109.5843,9.5843,0.095843,0.041305,True
6,2025-12-15,COF,75000.0,0.567,0.007650550759454866,2025-12-15,237.8748,2026-06-15,2026-06-12,184.73,0.420389,100.0,77.6585,-22.3415,-0.223415,True,676.8759,741.75,109.5843,9.5843,0.095843,-0.319259,False
6,2026-01-01,GOOGL,175000.0,0.708,0.028974691663207652,2026-01-02,314.7403,2026-07-01,2026-06-12,359.68,0.317722,100.0,114.2783,14.2783,0.142783,True,681.3093,741.75,108.8713,8.8713,0.088713,0.054071,True
6,2026-01-01,NVDA,8000.0,0.501,0.00026891810838791663,2026-01-02,188.6199,2026-07-01,2026-06-12,205.19,0.530167,100.0,108.7849,8.7849,0.087849,True,681.3093,741.75,108.8713,8.8713,0.088713,-0.000864,False
6,2026-01-15,PRU,15000000.0,0.736,0.017773383395647713,2026-01-15,113.3272,2026-07-15,2026-06-12,108.5,0.8824,100.0,95.7404,-4.2596,-0.042596,True,690.3546,741.75,107.4448,7.4448,0.074448,-0.117043,False
6,2026-01-15,ACN,8000.0,0.641,0.01649994310430447,2026-01-15,285.3501,2026-07-15,2026-06-12,170.28,0.350447,100.0,59.6741,-40.3259,-0.403259,True,690.3546,741.75,107.4448,7.4448,0.074448,-0.477707,False
6,2026-02-01,GOOGL,750000.0,0.698,0.023655764099067778,2026-02-02,343.2432,2026-08-01,2026-06-12,359.68,0.291339,100.0,104.7887,4.7887,0.047887,True,693.516,741.75,106.955,6.955,0.06955,-0.021663,False
6,2026-02-01,T,32500.0,0.611,0.009840774341263403,2026-02-02,26.0276,2026-08-01,2026-06-12,23.58,3.842077,100.0,90.5962,-9.4038,-0.094038,True,693.516,741.75,106.955,6.955,0.06955,-0.163588,False
6,2026-02-15,IFF,175000.0,0.719,0.028192771912982417,2026-02-17,82.2542,2026-08-15,2026-06-12,78.27,1.215743,100.0,95.1562,-4.8438,-0.048438,True,680.9902,741.75,108.9223,8.9223,0.089223,-0.137661,False
6,2026-02-15,ETN,75000.0,0.619,0.01644034161070862,2026-02-17,389.1975,2026-08-15,2026-06-12,391.39,0.256939,100.0,100.5633,0.5633,0.005633,True,680.9902,741.75,108.9223,8.9223,0.089223,-0.083589,False
