rule,rebalance_date,ticker,signal_prob_up,signal_median_return,buy_date,buy_price,exit_date,exit_price,exit_reason,hold_days,invested,value,pnl,return_pct,open,spy_value,spy_pnl,spy_return_pct,excess_return,beat_spy
time_1m,2026-02-01,GOOGL,0.698,0.023655762915464784,2026-02-02,343.2432,2026-03-02,306.1215,time,28,100.0,89.185,-10.815,-0.10815,False,98.7015,-1.2985,-0.012985,-0.095165,False
time_1m,2026-02-01,T,0.611,0.009840774168441202,2026-02-02,26.0276,2026-03-02,27.7199,time,28,100.0,106.5019,6.5019,0.065019,False,98.7015,-1.2985,-0.012985,0.078004,True
time_1m,2026-02-15,IFF,0.719,0.028192771912982417,2026-02-17,82.2542,2026-03-17,70.8615,time,28,100.0,86.1494,-13.8506,-0.138506,False,98.2339,-1.7661,-0.017661,-0.120845,False
time_1m,2026-02-15,ETN,0.619,0.01644034161070862,2026-02-17,389.1975,2026-03-17,362.947,time,28,100.0,93.2552,-6.7448,-0.067448,False,98.2339,-1.7661,-0.017661,-0.049786,False
time_1m,2026-03-01,MU,0.703,0.06241040664267716,2026-03-02,412.4967,2026-04-02,366.24,time,31,100.0,88.7862,-11.2138,-0.112138,False,95.8101,-4.1899,-0.041899,-0.070239,False
time_1m,2026-03-01,LRCX,0.682,0.04527807643948378,2026-03-02,230.7236,2026-04-02,218.44,time,31,100.0,94.6761,-5.3239,-0.053239,False,95.8101,-4.1899,-0.041899,-0.01134,False
time_1m,2026-03-15,BK,0.526,0.002373706105123885,2026-03-16,114.9238,2026-04-16,134.3069,time,31,100.0,116.866,16.866,0.16866,False,105.1636,5.1636,0.051636,0.117024,True
time_1m,2026-04-01,PFE,0.655,0.015892193759035944,2026-04-01,28.0864,2026-05-01,25.9024,time,30,100.0,92.2242,-7.7758,-0.077758,False,109.9826,9.9826,0.099826,-0.177584,False
time_1m,2026-05-01,GLW,0.617,0.03621862459714831,2026-05-01,158.0178,2026-06-01,176.7,time,31,100.0,111.8228,11.8228,0.118228,False,105.2577,5.2577,0.052577,0.065651,True
time_1m,2026-05-01,C,0.576,0.010850752182865353,2026-05-01,126.84,2026-06-01,129.09,time,31,100.0,101.7739,1.7739,0.017739,False,105.2577,5.2577,0.052577,-0.034839,False
time_1m,2026-05-15,AMD,0.763,0.08809886640354714,2026-05-15,424.1,2026-06-12,511.57,open,28,100.0,120.6249,20.6249,0.206249,True,100.349,0.349,0.00349,0.202758,True
time_1m,2026-05-15,KEYS,0.666,0.04102265868910093,2026-05-15,349.01,2026-06-12,350.67,open,28,100.0,100.4756,0.4756,0.004756,True,100.349,0.349,0.00349,0.001266,True
time_1m,2026-06-01,TXN,0.716,0.049561145078502955,2026-06-01,293.2,2026-06-12,301.12,open,11,100.0,102.7012,2.7012,0.027012,True,97.7865,-2.2135,-0.022135,0.049147,True
time_1m,2026-06-01,AAPL,0.717,0.021055134333178405,2026-06-01,306.31,2026-06-12,291.13,open,11,100.0,95.0442,-4.9558,-0.049558,True,97.7865,-2.2135,-0.022135,-0.027423,False
time_3m,2025-10-01,GOOGL,0.815,0.03962102370268883,2025-10-01,244.4218,2026-01-02,314.7403,time,93,100.0,128.7693,28.7693,0.287693,False,102.5041,2.5041,0.025041,0.262653,True
time_3m,2025-10-01,AAPL,0.705,0.02301343664636124,2025-10-01,254.7293,2026-01-02,270.5074,time,93,100.0,106.1941,6.1941,0.061941,False,102.5041,2.5041,0.025041,0.0369,True
time_3m,2025-10-15,GOOGL,0.764,0.03345797853406318,2025-10-15,250.5398,2026-01-15,332.3474,time,92,100.0,132.6526,32.6526,0.326526,False,104.3771,4.3771,0.043771,0.282754,True
time_3m,2025-10-15,AAPL,0.662,0.018319187647050317,2025-10-15,248.6366,2026-01-15,257.7311,time,92,100.0,103.6578,3.6578,0.036578,False,104.3771,4.3771,0.043771,-0.007194,False
time_3m,2025-11-01,STX,0.731,0.06257411444673466,2025-11-03,264.3939,2026-02-03,443.6761,time,92,100.0,167.8087,67.8087,0.678087,False,101.204,1.204,0.01204,0.666047,True
time_3m,2025-11-01,GOOGL,0.797,0.04035792914395753,2025-11-03,283.1659,2026-02-03,339.2684,time,92,100.0,119.8126,19.8126,0.198126,False,101.204,1.204,0.01204,0.186086,True
time_3m,2025-11-15,GOOGL,0.752,0.03530521948545928,2025-11-17,284.4634,2026-02-17,301.6273,time,92,100.0,106.0338,6.0338,0.060338,False,102.884,2.884,0.02884,0.031498,True
time_3m,2025-11-15,AAPL,0.708,0.021665805844635955,2025-11-17,266.964,2026-02-17,263.6371,time,92,100.0,98.7538,-1.2462,-0.012462,False,102.884,2.884,0.02884,-0.041302,False
time_3m,2025-12-01,AAPL,0.706,0.02107373330221396,2025-12-01,282.575,2026-03-02,264.4763,time,91,100.0,93.5951,-6.4049,-0.064049,False,101.1963,1.1963,0.011963,-0.076012,False
time_3m,2025-12-01,CSCO,0.667,0.016163207998135753,2025-12-01,75.2276,2026-03-02,78.992,time,91,100.0,105.0039,5.0039,0.050039,False,101.1963,1.1963,0.011963,0.038076,True
time_3m,2025-12-15,JNJ,0.849,0.025792512729819084,2025-12-15,211.8193,2026-03-16,241.7994,time,91,100.0,114.1536,14.1536,0.141536,False,98.5717,-1.4283,-0.014283,0.15582,True
time_3m,2025-12-15,COF,0.567,0.007650550602458006,2025-12-15,237.8748,2026-03-16,179.9974,time,91,100.0,75.6689,-24.3311,-0.243311,False,98.5717,-1.4283,-0.014283,-0.229027,False
time_3m,2026-01-01,GOOGL,0.708,0.028974689822372612,2026-01-02,314.7403,2026-04-02,295.5934,time,90,100.0,93.9166,-6.0834,-0.060834,False,96.2602,-3.7398,-0.037398,-0.023436,False
time_3m,2026-01-01,NVDA,0.501,0.00026891863854916487,2026-01-02,188.6199,2026-04-02,177.1835,time,90,100.0,93.9368,-6.0632,-0.060632,False,96.2602,-3.7398,-0.037398,-0.023235,False
time_3m,2026-01-15,PRU,0.736,0.017773383395647713,2026-01-15,113.3272,2026-04-15,98.0832,time,90,100.0,86.5486,-13.4514,-0.134514,False,101.3885,1.3885,0.013885,-0.148398,False
time_3m,2026-01-15,ACN,0.641,0.01649994310430447,2026-01-15,285.3501,2026-04-15,194.0,time,90,100.0,67.9867,-32.0133,-0.320133,False,101.3885,1.3885,0.013885,-0.334018,False
time_3m,2026-02-01,GOOGL,0.698,0.023655762915464784,2026-02-02,343.2432,2026-05-04,383.0212,time,91,100.0,111.5889,11.5889,0.115889,False,103.5319,3.5319,0.035319,0.08057,True
time_3m,2026-02-01,T,0.611,0.009840774168441202,2026-02-02,26.0276,2026-05-04,26.1,time,91,100.0,100.2782,0.2782,0.002782,False,103.5319,3.5319,0.035319,-0.032537,False
time_3m,2026-02-15,IFF,0.719,0.028192771912982417,2026-02-17,82.2542,2026-05-18,73.7,time,90,100.0,89.6003,-10.3997,-0.103997,False,108.4671,8.4671,0.084671,-0.188668,False
time_3m,2026-02-15,ETN,0.619,0.01644034161070862,2026-02-17,389.1975,2026-05-18,381.87,time,90,100.0,98.1173,-1.8827,-0.018827,False,108.4671,8.4671,0.084671,-0.103498,False
time_3m,2026-03-01,MU,0.703,0.06241040664267716,2026-03-02,412.4967,2026-06-02,1064.1,time,92,100.0,257.9657,157.9657,1.579657,False,110.9654,10.9654,0.109654,1.470003,True
time_3m,2026-03-01,LRCX,0.682,0.04527807643948378,2026-03-02,230.7236,2026-06-02,334.41,time,92,100.0,144.9397,44.9397,0.449397,False,110.9654,10.9654,0.109654,0.339743,True
time_3m,2026-03-15,BK,0.526,0.002373706105123885,2026-03-16,114.9238,2026-06-12,143.98,open,88,100.0,125.283,25.283,0.25283,True,111.1722,11.1722,0.111722,0.141107,True
time_3m,2026-04-01,PFE,0.655,0.015892193759035944,2026-04-01,28.0864,2026-06-12,26.21,open,72,100.0,93.3192,-6.6808,-0.066808,True,113.2028,13.2028,0.132028,-0.198836,False
time_3m,2026-05-01,GLW,0.617,0.03621862459714831,2026-05-01,158.0178,2026-06-12,179.2,open,42,100.0,113.4049,13.4049,0.134049,True,102.9279,2.9279,0.029279,0.10477,True
time_3m,2026-05-01,C,0.576,0.010850752182865353,2026-05-01,126.84,2026-06-12,139.83,open,42,100.0,110.2412,10.2412,0.102412,True,102.9279,2.9279,0.029279,0.073133,True
time_3m,2026-05-15,AMD,0.763,0.08809886640354714,2026-05-15,424.1,2026-06-12,511.57,open,28,100.0,120.6249,20.6249,0.206249,True,100.349,0.349,0.00349,0.202758,True
time_3m,2026-05-15,KEYS,0.666,0.04102265868910093,2026-05-15,349.01,2026-06-12,350.67,open,28,100.0,100.4756,0.4756,0.004756,True,100.349,0.349,0.00349,0.001266,True
time_3m,2026-06-01,TXN,0.716,0.049561145078502955,2026-06-01,293.2,2026-06-12,301.12,open,11,100.0,102.7012,2.7012,0.027012,True,97.7865,-2.2135,-0.022135,0.049147,True
time_3m,2026-06-01,AAPL,0.717,0.021055134333178405,2026-06-01,306.31,2026-06-12,291.13,open,11,100.0,95.0442,-4.9558,-0.049558,True,97.7865,-2.2135,-0.022135,-0.027423,False
time_6m,2025-10-01,GOOGL,0.815,0.03962102370268883,2025-10-01,244.4218,2026-04-01,297.2125,time,182,100.0,121.5982,21.5982,0.215982,False,98.5819,-1.4181,-0.014181,0.230163,True
time_6m,2025-10-01,AAPL,0.705,0.02301343664636124,2025-10-01,254.7293,2026-04-01,255.3947,time,182,100.0,100.2612,0.2612,0.002612,False,98.5819,-1.4181,-0.014181,0.016793,True
time_6m,2025-10-15,GOOGL,0.764,0.03345797853406318,2025-10-15,250.5398,2026-04-15,336.9188,time,182,100.0,134.4772,34.4772,0.344772,False,105.8264,5.8264,0.058264,0.286508,True
time_6m,2025-10-15,AAPL,0.662,0.018319187647050317,2025-10-15,248.6366,2026-04-15,266.1848,time,182,100.0,107.0578,7.0578,0.070578,False,105.8264,5.8264,0.058264,0.012314,True
time_6m,2025-11-01,STX,0.731,0.06257411444673466,2025-11-03,264.3939,2026-05-04,738.54,time,182,100.0,279.3332,179.3332,1.793332,False,105.6719,5.6719,0.056719,1.736613,True
