ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001140361-23-060299	/s/ Katayoon Sarpash, as Officer of Brookfield US Inc.	29-DEC-2023
0001140361-23-060299	/s/ Kristen Haase, as Officer of Brookfield Private Equity Holdings LLC	29-DEC-2023
0001140361-23-060299	/s/ AJ Silber, as Director of Brookfield Private Equity Inc.	29-DEC-2023
0001140361-23-060299	/s/ AJ Silber, as Director of Brookfield Private Equity Inc., the general partner of Brookfield Private Equity Group Holdings LP	29-DEC-2023
0001062993-23-023301	/s/ Andrew P. Campbell as attorney-in-fact for Samuel M. Spiritos	29-DEC-2023
0001493152-23-046637	/s/ Marc Fogassa	29-DEC-2023
0001493152-23-046636	/s/ Roger Noriega	29-DEC-2023
0001415889-23-017028	/s/ Tami Chen, Attorney-in-Fact	29-DEC-2023
0001415889-23-017027	/s/ Tami Chen, Attorney-in-Fact	29-DEC-2023
0001415889-23-017026	/s/ Tami Chen, Attorney-in-Fact	29-DEC-2023
0000899243-23-020716	Ajay Kochhar, /s/ Ajay Kochhar	29-DEC-2023
0000899243-23-020716	2829908 Delaware LLC, By: /s/ Ajay Kochhar, Authorized Signatory	29-DEC-2023
0001140361-23-060295	By: /s/ Steve Roberts, as Attorney-in-Fact for Vivek Ramaswamy	29-DEC-2023
0001140361-23-060294	By: /s/ Jo Chen, as Attorney-in-Fact for Richard Pulik	29-DEC-2023
0001140361-23-060293	By: /s/ Jo Chen, as Attorney-in-Fact for Matthew Gline	29-DEC-2023
0001140361-23-060292	By: /s/ Jo Chen, as Attorney-in-Fact for Mayukh Sukhatme	29-DEC-2023
0001140361-23-060291	By: /s/ Jo Chen, as Attorney-in-Fact for Rakhi Kumar	29-DEC-2023
0001628280-23-042954	/s/ Megan C. Preneta, Attorney-in-Fact for Andrew R. Heyer	29-DEC-2023
0000930413-23-002764	/s/ Jose Antonio Bengochea, attorney-in-fact for Reporting Person	29-DEC-2023
0000930413-23-002763	/s/ Jose Antonio Bengochea, attorney-in-fact for Reporting Person	29-DEC-2023
0000930413-23-002762	/s/ Jose Antonio Bengochea, attorney-in-fact for Reporting Person	29-DEC-2023
0000930413-23-002761	/s/ Jose Antonio Bengochea, attorney-in-fact for Reporting Person	29-DEC-2023
0000930413-23-002760	/s/ Jose Antonio Bengochea	29-DEC-2023
0000930413-23-002759	/s/ Jose Antonio Bengochea, attorney-in-fact for Reporting Person	29-DEC-2023
0000930413-23-002758	/s/ Jose Antonio Bengochea, attorney-in-fact for Reporting Person	29-DEC-2023
0000899243-23-020714	/s/ Jonathan Young	29-DEC-2023
0000902664-23-006090	D1 Capital Partners, L.P., by /s/ Amanda Hector, General Counsel and Chief Compliance Officer	29-DEC-2023
0000902664-23-006090	/s/ Daniel S. Sundheim	29-DEC-2023
0000899243-23-020712	/s/ Joseph M. Manko, Jr., Joseph M. Manko, Jr., Managing Member of Horton Capital Partners, LLC	29-DEC-2023
0000899243-23-020712	/s/ Joseph M. Manko, Jr., Joseph M. Manko, Jr., Managing Member of Horton Capital Management, LLC	29-DEC-2023
0000899243-23-020712	/s/ Joseph M. Manko, Jr., Joseph M. Manko, Jr.	29-DEC-2023
0000899243-23-020712	/s/ Joseph M. Manko, Jr., Joseph M. Manko, Jr., Managing Member of Horton Capital Partners, LLC, the General Partner of Horton Capital Partners Fund, LP and Horton Freedom, L.P.	29-DEC-2023
0001104659-23-130586	/s/ Cantey M. Ergen, Trustee of the Ergen Two-Year December 2023 SATS GRAT, by Dean A. Manson, her Attorney-in Fact	29-DEC-2023
0001209191-23-060025	/s/ Valentina Margulis, as Attorney-in-Fact for John Kent Walker	29-DEC-2023
0001209191-23-060024	/s/ Valentina Margulis, as Attorney-in-Fact for Frances H. Arnold	29-DEC-2023
0001437749-23-035599	/s/ MaryJo OBrien	29-DEC-2023
0001469367-23-000228	/s/ Jay Maloney, Attorney-in-Fact	29-DEC-2023
0001127602-23-030581	/s/ Sarah Dale, Attorney-in-Fact for Marc Benioff	29-DEC-2023
0001364250-23-000098	/s/ Peter Seymour, as Attorney-in-Fact for Thomas E. O'Hern	29-DEC-2023
0001364250-23-000097	/s/ Peter Seymour , Attorney-in-Fact for Michele L. Aronson	29-DEC-2023
0001364250-23-000096	/s/ Peter Seymour	29-DEC-2023
0001364250-23-000095	/s/ Peter Seymour, Attorney-in-Fact for Dorene C. Dominguez	29-DEC-2023
0001364250-23-000094	/s/ Peter Seymour, Attorney-in-Fact for Jordan L. Kaplan	29-DEC-2023
0001364250-23-000093	/s/ Peter Seymour, Attorney-in-Fact for Kevin Andrew Crummy	29-DEC-2023
0001209191-23-060022	/s/ Jose J. Quintana, Attorney-in-fact	29-DEC-2023
0001364250-23-000092	/s/ Peter Seymour, Attorney-in-Fact for Shirley Wang	29-DEC-2023
0001364250-23-000091	/s/ Peter Seymour, Attorney-in-Fact for Raymond C. Leonard	29-DEC-2023
0001364250-23-000090	/s/ Peter Seymour, Attorney-in-Fact for William E. Simon, Jr.	29-DEC-2023
0001364250-23-000089	/s/ Peter Seymour, Attorney-in-Fact for Leslie Bider	29-DEC-2023
0000899243-23-020708	/s/ Gregg S. Hymowitz	29-DEC-2023
0000899243-23-020708	EnTrust Global Management GP LLC; By: /s/ Gregg S. Hymowitz	29-DEC-2023
0000899243-23-020708	GH Onshore GP LLC; By: /s/ Gregg S. Hymowitz	29-DEC-2023
0000899243-23-020708	EG Sponsor LLC; By: /s/ Gregg S. Hymowitz	29-DEC-2023
0001364250-23-000088	/s/ Peter Seymour, Attorney-in-Fact for Virginia McFerran	29-DEC-2023
0001364250-23-000087	/s/ Peter Seymour , Attorney-in-Fact for Dan A. Emmett	29-DEC-2023
0001364250-23-000086	/s/ Peter Seymour, Attorney-in-Fact for David T. Feinberg	29-DEC-2023
0001364250-23-000085	/s/ Peter Seymour, Attorney-in-Fact for Kenneth M. Panzer	29-DEC-2023
0001062993-23-023299	Ann Habernigg, Attorney-in-Fact for Kathleen T. Hogan	29-DEC-2023
0001626199-23-000149	/s/ Mitchell Gold	29-DEC-2023
0001321732-23-000147	/s/ Johanna Roberts	29-DEC-2023
0001213900-23-100214	/s/ Randal J. Kirk	29-DEC-2023
0001209191-23-060020	/s/ Jose J. Quintana, Attorney-in-fact	29-DEC-2023
0001628280-23-042952	/s/ David Myers, Attorney-in-Fact	29-DEC-2023
0000950103-23-018125	/s/ Jeffrey B. Kindler, by Donald P. Lehr, as attorney-in-fact	29-DEC-2023
0001104659-23-130581	/s/ Junlin Ho, Attorney-in-Fact for Edward H. Myles	29-DEC-2023
0001127602-23-030579	/s/ Sarah Dale, Attorney-in-Fact for Amy Weaver	29-DEC-2023
0000950170-23-073948	/s/ Gavin Turner, Mainsail GP III, LLC	29-DEC-2023
0000950170-23-073948	/s/ Gavin Turner, Mainsail Partners III, L.P.	29-DEC-2023
0000950170-23-073948	/s/ Gavin Turner, Mainsail Incentive Program, LLC	29-DEC-2023
0000950170-23-073948	/s/ Gavin Turner, Mainsail Management Company, LLC	29-DEC-2023
0000950170-23-073948	/s/ Gavin Turner, Mainsail Co-Investors III, L.P.	29-DEC-2023
0001856028-23-000060	/s/ Matthew Usdin, attorney-in-fact for Gregory A. Beard	29-DEC-2023
0000950170-23-073947	/s/ Gavin Turner	29-DEC-2023
0001856028-23-000059	/s/ Matthew Usdin, as Attorney-in-Fact for Matthew J. Smith	29-DEC-2023
0001209191-23-060018	/s/ Glen D. Weinstein, Attorney-in-Fact	29-DEC-2023
0001085037-23-000141	/s/ Jerry Kroll	29-DEC-2023
0001209191-23-060017	/s/ Glen D. Weinstein, Attorney-in-Fact	29-DEC-2023
0001213900-23-100210	/s/ Stephen W. McCahon	29-DEC-2023
0001209191-23-060016	/s/ Douglas V. Brown, as Attorney-in-Fact	29-DEC-2023
0001209191-23-060015	VHCP Management EG, LLC, By: /s/ Sherman G. Souther, Authorized Signatory	29-DEC-2023
0001209191-23-060015	VHCP Management III, LLC, By: /s/ Sherman G. Souther, Authorized Signatory	29-DEC-2023
0001209191-23-060015	Venrock Healthcare Capital Partners EG, L.P., By: VHCP Management EG, LLC, Its: General Partner, By: /s/ Sherman G. Souther, Authorized Signatory	29-DEC-2023
0001209191-23-060015	Nimish Shah, By: /s/ Sherman G. Souther, Attorney-in-fact	29-DEC-2023
0001209191-23-060015	Bong Koh, By: /s/ Sherman G. Souther, Attorney-in-fact	29-DEC-2023
0001209191-23-060015	VHCP Co-Investment Holdings III, LLC, By: VHCP Management III, LLC, Its: Manager, By: /s/ Sherman G. Souther, Authorized Signatory	29-DEC-2023
0001209191-23-060015	Venrock Healthcare Capital Partners III, L.P., By: VHCP Management III, LLC, Its: General Partner, By: /s/ Sherman G. Souther, Authorized Signatory	29-DEC-2023
0000950170-23-073940	/s/ Sam Tuttleman, Attorney-in-Fact for VPC Impact Acquisition Holdings Sponsor, LLC	28-DEC-2023
0000950170-23-073940	/s/ Sam Tuttleman, Attorney-in-Fact for Richard N. Levy	28-DEC-2023
0001633917-23-000188	By: Brian Yamasaki For: Michelle Gill	29-DEC-2023
0001562180-23-008590	/s/ George Clark, Attorney-in-Fact	29-DEC-2023
0000950170-23-073938	/s/Amanda Coussens as Attorney-in-Fact for the Reporting Person	29-DEC-2023
0001633917-23-000186	By: Brian Yamasaki For: Frank Keller	29-DEC-2023
0001534701-23-000177	/s/ Jenarae N. Garland, as Attorney-in-Fact	29-DEC-2023
0001633917-23-000184	By: Brian Yamasaki For: Diego Scotti	29-DEC-2023
0001683168-23-009166	/s/ Christopher Williams	29-DEC-2023
0001683168-23-009165	/s/ Michael O'Neal	29-DEC-2023
0001683168-23-009164	/s/ Mengyin H Liang	29-DEC-2023
0001683168-23-009163	/s/ William Huff	29-DEC-2023
0001062993-23-023296	/s/ Evan Hafer	29-DEC-2023
0001062993-23-023296	EKNRH Holdings LLC; By: /s/ Evan Hafer, Authorized Signatory	29-DEC-2023
0001773751-23-000323	/s/ Kimberly Mather, Attorney-in-Fact	29-DEC-2023
0001225208-23-011363	Susan E. Grant, by power of atty., for Christoffel Boshoff	29-DEC-2023
0001062993-23-023294	/s/Teri Scott, as attorney-in-fact	29-DEC-2023
0000905148-23-001732	/s/ Charles F. Willis IV	29-DEC-2023
0001628280-23-042950	/s/ Frank R. Jimenez, General Counsel and Corporate Secretary, as attorney-in-fact	29-DEC-2023
0001628280-23-042949	/s/ Frank R. Jimenez, General Counsel and Corporate Secretary, as attorney-in-fact	29-DEC-2023
0001628280-23-042948	/s/ Frank R. Jimenez, General Counsel and Corporate Secretary, as attorney-in-fact	29-DEC-2023
0001628280-23-042947	/s/ Frank R. Jimenez, General Counsel and Corporate Secretary, as attorney-in-fact	29-DEC-2023
0001628280-23-042946	/s/ Frank R. Jimenez, General Counsel and Corporate Secretary, as attorney-in-fact	29-DEC-2023
0001628280-23-042945	/s/ Frank R. Jimenez, General Counsel and Corporate Secretary, as attorney-in-fact	29-DEC-2023
0000865752-23-000118	Paul J. Dechary, attorney-in-fact	29-DEC-2023
0001628280-23-042944	/s/ David Ritenour, Attorney-in-Fact	29-DEC-2023
0001628280-23-042943	/s/ Frank R. Jimenez, General Counsel and Corporate Secretary, as attorney-in-fact	29-DEC-2023
0001415889-23-017025	/s/ George A. Eldridge, Attorney-in-Fact	29-DEC-2023
0000865752-23-000117	Paul J. Dechary, attorney-in-fact	29-DEC-2023
0000752642-23-000098	Nelli Madden	29-DEC-2023
0001014108-23-000152	/s/Jonathan Burrell	28-DEC-2023
0001127602-23-030577	/s/ Jennifer F. Rudolph, by power of attorney	29-DEC-2023
0000096943-23-000110	Daniel V. Logue with POA for Liam Kelly	29-DEC-2023
0001127602-23-030576	/s/ Jennifer F. Rudolph, by Power of Attorney	29-DEC-2023
0001667731-23-000513	/s/ Chad Boeding	29-DEC-2023
0001127602-23-030575	/s/ Jennifer F. Rudolph, by Power of Attorney	29-DEC-2023
0000905148-23-001731	/s/ Meaghan Einav, Chief Compliance Officer	29-DEC-2023
0001463101-23-000185	/s/ Lisan Hung, Attorney-in-Fact for Thurman John Rodgers	29-DEC-2023
0000752642-23-000097	Nelli Madden	29-DEC-2023
0000950170-23-073927	/s/ Elliot Cooperstone, Managing Partner of ITC Rumba, LLC	29-DEC-2023
0000950170-23-073927	/s/ Elliot Cooperstone	29-DEC-2023
0001676238-23-000219	/s/ Nathan Jeffries, Attorney-in-Fact	29-DEC-2023
0000950170-23-073925	/s/ Michele Keusch, as Attorney-in-Fact for Matthew Dunnigan	29-DEC-2023
0001062993-23-023292	/s/ Joseph Edelman - for Perceptive Life Sciences Master Fund Ltd., By: Perceptive Advisors LLC, its investment manager, By: Joseph Edelman, its managing member	29-DEC-2023
0001062993-23-023292	/s/ Joseph Edelman - for Perceptive Advisors LLC, By: Joseph Edelman, its managing member	29-DEC-2023
0001062993-23-023292	/s/ Joseph Edelman	29-DEC-2023
0001415889-23-017024	Thomas J. Shaw	29-DEC-2023
0001683168-23-009158	/s/ Amy Trombly	29-DEC-2023
0001214659-23-017136	/s/ Carrie H. Darling, Attorney-in-fact	29-DEC-2023
0001683168-23-009156	/s/ Amy Trombly as attorney-in-fact	29-DEC-2023
0001683168-23-009154	/s/ John Dal Poggetto	29-DEC-2023
0001213900-23-100091	/s/ David Nicholson	29-DEC-2023
0001062993-23-023291	/s/ Joseph Edelman - for Perceptive Advisors LLC, By: Joseph Edelman, its managing member	29-DEC-2023
0001062993-23-023291	/s/ Joseph Edelman	29-DEC-2023
0001062993-23-023291	/s/ Joseph Edelman - for Perceptive Life Sciences Master Fund Ltd., By: Perceptive Advisors LLC, its investment manager, By: Joseph Edelman, its managing member	29-DEC-2023
0001683168-23-009152	/s/ Jerome Dvonch	29-DEC-2023
0001213900-23-100086	/s/ Richard Steinhart	29-DEC-2023
0000912282-23-000591	/s/ David Sirolly as attorney-in-fact for Bryan Olson	28-DEC-2023
0001127602-23-030574	/s/ Geoffrey W. Edwards, By Power of Attorney	29-DEC-2023
0001213900-23-100077	/s/ Steve O'Loughlin	29-DEC-2023
0001474506-23-000382	/s/ Zachary Radu, by Nelson Mullins Riley & Scarborough LLP with Power of Attorney	21-DEC-2023
0001213900-23-100068	/s/ Ajit Shetty	29-DEC-2023
0000950170-23-073916	/s/ Christian Formica, Attorney-in-Fact	29-DEC-2023
0001127602-23-030573	/s/ Jennifer F. Rudolph, by power of attorney	29-DEC-2023
0001213900-23-100063	/s/ Sandesh Seth	29-DEC-2023
0001562180-23-008588	/s/ Stuart Fagin, Attorney-in-Fact for Farquhar Scott	29-DEC-2023
0001649749-23-000263	/s/ Beth W. Sims, as Attorney-in-Fact	29-DEC-2023
0001213900-23-100057	/s/ Jeffrey W. Chell	29-DEC-2023
0001650164-23-000385	/s/ Monica Kleinman, as Attorney-in-Fact for Christopher P. Comparato	29-DEC-2023
0001802768-23-000036	/s/ Sean Weisberg, as Attorney-in-Fact for Henry A. Fernandez	29-DEC-2023
0001802768-23-000035	/s/ Sean Weisberg, as Attorney-in-Fact for Bonnie L. Bassler	29-DEC-2023
0001562180-23-008587	/s/ Stuart Fagin, Attorney-in-Fact for Cannon-Brookes Michael	29-DEC-2023
0001562180-23-008586	/s/ Stuart Fagin, Attorney-in-Fact for Cannon-Brookes Michael	29-DEC-2023
0001562180-23-008585	/s/ Stuart Fagin, Attorney-in-Fact for Farquhar Scott	29-DEC-2023
0001062993-23-023284	/s/ Ronald Palmese, Jr. Esq., Attorney-in-Fact for Randall J. Garutti	29-DEC-2023
0001062993-23-023284	/s/ Ronald Palmese, Jr. Esq., Attorney-in-Fact for Maria L. Garutti	29-DEC-2023
0001104659-23-130520	/s/ Pope Michael Ross	29-DEC-2023
0000899243-23-020705	See signatures included in Exhibit 99.1	29-DEC-2023
0000921895-23-002810	By: SPH Group Holdings LLC, By: Steel Partners Holdings GP Inc., Manager, By: /s/ Maria Reda, Secretary	29-DEC-2023
0000921895-23-002810	By: WF Asset Corp., By: /s/ Maria Reda, Secretary	29-DEC-2023
0000921895-23-002810	By: Steel Partners Holdings L.P., By: Steel Partners Holdings GP Inc., General Partner, By: /s/ Maria Reda, Secretary	29-DEC-2023
0000921895-23-002810	By: SPH Group LLC, By: Steel Partners Holdings GP Inc., Managing Member, By: /s/ Maria Reda, Secretary	29-DEC-2023
0000921895-23-002810	By: Steel Partners Holdings GP Inc., By: /s/ Maria Reda, Secretary	29-DEC-2023
0000921895-23-002810	By: Steel Excel Inc., By: /s/ Maria Reda, Secretary	29-DEC-2023
0000921895-23-002810	By: Handy & Harman Ltd., By: /s/ Maria Reda, Secretary	29-DEC-2023
0000921895-23-002810	By: WHX CS Corp., By: /s/ Maria Reda, Secretary	29-DEC-2023
0001759655-23-000222	/s/ Thomas Bartrum, as attorney-in-fact	29-DEC-2023
0001827672-23-000050	/s/ Jeffrey Farrow, Attorney-in-Fact	29-DEC-2023
0001828723-23-000140	/s/ Sophia Lee, as Attorney-in-Fact	29-DEC-2023
0001140361-23-060239	/s/ Allen  Nissenson	28-DEC-2023
0001140361-23-060238	/s/ Yekaterina Chudnovsky	28-DEC-2023
0001140361-23-060237	/s/ Karen J. Wilson	28-DEC-2023
0001140361-23-060236	/s/ Carol Gail Ashe	28-DEC-2023
0001140361-23-060235	/s/ Jay Venkatesan	28-DEC-2023
0001140361-23-060234	/s/ Julian Adams	29-DEC-2023
0001140361-23-060233	/s/ Robert R. Ruffolo	28-DEC-2023
0001127602-23-030572	/s/ Lauren Stigall, Attorney-in-Fact	29-DEC-2023
0000950170-23-073906	/s/ Nicholas Downing	29-DEC-2023
0000950103-23-018118	By: MJH Partners II LLC, By: /s/ Frank Marra, Authorized Signatory	29-DEC-2023
0000950103-23-018118	By: Joshua Harris By: /s/ Frank Marra, attorney-in-fact	29-DEC-2023
0001474506-23-000381	/s/ Yuquan Wang, by Nelson Mullins Riley & Scarborough LLP with Power of Attorney	29-DEC-2023
0000752642-23-000096	Nelli Madden	29-DEC-2023
0001539497-23-002257	/s/ Carl C. Icahn	29-DEC-2023
0001161697-23-000647	/s/ Molly Harper	29-DEC-2023
0001161697-23-000651	/s/ Charles B. O'Keeffe	29-DEC-2023
0001161697-23-000642	/s/ Richard Daly	29-DEC-2023
0001161697-23-000645	/s/ Brian Elsbernd	29-DEC-2023
0001161697-23-000650	/s/ Steve Miller	29-DEC-2023
0001161697-23-000646	/s/ Alicia Grande	29-DEC-2023
0001161697-23-000649	/s/ Patrick J. McEnany	29-DEC-2023
0001161697-23-000643	/s/ Jeffrey Del Carmen	29-DEC-2023
0001161697-23-000644	/s/ Donald A. Denkhaus	29-DEC-2023
0001161697-23-000652	/s/ Preethi Sundaram	29-DEC-2023
0001161697-23-000653	/s/ David S. Tierney	29-DEC-2023
0001161697-23-000648	/s/ Gary Ingenito	29-DEC-2023
0001214659-23-017126	/s/ Paul Lehr, attorney-in-fact	29-DEC-2023
0000950170-23-073904	/s/ Tomas Kiselak, Managing Member of Fairmount Healthcare Fund L.P.	29-DEC-2023
0000950170-23-073904	/s/ Tomas Kiselak, Managing Member of Fairmount Healthcare Fund II L.P.	29-DEC-2023
0000950170-23-073904	/s/ Tomas Kiselak, Managing Member of Fairmount Funds Management LLC	29-DEC-2023
0000950170-23-073904	/s/ Tomas Kiselak, Managing Member of Fairmount Healthcare Co-Invest L.P.	29-DEC-2023
0000950170-23-073904	/s/ Peter Harwin	29-DEC-2023
0000950170-23-073904	/s/ Tomas Kiselak	29-DEC-2023
0001437749-23-035593	/s/ Bradley S. Vizi	29-DEC-2023
0001140361-23-060223	See Exhibit 99.1	29-DEC-2023
0001209191-23-060013	/s/ Eric Jensen, Attorney-in-Fact	29-DEC-2023
0001209191-23-060012	/s/ Shelley Thunen, as Attorney-in-Fact	29-DEC-2023
0001611597-23-000016	/s/ Christopher Hilberg, Attorney-in-Fact	29-DEC-2023
0001493152-23-046611	/s/ Edward Pershing	29-DEC-2023
0001628280-23-042936	/s/ Eric Pyenson, Attorney-in-fact for Michael Ellenbogen	29-DEC-2023
0000950170-23-073901	/s/ Carl DeLuca, attorney-in-fact on behalf of Kunal Sinha	29-DEC-2023
0001209191-23-060010	/s/ Michael Alrutz, Attorney-in-Fact	29-DEC-2023
0001140361-23-060221	/s/ Jennifer Liotta, by Power of Attorney	29-DEC-2023
0001415889-23-017022	/s/ Marc Holliday	29-DEC-2023
0000950170-23-073899	EIG Veteran Equity Aggregator, L.P.; By: EIG Veteran Equity GP, LLC, its general partner; By: EIG Asset Management, LLC, its managing member; By: /s/ Matthew Hartman, Managing Director; By: /s/ Nick Williams, Senior Vice President	29-DEC-2023
0001425287-23-000091	Arthur McMahon III, attorney-in-fact for James D. Harrington	28-DEC-2023
0000950170-23-073897	/s/ Carl DeLuca, attorney-in-fact on behalf of Richard Storrie	29-DEC-2023
0000950170-23-073895	/s/ Carl DeLuca, attorney-in-fact on behalf of Chris Biederman	29-DEC-2023
0001140361-23-060217	/s/ Jennifer Liotta, by Power of Attorney	29-DEC-2023
0001415889-23-017020	/s/ Matthew J. DiLiberto	29-DEC-2023
0000950170-23-073892	/s/ Carl DeLuca, attorney-in-fact on behalf of Mark Wellings	29-DEC-2023
0000950170-23-073891	/s/ Carl DeLuca, attorney-in-fact on behalf of Jacqueline Dedo	29-DEC-2023
0000950170-23-073889	/s/ Carl DeLuca, attorney-in-fact on behalf of Dawei Li	29-DEC-2023
0000950170-23-073886	/s/ Carl DeLuca, attorney-in-fact on behalf of Susan Alban	29-DEC-2023
0000950170-23-073885	/s/ Carl DeLuca, attorney-in-fact on behalf of Anthony Tse	29-DEC-2023
0000950170-23-073888	/s/ Carl DeLuca, attorney-in-fact on behalf of Diane Pearse	29-DEC-2023
0000950170-23-073887	/s/ Carl DeLuca, attorney-in-fact on behalf of Deborah Simpson	29-DEC-2023
0000950170-23-073883	/s/ Carl DeLuca, attorney-in-fact on behalf of Christine Barwell	29-DEC-2023
0000950170-23-073884	/s/ Carl DeLuca, attorney-in-fact on behalf of Scott Prochazka	29-DEC-2023
0000950170-23-073882	/s/ Carl DeLuca	29-DEC-2023
0000950170-23-073881	/s/ Ajay Kochhar, as Attorney-In-Fact	29-DEC-2023
0001999371-23-001331	/s/ Priscilla Duncan-Tannous, Attorney-in-Fact	29-DEC-2023
0000950170-23-073878	/s/ Mia Kelley, Attorney-in-Fact	29-DEC-2023
0000950170-23-073877	/s/ Mia Kelley, Attorney-in-Fact	29-DEC-2023
0001415889-23-017018	/s/ Cantey M. Ergen, Trustee of the Ergen Two-Year December 2023 SATS GRAT, by Timothy A. Messner, Attorney-in-Fact	29-DEC-2023
0000904454-23-000679	/s/ Jeremy Smith as Attorney-in-Fact for Yury Friedman	29-DEC-2023
0001428205-23-000216	/s/ Daniel C. Staton	29-DEC-2023
0000950170-23-073873	/s/ Lauren Crockett, Attorney-in-Fact for Amir Nashat	29-DEC-2023
0001499832-23-000128	/s/**Allison Zolot as Attorney-in-Fact for Erik Hellum	29-DEC-2023
0000807249-23-000179	/s/ Douglas R. Jamieson, Attorney-In-Fact for Mario J. Gabelli	29-DEC-2023
0001127602-23-030570	/s/ Edward S. Son by Power of Attorney for Kevin E. Lofton	29-DEC-2023
0000904454-23-000677	/s/ Jeremy Smith as Attorney-in-Fact for Yury Friedman	29-DEC-2023
0001540652-23-000016	/s/ Elizabeth Prosser, Attorney-in-Fact	29-DEC-2023
0001209191-23-060009	/s/ David Lowrance as attorney-in-fact for Matthew Pauls	29-DEC-2023
0001474506-23-000380	/s/ Zachary Radu, by Nelson Mullins Riley & Scarborough LLP with Power of Attorney	21-DEC-2023
0001803599-23-000245	/s/ Andrew Farwig, Attorney-in-Fact	29-DEC-2023
0001214659-23-017123	Lawrence Ricketts by Isaac Kalish, his attorney in fact	29-DEC-2023
0001328581-23-000102	/s/ Jill M. Twedt, power of atty	29-DEC-2023
0001209191-23-060008	/s/ David Lowrance	29-DEC-2023
0001213900-23-099956	/s/ Howard Weitzman	29-DEC-2023
0001498710-23-000228	/s/ Thomas Canfield, as Attorney-in-Fact for Edward M. Christie, III	29-DEC-2023
0001209191-23-060007	/s/ David Lowrance, as attorney-in-fact for Nevan Elam	29-DEC-2023
0001498710-23-000227	/s/ Thomas Canfield, as Attorney-in-Fact for K. Blake Vanier	29-DEC-2023
0001209191-23-060006	/s/ Pamela Connealy, Attorney-in-Fact for Ken Kobayashi	29-DEC-2023
0001498710-23-000226	/s/ Thomas Canfield, as Attorney-In-Fact for Scott Haralson	29-DEC-2023
0001498710-23-000225	/s/ Thomas Canfield, as Attorney-in-Fact for Brian J. McMenamy	29-DEC-2023
0001498710-23-000224	/s/ Thomas Canfield, as Attorney-In-Fact for Rocky B. Wiggins	29-DEC-2023
0001437749-23-035591	/s/ Jared Novick	29-DEC-2023
0001127602-23-030569	/s/ Alan M. Kidd, Attorney-in-fact	29-DEC-2023
0001498710-23-000223	s/ Thomas Canfield, as Attorney-in-Fact for Matthew H. Klein	29-DEC-2023
