ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001628280-24-013864	3224776	Series B Preferred Units		0.0		14-MAR-2024				4	J	0	F1			948588.0	F1			0.0		D			F2		F2	Common Stock		948588.0				746086.0				I		By LLC	F2
0001415889-24-009477	3067644	Restricted Stock Unit			F1	27-MAR-2024				4	M	0				447.0				0.0		D			F6		F6	Common Stock		447.0				0.0				D			
0001415889-24-009476	2755757	Restricted Stock Unit			F1	27-MAR-2024				4	M	0				1364.0				0.0		D			F3		F3	Common Stock		1364.0				0.0				D			
0001415889-24-009473	2982033	Restricted Stock Unit			F7	27-MAR-2024				4	M	0				5184.0				0.0		D			F9		F9	Common Stock		5184.0				0.0				D			
0001415889-24-009472	3137485	Restricted Stock Unit			F1	27-MAR-2024				4	M	0				2292.0				0.0		D			F3		F3	Common Stock		2292.0				0.0				D			
0001493152-24-012072	2894318	PTIX Common stock Options		1.74		25-MAR-2024				4	A	0				43750.0				1.74		A		25-MAR-2026		25-MAR-2034		PTIX Common Stock, Par Value $0.0001		43750.0				43750.0				D			
0001493152-24-012071	2913867	PTIX Common stock Options		1.74		25-MAR-2024				4	A	0				75000.0				1.74		A			F1	25-MAR-2034		PTIX Common Stock, Par Value $0.0001		75000.0				75000.0				D			
0001493152-24-012073	3029419	PTIX Common stock Options		1.74		25-MAR-2024				4	A	0				75000.0				1.74		A			F1	25-MAR-2034		PTIX Common Stock, Par Value $0.0001		75000.0				75000.0				D			
0001493152-24-012070	2970633	PTIX Common stock Options		1.74		25-MAR-2024				4	A	0				22500.0				1.74		A		25-MAR-2026		25-MAR-2034		PTIX common stock, Par Value $0.0001		22500.0				22500.0				D			
0001493152-24-012069	2946521	PTIX Common stock Options		1.74		25-MAR-2024				4	A	0				100000.0				1.74		A		25-MAR-2027		25-MAR-2034		PTIX Common Stock, Par Value $0.0001		100000.0				100000.0				D			
0001493152-24-012068	2682068	PTIX Common stock Options		1.74		25-MAR-2024				4	A	0				250000.0				1.74		A		25-MAR-2027		25-MAR-2034		PTIX Common Stock, Par Value $0.0001		250000.0				250000.0				D			
0000950170-24-038820	2900912	Restricted Stock Units			F2	29-MAR-2024				4	M	false				21604.0	F1				F5	D			F4		F4	Common Stock		21604.0	F1			21604.0	F2			D			
0001659166-24-000101	2661127	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	28-MAR-2024				5	A	0		E		3.8				86.02		A			F3		F3	Common Stock		3.8				5427.3				D			
0001659166-24-000100	3276582	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	28-MAR-2024				5	A	0		E		2.8				86.02		A			F3		F3	Common Stock		2.8				3928.5				D			
0001659166-24-000099	2977953	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	28-MAR-2024				5	A	0		E		6.1				86.02		A			F3		F3	Common Stock		6.1				7317.1				D			
0001659166-24-000098	2948834	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	28-MAR-2024				5	A	0		E		4.7				86.02		A			F3		F3	Common Stock		4.7				6366.2				D			
0001659166-24-000097	2706831	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	28-MAR-2024				5	A	0		E		24.1				86.02		A			F3		F3	Common Stock		24.1				27998.1				D			
0001659166-24-000096	3238195	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	28-MAR-2024				5	A	0		E		7.1				86.02		A			F3		F3	Common Stock		7.1				8462.7				D			
0001659166-24-000095	3276191	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	28-MAR-2024				5	A	0		E		6.9				86.02		A			F3		F3	Common Stock		6.9				8261.0				D			
0001659166-24-000094	2680717	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	28-MAR-2024				5	A	0		E		2.4				86.02		A			F3		F3	Common Stock		2.4				3199.9				D		By Spouse	
0001659166-24-000094	2680718	Executive Deferred Incentive Program - Fortive Stock Fund	F4		F2	28-MAR-2024				4	A	0				314.8				86.02		A			F3		F3	Common Stock		314.8				314.8				I			
0001659166-24-000093	2669649	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	28-MAR-2024				5	A	0		E		132.6				86.02		A			F3		F3	Common Stock		132.6				146932.1				D			
0001140361-24-016710	3300527	Series A-3 Redeemable Convertible Preferred Stock			F3	27-MAR-2024				4	A	0				9835.0					F2	A			F4		F5, F6	Common Stock			F4			9835.0				I		See Footnote	F1
0001876945-24-000017	2727947	Options		0.11		13-NOV-2023				4	A	0				1000000.0				0.0		A			F1	13-NOV-2033		Common Stock		1000000.0				1000000.0				D			
0001893303-24-000002	3131710	Stock Option (right to buy Class A Common Stock)		1.38		27-MAR-2024				4	M	0				3200.0				0.0		D			F2	18-FEB-2025		Class A Common Stock		3200.0				0.0				D			
0001551306-24-000051	2687781	Stock Option (Right to Buy)		3.95		27-MAR-2024				4	M	0				71272.0				0.0		D			F3	23-MAY-2029		Common Stock		71272.0				1310022.0				D			
0001753926-24-000644	2922487	Non-Qualified Stock Option (right to buy)		1.85		27-MAR-2024				4	A	0				26145.0				1.43	F2	A			F1	26-MAR-2034		Common Stock		26145.0				26145.0	F2			D			
0001140361-24-016692	2897137	Stock Option (right to buy)		2.1		27-MAR-2024				4	A	0				100000.0				0.0		A			F5	27-MAR-2034		Common Stock		100000.0				100000.0				D			
0001415889-24-009458	2813720	Restricted Stock Units			F1	28-MAR-2024				4	M	0				4531.0				0.0		D			F2		F2	Common Stock		4531.0				13594.0				D			
0000950142-24-000834	2943332	Restricted Stock Unit			F3	27-MAR-2024				4	A	0				31072.0				0.0		A			F3		F3	Common Stock		31072.0				31072.0	F3			D	F2		
0001415889-24-009456	2798468	Restricted Stock Units			F1	28-MAR-2024				4	M	0				4531.0				0.0		D			F2		F2	Common Stock		4531.0				13594.0				D			
0001628280-24-013833	3072718	Class B Common Stock			F1	27-MAR-2024				4	M	0				9000.0					F1	A			F1		F1	Class A Common Stock		9000.0				9000.0				D			
0001628280-24-013833	3072719	Class B Common Stock			F1	27-MAR-2024				4	C	0				9000.0					F1	D			F1		F1	Class A Common Stock		9000.0				0.0				D			
0001628280-24-013833	3072717	Stock Option (Right to buy Class B Common Stock)		26.64		27-MAR-2024				4	M	0				9000.0				0.0		D			F3	02-SEP-2031		Class B Common Stock		9000.0				27000.0				D			
0001415889-24-009454	2906900	Restricted Stock Units			F1	28-MAR-2024				4	M	0				11843.0				0.0		D			F2		F2	Common Stock		11843.0				35532.0				D			
0001415889-24-009452	2864133	Restricted Stock Units			F1	28-MAR-2024				4	M	0				4531.0				0.0		D			F2		F2	Common Stock		4531.0				13594.0				D			
0001140361-24-016682	2698095	Series A-3 Redeemable Convertible Preferred Stock			F3	27-MAR-2024				4	A	0				3789.0					F2	A			F4		F6, F5	Common Stock			F4			3789.0				D	F1		
0001415889-24-009450	3111220	Stock Option (right to buy)		2.48		27-MAR-2024				4	M	0	F1			3250.0				0.0		D			F4	02-AUG-2031		Common Stock		3250.0				239370.0				D			
0000920148-24-000025	3269514	Restricted Stock Unit			F1	27-MAR-2024				4	M	0				6158.0					F1	D			F4		F4	Common Stock		6158.0				2190.0	F5			D			
0000950170-24-038789	3209838	Performance Stock Unit			F1	25-MAR-2024				4	A	false				20000.0				0.0		A			F2		F3	Common Stock		20000.0				20000.0				D			
0000920148-24-000024	2876676	Restricted Stock Unit			F1	27-MAR-2024				4	M	0				11556.0					F1	D			F3		F3	Common Stock		11556.0				3740.0	F4			D			
0001415889-24-009447	2840396	Pre- Funded Warrants (Right to Buy)		0.0		27-MAR-2024				4	P	0				3000031.0				10.0		A			F4		F4	Common Stock		3000031.0				3000031.0				I		See footnote	F2, F1
0000947871-24-000328	3192333	Capped Restricted Stock Units		6.28		23-JUL-2023				4	M	0				143041.0					F2	D			F1		F1	Common Stock		143041.0				143041.0				D			
0000947871-24-000328	3192332	Capped Restricted Stock Units		6.28		23-JUL-2022				4	M	0				143041.0					F2	D			F1		F1	Common Stock		143041.0				286082.0				D			
0000920148-24-000023	3290795	Restricted Stock Unit			F1	27-MAR-2024				4	M	0				11556.0					F1	D			F3		F3	Common Stock		11556.0				4065.0	F4			D			
0000897069-24-000800	2769740	Stock Option		0.05		12-MAR-2024				4	A	0				1000000.0				0.0		A			F1	12-MAR-2034		Common Stock		1000000.0				1000000.0				D			
0000920148-24-000022	3162868	Restricted Stock Unit			F1	27-MAR-2024				4	M	0				72435.0					F1	D			F3		F3	Common Stock		72435.0				22842.0	F4			D			
0000950170-24-038759	2734576	Employee Stock Option (right to buy)		17.85		27-MAR-2024				4	M	false				70000.0				0.0		D			F4	02-APR-2024		Class A Common Stock		70000.0				0.0				I		See footnote	F1
0001127602-24-011458	2756613	Phantom Stock	F1	0.0		28-MAR-2024				4	A	0				33.89	F2			0.0		A			F3		F3	Common Stock		33.89				3258.14				D			
0000920148-24-000021	2912535	Restricted Stock Unit			F1	27-MAR-2024				4	M	0				3012.0					F1	D			F3		F3	Common Stock		3012.0				1965.0	F4			D			
0000921895-24-000750	3072815	4.25% Convertible Senior Notes due 2029			F3, F2	27-MAR-2024				4	P	0				20000000.0	F3, F2				F3, F2	A			F3, F2		F3, F2	Common Stock		360400.0	F3, F2			20000000.0	F3, F2			I		See Footnote	F3, F2, F1
0001008886-24-000100	2884783	Director Stock Option (Right to Buy)		14.95		27-MAR-2024				4	M	0				9259.0				0.0		D		08-MAY-2015		08-MAY-2024		Common Stock		9259.0				0.0				D			
0000920148-24-000020	3108098	Restricted Stock Unit			F1	27-MAR-2024				4	M	0				3079.0					F1	D			F3		F3	Common Stock		3079.0				791.0	F4			D			
0000920148-24-000019	2728535	Restricted Stock Unit			F1	27-MAR-2024				4	M	0				5778.0					F1	D			F3		F3	Common Stock		5778.0				1317.0	F4			D			
0000935836-24-000326	2978824	Class B Common Stock			F2	28-MAR-2024				4	C	0	F1			23041.0				0.0	F2	D			F2		F2	Class A Common Stock		23041.0				13529170.0				D			
0002001011-24-000037	2936032	Stock Option (right to buy)		3.75		27-MAR-2024				4	M	0				150391.0				0.0		D			F1	07-APR-2033		Common Stock		150391.0				505859.0				D			
0002001011-24-000037	2936031	Stock Option (right to buy)		3.68		27-MAR-2024				4	M	0				93222.0				0.0		D			F1	07-DEC-2032		Common Stock		93222.0				205089.0				D			
0000950170-24-038731	2865177	Stock Option (Right To Buy)		25.98		27-MAR-2024				4	M	false	F1			1491.0				0.0		D			F3	30-SEP-2031		Common Stock		1491.0				54167.0				D			
0000950170-24-038731	2865176	Stock Option (Right To Buy)		25.98		27-MAR-2024				4	M	false	F1			4342.0				0.0		D			F3	30-SEP-2031		Common Stock		4342.0				55658.0				D			
0001493152-24-012011	2631631	Stock Option (right to buy)		1.12		26-FEB-2024				4	M	0				64848.0				0.0		D			F1	28-APR-2024		Common Stock		64848.0				0.0				D			
0000920148-24-000018	3030401	Restricted Stock Unit			F1	27-MAR-2024				4	M	0				20033.0					F1	D			F3		F3	Common Stock		20033.0				15706.0	F4			D			
0001104659-24-041175	3099159	Stock Option (Right to Buy)		16.0		27-MAR-2024				4	M	0				2000.0				0.0		D			F2	02-MAY-2028		Common Stock		2000.0				8586.0				D			
0001104659-24-041175	3099158	Stock Option (Right to Buy)		211.29		27-MAR-2024				4	M	0				1243.0				0.0		D			F2	28-APR-2032		Common Stock		1243.0				0.0				D			
0000950170-24-038721	2726834	Stock Option (Right to Buy)		18.93		28-MAR-2024				4	M	false	F1			13000.0				0.0		D			F5	04-JAN-2032		Class A Common Stock		13000.0				89000.0				D			
0000950170-24-038721	2726835	Stock Option (Right to Buy)		27.85		28-MAR-2024				4	M	false	F1			9000.0				0.0		D			F6	06-JAN-2033		Class A Common Stock		9000.0				102154.0				D			
0000920148-24-000017	2903054	Restricted Stock Unit			F1	27-MAR-2024				4	M	0				7697.0					F1	D			F3		F3	Common Stock		7697.0				2100.0	F4			D			
0001225208-24-004632	2880933	November 2022 Dividend Equivalent Rights			F1	28-MAR-2024				4	A	0				4228.0	F1				F1	A			F1		F1	Common Stock		4228.0				30043.0				D			
0000950170-24-038705	3268889	Stock Option		16.0		27-MAR-2024				4	A	false				13219.0				0.0		A			F1	26-MAR-2034		Common Stock		13219.0				13219.0				D			
0000950170-24-038703	2671968	Stock Option		16.0		27-MAR-2024				4	A	false				13219.0				0.0		A			F1	26-MAR-2034		Common Stock		13219.0				13219.0				D			
0000950170-24-038702	3018007	Stock Option		16.0		27-MAR-2024				4	A	false				32468.0				0.0		A			F1	26-MAR-2034		Common Stock		32468.0				32468.0				D			
0001415889-24-009444	2809823	Stock Options		129.49		28-MAR-2024				4	M	0	F1			14125.0				0.0		D		31-DEC-2014		31-DEC-2024		Common Stock		14125.0				447529.0				D			
0001415889-24-009444	2809822	Stock Options		129.49		27-MAR-2024				4	M	0	F1			15000.0				0.0		D		31-DEC-2014		31-DEC-2024		Common Stock		15000.0				461654.0				D			
0000950170-24-038701	3245487	Stock Option		16.0		27-MAR-2024				4	A	false				13219.0				0.0		A			F1	26-MAR-2034		Common Stock		13219.0				13219.0				D			
0000950170-24-038700	2736306	Stock Option		16.0		27-MAR-2024				4	A	false				41745.0				0.0		A			F1	26-MAR-2034		Common Stock		41745.0				41745.0				D			
0000950170-24-038699	3183303	Stock Option		16.0		27-MAR-2024				4	A	false				16234.0				0.0		A			F1	26-MAR-2034		Common Stock		16234.0				16234.0				D			
0000950170-24-038698	2981609	Stock Option		16.0		27-MAR-2024				4	A	false				26438.0				0.0		A			F1	26-MAR-2034		Common Stock		26438.0				26438.0				D			
0000950170-24-038697	2980267	Stock Option		16.0		27-MAR-2024				4	A	false				26438.0				0.0		A			F1	26-MAR-2034		Common Stock		26438.0				26438.0				D			
0000950170-24-038696	3119930	Stock Option		16.0		27-MAR-2024				4	A	false				162343.0				0.0		A			F1	26-MAR-2034		Common Stock		162343.0				162343.0				D			
0001214659-24-005633	2659185	Stock Option (Right to Buy)		2.74		27-MAR-2024				4	M	false				15308.0				2.74		D			F1	10-APR-2029		Class A Common Stock		15308.0				22962.0				D			
0001214659-24-005633	2659186	Stock Option (Right to Buy)		2.82		27-MAR-2024				4	M	false				127904.0				2.82		D			F1	16-OCT-2025		Class A Common Stock		127904.0				191857.0				D			
0000950170-24-038695	3209713	Stock Option		16.0		27-MAR-2024				4	A	false				23191.0				0.0		A			F1	26-MAR-2034		Common Stock		23191.0				23191.0				D			
0000950170-24-038693	3168126	Stock Option		16.0		27-MAR-2024				4	A	false				13219.0				0.0		A			F1	26-MAR-2034		Common Stock		13219.0				13219.0				D			
0000950170-24-038692	2727907	Stock Option		16.0		27-MAR-2024				4	A	false				48703.0				0.0		A			F1	26-MAR-2034		Common Stock		48703.0				48703.0				D			
0001415889-24-009442	3173695	Employee stock option (right to buy)		39.2		22-JAN-2024				4	A	0				6484.0				0.0		A			F1	22-JAN-2034		Common Stock		6484.0				6484.0				D			
0001127602-24-011453	2903404	Option (Right to Purchase)	F2	1.41		27-MAR-2024				4	M	0				5700.0				0.0		D			F3	12-JUN-2029		Common Stock		5700.0				587519.0	F4			D			
0001415889-24-009436	2891615	Restricted Stock Units			F1	28-MAR-2024				4	M	0				90498.0				0.0		D			F4		F3	Class A Common Stock		90498.0				180996.0				D			
0001415889-24-009436	2891614	Restricted Stock Units			F1	28-MAR-2024				4	M	0				250000.0				0.0		D			F2		F3	Class A Common Stock		250000.0				125000.0				D			
0001127602-24-011452	3251141	Option (Right to Purchase)	F2	1.41		27-MAR-2024				4	M	0				4000.0				0.0		D			F3	12-JUN-2029		Common Stock		4000.0				610373.0	F4			D			
0001062993-24-007462	2865283	Stock Option (Right to Buy)		1.18		28-MAR-2024				4	M	0				152250.0				0.0		D			F1	10-APR-2024		Class A Common Stock		152250.0				0.0				D			
0000950170-24-038672	2728664	Restricted Stock Units			F1	27-MAR-2024				4	M	false				10725.0				0.0		D			F3		F3	Common Stock		10725.0				21448.0				D			
0001127602-24-011450	3257506	Phantom Stock			F1	28-MAR-2024				4	A	0				227.36				131.95		A			F2		F2	Common Stock		227.36				124752.62	F3			D			
0000950170-24-038668	3196861	Restricted Stock Units			F1	27-MAR-2024				4	M	false				3785.0				0.0		D			F3		F3	Common Stock		3785.0				7570.0				D			
0000950170-24-038668	3196862	Restricted Stock Units			F1	28-MAR-2024				4	M	false				2313.0				0.0		D			F4		F4	Common Stock		2313.0				2313.0				D			
0000950170-24-038665	2934530	Restricted Stock Units			F1	27-MAR-2024				4	M	false				9463.0				0.0		D			F4		F4	Common Stock		9463.0				18925.0				D			
0000950170-24-038665	2934531	Restricted Stock Units			F1	28-MAR-2024				4	M	false				6245.0				0.0		D			F5		F5	Common Stock		6245.0				6246.0				D			
0000950170-24-038664	3081851	Restricted Stock Units			F1	28-MAR-2024				4	M	false				1735.0				0.0		D			F5		F5	Common Stock		1735.0				1735.0				D			
0000950170-24-038664	3081850	Restricted Stock Units			F1	27-MAR-2024				4	M	false				1420.0				0.0		D			F4		F4	Common Stock		1420.0				2838.0				D			
0001127602-24-011448	2849821	Phantom Stock			F1	28-MAR-2024				4	A	0				61.58				131.95		A			F2		F2	Common Stock		61.58				12920.11	F3			D			
0000950170-24-038662	2897664	Restricted Stock Units			F1	27-MAR-2024				4	M	false				6309.0				0.0		D			F3		F3	Common Stock		6309.0				12616.0				D			
0001628280-24-013801	3205746	Restricted Stock Units			F1	27-MAR-2024				4	A	0				3754.0				0.0		A		27-MAR-2025	F2	27-MAR-2027		Common Stock		3754.0				3754.0				D			
0000950170-24-038660	3032837	Restricted Stock Units			F1	27-MAR-2024				4	M	false				34696.0				0.0		D			F3		F3	Common Stock		34696.0				69392.0				D			
0001127602-24-011446	2766404	Phantom Stock			F1	28-MAR-2024				4	A	0				341.04				131.95		A			F2		F2	Common Stock		341.04				93360.4	F3			D			
0001628280-24-013799	3151966	Restricted Stock Units			F1	27-MAR-2024				4	A	0				7508.0				0.0		A		27-MAR-2025	F2	27-MAR-2027		Common Stock		7508.0				7508.0				D			
0001127602-24-011444	2709668	Phantom Stock			F1	28-MAR-2024				4	A	0				227.36				131.95		A			F2		F2	Common Stock		227.36				21049.66	F3			D			
0001415889-24-009435	3028066	LTIP Units			F1	29-MAR-2024				4	D	0				60000.0				52.59	F2	D			F1		F1	Common Stock		60000.0				1274079.0				D			
0001628280-24-013798	3182753	Restricted Stock Units			F1	27-MAR-2024				4	A	0				43794.0				0.0		A		27-MAR-2025	F2	27-MAR-2027		Common Stock		43794.0				43794.0				D			
0001415889-24-009434	2811788	LTIP Units			F1	29-MAR-2024				4	D	0				22000.0				52.59	F2	D			F1		F1	Common Stock		22000.0				205484.0				D			
0000905148-24-001016	3250195	Employee Stock Option (right to buy)		1.49		27-MAR-2024				4	A	0				187500.0				0.0		A			F1	27-MAR-2034		Common Stock		187500.0				187500.0				D			
0001628280-24-013793	2963452	Restricted Stock Units			F1	27-MAR-2024				4	A	0				25025.0				0.0		A		27-MAR-2025	F2	27-MAR-2027		Common Stock		25025.0				25025.0				D			
0001140361-24-016591	2793815	Stock Option (Right to Buy)		3.74		27-MAR-2024				4	M	0				3278.0				0.0		A			F2		F3	Common Stock		3278.0				0.0				D			
0000950170-24-038634	3035471	Performance Restricted Stock Units			F1	27-MAR-2024				4	A	false				80689.0	F7				F7	A			F8		F8	Class A Common Stock		80689.0				80689.0				D	F4		
0000950170-24-038634	3035470	Performance Restricted Stock Units			F1	27-MAR-2024				4	A	false				98750.0	F5				F5	A			F6		F6	Class A Common Stock		98750.0				98750.0				D	F4		
0000950170-24-038634	3035469	Performance Restricted Stock Units			F1	27-MAR-2024				4	A	false				84736.0	F2				F2	A			F3		F3	Class A Common Stock		84736.0				84736.0				D	F4		
0000950170-24-038633	3290509	Performance Restricted Stock Units			F2	27-MAR-2024				4	M	false	F1			1630.0	F1				F7	D			F8		F8	Class A Common Stock		1630.0				32327.0				D			
0000950170-24-038633	3290507	Performance Restricted Stock Units			F2	27-MAR-2024				4	M	false	F1			998.0	F1				F5	D			F6		F6	Class A Common Stock		998.0				19781.0				D			
0000950170-24-038633	3290506	Performance Restricted Stock Units			F2	27-MAR-2024				4	A	false				20779.0	F5				F5	A			F6		F6	Class A Common Stock		20779.0				20779.0				D			
0000950170-24-038633	3290505	Performance Restricted Stock Units			F2	27-MAR-2024				4	M	false	F1			885.0	F1				F3	D			F4		F4	Class A Common Stock		885.0				17546.0				D			
0000950170-24-038633	3290504	Performance Restricted Stock Units			F2	27-MAR-2024				4	A	false				18431.0	F3				F3	A			F4		F4	Class A Common Stock		18431.0				18431.0				D			
0000950170-24-038633	3290508	Performance Restricted Stock Units			F2	27-MAR-2024				4	A	false				33957.0	F7				F7	A			F8		F8	Class A Common Stock		33957.0				33957.0				D			
0000950170-24-038632	2905801	Performance Restricted Stock Units			F1	27-MAR-2024				4	A	false				4438.0	F2				F2	A			F3		F3	Class A Common Stock		4438.0				4438.0				D			
0000950170-24-038629	3281469	Performance Restricted Stock Units			F1	27-MAR-2024				4	A	false				13990.0	F4				F4	A			F5		F5	Class A Common Stock		13990.0				13990.0				D			
0000950170-24-038629	3281468	Performance Restricted Stock Units			F1	27-MAR-2024				4	A	false				7415.0	F2				F2	A			F3		F3	Class A Common Stock		7415.0				7415.0				D			
0000950170-24-038631	2722184	Performance Restricted Stock Units			F1	27-MAR-2024				4	A	false				26897.0	F2				F2	A			F3		F3	Class A Common Stock		26897.0				26897.0				D			
0000950170-24-038628	3068625	Performance Restricted Stock Units			F1	27-MAR-2024				4	A	false				807.0	F6				F6	A			F7		F7	Class A Common Stock		807.0				807.0				D			
0000950170-24-038628	3068623	Performance Restricted Stock Units			F1	27-MAR-2024				4	A	false				438.0	F2				F2	A			F3		F3	Class A Common Stock		438.0				438.0				D			
0000950170-24-038628	3068624	Performance Restricted Stock Units			F1	27-MAR-2024				4	A	false				494.0	F4				F4	A			F5		F5	Class A Common Stock		494.0				494.0				D			
0001415889-24-009426	2981506	Employee Stock Option (right to buy)		123.37		27-MAR-2024				4	M	0				4235.0				0.0		D			F2	06-FEB-2027		Common Stock		4235.0				0.0				D			
0000950170-24-038626	2866464	Employee Stock Option (Right to buy)		121.43		28-MAR-2024				4	M	false				5000.0				0.0		D			F6	30-APR-2024		Class A Common Stock		5000.0				95000.0				D			
0000950170-24-038619	2708244	Employee Stock Option (Right to Buy)		0.66		28-MAR-2024				4	M	false				5000.0				0.0		D			F4	17-JUN-2028		Class B Common Stock		5000.0				93063.0				D			
0000950170-24-038619	2708245	Class B Common Stock			F1	28-MAR-2024				4	M	false				5000.0				0.66		A			F1		F1	Class A Common Stock		5000.0				125302.0	F5			D			
0000950170-24-038619	2708246	Class B Common Stock			F1	28-MAR-2024				4	C	false				5000.0				0.0		D			F1		F1	Class A Common Stock		5000.0				120302.0	F5			D			
