ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001104659-21-154850	2223504	Restricted Stock Units			F1	28-DEC-2021				4	A	0				21621.0				0.0		A			F2		F2	Class A common stock		21621.0				21621.0				D			
0001104659-21-154849	2223538	Restricted Stock Units			F1	28-DEC-2021				4	A	0				21621.0				0.0		A			F2		F2	Class A common stock		21621.0				21621.0				D			
0001104659-21-154848	2223503	Restricted Stock Units			F1	28-DEC-2021				4	A	0				21621.0				0.0		A			F2		F2	Class A common stock		21621.0				21621.0				D			
0001104659-21-154847	2223544	Restricted Stock Units			F1	28-DEC-2021				4	A	0				21621.0				0.0		A			F2		F2	Class A common stock		21621.0				21621.0				D			
0001104659-21-154846	2223539	Restricted Stock Units			F1	28-DEC-2021				4	A	0				21621.0				0.0		A			F2		F2	Class A common stock		21621.0				21621.0				D			
0001104659-21-154845	2223517	Restricted Stock Units			F1	28-DEC-2021				4	A	0				21621.0				0.0		A			F2		F2	Class A common stock		21621.0				21621.0				D			
0001104659-21-154844	2223518	Restricted Stock Units			F1	28-DEC-2021				4	A	0				21621.0				0.0		A			F2		F2	Class A common stock		21621.0				21621.0				D			
0000852772-21-000098	2223516	Restricted Stock Units			F1	29-DEC-2021				4	F	0				1118.0				0.0		D			F1		F1	Common Stock		1118.0				65232.0				D			
0000852772-21-000097	2223537	Restricted Stock Units			F1	29-DEC-2021				4	F	0				5015.0				0.0		D			F1		F1	Common Stock		5015.0				229809.0				D			
0000852772-21-000096	2223506	Restricted Stock Units			F1	29-DEC-2021				4	F	0				583.0				0.0		D			F1		F1	Common Stock		583.0				34125.0				D			
0000852772-21-000095	2223510	Restricted Stock Units			F1	29-DEC-2021				4	F	0				881.0				0.0		D			F1		F1	Common Stock		881.0				36035.0				D			
0001209191-21-071648	2223520	Class B Common Stock			F2	30-DEC-2021				4	M	0				17000.0				0.0	F2	A			F2		F2	Class A Common Stock		17000.0				17000.0				D			
0001209191-21-071648	2223519	Employee Stock Option (Right to Buy)		5.53		30-DEC-2021				4	M	0				17000.0				0.0		D			F1	29-JUL-2028		Class B Common Stock		17000.0				233000.0				D			
0001437749-21-029535	2223535	Employee Stock Option		0.1		28-DEC-2021				4	M	0				250000.0				0.0		D			F1	14-JAN-2024		Common Stock		250000.0				500000.0				D			
0001321732-21-000128	2223508	Stock Option (right to buy)		22.04		28-DEC-2021				4	M	0				4800.0				0.0		D			F2	11-AUG-2025		Common Stock		4800.0				33450.0				D			
0001493152-21-032916	2223512	Employee Stock Option (right to buy)		4.01	F3	01-DEC-2017				4	A	0				18689.0	F3			4.01	F3	A		01-MAR-2018		01-DEC-2027		Class A Common Stock		18689.0	F3			18689.0	F3			D			
0001493152-21-032916	2223513	Employee Stock Option (right to buy)		4.62	F4	30-NOV-2018				4	A	0				23731.0	F4			4.62	F4	A		28-FEB-2019		30-NOV-2028		Class A Common Stock		23731.0	F4			23731.0	F4			D			
0001493152-21-032916	2223514	Employee Stock Option (right to buy)		4.81	F5	06-DEC-2019				4	A	0				39552.0	F5			4.81	F5	A		06-MAR-2020		06-DEC-2029		Class A Common Stock		39552.0	F5			39552.0	F5			D			
0001493152-21-032916	2223511	Employee Stock Option (right to buy)		5.31	F2	02-DEC-2016				4	A	0				13082.0	F2			5.31	F2	A		02-MAR-2017		02-DEC-2026		Class A Common Stock		13082.0	F2			13082.0	F2			D			
0001493152-21-032916	2223515	Employee Stock Option (right to buy)		3.49	F6	27-MAR-2020				4	A	0				37669.0	F6			3.49	F6	A		27-JUN-2020		27-MAR-2030		Class A Common Stock		37669.0	F6			37669.0	F6			D			
0001567619-21-022725	2223534	Stock Option (right to buy)		1.2		28-DEC-2021				4	M	0				56363.0				0.0		D			F3	18-OCT-2027		Class A Common Stock		56363.0				52535.0				D			
0001567619-21-022724	2223501	Stock Option (right to buy)		1.07		28-DEC-2021				4	M	0				53952.0				0.0		D			F1	18-NOV-2026		Class A Common Stock		53952.0				0.0				D			
0001567619-21-022724	2223502	Stock Option (right to buy)		1.2		28-DEC-2021				4	M	0				59968.0				0.0		D			F1	18-OCT-2027		Class A Common Stock		59968.0				0.0				D			
0001209191-21-071644	2223509	Stock Option (right to buy Common Stock)		15.0		29-DEC-2021				4	M	0				17452.0				0.0		D			F1	29-JUN-2029		Common Stock		17452.0				15508.0				D			
0001025996-21-000217	2223543	Employee Stock Option (right to buy)		42.61		29-DEC-2021				4	M	0				9000.0				0.0		D			F2	22-FEB-2022		Common Stock		9000.0				0.0				D			
0001683168-21-006688	2223526	Stock Options		3.38		28-DEC-2021				4	A	0				200000.0					F2	A			F1	28-DEC-2026		Common Stock		200000.0				200000.0				D			
0001683168-21-006686	2223523	Stock Options		3.38		28-DEC-2021				4	A	0				15000.0					F2	A			F1	28-DEC-2026		Common Stock		15000.0				15000.0				D			
0001683168-21-006684	2223525	Stock Options		3.38		28-DEC-2021				4	A	0				15000.0					F2	A			F1	28-DEC-2026		Common Stock		15000.0				290000.0				D			
0001493152-21-032914	2223532	RSUs		0.0	F1	28-DEC-2021				4	D	0				83333.0				37.02		D			F2, F4		F2	Common		83333.0				0.0				D			
0001683168-21-006682	2223529	Stock Options		3.38		28-DEC-2021				4	A	0				15000.0					F2	A			F1	28-DEC-2026		Common Stock		15000.0				15000.0				D			
0001683168-21-006680	2223540	Stock Options		3.38		28-DEC-2021				4	A	0				15000.0					F2	A			F1	28-DEC-2026		Common Stock		15000.0				15000.0				D			
0001683168-21-006678	2223530	Stock Options		3.38		28-DEC-2021				4	A	0				15000.0					F2	A			F1	28-DEC-2026		Common Stock		15000.0				15000.0				D			
0001209191-21-071641	2223507	Stock Option (Right to Buy)		0.9		29-DEC-2021				4	M	0				7000.0				0.0		D			F1	13-FEB-2029		Common Stock		7000.0				60800.0				D			
0001654954-21-013637	2223521	Non-Qualified Stock Options		0.91		29-DEC-2021				4	M	false				2000.0				0.91		D		01-JUN-2021		11-MAR-2026		Common Stock		2000.0				928453.0				D			
0001667731-21-000347	2223323	Rights (Deferred Share Units)			F1	30-DEC-2021				4	A	0				465.0				33.26	F2	A			F1		F1	Common Stock		465.0				41656.0				D			
0001382821-21-000352	2223499	Stock Option (right to buy)		10.8		29-DEC-2021				4	M	0	F1			12000.0				0.0		D			F5	14-JUN-2027		Common Stock		12000.0				19845.0				D			
0001382821-21-000352	2223500	Stock Option (right to buy)		10.8		30-DEC-2021				4	M	0	F1			12000.0				0.0		D			F5	14-JUN-2027		Common Stock		12000.0				7845.0				D			
0001667731-21-000345	2223452	Rights (Deferred Share Units)			F1	30-DEC-2021				4	A	0				427.0				33.26	F2	A			F1		F1	Common Stock		427.0				29046.0				D			
0001225208-21-015295	2223479	Dividend Equivalent Rights			F1	29-DEC-2021				4	A	0				75.0				0.0		A			F1		F1	Common Stock, without par value		75.0				325.0				D			
0001225208-21-015294	2223475	Dividend Equivalent Rights			F1	29-DEC-2021				4	A	0				13.0				0.0		A			F1		F1	Common Stock, without par value		13.0				26.0				D			
0001225208-21-015293	2223336	Dividend Equivalent Rights			F1	29-DEC-2021				4	A	0				2020.0				0.0		A			F1		F1	Common Stock, without par value		2020.0				9192.0				D			
0001225208-21-015292	2223306	Share Units			F1	29-DEC-2021				4	A	0				57.0				0.0		A			F1		F1	Common Stock, without par value		57.0				8293.0	F2			D			
0001225208-21-015291	2223373	Dividend Equivalent Rights			F1	29-DEC-2021				4	A	0				784.0				0.0		A			F1		F1	Common Stock, without par value		784.0				3510.0				D			
0001225208-21-015290	2223395	Share Units			F1	29-DEC-2021				4	A	0				760.0				0.0		A			F1		F1	Common Stock, without par value		760.0				109608.0	F2			D			
0001225208-21-015289	2223337	Dividend Equivalent Rights			F1	29-DEC-2021				4	A	0				244.0				0.0		A			F1		F1	Common Stock, without par value		244.0				1107.0				D			
0001225208-21-015288	2223362	Share Units			F1	29-DEC-2021				4	A	0				23.0				0.0		A			F1		F1	Common Stock, without par value		23.0				3278.0	F2			D			
0001225208-21-015287	2223367	Dividend Equivalent Rights			F1	29-DEC-2021				4	A	0				441.0				0.0		A			F1		F1	Common Stock, without par value		441.0				1998.0				D			
0001225208-21-015286	2223372	Share Units			F1	29-DEC-2021				4	A	0				960.0				0.0		A			F1		F1	Common Stock, without par value		960.0				138558.0	F2			D			
0001225208-21-015285	2223343	Share Units			F1	29-DEC-2021				4	A	0				192.0				0.0		A			F1		F1	Common Stock, without par value		192.0				27704.0	F2			D			
0001225208-21-015284	2223412	Dividend Equivalent Rights			F1	29-DEC-2021				4	A	0				1304.0				0.0		A			F1		F1	Common Stock, without par value		1304.0				5790.0				D			
0001225208-21-015283	2223361	Share Units			F1	29-DEC-2021				4	A	0				293.0				0.0		A			F1		F1	Common Stock, without par value		293.0				42184.0	F2			D			
0001225208-21-015282	2223480	Dividend Equivalent Rights			F1	29-DEC-2021				4	A	0				360.0				0.0		A			F1		F1	Common Stock, without par value		360.0				1543.0				D			
0001667731-21-000343	2223415	Rights (Deferred Share Units)			F1	30-DEC-2021				4	A	0				422.0				33.36		A			F1		F1	Common Stock		422.0				1872.0				D			
0001628280-21-025697	2223333	Employee Stock Option (Right to buy)		0.23		29-DEC-2021				4	M	0	F1			7500.0				0.0		D			F9	23-MAY-2023		Common Stock		7500.0				5000.0				D			
0001209191-21-071638	2223471	Employee Share Option (right to buy)		5.44		30-DEC-2021				4	M	0				8823.0				0.0		D			F2	27-NOV-2028		Ordinary Shares		8823.0				91177.0				D			
0001209191-21-071638	2223470	Employee Share Option (right to buy)		0.18		30-DEC-2021				4	M	0				2000.0				0.0		D			F1	12-MAY-2025		Ordinary Shares		2000.0				68000.0				D			
0001209191-21-071637	2223350	Performance Stock Units (PSUs)			F1	29-DEC-2021				4	M	0				9470.0				0.0		D			F1	28-JUL-2025		Common Stock		9470.0				738660.0	F2			D			
0001062993-21-013688	2223385	Non-Qualified Stock Option (right to buy)	F3	11.6		29-DEC-2021				4	M	0				57657.0				0.0		A			F4	29-DEC-2031		Common Stock		57657.0				57657.0				D			
0001667731-21-000341	2223349	Rights (Deferred Share Units)			F1	30-DEC-2021				4	A	0				749.0				33.36		A			F1		F1	Common Stock		749.0				42290.0				D			
0001209191-21-071636	2223462	LP interests in RPI US Partners 2019, LP			F1	10-SEP-2021				5	G	0	F2	E		5128.0				0.0		D			F3		F3	Class A Ordinary Shares		51280.0				481270.0	F4			I		By Reddoch RPI LLC	
0001213900-21-068185	2223291	Employee Stock Option (Right to Buy)		1.32		29-DEC-2021				4	A	0				7000.0				0.0		A			F1	28-DEC-2026		Common shares		7000.0				29091.0				D			
0001213900-21-068184	2223293	Employee Stock Option (Right to Buy)		1.32		29-DEC-2021				4	A	0				7000.0				0.0		A			F1	28-DEC-2026		Common shares		7000.0				46425.0				D			
0001567619-21-022716	2223449	Non-Qualified Stock Option (right to buy)	F1	26.49		21-JUL-2021				4	A	0				11026.0				0.0		A		21-JUL-2022	F2	21-JUL-2031		Common Stock		11026.0				11026.0				D			
0001213900-21-068183	2223358	Employee Stock Option (Right to Buy)		1.32		29-DEC-2021				4	A	0				7000.0				0.0		A			F1	28-DEC-2026		Common shares		7000.0				40364.0				D			
0001213900-21-068182	2223386	Employee Stock Option (Right to Buy)		1.32		29-DEC-2021				4	A	0				7000.0				0.0		A			F1	28-DEC-2026		Common shares		7000.0				46425.0				D			
0000899243-21-050117	2223427	Stock Option (Right to Buy)		0.67		29-DEC-2021				4	M	0				39700.0				0.0		D			F1	08-MAY-2028		Common Stock		39700.0				207702.0				D			
0001567619-21-022713	2223342	Non-Qualified Stock Option (right to buy)	F1	26.49		21-JUL-2021				4	A	0				101667.0				0.0		A		21-JUL-2022	F4	21-JUL-2031		Common Stock		101667.0	F1			101667.0	F1			D			
0001567619-21-022713	2223341	Performance Right	F1		F3	21-JUL-2021				4	A	0				74840.0				0.0		A			F3		F3	Common Stock		74840.0	F1			74840.0	F1			D			
0001567619-21-022711	2223494	Performance Right	F1		F2	21-JUL-2021				4	A	0				5684.0				0.0		A			F2		F2	Common Stock		5684.0				5684.0				D			
0001567619-21-022711	2223495	Non-Qualified Stock Option (right to buy)	F1	26.49		21-JUL-2021				4	A	0				7721.0				0.0		A		21-JUL-2022	F3	21-JUL-2031		Common Stock		7721.0				7721.0				D			
0001567619-21-022709	2223299	Non-Qualified Stock Option (right to buy)	F1	26.49		21-JUL-2021				4	A	0				11923.0				0.0		A		21-JUL-2022	F2	21-JUL-2031		Common Stock		11923.0				11923.0				D			
0001567619-21-022707	2223491	Non-Qualified Stock Option (right to buy)	F1	26.49		21-JUL-2021				4	A	0				20128.0				0.0		A		21-JUL-2022	F2	21-JUL-2031		Common Stock		20128.0				20128.0				D			
0001567619-21-022705	2223330	Peformance Right	F1		F2	21-JUL-2021				4	A	0				6197.0				0.0		A			F2		F2	Common Stock		6197.0				6197.0				D			
0001567619-21-022705	2223331	Non-Qualified Stock Option (right to buy)	F1	26.49		21-JUL-2021				4	A	0				8418.0				0.0		A		21-JUL-2022	F3	21-JUL-2031		Common Stock		8418.0				8418.0				D			
0001562180-21-007920	2223469	Stock Option (Right to Buy)		0.71		28-DEC-2021				4	M	false				5400.0				0.0		D			F2	01-SEP-2030		Common Stock		5400.0				210722.0				D			
0001209191-21-071621	2223400	Stock Option (Right to Buy)		2.93		09-DEC-2021				4	M	0				1000.0				0.0		D			F2	08-MAR-2022		Class A Common Shares		1000.0				0.0				D			
0001209191-21-071619	2223421	Stock Option (Right to Buy)		2.93		09-DEC-2021				4	M	0				1000.0				0.0		D			F2	08-MAR-2022		Class A Common Shares		1000.0				0.0				D			
0001654954-21-013633	2223355	Nonqualified Stock Options		0.17		30-DEC-2021				4	C	false				10000.0				0.17		D		01-SEP-2019		07-AUG-2026		Common Stock		10000.0				2680000.0				D			
0001493152-21-032897	2223405	Employee Stock Option (right to buy)		0.69		29-DEC-2021				4	M	0				9250.0				0.0		D			F4	17-MAR-2030		Common Shares		9250.0				249750.0				D			
0001493152-21-032897	2223404	Employee Stock Option (right to buy)		1.14		28-DEC-2021				4	M	0				79689.0				0.0		D			F6	12-FEB-2029		Common Shares		79689.0				32811.0				D			
0001493152-21-032897	2223402	Employee Stock Option (right to buy)		0.69		28-DEC-2021				4	M	0				185000.0				0.0		D			F4	17-MAR-2030		Common Shares		185000.0				259000.0				D			
0001493152-21-032897	2223403	Employee Stock Option (right to buy)		2.11		28-DEC-2021				4	M	0				236899.0				0.0		D			F5	11-FEB-2028		Common Shares		236899.0				10301.0				D			
0001681622-21-000119	2223322	Non-Qualified Stock Option (right to buy)		30.74		29-DEC-2021				4	M	0				31428.0				0.0		D			F3	13-FEB-2022		Common Stock		31428.0				0.0				D			
0001681622-21-000119	2223321	Non-Qualified Stock Option (right to buy)		30.74		28-DEC-2021				4	M	0				30473.0				0.0		D			F3	13-FEB-2022		Common Stock		30473.0				31428.0				D			
0001272830-21-000331	2223431	Employee Stock Option (Right to Buy)		2.45		27-DEC-2021				4	M	0				10000.0				0.0		D		01-DEC-2012		01-JAN-2022		Common Stock		10000.0				0.0				D			
0001104659-21-154785	2223303	EMPLOYEE STOCK OPTION		12.38		29-DEC-2021				4	M	0				21000.0				0.0		A		31-JUL-2014		31-JUL-2024		COMMON STOCK		21000.0				0.0				D			
0001493152-21-032887	2223327	Non-Qualified Stock Options		2.51		29-DEC-2021				4	A	0				30000.0				0.0		A		29-DEC-2022	F2	29-DEC-2026		Common Stock		30000.0				45000.0				I	F1	See Footnote	F1
0001493152-21-032884	2223297	Non-Qualified Stock Options		2.51		29-DEC-2021				4	A	0				30000.0				0.0		A		29-DEC-2022	F1	29-DEC-2026		Common Stock		30000.0				45000.0				D			
0001493152-21-032881	2223311	Non-Qualified Stock Options		2.51		29-DEC-2021				4	A	0				30000.0				0.0		A		29-DEC-2022	F1	29-DEC-2026		Common Stock		30000.0				45000.0				D			
0001209191-21-071613	2223487	Stock Option (Right to Buy)		8.14		29-DEC-2021				4	M	0				4667.0				0.0		D			F3	30-JAN-2028		Common Stock		4667.0				57833.0				D			
0001209191-21-071613	2223486	Stock Option (Right to Buy)		7.7		29-DEC-2021				4	M	0				12987.0				0.0		D			F2	19-JAN-2027		Common Stock		12987.0				87013.0				D			
0001726978-21-000204	2223383	LLC Units in Goosehead Financial, LLC		0.0		29-DEC-2021				4	C	0				801.0				0.0		D			F3		F3	Class A Common Stock		801.0				400632.0				D			
0000906465-21-000054	2223425	Non-Qualified Stock Option (right to buy)		9.3		29-DEC-2021				4	M	0				500.0				9.3		D		01-FEB-2013		01-FEB-2022		Common Stock		500.0				0.0				D			
0001320695-21-000189	2223376	Restricted Stock Unit			F1	29-DEC-2021				4	A	0				6635.0				0.0		A			F2		F2	Common Stock		6635.0				6635.0				D			
0001127602-21-032072	2223460	Stock Option (Right to Buy)		12.21		29-DEC-2021				4	M	0	F1			5000.0				0.0		D			F2	29-AUG-2027		Common Stock		5000.0				5000.0				D			
0001493152-21-032877	2223325	Option to Purchase Common Stock		1.01		29-DEC-2021				4	A	0				100000.0				0.0		A			F1	28-DEC-2031		Common Stock		100000.0				100000.0				D			
0001320695-21-000187	2223334	Restricted Stock Unit			F1	29-DEC-2021				4	A	0				6245.0				0.0		A			F2		F2	Common Stock		6245.0				6245.0				D			
0001209191-21-071612	2223401	Common Stock Option		23.52		30-DEC-2021				4	A	0				171000.0				0.0		A			F1	31-DEC-2028		Common Stock		171000.0				171000.0				D			
0001493152-21-032873	2223348	Option to Purchase Common Stock		1.01		29-DEC-2021				4	A	0				57500.0				0.0		A			F1	28-DEC-2031		Common Stock		57500.0				57500.0				D			
0001493152-21-032872	2223290	Option to Purchase Common Stock		1.01		29-DEC-2021				4	A	0				50000.0				0.0		A			F1	28-DEC-2031		Common Stock		50000.0				50000.0				D			
0001214659-21-013796	2223454	Employee Stock Option (right to buy)		8.82		29-DEC-2021				4	M	false				5994.0				0.0		D			F2	28-SEP-2027		Common Stock		5994.0				3279.0				D			
0001320695-21-000185	2223418	Restricted Stock Unit			F1	29-DEC-2021				4	A	0				7025.0				0.0		A			F2		F2	Common Stock		7025.0				7025.0				D			
0001209191-21-071611	2223288	Stock Option (Right to Buy)		1.53		28-DEC-2021				4	M	0				1375.0				0.0		D			F2	26-JAN-2028		Common Stock		1375.0				225005.0				D			
0001410442-21-000010	2223315	Non-Qualified Stock Option (right to buy)		58.79		28-DEC-2021				4	M	0	F1			164.0				0.0		D		13-FEB-2018		24-FEB-2024		Common Stock		164.0				254202.0				D			
0001410442-21-000010	2223317	Non-Qualified Stock Option (right to buy)		58.79		30-DEC-2021				4	M	0	F1			1159.0				0.0		D		13-FEB-2018		24-FEB-2024		Common Stock		1159.0				242366.0				D			
0001410442-21-000010	2223316	Non-Qualified Stock Option (right to buy)		58.79		29-DEC-2021				4	M	0	F1			10677.0				0.0		D		13-FEB-2018		24-FEB-2024		Common Stock		10677.0				243525.0				D			
0001089063-21-000125	2223468	Stock Option (Right to Buy)		16.81		29-DEC-2021				4	M	0				16210.0				0.0		D			F6	22-MAR-2027		Common Stock, par value $0.01 per share		16210.0				48631.0				D			
0001089063-21-000125	2223467	Stock Option (Right to Buy)		38.27		29-DEC-2021				4	M	0				7102.0				0.0		D			F5	03-APR-2026		Common Stock, par value $0.01 per share		7102.0				7103.0				D			
0001089063-21-000125	2223466	Stock Option (Right to Buy)		33.81		29-DEC-2021				4	M	0				7878.0				0.0		D			F4	03-APR-2025		Common Stock, par value $0.01 per share		7878.0				2627.0				D			
0001089063-21-000125	2223465	Stock Option (Right to Buy)		28.9		29-DEC-2021				4	M	0				12243.0				0.0		D			F3	03-DEC-2024		Common Stock, par value $0.01 per share		12243.0				0.0				D			
0001320695-21-000183	2223414	Restricted Stock Unit			F1	29-DEC-2021				4	A	0				7416.0				0.0		A			F2		F2	Common Stock		7416.0				7416.0				D			
0001320695-21-000181	2223294	Restricted Stock Unit			F1	29-DEC-2021				4	A	0				9093.0				0.0		A			F2		F2	Common Stock		9093.0				9093.0				D			
0001320695-21-000179	2223438	Restricted Stock Unit			F1	29-DEC-2021				4	A	0				11026.0				0.0		A			F2		F2	Common Stock		11026.0				11026.0				D			
0001645842-21-000044	2223420	Stock Options		1.7		28-DEC-2021				4	M	0	F1			50000.0				0.0		D			F2	30-JUL-2025		Common Stock		50000.0				0.0				D			
0001209191-21-071607	2223493	Restricted Stock Unit (RSU)			F1	29-DEC-2021				4	A	0				3921.0				0.0		A			F3		F3	Class A Common Stock		3921.0				3921.0				D			
0001209191-21-071607	2223492	Restricted Stock Unit (RSU)			F1	29-DEC-2021				4	A	0				10365.0				0.0		A			F2		F2	Class A Common Stock		10365.0				10365.0				D			
0001161697-21-000622	2223489	Options to purchase common stock		7.07		28-DEC-2021				4	A	0				20000.0				0.0		A			F1	28-DEC-2028		Common Stock		20000.0				324834.0				D			
0001562180-21-007917	2223436	Incentive Stock Option (Right to Buy)		0.39		29-DEC-2021				4	M	false				50000.0				0.0		D		07-NOV-2016	F1	07-NOV-2026		Series 1 Common Stock		50000.0				218747.0				D			
0001161697-21-000621	2223346	Options to purchase common stock		7.07		28-DEC-2021				4	A	0				67500.0				0.0		A			F1	28-DEC-2028		Common Stock		67500.0				367500.0				D			
0001161697-21-000620	2223481	Options to purchase common stock		7.07		28-DEC-2021				4	A	0				20000.0				0.0		A			F1	28-DEC-2028		Common Stock		20000.0				324834.0				D			
0001161697-21-000619	2223387	Options to purchase common stock		7.07		28-DEC-2021				4	A	0				185000.0				0.0		A			F1	28-DEC-2028		Common Stock		185000.0				1570000.0				D			
0001127602-21-032068	2223490	Restricted Stock Units			F1	28-DEC-2021				4	A	0				20000.0				0.0		A			F2	03-JAN-2022		Common Stock		20000.0				20000.0				D			
0001161697-21-000618	2223497	Options to purchase common stock		7.07		28-DEC-2021				4	A	0				270000.0				0.0		A			F1	28-DEC-2028		Common Stock		270000.0				3490834.0				D			
0001161697-21-000617	2223426	Options to purchase common stock		7.07		28-DEC-2021				4	A	0				135000.0				0.0		A			F1	28-DEC-2028		Common Stock		135000.0				1191667.0				D			
0001702744-21-000147	2223301	Options to Purchase Common Stock		12.0		28-DEC-2021				4	M	0				77823.0				12.0		D			F4	14-JUL-2027		Common Stock		77823.0				1122177.0				D			
0001702744-21-000147	2223302	Options to Purchase Common Stock		12.0		29-DEC-2021				4	M	0				22177.0				12.0		D			F4	14-JUL-2027		Common Stock		22177.0				1100000.0				D			
0001161697-21-000616	2223459	Options to purchase common stock		7.07		28-DEC-2021				4	A	0				20000.0				0.0		A			F1	28-DEC-2028		Common Stock		20000.0				80000.0				D			
0001161697-21-000615	2223378	Options to purchase common stock		7.07		28-DEC-2021				4	A	0				167500.0				0.0		A			F1	28-DEC-2028		Common Stock		167500.0				1474167.0				D			
0001209191-21-071606	2223312	Restricted Stock Unit (RSU)			F1	29-DEC-2021				4	A	0				43053.0				0.0		A			F2		F2	Class A Common Stock		43053.0				43053.0				D			
0001161697-21-000614	2223444	Options to purchase common stock		7.07		28-DEC-2021				4	A	0				135000.0				0.0		A			F1	28-DEC-2028		Common Stock		135000.0				921667.0				D			
0001161697-21-000613	2223474	Options to purchase common stock		7.07		28-DEC-2021				4	A	0				20000.0				0.0		A			F1	28-DEC-2028		Common Stock		20000.0				374834.0				D			
